Gene = Mospd3
index = 689
Annotated 5SS: [ 303  774 1068 1451 3894]
Annotated 3SS: [ 500  991 1220 3728 3990]
SMsplice 5SS: [ 303  774 1068 1451 3894]
SMsplice 3SS: [ 692  991 1250 3728 3990]
top_k =  1000
Partition function (log Z): -2.0671629053198006

Sorted 5' Splice Sites (High to Low Probability):
Position 3894: 0.8779523571145794
Position 774: 0.7290575807969333
Position 1451: 0.7089131096132588
Position 303: 0.6561565375981302
Position 1068: 0.6485669070258305
Position 321: 0.22569412441113978
Position 811: 0.1744445960024214
Position 602: 0.1529810253373215
Position 1843: 0.08055301075400606
Position 1727: 0.06470031294026105
Position 2455: 0.03321533556025462
Position 1080: 0.029173549140061865
Position 156: 0.025669008768726978
Position 54: 0.018293376470805967
Position 1972: 0.01045519265600691
Position 1182: 0.009129077736932828
Position 1021: 0.006338254199532118
Position 606: 0.005262965438920375
Position 145: 0.005088339158184678
Position 2711: 0.004963459721480536
Position 3602: 0.004496855241944577
Position 326: 0.004451134638929189
Position 3911: 0.003996323067152205
Position 1769: 0.0035718639586564795
Position 2025: 0.003188273716036543
Position 221: 0.0028345210746119885
Position 3624: 0.0025732770229790207
Position 1356: 0.0025177135235052123
Position 377: 0.0022531572821936816
Position 2918: 0.002142660067937409
Position 2658: 0.001294963781890437
Position 1868: 0.0011937055206743983
Position 1850: 0.0009810962885961616
Position 2862: 0.000905070000870584
Position 3854: 0.0008875523310015616
Position 2010: 0.0008555811861929007
Position 179: 0.0007865389254020235
Position 3845: 0.0007172136111916655
Position 3180: 0.0004639212488263255
Position 1315: 0.0004455898278888822
Position 815: 0.00038018067090712877
Position 3084: 0.00037740005844152973
Position 3574: 0.0003209460744296031
Position 2962: 0.0003161365341338748
Position 1946: 0.00030908738478010745
Position 237: 0.00029168631732068165
Position 1053: 0.00028819399271022523
Position 1897: 0.00024690363717877755
Position 3875: 0.00024142945434845551
Position 3039: 0.00023210561459364884
Position 3467: 0.000226795747144779
Position 1473: 0.00021684553992912175
Position 1999: 0.00021629261772965243
Position 1985: 0.00019221425944864357
Position 3213: 0.0001779955462577941
Position 436: 0.00016693478885266907
Position 1475: 0.00016424671286182315
Position 882: 0.00015647274037075237
Position 66: 0.00015501743236415617
Position 2494: 0.00014943840097407393
Position 1477: 0.0001350438743982361
Position 309: 0.00013281061357277085
Position 628: 0.00012866116983857218
Position 1471: 0.00011827852690903009
Position 183: 0.00011797229016734398
Position 2487: 7.804951192069606e-05
Position 1072: 7.399216954606597e-05
Position 218: 7.313418165234519e-05
Position 2083: 6.935368542486653e-05
Position 1042: 6.852247902445295e-05
Position 975: 5.7061674887022625e-05
Position 1112: 5.6992044095273385e-05
Position 1152: 5.346803218745703e-05
Position 1479: 4.29142513561396e-05
Position 838: 4.112775100712865e-05
Position 3887: 3.8369003056733114e-05
Position 422: 3.7557289384199715e-05
Position 913: 3.612382450612834e-05
Position 548: 3.467740305004033e-05
Position 1481: 3.093122994034236e-05
Position 668: 3.0692485227889956e-05
Position 836: 2.673437758362768e-05
Position 576: 2.355159881605792e-05
Position 1483: 2.1884922608891875e-05
Position 900: 2.075110051592755e-05
Position 78: 1.7732913322633365e-05
Position 1485: 1.713951669793633e-05
Position 1137: 1.5785510634329107e-05
Position 1508: 1.4665383594231836e-05
Position 935: 1.4493313844139884e-05
Position 1455: 1.288894308154971e-05
Position 26: 1.2214701425001396e-05
Position 1487: 1.106077127356783e-05
Position 949: 1.0108608303848015e-05
Position 1411: 8.401161725771733e-06
Position 473: 7.81573730294386e-06
Position 1489: 7.1232837122932905e-06
Position 1491: 4.405423968022047e-06
Position 433: 3.4495209505507562e-06
Position 692: 1.7042217916073335e-06
Position 1528: 1.6170119530820148e-06
Position 19: 1.53200664905339e-06
Position 493: 1.465168138711106e-06
Position 1493: 1.4432679998831433e-06
Position 714: 1.403433583419725e-06
Position 1495: 1.2214564389675478e-06
Position 674: 9.7216008585595e-07
Position 523: 9.405362876337536e-07
Position 659: 5.418677006970541e-07
Position 1186: 8.974446575441784e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3990: 0.7717419707771157
Position 3728: 0.7157459157469448
Position 991: 0.6587359183599917
Position 692: 0.5695352660109131
Position 1250: 0.4031032242597243
Position 653: 0.31524341890134944
Position 1220: 0.21232061351866274
Position 3779: 0.1854881766895525
Position 4063: 0.13282857898098804
Position 1594: 0.058113648282399344
Position 1608: 0.052872970537741766
Position 500: 0.05035269630683884
Position 3817: 0.046789976955967996
Position 2364: 0.031172423430016534
Position 533: 0.029577275845419776
Position 1644: 0.027036358945815228
Position 1821: 0.025781932545997057
Position 1354: 0.0232980487134811
Position 1348: 0.02308551474694083
Position 1003: 0.018672979241859122
Position 1266: 0.017459770373447935
Position 3417: 0.014191418418015809
Position 1271: 0.013365928844563496
Position 404: 0.013315843218633223
Position 699: 0.010579552635432313
Position 964: 0.00902839384258672
Position 1374: 0.007755171121936044
Position 1137: 0.00653781385606968
Position 561: 0.004711592380109761
Position 2533: 0.0037824742180094795
Position 514: 0.003647758202541514
Position 1720: 0.0033581115963776547
Position 1700: 0.0028679492175283797
Position 4067: 0.0026821693613802303
Position 2337: 0.002585589209599706
Position 417: 0.0024838165546274917
Position 3705: 0.0023047936223893084
Position 2599: 0.002294451974902561
Position 231: 0.0022352500806271753
Position 260: 0.002069439189611405
Position 1033: 0.00201117471637083
Position 2826: 0.0018529713969352303
Position 1368: 0.0018180862057937456
Position 3107: 0.0018007589220371358
Position 589: 0.0017593555963541117
Position 1402: 0.001702142528549822
Position 2756: 0.0015262832076467538
Position 709: 0.0015086309647041804
Position 2414: 0.0014260637389426425
Position 3657: 0.0014256416200975732
Position 4030: 0.0013768861406076647
Position 1327: 0.0012554850030026437
Position 1773: 0.0012448317142450048
Position 155: 0.00120149480500513
Position 1900: 0.001027758322022009
Position 177: 0.0008205324708340795
Position 1284: 0.0007506741919050645
Position 3739: 0.00072739482825176
Position 3753: 0.0006882819754521142
Position 2751: 0.0005346120585386538
Position 429: 0.0005196171383721944
Position 3742: 0.0004656711233817036
Position 727: 0.00042277609469540845
Position 160: 0.0004193883499942261
Position 3893: 0.00037378863522741955
Position 2987: 0.0003440697801919818
Position 4327: 0.00030028971628758624
Position 1305: 0.00027700150383052865
Position 4370: 0.00023358326291456107
Position 445: 0.00021598896133766612
Position 368: 0.00020971474785619885
Position 949: 0.00020494117169092473
Position 1293: 0.0002028813000305082
Position 1790: 0.00019930163839607516
Position 3689: 0.00019194601534798224
Position 179: 0.00019140847180021818
Position 1604: 0.0001572613172319422
Position 4338: 0.00014962747407940163
Position 433: 0.00014557201280473878
Position 1322: 0.00014511231615637756
Position 1166: 0.00014302273061063967
Position 926: 0.00014031534402819473
Position 940: 0.00013197416039276977
Position 2378: 0.0001282208123090901
Position 3631: 0.00012254814323156923
Position 3461: 0.00012242679598285176
