Gene = Eif3c
index = 368
Annotated 5SS: [   64   333  1709  1996  2785  3169  3408  3846  7559  7777  8728  9040
  9239  9702 10129 14437 18649 18806 18977 19227]
Annotated 3SS: [  191  1642  1805  2658  3113  3300  3720  7398  7672  8585  8913  9144
  9510  9903 14072 18488 18739 18888 19063 19330]
SMsplice 5SS: [  263  1559  1709  1996  2785  3169  3408  3854  7559  7777  8728  9040
  9239  9702 10129 18649 18806 18977 19227]
SMsplice 3SS: [ 1473  1642  1805  2658  3113  3300  3720  7398  7655  8585  8913  9144
  9510  9903 18488 18739 18888 19063 19330]
top_k =  1000
Partition function (log Z): 46.7377414140723

Sorted 5' Splice Sites (High to Low Probability):
Position 18806: 0.9903074755193485
Position 3169: 0.9892763824410665
Position 2785: 0.9846594564849459
Position 18649: 0.953738165684161
Position 18977: 0.9448994420932159
Position 7559: 0.9267198243045455
Position 9040: 0.9163964692479852
Position 8728: 0.9059676228798829
Position 1709: 0.8989381753566766
Position 9239: 0.8940221111232245
Position 19227: 0.8921877172001126
Position 7777: 0.888010284127787
Position 3408: 0.8416524014667786
Position 9702: 0.8088034931007605
Position 10129: 0.7507409601206015
Position 263: 0.7104244492737406
Position 14437: 0.6942580124177902
Position 1559: 0.6520680233576314
Position 3854: 0.5645630193319788
Position 17308: 0.5312583438294112
Position 1996: 0.49775873103916163
Position 64: 0.46433760683311237
Position 3846: 0.4310839339166181
Position 14247: 0.363896543679305
Position 333: 0.22695031080021086
Position 5713: 0.21661500574052495
Position 7265: 0.19813915565682075
Position 1940: 0.1863205088513098
Position 2547: 0.18168032531209896
Position 15329: 0.16948636922027993
Position 9589: 0.15050756045236985
Position 5764: 0.1327765665969716
Position 17488: 0.11295431334072577
Position 18327: 0.11263825010613006
Position 7751: 0.08367214969465786
Position 5876: 0.07990774746806104
Position 10133: 0.07960271758994962
Position 19231: 0.07594512014797593
Position 3424: 0.06748314453437583
Position 1720: 0.06304848059967323
Position 3422: 0.0592803667423359
Position 4185: 0.058202433396607106
Position 8194: 0.056401313549669485
Position 7568: 0.04656508189689493
Position 17268: 0.03941744197277077
Position 14780: 0.037868707689215034
Position 14892: 0.037029465536456724
Position 8010: 0.033529875033607145
Position 17883: 0.03341543235475861
Position 4293: 0.03259650271395634
Position 463: 0.02604803353251548
Position 14412: 0.025419911173211598
Position 1724: 0.022941424053118026
Position 16327: 0.02090956363714583
Position 18990: 0.020614353413846903
Position 18670: 0.01799837074250354
Position 8779: 0.016914199601472772
Position 7961: 0.01656422744270723
Position 13555: 0.016227419882488
Position 1922: 0.01619963802116653
Position 15425: 0.014870432629932071
Position 14265: 0.014230786900264995
Position 14597: 0.013924534859263767
Position 2806: 0.013261348415958817
Position 3337: 0.012698479914337571
Position 2353: 0.011058481245541077
Position 7532: 0.010783110895459955
Position 7186: 0.009943985834495576
Position 2349: 0.009610203439953646
Position 7539: 0.009321635158909313
Position 10056: 0.008879114184880276
Position 15964: 0.008742952229788341
Position 18993: 0.008477070961990981
Position 9715: 0.008220133552427856
Position 12212: 0.008137219798183964
Position 9014: 0.007897633018348536
Position 16283: 0.007500653893764794
Position 3505: 0.007453446548428998
Position 14194: 0.0069879584721237705
Position 5421: 0.00690495792905157
Position 10137: 0.006340098108292214
Position 1872: 0.006134861542736749
Position 3433: 0.005910633101374481
Position 2020: 0.005904753265832974
Position 19435: 0.005802471898926928
Position 12245: 0.005498349850795264
Position 19006: 0.004744207403438563
Position 383: 0.004626932649904082
Position 9056: 0.004597618604440144
Position 10168: 0.004410008370828758
Position 5220: 0.0042907548821858104
Position 12236: 0.003996889265523819
Position 3649: 0.0039735232909350465
Position 1841: 0.003279267359904934
Position 18599: 0.0030674290218704863
Position 1731: 0.0029089070322335293
Position 8718: 0.0024922028435262304
