Gene = Fank1
index = 400
Annotated 5SS: [   110  76483  85367  91339  92492  93227 100053 103162 103489 103628]
Annotated 3SS: [ 76304  85241  91256  92416  93160  99886 103017 103410 103582 103736]
SMsplice 5SS: [   110  15433  21988  24879  33686  64072  76483  85367  85603  91339
  92735  93227 100053 103628]
SMsplice 3SS: [ 15306  21853  24784  33568  63954  76304  85241  85453  91256  92546
  93160  99886 103410 103736]
top_k =  1000
Partition function (log Z): -63.351146948496584

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.8057585916610073
Position 6078: 0.5889140999723482
Position 15433: 0.3210496931054311
Position 15552: 0.2532690675491741
Position 6058: 0.19987762768694592
Position 14650: 0.16778380975641383
Position 12697: 0.1584302757151944
Position 11068: 0.15407847166287164
Position 707: 0.13271277345478227
Position 6855: 0.06675698243045791
Position 165: 0.06202729944215233
Position 11571: 0.04597290574831194
Position 18099: 0.04033236603238851
Position 3931: 0.03750089532449469
Position 1384: 0.027954928828889045
Position 3484: 0.02442310198600783
Position 2209: 0.02370314215958894
Position 244: 0.020635077512477288
Position 6041: 0.020348969624548637
Position 16175: 0.020299498728706504
Position 15411: 0.019385487859631297
Position 487: 0.017228609609364048
Position 14803: 0.01670979620262515
Position 342: 0.015085134085629351
Position 6099: 0.012997830626748828
Position 15449: 0.010890982963052985
Position 12226: 0.008745060248605342
Position 3677: 0.00867201081686665
Position 134: 0.008228762034141772
Position 3469: 0.00541735412017578
Position 5143: 0.00412005348184682
Position 499: 0.0008648617812759821
Position 6339: 0.000679806472493963
Position 11063: 0.0006523879345069104
Position 5090: 0.0005742025468602163
Position 2513: 0.0005408327776201876
Position 4166: 0.000480468057099303
Position 476: 0.0004246098980608387
Position 335: 0.00036343821469481607
Position 6027: 0.00033770395501608137
Position 6085: 0.00024582630135581193
Position 870: 0.00010954932854591525
Position 468: 6.668398717533582e-05
Position 251: 5.556118771048505e-05
Position 357: 5.2687975861162994e-05
Position 41: 3.39888135314896e-05
Position 268: 3.162945198990843e-05
Position 746: 2.0034624884298262e-05
Position 939: 1.8143745151775765e-05
Position 719: 1.7319315733838984e-05
Position 538: 1.6167298540786564e-05
Position 711: 1.5509628307017786e-05
Position 390: 1.3538780116484701e-05
Position 262: 1.2428850671870993e-05
Position 339: 1.0776325163476314e-05
Position 260: 7.568729756635423e-06
Position 470: 6.888265832108255e-06
Position 302: 6.783617725437866e-06
Position 403: 6.435184118569257e-06
Position 1784: 6.030657806421343e-06
Position 442: 5.926205562389229e-06
Position 1151: 3.605773377438185e-06
Position 512: 3.2044091721554217e-06
Position 454: 2.7755218441048093e-06
Position 501: 2.727840917569791e-06
Position 514: 2.0638980773285077e-06
Position 563: 2.0520639765550382e-06
Position 456: 2.0407876077372156e-06
Position 723: 1.8573970437792542e-06
Position 304: 1.2781951712658723e-06
Position 2311: 9.754040622825134e-07
Position 460: 7.077441202126973e-07
Position 421: 6.185340898127662e-07
Position 2851: 5.787057034453598e-07
Position 2213: 5.002100742717105e-07
Position 540: 2.0940357191902084e-07
Position 428: 1.9307629377799572e-07
Position 407: 1.7646847651601138e-07
Position 595: 1.5557844845593788e-07
Position 593: 9.026348647025285e-08
Position 478: 5.369925299081049e-08
Position 993: 4.7637840591125164e-08
Position 1266: 3.8070746036562266e-08
Position 1331: 3.5226585226882756e-08
Position 1336: 3.371471233355766e-08
Position 1942: 3.2965072573371975e-08
Position 4: 2.976956266598558e-08
Position 1165: 1.183092358722885e-08
Position 878: 2.1690323332996557e-10
Position 616: 1.8477906320984784e-11
Position 730: 1.2943225547790304e-11
Position 806: 7.906652269136316e-13
Position 639: 5.835527763509826e-13
Position 603: 1.555558944507508e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 15306: 0.7138383255381066
Position 17701: 0.40094667850064697
Position 5963: 0.2966201631412447
Position 5966: 0.22631651010719475
Position 16026: 0.22023382156265126
Position 14536: 0.1833561201500723
Position 5885: 0.16716115481604094
Position 12479: 0.16025839478204423
Position 20003: 0.14589321103940334
Position 10949: 0.13583790561826597
Position 5931: 0.1119791394550929
Position 14756: 0.07423983581139694
Position 11425: 0.058911808049513986
Position 600: 0.05560819763084992
Position 6806: 0.05433779610557589
Position 18902: 0.019092362935844744
Position 1265: 0.019021879929763872
Position 12081: 0.016802830546565138
Position 3783: 0.01570162586950306
Position 2064: 0.015238746156588259
Position 14759: 0.014627790181284434
Position 3218: 0.013399318236694827
Position 6001: 0.013376054346532487
