Gene = Lrrc31
index = 645
Annotated 5SS: [  145  4357  8687  9994 10705 12429]
Annotated 3SS: [ 4212  8542  9825 10536 12260 14816]
SMsplice 5SS: [  145  9994 10705 12429]
SMsplice 3SS: [ 9825 10536 12260 14816]
top_k =  1000
Partition function (log Z): -7.44329364890625

Sorted 5' Splice Sites (High to Low Probability):
Position 145: 0.9610588810635622
Position 12429: 0.9291276581958052
Position 10705: 0.8061233298381706
Position 15623: 0.7220402233329162
Position 9994: 0.6872255177117489
Position 14985: 0.5052585472664392
Position 8687: 0.34382464608487245
Position 2442: 0.23025483092343274
Position 1394: 0.1289385753435682
Position 15877: 0.10283969050334059
Position 4357: 0.06364412863531232
Position 8447: 0.058071307985134185
Position 12106: 0.045828903772690735
Position 14737: 0.03683904133432501
Position 2241: 0.03472040188144259
Position 14704: 0.03416246262486826
Position 13226: 0.030264400317507142
Position 2271: 0.023431751849136973
Position 14494: 0.017966966744390397
Position 117: 0.017583633031448127
Position 16357: 0.015422589017785
Position 12745: 0.014280491136405858
Position 12102: 0.014060335621017583
Position 127: 0.0130024542496377
Position 16501: 0.01174104786481284
Position 13746: 0.011141493392589389
Position 2765: 0.00966814086293975
Position 14665: 0.008790729940004531
Position 11387: 0.007576490775682804
Position 6001: 0.007287109112239026
Position 14114: 0.007121316844199749
Position 5396: 0.007013232294257791
Position 1323: 0.006955422622439549
Position 16533: 0.006747940037009842
Position 2423: 0.005803794065135422
Position 214: 0.004419909026614223
Position 5409: 0.004066856598770335
Position 8692: 0.003179964083567271
Position 2396: 0.002592626989476161
Position 4388: 0.0025528401141117546
Position 16372: 0.001953124646470295
Position 15025: 0.001647222720684369
Position 953: 0.0013815107407980879
Position 2245: 0.0013321651637411415
Position 1162: 0.0012680011268754487
Position 199: 0.0011996358840013178
Position 1466: 0.0010621223312607736
Position 1994: 0.0008491445778791072
Position 413: 0.0007786968701551938
Position 4035: 0.0007244685975776453
Position 2454: 0.0007018849789913492
Position 418: 0.0007018593550372086
Position 1836: 0.0006430219799488068
Position 220: 0.0006082690632187912
Position 577: 0.0006069933826078067
Position 1217: 0.0006052624635557969
Position 1431: 0.0005396145116064245
Position 4040: 0.0004033850779595747
Position 1531: 0.0003989154875812103
Position 1297: 0.00030797917089218896
Position 3383: 0.0002787457326852324
Position 3641: 0.0002774892989260382
Position 295: 0.00023012482406969137
Position 1619: 0.00022634192913065866
Position 7446: 0.00017094422264231764
Position 1311: 0.00010276315535019854
Position 488: 9.57537015617122e-05
Position 1267: 7.863058344986859e-05
Position 1843: 6.460377527636709e-05
Position 1199: 6.104761244426119e-05
Position 1237: 5.0536066207177346e-05
Position 1643: 4.906973736121985e-05
Position 1363: 3.685574522307976e-05
Position 1356: 3.402354608104085e-05
Position 1226: 3.301878901552804e-05
Position 2392: 3.255717040960079e-05
Position 2212: 2.1624300701601655e-05
Position 1129: 1.931941159409925e-05
Position 1305: 1.9065707014103612e-05
Position 249: 1.1359502517702808e-05
Position 307: 1.0361156302545438e-05
Position 149: 8.766775792994118e-06
Position 9: 5.46877277789871e-06
Position 310: 4.262343044585908e-06
Position 909: 3.098062299210948e-06
Position 321: 3.0679827487187094e-06
Position 243: 2.582574698749489e-06
Position 202: 1.9014202912090604e-06
Position 13: 1.4748835998602324e-06
Position 423: 1.2320867954864786e-06
Position 841: 1.209744240383627e-06
Position 658: 1.1989997186975436e-06
Position 480: 1.1834495203546409e-06
Position 671: 7.993910754147416e-07
Position 358: 7.950700741865622e-07
Position 549: 5.898515192469381e-07
Position 255: 5.381814025521497e-07
Position 187: 4.189006023332784e-07
Position 911: 1.8428460018252156e-07
Position 753: 1.7533365474998808e-07
Position 873: 1.6592306671811178e-07
Position 791: 1.366667455778552e-07
Position 3775: 1.2882073049378247e-07
Position 943: 1.2441202751659346e-07
Position 156: 1.207872719794065e-07
Position 1038: 1.2011290418168683e-07
Position 339: 1.1544184651179567e-07
Position 617: 1.1282808064055716e-07
Position 498: 1.112799981595953e-07
Position 3667: 9.333680922753528e-08
Position 1194: 6.716411331411822e-08
Position 709: 6.123646476432851e-08
Position 823: 6.002112743810151e-08
Position 318: 5.3663428204461656e-08
Position 1063: 5.25739134678869e-08
Position 722: 5.18881334544261e-08
Position 350: 5.081155391743924e-08
Position 154: 4.58395223822418e-08
Position 223: 4.578417881654956e-08
Position 17: 4.509145267803565e-08
Position 1196: 4.062574150666671e-08
Position 848: 3.6091459928115004e-08
Position 3365: 1.2365298234830313e-08
Position 3208: 6.608739831409448e-09
Position 832: 5.451118793354183e-09
Position 473: 4.6092014475138845e-09
Position 1135: 3.5818098297558195e-09
Position 1781: 1.1236397309753436e-09
Position 601: 1.0839175729426227e-09
Position 913: 9.805698711028916e-10
Position 940: 9.70312160976603e-10
Position 948: 9.310414060665799e-10
Position 334: 8.765267848167763e-10
Position 15: 5.867270687503539e-10
Position 1026: 2.36434247539754e-10
Position 3: 6.2087118519557e-11
Position 1552: 1.3893804854431732e-12
Position 1400: 1.2331908990657096e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12260: 0.7520915285881873
Position 10536: 0.7111889948290642
Position 9825: 0.6595837936658551
Position 14816: 0.43803924257806737
Position 16455: 0.3132587320630037
Position 15530: 0.24810751729528208
Position 15462: 0.23003425554840853
Position 8542: 0.2269012876576585
Position 2322: 0.20223269766324953
Position 15509: 0.18569185639803973
Position 12234: 0.13677504961908368
Position 16636: 0.11205307217938809
Position 8518: 0.10976289592661412
Position 16233: 0.10098373125412306
Position 14603: 0.10042591486560726
Position 10591: 0.09183282406448086
Position 16264: 0.08773693322753176
Position 15741: 0.08604050493670996
Position 1300: 0.08389690482470664
Position 15480: 0.07156894122194703
Position 8307: 0.06896794376667717
Position 14849: 0.06526313885182294
Position 1128: 0.055637612606831664
Position 2176: 0.05228579455836067
Position 14871: 0.04919534111055801
Position 4212: 0.04054041470823975
Position 13575: 0.039703508324573485
Position 15725: 0.03786930473978876
Position 11937: 0.036580504863037495
Position 12608: 0.029048191616556748
Position 9977: 0.027670534141481375
Position 4230: 0.025700935315259597
Position 11964: 0.025382267031847993
Position 2240: 0.025279832630916127
Position 17043: 0.024811688936621428
Position 15991: 0.024696263992962795
Position 14049: 0.023297669050644784
Position 2203: 0.02176731792131891
Position 14356: 0.021021309599110142
Position 12316: 0.02075043540909175
Position 16742: 0.020647945163516073
Position 16824: 0.019782923349838742
Position 16840: 0.019487514080174604
Position 12150: 0.016174990695759752
Position 15121: 0.014154433363587569
Position 12973: 0.014141074370539786
Position 15755: 0.01361384848300716
Position 16863: 0.01311321522758063
Position 12945: 0.010008473894818253
Position 13123: 0.00998537574761063
Position 16497: 0.009252285869264
Position 15821: 0.009041957157738086
Position 16879: 0.008284848368107547
Position 16933: 0.008128359934310084
Position 15932: 0.008112996478943339
Position 11318: 0.007676325766435376
Position 12352: 0.007665589949865331
Position 5911: 0.007378568977996141
Position 15204: 0.0064832835973891115
Position 13060: 0.005599813475765778
Position 5200: 0.005502766394434327
Position 16683: 0.004285041615564505
Position 16675: 0.003938635463686658
Position 16124: 0.003679318464670321
Position 5274: 0.003652086141443692
Position 16611: 0.0033115942075329337
Position 10331: 0.002764821252792285
Position 14526: 0.002749276110551453
Position 15762: 0.0022876265825402375
Position 15863: 0.0022169288964592774
Position 1887: 0.002168396602047267
Position 2477: 0.0021080644070294815
Position 14474: 0.002100497513252043
Position 14493: 0.0020080858969712904
Position 16923: 0.0017836847806459507
Position 14117: 0.00170881897348161
Position 10384: 0.0015491936408609838
Position 14821: 0.0013640695692614271
Position 5289: 0.001226727995919191
Position 13840: 0.001201857912488417
Position 13508: 0.0011232343631441253
Position 13699: 0.0011096153559938856
Position 2466: 0.001068104550425791
Position 12394: 0.0008929053045228588
Position 16185: 0.0008278826026554896
Position 12631: 0.0007999319075992352
Position 1698: 0.0007968972390703366
Position 5308: 0.0006889469825736355
Position 12851: 0.0006747904686100016
Position 2668: 0.0006670397948552555
Position 2288: 0.0006608887331001356
Position 11444: 0.000577368030204175
Position 365: 0.0005746912533274132
Position 3858: 0.0005542359771971236
Position 15254: 0.0005078524172773142
Position 13319: 0.00045272586644370873
Position 1231: 0.0003974742741084904
Position 13412: 0.00038262594828730875
Position 2407: 0.00036877759305154373
Position 3925: 0.00034613125820722737
Position 1328: 0.0002715305123482413
Position 3544: 0.00026300121280375125
Position 712: 0.00024976842948044544
Position 1046: 0.00023035774746408655
Position 2658: 0.00021731615383094142
Position 12911: 0.00021060762863608505
Position 2043: 0.00019380134943834844
Position 1322: 0.000190212945719056
Position 873: 0.0001885247598166674
Position 12518: 0.000188044927833692
Position 3944: 0.0001819903810192892
Position 1161: 0.00016855097281159867
Position 3224: 0.00014890120543563988
Position 655: 0.00014334240025249103
Position 3241: 0.00012926989766766294
Position 440: 0.00012472872590461748
