Gene = Aagab
index = 90
Annotated 5SS: [  112 14217 14425 14938 16572 32728 33824 36485 36983]
Annotated 3SS: [14025 14327 14847 16487 32644 33723 36379 36932 37546]
SMsplice 5SS: [  112  8737 14217 14425 14938 16572 31448 32728 33824 35281 36485 37639
 38092]
SMsplice 3SS: [ 8649 14025 14327 14847 16487 31353 32644 33613 35111 36379 37546 38023
 40023]
top_k =  1000
Partition function (log Z): 14.76678582761437

Sorted 5' Splice Sites (High to Low Probability):
Position 14938: 0.9996010660078924
Position 16572: 0.9967714394865712
Position 31448: 0.9894344024234588
Position 112: 0.9880614987741438
Position 36485: 0.9428128995694021
Position 14217: 0.9231989467376512
Position 32728: 0.8665428898766424
Position 33824: 0.8414313402131087
Position 24641: 0.8217186630287878
Position 8737: 0.8104726811711923
Position 38092: 0.6931676324800174
Position 14425: 0.5742457969453241
Position 37639: 0.5191378199518939
Position 24207: 0.41187801255809586
Position 40250: 0.3818303439804576
Position 35281: 0.378236885172019
Position 3791: 0.3475924000989171
Position 14693: 0.33995525518238734
Position 15744: 0.33509659349001003
Position 25666: 0.2956003248785125
Position 35081: 0.29051609103140175
Position 36999: 0.2582816084895262
Position 19929: 0.223739847726136
Position 39440: 0.22300056775076743
Position 19634: 0.17688354372417098
Position 21728: 0.13595977557039476
Position 10021: 0.11677729179992928
Position 36983: 0.1157156478655881
Position 37366: 0.11344659351017435
Position 33782: 0.11159150406601231
Position 15373: 0.10142042876480807
Position 40137: 0.10047426472326346
Position 21252: 0.09532757503968065
Position 18432: 0.08942122627901239
Position 36826: 0.08848880371606403
Position 20490: 0.08588050288988434
Position 3715: 0.08387929778668338
Position 37877: 0.07816417672464494
Position 5779: 0.07795993970956315
Position 35310: 0.07758538299258094
Position 40224: 0.07298232689123553
Position 32913: 0.06283755062114199
Position 38234: 0.06100620759453208
Position 24736: 0.05792814507610904
Position 24707: 0.054649102550375035
Position 2587: 0.05403209063889508
Position 34859: 0.05391071021288705
Position 362: 0.05384149406717263
Position 15683: 0.05366378113570384
Position 35197: 0.05073949770769603
Position 35070: 0.05021546653686578
Position 37012: 0.04499697169103287
Position 14388: 0.04435234693338106
Position 37676: 0.04160982692149344
Position 40101: 0.04148551310218407
Position 23181: 0.03927900121809195
Position 14177: 0.038245629631673085
Position 34958: 0.038178288491181184
Position 34779: 0.03793661488312611
Position 3679: 0.035601537591838574
Position 7818: 0.03337666674645766
Position 38126: 0.03332203746009459
Position 40686: 0.03325711224530458
Position 19081: 0.02906517565987449
Position 9878: 0.027407656651684487
Position 23286: 0.026316755866904296
Position 3014: 0.026057286250367843
Position 20360: 0.025466496983350684
Position 21384: 0.02486435702264742
Position 14132: 0.024810366196647247
Position 25433: 0.02473637750379299
Position 9924: 0.023704750800433674
Position 10017: 0.020493285913821907
Position 16412: 0.020233589689614386
Position 37421: 0.018799778318826028
Position 38178: 0.017954448678899497
Position 33116: 0.017600073829214056
Position 35183: 0.016629299338339086
Position 10422: 0.01648036117967384
Position 36717: 0.015710070060979003
