Gene = Nadsyn1
index = 731
Annotated 5SS: [  183  1670  3749  6668  7256  9452 10079 10352 11673 14050 14857 15455
 15962 16927 18828 19646 23051 23801 24387 25017]
Annotated 3SS: [ 1608  3631  6613  7165  9399  9989 10233 11540 13974 14731 15405 15858
 16757 18691 19538 22918 23730 24257 24839 26784]
SMsplice 5SS: [  183  1719  3749  6668  7256  9569 10352 11673 14050 14857 15455 16927
 18828 19646 23051 23801 24387 25017]
SMsplice 3SS: [ 1608  3631  6613  7165  9399 10233 11540 13974 14731 15405 16757 18691
 19538 22918 23730 24257 24839 26784]
top_k =  1000
Partition function (log Z): 35.19716728800252

Sorted 5' Splice Sites (High to Low Probability):
Position 23051: 0.9946616303369537
Position 7256: 0.992545658403927
Position 3749: 0.9641576485865315
Position 14050: 0.9536041165332025
Position 15455: 0.9009641558935914
Position 19646: 0.8766652621498089
Position 24387: 0.8485365562587011
Position 25017: 0.8378333109361678
Position 10352: 0.8067189814169566
Position 11673: 0.7706265015227808
Position 23801: 0.6799195996771046
Position 14857: 0.6692192294255235
Position 183: 0.6539431050221524
Position 6668: 0.6346645137993068
Position 1719: 0.6344363298100983
Position 16927: 0.6304731958600772
Position 18828: 0.5835641771735377
Position 5612: 0.4762123659386422
Position 15962: 0.4699906932338502
Position 9569: 0.459366622453308
Position 10079: 0.435430744609498
Position 18877: 0.3593842096088677
Position 2119: 0.355917938662878
Position 6672: 0.3177161891088501
Position 10708: 0.27688611788956285
Position 11160: 0.2612215292180966
Position 599: 0.2266623199493709
Position 9864: 0.19888780374591078
Position 22740: 0.18867770860774383
Position 10331: 0.18711324402727073
Position 16565: 0.18213299942979175
Position 11259: 0.17596829463798164
Position 9537: 0.16746787284925943
Position 7878: 0.1539972466697932
Position 14741: 0.15367442027118242
Position 21140: 0.15240672671362462
Position 18542: 0.14472061233037606
Position 4122: 0.12212579456219788
Position 1670: 0.11490103887102582
Position 2441: 0.11242025976418701
Position 315: 0.11068527755257282
Position 19106: 0.10853921289520495
Position 20068: 0.10815254296801335
Position 14783: 0.10093613771729928
Position 4334: 0.10052561387950323
Position 15966: 0.0952875719622246
Position 24950: 0.09055024907376999
Position 11719: 0.08740478713321535
Position 9452: 0.07335509407927096
Position 648: 0.0710561214777801
Position 1392: 0.06550494774862285
Position 7863: 0.06519979513344741
Position 9934: 0.06252962523439719
Position 4970: 0.06248605150364458
Position 305: 0.06205382178043689
Position 19988: 0.06100804752208656
Position 10995: 0.060010963661121935
Position 4458: 0.060010184389677305
Position 9814: 0.057455634678557854
Position 14971: 0.055388837808691985
Position 9836: 0.05253745652616762
Position 21469: 0.0502557050920992
Position 12424: 0.04953680289887053
Position 2234: 0.047117172044150314
Position 16352: 0.046140403035858264
Position 11463: 0.043073207385545
Position 5184: 0.04138709429015608
Position 9894: 0.0411773507041038
Position 2429: 0.039154674797686674
Position 17729: 0.038174494041741586
Position 16973: 0.03812205023346853
Position 22487: 0.03542301593427203
Position 5571: 0.03353973205278169
Position 14107: 0.03244481282028941
Position 23548: 0.031155920767875447
Position 21611: 0.029977671300765594
Position 26717: 0.027373850516381772
Position 13649: 0.02667099845163847
Position 25974: 0.026005931895040427
Position 16312: 0.025805354371172044
Position 232: 0.025180822454376358
Position 21276: 0.023467825679389077
Position 433: 0.023205461478889626
Position 13593: 0.02240126363981049
