Gene = Iscu
index = 595
Annotated 5SS: [ 197 1629 2581 4102]
Annotated 3SS: [1514 2469 4022 5084]
SMsplice 5SS: [ 197 1629 2581 4102]
SMsplice 3SS: [1514 2469 4022 5084]
top_k =  1000
Partition function (log Z): 1.1779416033582668

Sorted 5' Splice Sites (High to Low Probability):
Position 1629: 0.9599494677350326
Position 4102: 0.9388464544734261
Position 2581: 0.9195671930080638
Position 197: 0.6043754742102879
Position 349: 0.353172492466099
Position 1217: 0.23092392946540094
Position 2068: 0.14011365264413678
Position 4520: 0.12120965270158122
Position 1885: 0.06768768625165643
Position 4331: 0.06437393032755764
Position 2044: 0.06110799032974503
Position 548: 0.05230969804159408
Position 4475: 0.04338900322207722
Position 2566: 0.036063714464434855
Position 1390: 0.024279194908641503
Position 896: 0.022875532144449033
Position 684: 0.020157376221007682
Position 5167: 0.018040707335149474
Position 2656: 0.012471073564860593
Position 4690: 0.011331756345502306
Position 343: 0.008588640795836456
Position 4411: 0.007624554141521727
Position 2337: 0.007045513300364722
Position 4673: 0.006685496385350551
Position 1296: 0.006635629169274518
Position 4968: 0.006591385258004899
Position 2682: 0.0065096577367526505
Position 3956: 0.006416832417610877
Position 3809: 0.005113080148194319
Position 2562: 0.004850320194908935
Position 5008: 0.004590253736925035
Position 3587: 0.004434480905821467
Position 1287: 0.004153355202541872
Position 3633: 0.004035614991176703
Position 1856: 0.003813308069319585
Position 2243: 0.0037771999658165333
Position 3128: 0.0034060228847735473
Position 215: 0.003118371720938596
Position 1609: 0.003035473341960454
Position 1251: 0.002856670055612118
Position 3877: 0.002546544664874775
Position 1091: 0.001982561533175658
Position 1640: 0.0019476799428829582
Position 1590: 0.001819474889386204
Position 1947: 0.0016605372936215038
Position 3610: 0.00153846692737057
Position 56: 0.0014867569112148175
Position 3073: 0.0013008214859149235
Position 4718: 0.0011527466659616362
Position 1012: 0.0010371040068446933
Position 669: 0.001016412371842476
Position 4528: 0.000970857012964683
Position 3554: 0.0009574400410014496
Position 5000: 0.0009211131175175124
Position 1708: 0.0009035693574431845
Position 312: 0.000841195775754803
Position 662: 0.0008114863009366947
Position 1128: 0.0007821258948754957
Position 4578: 0.0006999640618519059
Position 1373: 0.0006739990467562167
Position 795: 0.0006546739761012733
Position 918: 0.0006442408009279782
Position 3064: 0.0005714348668310718
Position 1744: 0.0005706740752391182
Position 121: 0.0005058153458260865
Position 2799: 0.0004136502106708299
Position 698: 0.0004090740144786528
Position 3641: 0.00030877911033297997
Position 564: 0.0002569977678965641
Position 3850: 0.0002517809627724706
Position 1904: 0.00024369101298647069
Position 1614: 0.00022861650819562746
Position 4814: 0.00020327183788132868
Position 1292: 0.00020216712577944597
Position 672: 0.00019057038155839164
Position 1606: 0.00018068376250510716
Position 3738: 0.00015910756489041756
Position 3283: 0.00015859232770780787
Position 1839: 0.00015513552131139348
Position 4165: 0.00014780787123729657
Position 2412: 0.00014378750251655098
Position 314: 0.00014151055860115965
Position 4951: 0.00013399024291836564
Position 886: 0.00013104917916959566
Position 1700: 0.00012879526740140382
Position 1239: 0.00012832980348315175
Position 1515: 0.00012797075238372692
Position 1845: 0.0001169853747857112
Position 3489: 0.00011636116806058104
Position 3172: 0.00011527839347311904
Position 1221: 0.00011467772341363523
Position 1414: 0.00011175369242171679
Position 4106: 0.0001096307295101278
Position 2383: 0.0001013806587730049
Position 826: 0.00010092028658712589
Position 15: 9.513686170913884e-05
Position 3558: 9.142442447536664e-05
Position 47: 8.433510403645569e-05
Position 2432: 8.099176273384859e-05
Position 1420: 7.874161131196636e-05
Position 2025: 7.620925950520696e-05
Position 2476: 7.391334625233209e-05
Position 302: 7.346444652500364e-05
Position 166: 6.74404485852074e-05
Position 1689: 6.58365513921407e-05
Position 1431: 6.31170829295952e-05
Position 2238: 5.543221089432084e-05
Position 4137: 5.2490370347479376e-05
Position 1575: 5.174911040107911e-05
Position 1694: 4.854861129929012e-05
Position 1965: 4.139102378659875e-05
Position 353: 3.328497425324064e-05
Position 1803: 3.1295696952387164e-05
Position 934: 3.1231512545387534e-05
Position 4623: 2.4218007306498672e-05
Position 845: 2.3676387590881355e-05
Position 1545: 2.3168331370680938e-05
Position 932: 2.2949489236529466e-05
Position 1264: 2.251547814195184e-05
Position 105: 1.8559428168126828e-05
Position 497: 1.74272318040511e-05
Position 711: 1.7161535406391433e-05
Position 1361: 1.709351322037867e-05
Position 5271: 1.693639859653657e-05
Position 490: 1.5704162108485744e-05
Position 2029: 1.1196400657084554e-05
Position 1343: 1.1004895455087413e-05
Position 1722: 8.700718532334763e-06
Position 1318: 8.223728364693697e-06
Position 365: 7.989340046450288e-06
Position 1300: 7.525307114521761e-06
Position 1195: 7.126534945846721e-06
Position 976: 3.54470222400925e-06
Position 676: 2.530221540818393e-06
Position 4083: 6.914091332469879e-07
Position 20: 5.469936725875418e-07
Position 245: 4.2742520527243653e-07
Position 4422: 4.2062023586033356e-07
Position 532: 3.125354907679178e-07
Position 4023: 2.877023189822463e-07
Position 674: 2.759048899667122e-07
Position 542: 1.9298602106407098e-07
Position 356: 1.8055835100254925e-07
Position 552: 1.5674072912240959e-07
Position 444: 2.9413432103143446e-08
Position 1698: 1.4514444145952652e-08
Position 742: 4.755113847958325e-09
Position 1476: 6.774415558086924e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2469: 0.9700659381031204
Position 1514: 0.9237263449752667
Position 5084: 0.850370497604667
Position 4022: 0.8200867602190016
Position 1772: 0.19604005547774628
Position 1114: 0.1592947817237257
Position 3976: 0.11751674248315905
Position 4399: 0.09684524178122669
Position 4374: 0.08663400900735746
Position 4216: 0.05337614335793302
Position 1454: 0.04269419349363654
Position 1032: 0.041990632662068164
Position 5050: 0.03768882155415092
Position 520: 0.03756900878228008
Position 4717: 0.03374619279001629
Position 1801: 0.03261441993418705
Position 1922: 0.03127585967201221
Position 4248: 0.028018539875740496
