Gene = St5
index = 1035
Annotated 5SS: [   90 47141 60937 64173 72071 74828 75812 76756 77486 78214 78872 81854
 82514 86066 89534 89804 90922 91609 91885]
Annotated 3SS: [47035 59685 64035 71918 74611 75714 76710 77300 78103 78801 81775 82372
 85916 89355 89761 90809 91368 91797 92466]
SMsplice 5SS: [  850 13376 14593 43233 47141 47625 60937 64173 72071 75812 76756 77486
 78214 78872 81854 86066 89534 89804 90922 91609 91885]
SMsplice 3SS: [13280 14517 43104 47035 47413 60875 64035 71918 75714 76710 77311 78103
 78801 81775 85916 89355 89761 90809 91368 91797 92466]
top_k =  1000
Partition function (log Z): -54.767427741015226

Sorted 5' Splice Sites (High to Low Probability):
Position 13376: 0.9477751574635299
Position 14593: 0.8875559859047577
Position 850: 0.6894742035050896
Position 90: 0.4392588153492439
Position 3387: 0.20937355378366057
Position 4131: 0.18065454783256826
Position 7863: 0.13409694172568987
Position 10659: 0.1186206512448023
Position 7180: 0.117880691239692
Position 1282: 0.07375220100416434
Position 8016: 0.03950349332646541
Position 19408: 0.03303703233566885
Position 5829: 0.03280962620048323
Position 430: 0.030961834836118637
Position 739: 0.014080473460350075
Position 4053: 0.009193444511956582
Position 5886: 0.007153309565766724
Position 2285: 0.006165635844599474
Position 5891: 0.005362117826652071
Position 7848: 0.0036455524171372213
Position 1687: 0.003043387949655421
Position 5608: 0.0028710361213936937
Position 3449: 0.0022145062900125858
Position 705: 0.002179234361594297
Position 1646: 0.001831567624235171
Position 1187: 0.0014255459145370284
Position 2036: 0.001402012569692466
Position 3967: 0.000974444971736839
Position 3062: 0.0009217404095374094
Position 7826: 0.0007751159490627011
Position 536: 0.0005593879883828439
Position 1551: 0.0005402262307365712
Position 2268: 0.0005284042887689421
Position 3920: 0.000526375843604361
Position 181: 0.0005193031659956473
Position 2652: 0.0004971664839889194
Position 7145: 0.0004569720861297936
Position 7260: 0.0003864823949810399
Position 242: 0.0002571578968764479
Position 127: 0.00019039985294972827
Position 1111: 0.0001743098241519701
Position 631: 0.00013589351099711945
Position 591: 0.00012407713276093034
Position 63: 0.00010614864856753654
Position 303: 9.685547197009587e-05
Position 7811: 7.651552752206852e-05
Position 7815: 6.594413721759395e-05
Position 611: 6.554467735139116e-05
Position 202: 6.483341382128022e-05
Position 796: 3.4942028568829836e-05
Position 1976: 1.6506348661024755e-05
Position 47: 1.383373928490395e-05
Position 568: 1.291638212760322e-05
Position 613: 1.2672321163656879e-05
Position 81: 8.693120034917745e-06
Position 32: 6.4695976904799794e-06
Position 542: 4.793226389136532e-06
Position 794: 4.3265112007353796e-06
Position 414: 2.512823542020647e-06
Position 340: 1.999361685681233e-06
Position 3641: 1.599476210482665e-06
Position 106: 1.5695054297793642e-06
Position 136: 8.161848005875268e-07
Position 134: 5.30053278241093e-07
Position 2062: 3.825757239423904e-07
Position 2115: 2.9273891891387486e-07
Position 2029: 1.759317019259458e-07
Position 387: 1.753493712935893e-07
Position 374: 1.6234631614276036e-07
Position 1251: 1.4917350871705595e-07
Position 1369: 6.403469843987555e-08
Position 510: 5.9100234885874075e-08
Position 1191: 4.131497181190052e-08
Position 512: 4.0622744968858404e-08
Position 481: 3.588166712543318e-08
Position 615: 3.213309684997949e-08
Position 1236: 2.1428908069617992e-08
Position 1597: 2.0182554466392444e-08
Position 1293: 1.761115078442552e-08
Position 1286: 1.7553580621108274e-08
Position 1151: 5.068901073314749e-09
Position 351: 3.917374739352211e-09
Position 728: 3.4915290462173808e-09
Position 822: 2.7889770525144255e-09
Position 1599: 1.5403471001014656e-09
Position 377: 8.344497193280859e-10
Position 1636: 5.079111523819703e-10
Position 960: 2.744569243533164e-10
Position 1201: 8.024909208891668e-11
Position 1053: 2.831604117525649e-11
Position 791: 9.643471848889224e-16
Position 810: 8.397870255374498e-16
Position 757: 5.4577081363166785e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 13280: 0.9697962926775491
Position 14517: 0.8922167408745539
Position 20101: 0.23606648937858787
Position 20257: 0.16396269343629133
Position 3998: 0.1621093091270144
Position 3273: 0.14153053366262172
