Gene = Sdhc
index = 958
Annotated 5SS: [   45  4848  7046 11910 14611]
Annotated 3SS: [ 4790  6943 11847 14446 20697]
SMsplice 5SS: [   45  4848  7046 14611]
SMsplice 3SS: [ 4790  6943 14446 20697]
top_k =  1000
Partition function (log Z): -11.48347561188784

Sorted 5' Splice Sites (High to Low Probability):
Position 7046: 0.9984065828759671
Position 4848: 0.9241964555280205
Position 45: 0.6468282208546174
Position 14611: 0.6418142684976166
Position 11910: 0.2919680339849595
Position 12187: 0.23245515441640935
Position 4644: 0.19227164642474853
Position 3318: 0.1630987840871583
Position 12206: 0.10667055114726237
Position 124: 0.09101787069844838
Position 520: 0.07693880131530557
Position 501: 0.07591338813308307
Position 15328: 0.06579723262607909
Position 14906: 0.06267431605665354
Position 5652: 0.05660127842261781
Position 160: 0.04342242091201227
Position 12637: 0.03859837294330071
Position 2695: 0.03714579003077481
Position 12036: 0.03355113247709996
Position 7651: 0.03340886397669525
Position 4463: 0.027481072383071726
Position 13937: 0.027216042161995874
Position 4403: 0.025515856397663524
Position 9635: 0.017672205783058885
Position 8730: 0.015792348480142174
Position 8114: 0.013941350285442492
Position 6235: 0.012838064877054103
Position 915: 0.011643792993745242
Position 4916: 0.010197158722309483
Position 595: 0.008593771511696243
Position 6819: 0.008159709247646625
Position 591: 0.00792506147375938
Position 115: 0.00783676979291475
Position 335: 0.007811033708474165
Position 1709: 0.007394204866941084
Position 11346: 0.006222819939769495
Position 4026: 0.006007955789706812
Position 3208: 0.005857586197225166
Position 1000: 0.005034991733078134
Position 234: 0.005023050593685678
Position 6159: 0.004959505620779906
Position 2334: 0.004420615144108276
Position 10168: 0.0041315327640658985
Position 4394: 0.004073666227984874
Position 10696: 0.0038939059953118525
Position 4362: 0.0038383425430679476
Position 1100: 0.003084502944909807
Position 7896: 0.0028954019825796116
Position 11691: 0.0027560232507793693
Position 5669: 0.002662536664355614
Position 10892: 0.002274585402144607
Position 9204: 0.0022625527772253467
Position 5319: 0.001990843440043041
Position 9630: 0.0019764387063832796
Position 3289: 0.0019149956365532798
Position 3019: 0.0018397289640367561
Position 10048: 0.00183834811046992
Position 4944: 0.0017459925450660663
Position 711: 0.0016680459707821757
Position 1079: 0.0014355634106680282
Position 733: 0.001431036814536071
Position 1013: 0.0012116375173422344
Position 5063: 0.001137961335808952
Position 4564: 0.0010367975921133758
Position 242: 0.0010346327350675732
Position 5414: 0.0010004692134249534
Position 1415: 0.0008739787776931632
Position 1311: 0.0008679389950385732
Position 2182: 0.0007201442043604662
Position 1307: 0.0006880656769080116
Position 2208: 0.0006712198174380238
Position 3197: 0.0006590520820146273
Position 1333: 0.0005755015564810532
Position 3195: 0.0005314775175361893
Position 3001: 0.0005114457170205284
Position 4864: 0.00047464653376745624
Position 3023: 0.00045766757790047734
Position 524: 0.0003950357642310081
Position 84: 0.00039124488928468545
Position 68: 0.0003608022939666467
Position 6022: 0.0003573173886706587
Position 4838: 0.0003381793491252711
Position 3212: 0.00033537641827133957
Position 5029: 0.0003157851095952106
Position 4210: 0.000280281089309778
Position 534: 0.0002632658390440221
Position 3448: 0.0002556071296176699
Position 5249: 0.00023359918117898178
Position 391: 0.00023343055941499964
Position 793: 0.00022716007239623222
Position 5378: 0.00021697493269029968
Position 3112: 0.00020108732896245127
Position 4474: 0.00018489077418508613
Position 6: 0.00018412680192418635
Position 4051: 0.0001760433334376754
Position 369: 0.00017359553607819583
Position 8259: 0.0001405885386888676
Position 11041: 0.0001348967814948504
Position 8796: 0.00012192497701399977
Position 5137: 5.8961185971180126e-05
Position 7582: 3.729913921263422e-05
Position 7022: 3.386773081938209e-05
Position 7397: 3.3143094596631924e-05
