Gene = Gckr
index = 427
Annotated 5SS: [   99   740  1202  2046  2492  3065  3285  4671  7494  9026  9584  9838
 10251 10701 11353 11524 27033 28911]
Annotated 3SS: [  583  1132  1976  2417  2997  3230  4575  7387  8906  9484  9739 10173
 10603 11254 11439 26990 28775 29345]
SMsplice 5SS: [   99  2492  3697  4671  7494  9026  9584  9838 10251 10701 11353 11524
 27141 28911]
SMsplice 3SS: [ 2352  3611  4575  7387  8906  9484  9739 10173 10603 11254 11439 26990
 28775 29345]
top_k =  1000
Partition function (log Z): 8.072491027538607

Sorted 5' Splice Sites (High to Low Probability):
Position 99: 0.9919748517430689
Position 11524: 0.9874860101083962
Position 10701: 0.9817980472166483
Position 9584: 0.9154104508520772
Position 7494: 0.8942918501103121
Position 2492: 0.8383963373969129
Position 9026: 0.8376342708489852
Position 4671: 0.7395523077069095
Position 11353: 0.6923227153347712
Position 3697: 0.6370062791756141
Position 9838: 0.6272797993428781
Position 1202: 0.43059272755909245
Position 10251: 0.4209976492473278
Position 7211: 0.4124049962847601
Position 3065: 0.34208774858607416
Position 4657: 0.24600069933262506
Position 10306: 0.23550942734933392
Position 13123: 0.2022213219705857
Position 740: 0.1967716531832054
Position 2046: 0.17598955736477803
Position 10005: 0.14105605173886546
Position 16732: 0.13176352203886613
Position 3285: 0.11922980863205321
Position 3691: 0.08321932687721523
Position 11860: 0.06774328274843226
Position 15989: 0.05274054242663212
Position 3334: 0.04841188317232412
Position 6985: 0.04831592536934163
Position 17461: 0.04348692301755531
Position 7686: 0.04219158021851783
Position 9528: 0.04214902321049999
Position 9069: 0.0407250374349666
Position 6060: 0.03318639637328399
Position 3121: 0.030648919614126798
Position 478: 0.02670679166483562
Position 7120: 0.024858091164149713
Position 11290: 0.024757354832204242
Position 1143: 0.02408908318371687
Position 3836: 0.0226843177347545
Position 1933: 0.02169501061567074
Position 15287: 0.019681102902377165
Position 13271: 0.01858297205511913
Position 16572: 0.018232050922727776
Position 10327: 0.017579584328745755
Position 3376: 0.015318045712280298
Position 11014: 0.015063411721931534
Position 467: 0.013106834617306962
Position 10399: 0.012276039228273682
Position 5386: 0.012151409811415333
Position 430: 0.01153704929745572
Position 3296: 0.011359356451744726
Position 13176: 0.011319702417598238
Position 9817: 0.011146617416814468
Position 9637: 0.010847664772650341
Position 12727: 0.010284392090898237
Position 6259: 0.00984742062702817
Position 3947: 0.009638184475556671
Position 8136: 0.009584164113969562
Position 9160: 0.009256320706786544
Position 7580: 0.008550916807517902
Position 451: 0.008042687932719329
Position 6428: 0.007819822282918725
Position 10415: 0.007123370451177016
Position 13557: 0.006721416045506831
Position 17597: 0.006648445445595263
Position 3306: 0.0063131592635026264
Position 3701: 0.006200658521010886
Position 996: 0.0056139688477278415
Position 10276: 0.0056050307460716485
Position 104: 0.005332739925317823
Position 9787: 0.005297594636717838
Position 11082: 0.005290201062603006
Position 6755: 0.005125246073841084
Position 4686: 0.00494491494101991
Position 1995: 0.004329472621567367
Position 1942: 0.004258990783007216
Position 5877: 0.004129268965159243
Position 1459: 0.0041008060704402615
Position 2124: 0.003539150593728626
Position 10727: 0.0035371010019393466
Position 1184: 0.0033866428138708744
Position 419: 0.0031959730996074342
Position 3454: 0.003167782720986671
Position 2443: 0.0031383679002728307
Position 10871: 0.002970169314146666
Position 1998: 0.002960304697856722
Position 9810: 0.0028631827906783766
Position 4256: 0.0023358706565786195
Position 1523: 0.0023037425810461254
Position 592: 0.0022163553046864164
Position 463: 0.0017218496865900263
Position 6893: 0.0016863482948377855
Position 9873: 0.0016845402145425927
Position 12713: 0.001571484081303579
Position 7191: 0.0014736394318456806
Position 56: 0.0013920441943540474
Position 3874: 0.0013854301570202872
Position 690: 0.0012642807263836596
Position 10009: 0.0012510043053069286
Position 10705: 0.001209072603772464
Position 2942: 0.0011859163334809876
Position 10294: 0.0011816905434216545
Position 8849: 0.0011719462937403876
Position 12121: 0.0011710411010125478
Position 3368: 0.0011437320936472392
Position 11114: 0.0011230455792211962
Position 12465: 0.00110019941478115
Position 11323: 0.001038558311547934
Position 3912: 0.0010214139916738649
Position 1270: 0.0010154911703189533
Position 5252: 0.0009944264956914055
Position 4338: 0.0009575438341193254
Position 3670: 0.0009193409446797664
Position 13069: 0.0008162926663829448
Position 6071: 0.0007992836885433512
Position 4429: 0.0007605986159789846
Position 10530: 0.0007042175547662939
Position 3291: 0.0007033008923049793
Position 2877: 0.0006789211842251179
Position 13977: 0.0006243929077748387
Position 3071: 0.0006228096367938262
Position 2485: 0.0005796016311007779
Position 1635: 0.0005623277797519817
Position 7063: 0.0005416369713468416
Position 2301: 0.0005403029838584903
Position 9618: 0.0004640297396616014
Position 671: 0.0004472511409139186
Position 5775: 0.00039390080914264636
Position 6459: 0.00037061243291170484
Position 11031: 0.00034195158145189066
Position 10368: 0.00029808400860831084
Position 11335: 0.00028851636992019295
Position 423: 0.000244679211633894
Position 784: 0.00024413786673446906
Position 1639: 0.00020071164916848411
Position 11835: 0.00019724959849173147
Position 9832: 0.00017763176226135195
Position 10048: 0.00017754152196006656
Position 10204: 0.00017372825652350478
Position 688: 0.00015948465163371085
Position 482: 0.0001522085017585713
Position 3231: 0.00014964644696190723
Position 1476: 0.00014353380724666345
Position 4053: 0.0001329465663154171
Position 10036: 0.00012421265423870497
Position 1630: 0.00012159124741413614
Position 6389: 0.00011493407449017426
Position 6233: 9.952939427746357e-05
Position 66: 9.282748688241864e-05
Position 9652: 9.277975881011233e-05
Position 9662: 8.25083606234717e-05
Position 5019: 7.866185128236426e-05
Position 11383: 6.913917523669048e-05
Position 2673: 6.566691900949851e-05
Position 469: 6.0118712279917965e-05
Position 2917: 5.162066801655916e-05
Position 1000: 5.075871576730405e-05
Position 1193: 4.919173935906613e-05
Position 11660: 4.475221622275878e-05
Position 5594: 4.268476612526141e-05
Position 1774: 3.444142684017176e-05
Position 572: 3.388730597876058e-05
Position 443: 2.960128892236604e-05
Position 13655: 2.9526857447429345e-05
Position 473: 2.6074626633478595e-05
Position 2418: 2.4789407101229635e-05
Position 527: 2.4725839898770617e-05
Position 1147: 2.452920850464774e-05
Position 5930: 2.4249957725378466e-05
Position 979: 2.1242564552418182e-05
Position 954: 2.0430666960427197e-05
Position 9842: 2.0119804402285143e-05
Position 148: 1.963269218791055e-05
Position 1172: 1.8621886348002057e-05
Position 1558: 1.795946346000529e-05
Position 11547: 1.7221803577477492e-05
Position 2946: 1.556866519074789e-05
Position 445: 1.4223814350221042e-05
Position 13083: 1.4207919208166907e-05
Position 14: 1.2719645765609583e-05
Position 9768: 1.0884549763132666e-05
Position 946: 1.084655953273958e-05
Position 432: 1.081781928089156e-05
Position 13105: 1.0201988506222672e-05
Position 983: 9.354971194788238e-06
Position 750: 9.18303450109787e-06
Position 412: 7.585648329134741e-06
Position 455: 6.058478176939808e-06
Position 223: 4.597940099227812e-06
Position 622: 4.2149317009723475e-06
Position 471: 4.102990946698318e-06
Position 560: 3.5798729500440882e-06
Position 779: 3.539523010839874e-06
Position 914: 3.459183882405276e-06
Position 434: 3.0894967294868543e-06
Position 254: 2.469651318990343e-06
Position 576: 2.2831873133671033e-06
Position 9602: 1.957236439740391e-06
Position 9573: 1.8145115593478966e-06
Position 583: 1.6144210249282278e-06
Position 4642: 1.3954729192806937e-06
Position 919: 1.1786441905262739e-06
Position 909: 1.1205973389607511e-06
Position 5589: 1.0346271460345456e-06
Position 5571: 8.753772026655841e-07
Position 153: 6.568854596749386e-07
Position 1244: 5.052062363069153e-07
Position 12196: 4.790019445663189e-07
Position 22: 2.0791378648702738e-07
Position 31: 1.8726750339289968e-07
Position 289: 1.4800424434711833e-07
Position 10794: 9.271856383160472e-08
Position 574: 6.393897956377114e-08
Position 29: 5.194986939804062e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10603: 0.9686981362233287
Position 11439: 0.9586336366088946
Position 4575: 0.9519149106037785
Position 9484: 0.8870171749016312
Position 7387: 0.8401468996388557
Position 3611: 0.7136260110063866
Position 11254: 0.6932280306573781
Position 9739: 0.6416007138546671
Position 10173: 0.5718409424092735
Position 8906: 0.5411295760484827
Position 2352: 0.4985310931928091
Position 1132: 0.45014234791473934
Position 2417: 0.3249163679540807
Position 2997: 0.287950875474828
Position 7057: 0.23442379506867378
Position 17315: 0.23147115051838066
Position 8889: 0.19965415646993184
Position 16525: 0.19190700888512385
Position 583: 0.17862348993843258
Position 9915: 0.1682235473692394
Position 12976: 0.16651518194484613
Position 1863: 0.16031282718300008
Position 3230: 0.14162190246558964
Position 18744: 0.12247467624440508
Position 13024: 0.12140295859934443
Position 8940: 0.11842402728299227
Position 21723: 0.10574770221850655
Position 15116: 0.10204657245596249
Position 7013: 0.09514986621843181
Position 3008: 0.07838730571858571
Position 7105: 0.07834739266157331
Position 15939: 0.06466947575661891
Position 7345: 0.06456261668000711
Position 11769: 0.06090209655397745
Position 21400: 0.058606407047313167
Position 6892: 0.05814302072382948
Position 16552: 0.05570414161001107
Position 10136: 0.04955953114349598
Position 16502: 0.048632103066228664
Position 1976: 0.04398329416513147
Position 9451: 0.04324330273931032
Position 386: 0.04236461590826116
Position 4591: 0.036832987224037356
Position 6006: 0.030204816580806183
Position 9409: 0.02654726217012947
Position 295: 0.026251881850288986
Position 3188: 0.025991220228124397
Position 16144: 0.024077549656033474
Position 10036: 0.023512201770525053
Position 13232: 0.023355444915885013
Position 17224: 0.022924500694097648
Position 8665: 0.020450113857361802
Position 3791: 0.01986419877302182
Position 3645: 0.019471831999405508
Position 10867: 0.019060656186508214
Position 14747: 0.017379741893351272
Position 13068: 0.016773062080941932
Position 10102: 0.016600505253706144
Position 7557: 0.016422819989764564
Position 12602: 0.014089321337861345
Position 11474: 0.013439582956108614
Position 16955: 0.012941179396361689
Position 10627: 0.012867852957061686
Position 2834: 0.012090020335029856
Position 13466: 0.012004934965070768
Position 13931: 0.011768432091119486
Position 16188: 0.011453681436676808
Position 7062: 0.01090325784503578
Position 11191: 0.010731763642057465
Position 5118: 0.010649218991518829
Position 12311: 0.010639931218894725
Position 15709: 0.009929430105199177
Position 11183: 0.009870412261961614
Position 18486: 0.009564669178338639
Position 10982: 0.009251457018774284
Position 6185: 0.008339918544680512
Position 2207: 0.008275530438186074
Position 11635: 0.007474818253906405
Position 617: 0.007379128431528303
Position 8014: 0.007201985734595545
Position 11961: 0.00704297789536795
Position 7645: 0.006990780796055712
Position 3399: 0.006654301471664316
Position 3026: 0.006231829207475258
