Gene = 2310046K23Rik
index = 35
Annotated 5SS: [38]
Annotated 3SS: [1367]
SMsplice 5SS: [38]
SMsplice 3SS: [1367]
top_k =  1000
Partition function (log Z): -9.185193414605198

Sorted 5' Splice Sites (High to Low Probability):
Position 38: 0.9209547755796424
Position 107: 0.04354794842249634
Position 52: 0.017493212088543278
Position 281: 0.008213979981432223
Position 1570: 0.007625238358360113
Position 479: 0.007221466027043738
Position 1098: 0.006939213364738003
Position 694: 0.006595996584544032
Position 1708: 0.002342242082825572
Position 344: 0.0016017359531104313
Position 1106: 0.0013168311372899271
Position 893: 0.001219684667500426
Position 805: 0.001157499053199714
Position 1694: 0.0009291386223773432
Position 123: 0.0008908069232349054
Position 1443: 0.0005386163164249363
Position 636: 0.0004627423663574179
Position 81: 0.0003758157608049175
Position 567: 0.00027130894079806624
Position 840: 0.00024674259743561914
Position 258: 0.00024656277769195627
Position 256: 0.00024558634932734906
Position 101: 0.00015574056344481427
Position 1482: 0.00015541658728148908
Position 1641: 0.00013463451763543922
Position 1445: 0.00010310961234128921
Position 611: 7.330951402639065e-05
Position 291: 6.625440378959851e-05
Position 603: 6.299037717296886e-05
Position 197: 4.3391104314430674e-05
Position 316: 4.2477658121247494e-05
Position 846: 2.802636841107038e-05
Position 878: 2.6395456346368474e-05
Position 1404: 2.5087444656362826e-05
Position 1521: 2.4231580317432846e-05
Position 86: 2.3033919234900504e-05
Position 120: 2.2118721811116327e-05
Position 1090: 1.955808290380842e-05
Position 1602: 1.6567441518945047e-05
Position 42: 1.4702972580060893e-05
Position 1484: 1.1460571764267842e-05
Position 485: 1.0462976922612649e-05
Position 1116: 9.521886063831747e-06
Position 862: 9.4230503429498e-06
Position 714: 9.01844428097956e-06
Position 796: 8.912800995170225e-06
Position 1590: 4.190983444631316e-06
Position 283: 4.6585313340356667e-07
Position 347: 3.6546166668667643e-07
Position 521: 3.5700571032257036e-07
Position 178: 2.4860085949452466e-07
Position 155: 1.7082767594850422e-07
Position 899: 1.5900760887360013e-07
Position 1406: 1.534137248051427e-07
Position 490: 1.3715596889685686e-07
Position 925: 8.908426107221696e-08
Position 1303: 7.311457364119438e-08
Position 802: 6.64286568143094e-08
Position 23: 6.428167412648028e-08
Position 1282: 5.3010201981906484e-08
Position 1061: 4.346779290284042e-08
Position 529: 3.84310680314373e-08
Position 700: 3.165628707350177e-08
Position 1422: 2.628909515432896e-08
Position 141: 2.6116030524187263e-08
Position 1288: 1.8143174962756135e-08
Position 959: 9.480589942896836e-09
Position 720: 8.998339390575168e-09
Position 644: 6.254506479329162e-09
Position 698: 1.8200279291312946e-09
Position 726: 6.228587872976788e-10
Position 678: 1.8340350628982824e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1367: 0.54635829912267
Position 1048: 0.06680028599256296
Position 178: 0.03927478497146822
Position 782: 0.03722995280771993
Position 1560: 0.034237520967264776
Position 1518: 0.026974335177693008
Position 1497: 0.025161105434062456
Position 1536: 0.02275152409628044
Position 1479: 0.01814387255074283
Position 1557: 0.01761477331762661
Position 631: 0.014416984086996168
Position 1458: 0.014254504049190209
Position 1521: 0.013397076076638063
Position 1843: 0.012194765341566762
Position 1590: 0.012124581293253656
Position 1440: 0.010996254119420594
Position 1936: 0.010713355661123324
Position 1539: 0.009935324241413954
Position 1620: 0.009735457946736576
Position 1443: 0.007869650277703977
Position 197: 0.007185142237043016
Position 1482: 0.007002926475559464
Position 1617: 0.005747779857298034
Position 1846: 0.00531340946131222
Position 1392: 0.005117350575703383
Position 1771: 0.004986291518291038
Position 266: 0.00477692179633656
Position 493: 0.004429996540532963
Position 1737: 0.0038891626582465773
Position 1712: 0.0037319390199153568
Position 678: 0.0029975689641552894
Position 1419: 0.0023648236064625593
Position 294: 0.0021926271062127733
Position 1313: 0.001990128042059987
Position 810: 0.0016538818110733604
Position 1422: 0.001389222315550416
Position 478: 0.0013558667696808855
Position 1599: 0.0013432559482884293
Position 106: 0.001305223615440664
Position 1976: 0.0012912781805453307
Position 1869: 0.0009552111550318272
Position 791: 0.000878880128015053
Position 1829: 0.0008172412638738889
Position 389: 0.0008146022660595648
