Gene = Hrk
index = 547
Annotated 5SS: [381]
Annotated 3SS: [14729]
SMsplice 5SS: [ 381 6272]
SMsplice 3SS: [ 6131 18978]
top_k =  1000
Partition function (log Z): -15.890364548756907

Sorted 5' Splice Sites (High to Low Probability):
Position 6272: 0.8477890045847603
Position 381: 0.6084466893690572
Position 3013: 0.317019206516337
Position 128: 0.2810833349435124
Position 13130: 0.25487620390528276
Position 3354: 0.2433648777243075
Position 5261: 0.22737363761916318
Position 2662: 0.17750244394792955
Position 1512: 0.17563191035451686
Position 1767: 0.12744216388998272
Position 4561: 0.12520402372506065
Position 1722: 0.11135688467045361
Position 1913: 0.1044129586191546
Position 2657: 0.08624378623623924
Position 10208: 0.04946941941013875
Position 269: 0.047973109554456314
Position 2941: 0.03956467717175193
Position 13194: 0.03853594079577499
Position 1647: 0.03763206398111221
Position 5235: 0.03380384943147805
Position 1376: 0.029632433674374598
Position 1342: 0.02762593728058886
Position 1249: 0.02679575398554802
Position 310: 0.02590018844569082
Position 8298: 0.020197974425762374
Position 9602: 0.018539181069174477
Position 3020: 0.016517076639554075
Position 7545: 0.014280950667238836
Position 4566: 0.012490085922737985
Position 1394: 0.011820474459564993
Position 504: 0.007782750547915722
Position 1433: 0.007157216104526464
Position 3660: 0.006335877301745185
Position 2182: 0.005893597815272457
Position 5205: 0.0057909803254845155
Position 10084: 0.0056542777887453235
Position 1447: 0.005315559661260338
Position 456: 0.005040646912395592
Position 1733: 0.004276388861013937
Position 6255: 0.003874889476182078
Position 186: 0.0027242285954312173
Position 7884: 0.0019527712267789535
Position 1566: 0.001608178753709683
Position 6489: 0.0014054103067484417
Position 1684: 0.0012517722861598072
Position 2060: 0.001229484733389555
Position 253: 0.0010957718888066888
Position 3069: 0.0010748356305055455
Position 10129: 0.0009508318888368826
Position 1318: 0.0008723903840506331
Position 2925: 0.0008008914871569354
Position 2220: 0.0006853127754969248
Position 1421: 0.0006471922122634109
Position 6457: 0.0006392319142993856
Position 1552: 0.0005450155450472356
Position 3076: 0.0005071861131885663
Position 337: 0.0004932403353982587
Position 1745: 0.0003214502717591987
Position 79: 0.0002700034910919947
Position 1278: 0.0002453265825732764
Position 481: 0.0002157171409786637
Position 1440: 0.0001918983019278852
Position 2807: 0.00017991090333611758
Position 7115: 0.00017878373373085067
Position 1350: 0.00017022649072439706
Position 1691: 0.00016531247811283202
Position 1859: 0.00012074677686823704
Position 1305: 0.00012003729951110411
Position 1918: 0.00011257231129499829
Position 1501: 0.00010395949611159268
Position 1516: 0.00010048592996738856
Position 2673: 6.516513219164572e-05
Position 84: 5.512488761251852e-05
Position 1444: 4.977636187935159e-05
Position 1662: 3.127458312643962e-05
Position 7030: 2.9653481419969396e-05
Position 6792: 2.0643050932274178e-05
Position 7670: 2.048337094027696e-05
Position 43: 8.985856653269915e-06
Position 37: 8.780272304621669e-06
Position 77: 8.667187715453223e-06
Position 1043: 8.620416814705874e-06
Position 1026: 7.46243496795796e-06
