Gene = Csn1s1
index = 299
Annotated 5SS: [   24  1065  2094  2801  3320  4686  4809  5316  5978  7049  7855  8009
  8822  9268  9396  9512  9640  9765  9899 10022 10148 10272 10389 10524
 10653 10778 10905 11408 11851 12817 13843 14730 15307]
Annotated 3SS: [ 1001  2060  2773  3280  4661  4769  5291  5953  7018  7821  7963  8779
  9249  9377  9493  9621  9746  9880 10003 10129 10253 10370 10505 10634
 10759 10886 11365 11808 12789 13818 14586 15262 15955]
SMsplice 5SS: [  792  1065  6056  7049  8009  9512  9765 10022 10524 10905 14730]
SMsplice 3SS: [ 1001  5953  7018  7963  9395  9639  9898 10370 10759 14643 15955]
top_k =  1000
Partition function (log Z): 11.743309138651203

Sorted 5' Splice Sites (High to Low Probability):
Position 14730: 0.9679612397970921
Position 9512: 0.9330706698755036
Position 9765: 0.9019088567709524
Position 1065: 0.8791783694367286
Position 10022: 0.8667352896198081
Position 6056: 0.8501444626783778
Position 10524: 0.788832142654914
Position 10905: 0.7739049996426935
Position 792: 0.6714990180285908
Position 8009: 0.660686848360436
Position 2801: 0.5410744479224353
Position 8822: 0.5306561147185039
Position 7049: 0.45761636104616177
Position 7855: 0.453196824554245
Position 10272: 0.3522795541117297
Position 7093: 0.31034383091511986
Position 9268: 0.29265380897169724
Position 10778: 0.29198381512774463
Position 4809: 0.2796902249497605
Position 8042: 0.23932035530439627
Position 24: 0.20851972449328637
Position 4321: 0.18136718863691548
Position 7572: 0.14698330699057455
Position 554: 0.13567895687759302
Position 13843: 0.1281509696919497
Position 2998: 0.12533054085209475
Position 10389: 0.10808212587641648
Position 2094: 0.09670308748612745
Position 12817: 0.09559838730318296
Position 15307: 0.08938198059018385
Position 10148: 0.0838970764282457
Position 3320: 0.07727878712931409
Position 5316: 0.07025467583563129
Position 10653: 0.06336337130956392
Position 2309: 0.05708197947938996
Position 1085: 0.05663491098968557
Position 7044: 0.05391498337583377
Position 5292: 0.048475456093073466
Position 7880: 0.04736769806666077
Position 514: 0.0460308818825877
Position 7097: 0.04251359205816001
Position 11408: 0.02990842610649465
Position 5978: 0.02941582425932956
Position 9899: 0.029194805810181603
Position 9396: 0.027193298743694853
Position 5001: 0.024634255287461212
Position 9640: 0.023031620193614013
Position 11093: 0.022918779938649964
Position 7549: 0.019505756624031322
Position 6035: 0.019345067881685513
Position 5357: 0.01858771053431142
Position 4686: 0.017337260533494114
Position 453: 0.01717126168796257
Position 2241: 0.014110044758411147
Position 142: 0.01350727431156803
Position 8324: 0.010191530443479447
Position 1355: 0.008687076948520903
Position 5087: 0.007806088548803396
Position 9506: 0.007325614126371399
Position 1098: 0.007308413302094232
Position 2212: 0.007136354605710075
Position 1557: 0.006056160478949838
Position 11057: 0.005926277232708039
Position 388: 0.005772874563669038
Position 841: 0.005366955664836345
Position 798: 0.005216696020439152
Position 7159: 0.005127040043061418
Position 7563: 0.004618849710656546
Position 221: 0.004602405708598987
Position 2992: 0.003986602310342596
Position 7181: 0.003504470133483037
Position 297: 0.0035023727781566772
Position 14460: 0.00336422204414822
Position 5244: 0.0031206480713013487
Position 1154: 0.0031067856337647186
Position 8102: 0.0029447975922423943
Position 4362: 0.002841408644751744
Position 5349: 0.002822908245671137
Position 7586: 0.0027149878085886894
Position 8112: 0.002644265258159691
Position 690: 0.0025838875453754566
Position 245: 0.0024624575395238695
Position 12415: 0.0024339951238293587
Position 13660: 0.0023733680765157085
Position 596: 0.002358448590991779
Position 8099: 0.002231541076196555
Position 7371: 0.0018111544467382446
Position 6095: 0.0017900829519702471
Position 215: 0.0017651576523608676
Position 1814: 0.001644460708081702
Position 10647: 0.0015231783585197983
