Gene = Uri1
index = 1169
Annotated 5SS: [  433 22856 36673 37932 49937 50163 52222 54312 56150 57077]
Annotated 3SS: [22820 36593 37795 49844 50104 52052 53962 56009 56832 57844]
SMsplice 5SS: [  433  1294 22856 36673 37932 52222 54241 55923 56150]
SMsplice 3SS: [ 1200 22820 36593 37795 52052 54172 55796 56009 57938]
top_k =  1000
Partition function (log Z): -39.21458219961053

Sorted 5' Splice Sites (High to Low Probability):
Position 433: 0.7216715083314859
Position 1294: 0.710654662568834
Position 4873: 0.3889988705992205
Position 4868: 0.23788335956055104
Position 117: 0.16518514927427747
Position 8191: 0.10572656431221572
Position 186: 0.0907780547499905
Position 8041: 0.05215728007886827
Position 1289: 0.028906305535313998
Position 12733: 0.027110061794289136
Position 2447: 0.026853339968044867
Position 2157: 0.018669239323842443
Position 1306: 0.016483492293241114
Position 4059: 0.00931173688728976
Position 4171: 0.008512849784916714
Position 4175: 0.008451206179939077
Position 403: 0.007187124485821395
Position 594: 0.006639753876264869
Position 2183: 0.006537762042514354
Position 144: 0.0059346374875070326
Position 127: 0.004900922509977713
Position 2910: 0.003868881527732785
Position 3374: 0.0034130495647212967
Position 2187: 0.0032178694988474125
Position 2407: 0.0032041593975300504
Position 1678: 0.0031182502825191365
Position 8045: 0.0029948748701231374
Position 2734: 0.002770979386858836
Position 5156: 0.0010235270951423528
Position 5615: 0.0009554769314289885
Position 4896: 0.0009203428680816211
Position 6073: 0.0008896162984831915
Position 4676: 0.0008778106671276289
Position 4401: 0.0007812354697412689
Position 2400: 0.0007479787212527885
Position 2576: 0.0006499067703634579
Position 616: 0.0006062755978267697
Position 973: 0.0005351348911228384
Position 612: 0.0005296454077235857
Position 5303: 0.000518933827010885
Position 265: 0.0004781234813930837
Position 333: 0.0004089510388679392
Position 6098: 0.0004080300312694913
Position 653: 0.0004026889929634956
Position 73: 0.0003878950560554671
Position 690: 0.00028942962826448103
Position 845: 0.0002543665251824901
Position 602: 0.00018763269207377177
Position 832: 0.00016142901438826135
Position 476: 0.00011683955493143301
Position 978: 0.00011567518622750456
Position 761: 0.00011519086160988889
Position 828: 9.669917251990607e-05
Position 43: 9.623887804972357e-05
Position 71: 8.453925802519156e-05
Position 450: 6.138969379451875e-05
Position 213: 5.691568001711285e-05
Position 218: 3.89375979256925e-05
Position 981: 3.4586489432786167e-05
Position 125: 3.1178595224666924e-05
Position 790: 2.9594868011092214e-05
Position 522: 2.9348495464444087e-05
Position 938: 2.6607151754329173e-05
Position 18: 2.576141147824597e-05
Position 589: 2.3849305344316304e-05
Position 59: 2.231597626479431e-05
Position 1315: 2.1827439481444685e-05
Position 787: 1.9187712436736898e-05
Position 777: 1.8327718818442912e-05
Position 1420: 1.492239634437362e-05
Position 3401: 1.4540840319612725e-05
Position 281: 1.1591818759412175e-05
Position 1003: 1.06687364745979e-05
Position 1275: 1.0480392409841947e-05
Position 292: 1.0288617744910059e-05
Position 716: 9.402796822816367e-06
Position 1645: 7.99673258227263e-06
Position 1197: 7.631757755486439e-06
Position 2133: 7.080248480334232e-06
Position 1368: 6.930573884999649e-06
Position 934: 6.773292456377888e-06
Position 605: 6.027848355515056e-06
Position 737: 5.207168633712435e-06
Position 739: 4.655552829357081e-06
Position 955: 4.26566196915261e-06
Position 1280: 3.103357600434744e-06
Position 2451: 1.345429383101614e-06
Position 1411: 9.300772609150304e-07
Position 924: 8.996112683127204e-07
Position 1424: 8.025538489406069e-07
Position 1754: 7.578288059124696e-07
Position 1772: 6.954218923739279e-07
Position 1209: 4.517969659344535e-07
Position 2390: 3.420929313445248e-07
Position 1224: 2.723764494652027e-07
Position 1652: 1.812521219811109e-07
Position 3349: 1.1497628188586673e-07
Position 1865: 1.0822180942961432e-08
Position 1201: 7.220922708991014e-09
Position 1634: 4.5627938334671904e-09
Position 1977: 3.797653798321618e-09
Position 1844: 3.1989208049337794e-09
Position 1732: 3.0853752893961675e-09
Position 1599: 4.073831173640623e-11
Position 1268: 3.999951784536156e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1200: 0.7511889220857173
Position 4791: 0.5239922020707473
Position 8260: 0.3196652672091077
Position 13190: 0.19442562199299412
Position 12632: 0.13571997785992662
Position 7892: 0.10883126105745626
Position 10329: 0.07509535624502874
Position 8096: 0.0665419822634943
Position 4847: 0.04144021607717269
Position 2051: 0.03034612135275994
Position 2239: 0.026273252260991788
Position 12239: 0.023540674196982397
Position 3944: 0.02195837727599853
Position 11123: 0.021269444201061954
Position 10367: 0.021066603070144043
Position 4733: 0.020691481502663926
Position 16279: 0.01873007319411582
Position 6454: 0.0161683459920691
Position 4696: 0.015685379185434296
Position 286: 0.012008102800044993
Position 4600: 0.011802242788784684
Position 4515: 0.011687851812324979
Position 8022: 0.010920473374552266
Position 3589: 0.009902464701777473
Position 8357: 0.009237456416233695
Position 5986: 0.009118978554620676
Position 5085: 0.008785813736615284
Position 9121: 0.008391332005212252
Position 9646: 0.007378987739685713
Position 10707: 0.007157388836462692
Position 9296: 0.006866432705255788
Position 6836: 0.005768164098203142
Position 10820: 0.005238454154776196
Position 5097: 0.005063252368805203
Position 12435: 0.004995335251986883
Position 4675: 0.004666160050958989
Position 8790: 0.004370614503328812
Position 8256: 0.004127342155370583
Position 2248: 0.00388481621753084
Position 7382: 0.0036619772896233343
Position 2104: 0.003486465036081208
Position 7437: 0.0034728441658483304
Position 8044: 0.003426058565754399
Position 4652: 0.0032607768836532807
Position 11861: 0.003110045477737788
Position 2566: 0.0029994931179779024
Position 4086: 0.002813222720863546
Position 7895: 0.0027196108171179427
Position 5256: 0.002705117307975727
Position 4054: 0.002598090021508675
Position 4737: 0.002457532039288468
Position 6476: 0.002369619617204954
Position 6136: 0.0022509497339349613
Position 5323: 0.002198055452678206
Position 4661: 0.002156670423401548
Position 2733: 0.0021087136481818336
Position 8656: 0.002037630607538526
Position 9533: 0.0019559175234733347
Position 2783: 0.001689328970784869
Position 6670: 0.001626132677830373
Position 1528: 0.0016239422503505124
Position 5028: 0.001609677617897394
Position 2242: 0.0014831147480321768
Position 8635: 0.001371406020996619
Position 2268: 0.0013413147141934944
Position 3053: 0.0012961278177829774
Position 5203: 0.0012751615967582408
Position 367: 0.001260604675481586
Position 8942: 0.001256265626787844
Position 306: 0.0012187103703905256
Position 5259: 0.0011202157704252496
Position 5008: 0.0010999333237363804
Position 1133: 0.0010928784631506442
Position 7111: 0.0010678801047066403
Position 2524: 0.0010400407338977849
Position 7159: 0.0009830838444641252
Position 8552: 0.0009361891815034336
Position 2495: 0.0009284631121132306
Position 8275: 0.0009149435552924507
Position 1617: 0.0008846487863394007
Position 2136: 0.0008754038784414698
Position 3098: 0.0008592684054060151
Position 4313: 0.0008518429688650764
Position 5425: 0.0008448926211701867
Position 8190: 0.0008393257972758253
Position 3253: 0.0008245751102832894
Position 3633: 0.0008189909580564928
Position 9348: 0.0007953173010509352
Position 1209: 0.0007684458672068668
Position 1557: 0.0007604292333927049
Position 3855: 0.0007329040373667043
Position 1074: 0.0006495410757079559
Position 4701: 0.0006374931863791804
Position 6927: 0.000626637375723415
Position 7593: 0.0005937739760785633
Position 1962: 0.0005850328472088006
Position 3143: 0.0005652847514991508
Position 3891: 0.0005641279862971999
Position 6371: 0.000444799344606004
Position 2625: 0.00044001555864700174
Position 6162: 0.00039701368191484543
Position 3261: 0.00038664226240059087
Position 6879: 0.00037562003680747445
Position 1147: 0.00034201948315627415
Position 7505: 0.00032308748791346387
Position 4596: 0.0003185322335328504
Position 4895: 0.00030411623174776605
Position 5059: 0.0002962154718195841
Position 7583: 0.0002935142137410004
Position 2799: 0.00022724338127987878
Position 2969: 0.00020340746604915975
Position 2260: 0.00020186373232659
Position 5369: 0.00017550206644136114
Position 5182: 0.00016905620112316798
Position 357: 0.00016569708906442326
Position 1246: 0.0001629988907766776
Position 3585: 0.0001556578054037902
Position 3059: 0.00014378558486690554
Position 6098: 0.00013841722257817074
Position 2580: 0.00013281544843693675
Position 5839: 0.00012641239846432825
Position 6233: 0.0001244209408823592
Position 1152: 0.00011711391799072024
Position 4206: 0.00011185564474157436
Position 3604: 0.00010865235815304288
Position 1561: 0.0001069420094748812
Position 351: 9.938543333448952e-05
Position 345: 9.910835966732943e-05
Position 400: 8.844118477395447e-05
Position 2817: 8.113691838477734e-05
Position 6692: 7.838557262138816e-05
Position 3674: 7.632368548734804e-05
Position 4480: 7.344516411603119e-05
Position 1797: 7.154765739966702e-05
Position 513: 6.898741254546492e-05
Position 3374: 6.453621973604261e-05
Position 3079: 6.178800426384963e-05
Position 1287: 5.29439146488176e-05
Position 1021: 5.243283108459752e-05
Position 1076: 5.076110244699927e-05
Position 4300: 4.994157855379587e-05
Position 1869: 4.9149083009007294e-05
Position 640: 4.7266940336216714e-05
Position 1533: 4.697232126824752e-05
Position 3149: 4.4348656647766906e-05
Position 5065: 4.1946546569642533e-05
Position 2422: 4.194054184478663e-05
Position 5273: 3.63966429804809e-05
Position 2749: 3.6108913886530715e-05
Position 1634: 2.9604414215996338e-05
Position 426: 2.458574345151258e-05
Position 327: 2.36530853221397e-05
Position 2977: 2.18594135908285e-05
Position 376: 2.072135592445337e-05
Position 3638: 2.0238004142215672e-05
Position 1406: 1.8589809757176854e-05
Position 2943: 1.7757112249356795e-05
Position 810: 1.7326323418284026e-05
Position 1840: 1.5750857824359597e-05
Position 204: 1.508261812366946e-05
Position 402: 1.3208904596554614e-05
