Gene = Scg2
index = 950
Annotated 5SS: [165]
Annotated 3SS: [3101]
SMsplice 5SS: [165]
SMsplice 3SS: [230]
top_k =  1000
Partition function (log Z): -7.314438635620672

Sorted 5' Splice Sites (High to Low Probability):
Position 165: 0.9989445093438949
Position 4808: 0.1687014733451633
Position 879: 0.16184238004287524
Position 315: 0.0864100249301491
Position 4341: 0.07115432584942553
Position 2527: 0.052532680503632544
Position 983: 0.03951033768504495
Position 3914: 0.027385366901325342
Position 397: 0.022494907790895035
Position 1071: 0.01801944275209037
Position 4069: 0.014950929889567102
Position 418: 0.012298325484971213
Position 317: 0.010632663985656937
Position 451: 0.009277015468313284
Position 2929: 0.008491692725932483
Position 339: 0.005231561293502329
Position 4359: 0.003018240618530986
Position 389: 0.0030068604888884654
Position 2327: 0.002775890796483385
Position 456: 0.0022985926385908307
Position 2902: 0.0017081757232631336
Position 944: 0.001696615724700485
Position 1414: 0.0011655195940236613
Position 1159: 0.0010104826513203874
Position 2146: 0.0008948935868697756
Position 894: 0.0008057150929329989
Position 1963: 0.0007753442808614734
Position 4386: 0.0006403712050641606
Position 1522: 0.0005850724717054077
Position 5006: 0.0005773138146615835
Position 691: 0.0005716344666172175
Position 4252: 0.0005383023019674803
Position 3262: 0.0005024129789121285
Position 911: 0.00045429032005896093
Position 888: 0.00040107224686631584
Position 2667: 0.00034770276710659024
Position 88: 0.0003265346844052806
Position 1987: 0.00032569811016664916
Position 2383: 0.00032488041976619743
Position 2500: 0.00027868383375265405
Position 355: 0.000267074753880358
Position 813: 0.00024231585122702404
Position 319: 0.00023424184561989146
Position 433: 0.00023064116515325684
Position 1262: 0.0002053568776520742
Position 2878: 0.00018878458462960563
Position 907: 0.0001646803040738247
Position 2026: 8.030757199145857e-05
Position 512: 6.066080366565636e-05
Position 492: 5.351020616939821e-05
Position 25: 4.530919491999338e-05
Position 381: 3.546085625632356e-05
Position 472: 2.9885295818339343e-05
Position 83: 1.0570494241475505e-05
Position 30: 6.473386424272379e-06
Position 248: 4.062412723504942e-06
Position 494: 2.989422963330979e-06
Position 566: 2.8404277837365333e-06
Position 584: 2.150630669479647e-06
Position 720: 1.981139430931995e-06
Position 209: 1.3832356873170784e-06
Position 626: 1.1636789681119055e-06
Position 9: 1.1573471507653036e-06
Position 712: 1.0202819085006863e-06
Position 1164: 1.0178156215074359e-06
Position 197: 8.921283435400234e-07
Position 48: 7.039268320255984e-07
Position 600: 5.019029285074384e-07
Position 2671: 1.9027175449915935e-07
Position 819: 8.117063645017822e-08
Position 221: 7.24625067474281e-08
Position 211: 7.094098123143724e-08
Position 732: 5.910475796637981e-08
Position 2821: 3.3995971322112e-08
Position 2675: 3.336121621001128e-08
Position 36: 1.3945528613935975e-08
Position 987: 9.863242151375936e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 230: 0.3081848362749324
Position 788: 0.19508577989226134
Position 3024: 0.18370707306120643
Position 3101: 0.1272984124913726
Position 4684: 0.11377669388061129
Position 5174: 0.0707236818788149
Position 4442: 0.06653490252144371
Position 5056: 0.058451676997232485
Position 982: 0.048697570351667024
Position 4188: 0.048189524597717665
Position 4715: 0.03883731907743038
Position 4494: 0.035897542837077724
Position 2402: 0.03334771114945379
Position 4159: 0.033057844073901894
Position 5201: 0.028570171043978482
Position 2738: 0.0261673539685001
Position 297: 0.02434558030825751
Position 732: 0.023650907716237707
Position 2266: 0.02044832206471707
Position 4171: 0.014898401449659631
Position 3749: 0.013783960637388537
Position 858: 0.0129503525128132
Position 5336: 0.012273034883415995
Position 5030: 0.009755948292722394
Position 5072: 0.009639721265730598
Position 3803: 0.009105077738284862
Position 5006: 0.008641194373961254
Position 1345: 0.008298312233267305
Position 812: 0.008212016926759541
Position 562: 0.007783231161273177
Position 3512: 0.007442279305890826
Position 3848: 0.007066887362687537
Position 4198: 0.006334439870181239
Position 2063: 0.006163825427945125
Position 3793: 0.006072066359918869
Position 3188: 0.005521197664475879
Position 2430: 0.004692784807771388
Position 510: 0.004423246668232738
Position 4542: 0.00413081619183752
Position 349: 0.004126972461405175
Position 2500: 0.003562050918197681
Position 2066: 0.0033692352649147992
Position 3731: 0.003315067625904805
Position 1124: 0.003160011682693763
Position 1053: 0.0031286504785847887
Position 4690: 0.0030385533324689693
Position 3995: 0.0029337103266035714
Position 4829: 0.0025659981181917597
Position 1842: 0.0025470459740369565
Position 3208: 0.002298106374230852
Position 3389: 0.0022486718983636307
Position 2791: 0.002213146531571114
Position 3060: 0.002060803719828051
Position 2984: 0.001989787247891254
Position 5130: 0.0018416094647073686
Position 5297: 0.0017576559199189354
Position 2291: 0.0015897793087709918
Position 3149: 0.0014711805222426707
Position 701: 0.001408581821600747
Position 4211: 0.001349616793849767
Position 2773: 0.001323177730077042
Position 2831: 0.0013089402852921887
Position 1938: 0.001296507923059925
Position 1206: 0.0012371151331890785
Position 2386: 0.0012326556525475642
Position 4144: 0.0009869430566750636
Position 5205: 0.0009458192251864045
Position 4590: 0.0009373241381355359
Position 4295: 0.0009128444449462773
Position 1027: 0.0008776845316822611
Position 1656: 0.0007513434007139849
Position 2140: 0.0007468436582568
Position 2752: 0.0007257781358571211
Position 2128: 0.0007120129873819447
Position 1800: 0.0007011847505809891
Position 4141: 0.0006829980137730829
Position 2574: 0.0006701122470911227
Position 1901: 0.0006170389612253981
Position 3481: 0.0005827048612606721
Position 3635: 0.0005787995749326327
Position 1000: 0.0005556794020781904
Position 1201: 0.0005481074215399888
Position 3718: 0.0005016558916595568
Position 4565: 0.0005006801784642194
Position 2356: 0.0004907413113780457
Position 5082: 0.00047928072302325716
Position 1041: 0.00046594222449350544
Position 512: 0.00045674475491860476
Position 653: 0.00045562617410462464
Position 269: 0.00045222126220036
Position 1730: 0.0004499559766004653
Position 4860: 0.0003973618754452645
Position 826: 0.00038071779765373455
Position 237: 0.00037234633119228374
Position 1464: 0.0003701346608316187
Position 2874: 0.0003636935010873806
Position 1872: 0.00035883106934057364
Position 3113: 0.00035839815170823924
Position 3645: 0.00034560649703645283
Position 1681: 0.0003219042449609144
Position 2331: 0.00023383921234703536
Position 1262: 0.00022727110383069561
Position 2473: 0.00020181502169588184
Position 1747: 0.0001931025250986794
Position 1438: 0.00019255433639031068
Position 2416: 0.00019064094297353636
Position 3544: 0.0001577179847885045
Position 1483: 0.00015312451313115083
Position 2459: 0.00013655643462635975
Position 3362: 0.0001361721997063044
Position 3514: 0.00013118524935484382
Position 235: 0.0001307346368962218
Position 3194: 0.00012563253463890108
Position 3197: 0.00010729056071348821
Position 2975: 9.91228778240422e-05
Position 1601: 9.835960134912268e-05
Position 2184: 9.619097390328107e-05
Position 2168: 9.430351866877946e-05
Position 2512: 8.733893996274671e-05
Position 3146: 8.5553576834829e-05
Position 566: 8.526170138288582e-05
Position 3217: 8.406081072823086e-05
Position 2381: 7.292632294614716e-05
Position 2526: 7.12806149908462e-05
Position 2882: 7.05185197509848e-05
Position 835: 6.704911107346178e-05
Position 746: 6.287572458370541e-05
Position 244: 5.995422844456581e-05
Position 302: 5.689490590743519e-05
Position 1203: 5.621416988085761e-05
Position 1550: 5.550361787124733e-05
Position 863: 5.15617864081029e-05
Position 920: 4.89618796018412e-05
Position 1784: 4.8352740371922374e-05
Position 1911: 4.7764395744098176e-05
Position 1163: 4.4504648314607754e-05
Position 1075: 4.44388060190022e-05
Position 1922: 3.937908829777161e-05
Position 1300: 3.8317311424814355e-05
Position 2335: 3.594180006857586e-05
Position 1402: 3.4133366390614266e-05
Position 743: 3.1068716337344505e-05
Position 413: 2.8616199248561333e-05
Position 516: 2.3738742657250803e-05
Position 405: 2.0562915224969776e-05
Position 874: 1.1162053754520132e-05
Position 704: 7.314015083586815e-06
Position 751: 5.954345580818335e-06
Position 941: 3.182926008643511e-06
Position 621: 1.996176024806467e-06
Position 739: 1.6618126121405365e-06
Position 256: 1.2511886277062985e-06
Position 359: 8.969170655364007e-07
Position 331: 6.990752217334013e-07
Position 606: 3.608784143427737e-07
Position 456: 3.582408798610837e-07
Position 574: 3.1361733771924887e-07
Position 389: 1.50351599947109e-07
Position 197: 8.880543933628419e-08
Position 600: 8.532821324598938e-08
Position 116: 8.338891863404332e-08
Position 361: 6.697715052373486e-08
Position 408: 5.5873880577160345e-08
Position 943: 5.366382668971056e-08
Position 837: 3.2118597880243897e-08
Position 522: 3.0437699278598637e-08
Position 72: 1.62922984827302e-08
Position 122: 1.2100761418750747e-08
Position 410: 8.73109341237207e-09
Position 105: 8.598847303409831e-09
Position 162: 7.940362608775096e-09
Position 158: 4.961772048380688e-09
Position 129: 1.2891049332056502e-09
Position 1058: 6.564029672303422e-10
Position 418: 3.6682370935722484e-10
Position 209: 1.685583349686963e-10
Position 164: 2.556793320933208e-11
Position 169: 5.3115321992812355e-12
Position 423: 2.3071283213373637e-12
Position 80: 4.2750726494486084e-13
Position 77: 3.6916428783659735e-13
Position 126: 2.6154007842870686e-13
Position 124: 7.258577177230822e-14
Position 140: 1.3676427718720909e-14
