Gene = Zfp511
index = 1202
Annotated 5SS: [ 195  482 1010 1229 3034]
Annotated 3SS: [ 407  807 1103 2913 3830]
SMsplice 5SS: [ 195  482 1010 1229 3034]
SMsplice 3SS: [ 407  705 1103 2913 3830]
top_k =  1000
Partition function (log Z): 2.8582051762248226

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9885717772114078
Position 1229: 0.9681257426344714
Position 3034: 0.7174728714198981
Position 1010: 0.6646776304502914
Position 482: 0.605024952230948
Position 2429: 0.2587375403238202
Position 3486: 0.22497042529073843
Position 3081: 0.11530418417549232
Position 723: 0.1079014745237703
Position 3054: 0.09523126791806386
Position 3527: 0.0334094624418778
Position 1170: 0.015393181700113927
Position 1233: 0.01327713316686984
Position 1874: 0.012195858575119357
Position 830: 0.006305088181423827
Position 591: 0.006128636844940644
Position 1014: 0.006043781175190756
Position 3119: 0.005945317531191034
Position 669: 0.0059044285564038195
Position 3640: 0.005270058398730085
Position 2519: 0.004711903616320894
Position 545: 0.004629316038886879
Position 2460: 0.003638902718101525
Position 1750: 0.002457412492579423
Position 1030: 0.002166230177863804
Position 2510: 0.002108913625356851
Position 1834: 0.001858448665297837
Position 162: 0.0018154226205248372
Position 2110: 0.0016400518044633332
Position 3744: 0.0014490745261814169
Position 1851: 0.0013973090594061102
Position 3038: 0.0013896121096613624
Position 664: 0.0013413616480760255
Position 1682: 0.0010755252609117216
Position 456: 0.0009449157053329095
Position 1323: 0.0009247805304826285
Position 1408: 0.0008940981033483968
Position 2291: 0.0008907483995628481
Position 579: 0.000838469916209898
Position 3952: 0.000716691565260155
Position 2146: 0.0006348140226871698
Position 809: 0.0005741698948583718
Position 660: 0.0005005614018369522
Position 1931: 0.00040330594886712416
Position 199: 0.00038568671681688546
Position 2709: 0.0003543216653184763
Position 39: 0.0003513963306442365
Position 220: 0.0003462166299858472
Position 458: 0.0003460857123546306
Position 328: 0.00033849676532458347
Position 730: 0.000334742026883852
Position 1904: 0.0003191308944689498
Position 3490: 0.00031333282000430354
Position 2443: 0.00031073015230770985
Position 3611: 0.00030281678811165804
Position 950: 0.00025623204631412073
Position 921: 0.00024777247663130246
Position 3603: 0.00024257784220361453
Position 3085: 0.0002357366097532891
Position 1044: 0.00018462443869493862
Position 2136: 0.0001706868193805083
Position 979: 0.00016808401140839212
Position 758: 0.00015663508051794173
Position 848: 0.00015110171852809225
Position 258: 0.0001335442027909145
Position 3040: 0.00011192752769971525
Position 1184: 0.00010731519218592104
Position 2195: 0.00010195883824136712
Position 1285: 9.808616219125939e-05
Position 3511: 9.411703139529726e-05
Position 1245: 8.925897931507294e-05
Position 1666: 8.720436295632519e-05
Position 1328: 7.881071929970999e-05
Position 3735: 7.79479575202785e-05
Position 1786: 7.391667131169277e-05
Position 157: 6.601894813142018e-05
Position 431: 6.442039104619637e-05
Position 2749: 5.669050379346559e-05
Position 656: 5.263743056755244e-05
Position 417: 4.9796063431075614e-05
Position 850: 4.956954625128447e-05
Position 825: 4.6742814283144474e-05
Position 2687: 4.560040349239219e-05
Position 1254: 4.163485042118707e-05
Position 2798: 3.8671370645318355e-05
Position 349: 3.811943362874198e-05
Position 2466: 3.804856051891728e-05
Position 264: 3.727132141980742e-05
Position 3042: 3.603887971386104e-05
Position 817: 3.515504123137092e-05
Position 3508: 3.4388435583896355e-05
Position 404: 3.178074332717624e-05
Position 3056: 3.012434108092479e-05
Position 1410: 2.9126975598620148e-05
Position 2075: 2.329729440377474e-05
Position 2387: 2.1991075925699992e-05
Position 2374: 2.128324181711953e-05
Position 336: 1.9242693991043387e-05
Position 2128: 1.8069821360759862e-05
Position 13: 1.6794434839703787e-05
Position 1041: 1.5434092042548067e-05
Position 840: 1.2957432505890724e-05
Position 277: 1.0895002565291302e-05
Position 373: 9.913103218958854e-06
Position 44: 8.1597305927818e-06
Position 1632: 6.4438002861790725e-06
Position 1248: 5.712583481246227e-06
Position 356: 5.391175730051715e-06
Position 1071: 5.304871917070648e-06
Position 36: 4.551787842052631e-06
Position 1807: 4.180189741798142e-06
Position 3386: 2.8668247315412365e-06
Position 108: 2.742821592190421e-06
Position 699: 2.1873472218872245e-06
Position 395: 2.1128326063953008e-06
Position 676: 1.552303747532711e-06
Position 3058: 1.223007514999307e-06
Position 292: 1.140776210368354e-06
Position 397: 7.477643675868475e-07
Position 2967: 7.583117385388488e-08
Position 1299: 6.1302256956192e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1103: 0.9674222831496511
Position 2913: 0.9638016247761938
Position 407: 0.6320203790426382
Position 3830: 0.6246709031188777
Position 705: 0.40318262645673053
Position 2290: 0.2630735251027551
Position 3377: 0.16507390392546148
Position 807: 0.11825174771355791
Position 3139: 0.11761334040729556
Position 3450: 0.09178271650775864
Position 863: 0.07708611119093019
Position 3858: 0.07247914914134292
Position 829: 0.05514480108822958
Position 3467: 0.04990112531666217
Position 985: 0.049859650758045264
Position 3319: 0.033561667207327735
Position 1123: 0.022524515469508587
Position 440: 0.0217665146241461
Position 848: 0.013738666246579349
Position 1729: 0.011310363403132653
Position 2918: 0.010723489286807029
Position 3399: 0.010678944336646467
Position 4039: 0.010391853902470258
Position 866: 0.010338366893747055
Position 3704: 0.009948035164827972
Position 656: 0.008308469750950497
Position 384: 0.007391299542167192
Position 624: 0.006436787041812073
Position 3285: 0.005846481080466727
