Gene = Ngrn
index = 745
Annotated 5SS: [209 717]
Annotated 3SS: [ 605 3162]
SMsplice 5SS: [ 209  717 2989]
SMsplice 3SS: [ 605 2872 3162]
top_k =  1000
Partition function (log Z): 0.10745993116553931

Sorted 5' Splice Sites (High to Low Probability):
Position 717: 0.9882200598988772
Position 209: 0.8457573603159576
Position 3258: 0.5757735739883442
Position 2989: 0.5069401009172749
Position 3009: 0.4498153514163255
Position 2122: 0.3167974132031169
Position 2385: 0.2205290252708915
Position 2186: 0.15392081740979172
Position 2464: 0.06878777758984374
Position 919: 0.06386720808774858
Position 201: 0.05202775257706954
Position 441: 0.04123432756430423
Position 2156: 0.038382777047532825
Position 3687: 0.022520629628316507
Position 1557: 0.019701174380225506
Position 120: 0.010722571347607146
Position 923: 0.009834494050765323
Position 446: 0.009419018791772099
Position 2203: 0.0063729036337065
Position 2140: 0.005977374635890421
Position 671: 0.003895867145172843
Position 1425: 0.0034067063728335763
Position 3710: 0.0033151419494108487
Position 505: 0.0031979236347700873
Position 107: 0.003120196238368001
Position 2351: 0.0028294241801880738
Position 888: 0.0022181901634148876
Position 2059: 0.002067935768315659
Position 3648: 0.001960749116625684
Position 2414: 0.0018632243154293648
Position 103: 0.0017785169530991011
Position 1075: 0.0017622489578715751
Position 1152: 0.0017089459322649132
Position 1324: 0.0016904486229524281
Position 3205: 0.001401472207385948
Position 3813: 0.0013736767198177732
Position 355: 0.0013001144422794212
Position 3193: 0.0009125875109578784
Position 81: 0.0007371714912017482
Position 3058: 0.000646231632345104
Position 113: 0.0006277277127015623
Position 3305: 0.000539110292246794
Position 3871: 0.0005370996785601286
Position 241: 0.0005262429009114154
Position 2168: 0.0004522685228694428
Position 333: 0.0004307957490324595
Position 1767: 0.0004089740646117248
Position 3: 0.0004035375793115097
Position 2494: 0.0003456013665837459
Position 450: 0.00032162871637338316
Position 380: 0.0003214414446228678
Position 1645: 0.0003148776245808624
Position 1840: 0.00030705223777964237
Position 2126: 0.00030611629647921574
Position 3049: 0.00029804989011315635
Position 290: 0.0002874838034270003
Position 136: 0.0002816656425351765
Position 1975: 0.00026169221589297917
Position 3861: 0.0002537216299533959
Position 2043: 0.0002499245881355501
Position 2359: 0.00022752795125118003
Position 2145: 0.00022620247002047255
Position 435: 0.00022405642562899872
Position 3339: 0.00021785259762437364
Position 2963: 0.00019544616604924206
Position 2065: 0.0001767640485809478
Position 2373: 0.0001645631481268131
Position 457: 0.00016233626983331038
Position 13: 0.0001602442942145092
Position 2228: 0.0001560827012711892
Position 39: 0.00015545851397286798
Position 420: 0.0001260801479236242
Position 220: 0.00012146271820879778
Position 76: 9.639666755503881e-05
Position 303: 9.633941338910352e-05
Position 1710: 9.347881023528985e-05
Position 764: 9.137945424253522e-05
Position 141: 8.602758082946155e-05
Position 319: 8.138239689815762e-05
Position 980: 8.061722443999308e-05
Position 79: 7.806792012752954e-05
Position 2376: 6.108846745563694e-05
Position 2389: 5.8214114717414396e-05
Position 878: 5.5212591573971686e-05
Position 3435: 5.42195594461986e-05
Position 724: 5.159977562100222e-05
Position 412: 4.705176286300881e-05
Position 1531: 4.3057383264448476e-05
Position 693: 4.173682494734798e-05
Position 23: 3.92541594628575e-05
Position 261: 3.2891296655363185e-05
Position 1345: 3.147382232777678e-05
Position 3001: 2.9306905111863975e-05
Position 2997: 2.4530006764904464e-05
Position 1979: 2.2929224874730948e-05
Position 2212: 2.067374118056552e-05
Position 1725: 1.985070927096011e-05
Position 1059: 1.7798880472300664e-05
Position 481: 1.7131261481950173e-05
Position 937: 1.645765211714738e-05
Position 452: 1.523467939845633e-05
Position 400: 1.3282334095202488e-05
Position 393: 1.239298318996173e-05
Position 1805: 1.2111702331402044e-05
Position 2943: 1.1326653667014683e-05
Position 1005: 1.1170844540858757e-05
Position 336: 1.074451313315118e-05
Position 2957: 8.199023863926538e-06
Position 947: 8.137165426561465e-06
Position 2841: 7.63823246892556e-06
Position 538: 7.429346527254814e-06
Position 2883: 7.111379949109867e-06
Position 1928: 6.97790567129122e-06
Position 1762: 6.52357184175404e-06
Position 3020: 6.357288056432904e-06
Position 1484: 6.294048265223152e-06
Position 1722: 6.207995555498302e-06
Position 771: 5.391330008188556e-06
Position 1331: 4.8908158970948476e-06
Position 2947: 4.8555780429572196e-06
Position 1707: 3.6588390317372383e-06
Position 3461: 3.6246536593006784e-06
Position 3262: 3.339503074901932e-06
Position 1293: 3.2699131253588827e-06
Position 398: 2.417762162740768e-06
Position 1054: 2.342510097830066e-06
Position 470: 2.0154311872887984e-06
Position 3248: 1.8764522319447685e-06
Position 1416: 1.2348480533371078e-06
Position 1285: 1.1890827563857203e-06
Position 561: 1.1879194231158658e-06
Position 3266: 8.7373740872106e-07
Position 385: 8.457168566963411e-07
Position 2449: 8.45593139831079e-07
Position 3422: 8.29628056122981e-07
Position 3653: 3.3807893328632224e-07
Position 617: 1.0907379250812141e-07
Position 3633: 1.013339271945414e-07
Position 1195: 2.7344831022331253e-08
Position 1578: 6.849195906095043e-09
Position 1112: 2.6507683998560832e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3162: 0.9795531912476787
Position 2872: 0.7935845791523888
Position 605: 0.787551197210518
Position 1953: 0.4213265605148492
Position 3762: 0.2860441472073152
Position 2293: 0.2810322212742749
Position 3563: 0.11025554928106869
Position 2068: 0.11023484426449011
Position 2840: 0.10410841602069486
Position 621: 0.0687072495788341
Position 3577: 0.05267523631042241
Position 3359: 0.05101059378123903
Position 3741: 0.04787159766352598
Position 828: 0.040769356581311866
Position 561: 0.03712497986240738
Position 2876: 0.036780680194645546
Position 791: 0.03608430822751083
Position 642: 0.03481270143853535
Position 2917: 0.017980180562375287
Position 3603: 0.015130246972580518
Position 1264: 0.015027170494981222
Position 3413: 0.012937107919222987
Position 574: 0.012461325729404442
Position 341: 0.010987902050730313
Position 3483: 0.006359302642244832
Position 3435: 0.005216333620660963
Position 2936: 0.00518072441553686
Position 2071: 0.005107916365125583
Position 628: 0.0046350065690577286
Position 3804: 0.004599610330229965
Position 3613: 0.004193583655064865
Position 3332: 0.0029689137687984994
Position 1239: 0.0027821052329828904
Position 3488: 0.0026702435628729133
Position 379: 0.00242587283945966
Position 3334: 0.0023334147018680895
Position 4148: 0.002315652970752246
Position 281: 0.0022905745321090912
Position 3624: 0.0021164542454810194
Position 2298: 0.002017492657941636
Position 3439: 0.001840892523280259
Position 1195: 0.0018146108917327047
Position 4001: 0.0017155733603048152
Position 3370: 0.0014114861300622387
Position 2593: 0.001339178269589995
Position 440: 0.0013207893867885421
Position 3343: 0.0011936304634665856
Position 1484: 0.0011927127795211708
Position 1423: 0.0010682044594753418
Position 1622: 0.001020251793699571
Position 795: 0.0009755095893076987
Position 497: 0.0008856269492142344
Position 1323: 0.0008201055502132422
Position 3589: 0.0007391400638834361
Position 3082: 0.0007082922445810094
Position 3422: 0.0006974735843546411
Position 859: 0.0006385288684273054
Position 416: 0.0005993672613410985
Position 3995: 0.0005871034763535762
