Gene = Lax1
index = 625
Annotated 5SS: [ 300 1288 6103 6571 7126]
Annotated 3SS: [1103 5998 6465 7054 9472]
SMsplice 5SS: [ 300 6103 6571 7126]
SMsplice 3SS: [5998 6465 7054 9472]
top_k =  1000
Partition function (log Z): -4.444186375636896

Sorted 5' Splice Sites (High to Low Probability):
Position 6103: 0.8715273295457338
Position 6571: 0.8279424763425511
Position 7126: 0.6893555518689165
Position 300: 0.664609393052496
Position 1288: 0.3588653213060722
Position 294: 0.2786391075811052
Position 3404: 0.2569181505077426
Position 8558: 0.20727720998127172
Position 3021: 0.13362278618327478
Position 7145: 0.1153362598012635
Position 9372: 0.10618792358417478
Position 8311: 0.08119522782737447
Position 6703: 0.07151793661338535
Position 6380: 0.04405046822126568
Position 1475: 0.0327423416822207
Position 9624: 0.025713963808852675
Position 500: 0.023515753977876534
Position 200: 0.022691648846624404
Position 5585: 0.018176721121213456
Position 4254: 0.01678792919850798
Position 3062: 0.01485186974985254
Position 1971: 0.014418680538569843
Position 308: 0.01409184860627805
Position 8231: 0.013742413065764873
Position 3964: 0.011939727102521353
Position 7450: 0.01116315015320083
Position 684: 0.01072928596654675
Position 6953: 0.00954015663925037
Position 6894: 0.008926859239292885
Position 8020: 0.008658218675738431
Position 1305: 0.007774910752975659
Position 8725: 0.007483479170044053
Position 6963: 0.0073173372859206606
Position 4127: 0.006795006295305219
Position 6107: 0.00540874705773269
Position 6124: 0.0051056179208875336
Position 28: 0.004766997776333129
Position 3051: 0.004538730809031794
Position 8703: 0.003907561885204446
Position 6113: 0.0039039749990929067
Position 6111: 0.0034974311309861612
Position 2050: 0.0030939373184602796
Position 6807: 0.002667021523647992
Position 8883: 0.0025920749864083025
Position 9690: 0.00252540861544428
Position 7761: 0.0024116183264003424
Position 619: 0.0023286945677478336
Position 7830: 0.002177540009949441
Position 8896: 0.0014259091420803932
Position 6070: 0.001318298327589277
Position 623: 0.0012872494691195772
Position 1229: 0.001249826460748483
Position 7847: 0.0008913468516924245
Position 7284: 0.0008383319586286091
Position 55: 0.0008117422495852454
Position 8363: 0.0007358478077672216
Position 7779: 0.0007231890411523903
Position 6117: 0.0005636178948633222
Position 6749: 0.0005357020361899574
Position 6912: 0.0005140701958034665
Position 2646: 0.00046411078197902705
Position 475: 0.0004493964234983132
Position 635: 0.000445866564234487
Position 666: 0.00038659690061911255
Position 1146: 0.00035334835666717216
Position 3207: 0.0003448398836550045
Position 7979: 0.00031468979122661455
Position 1194: 0.0003049692249069293
Position 813: 0.000253531968340078
Position 1742: 0.0002236324567796637
Position 819: 0.00014618208984986712
Position 8056: 0.00012188902959548192
Position 1204: 0.00011156020320360156
Position 786: 0.00010105006590017417
Position 25: 9.875023405156214e-05
Position 133: 9.83483882535505e-05
Position 3533: 8.493932619222656e-05
Position 337: 8.10008727458158e-05
Position 7920: 7.973962629171271e-05
Position 825: 7.46302729559544e-05
Position 1509: 6.820551742105646e-05
Position 35: 6.324956284048324e-05
Position 101: 5.188978296856781e-05
Position 2389: 5.056721775228413e-05
Position 733: 4.816714913806541e-05
Position 356: 3.595967110997863e-05
Position 4754: 3.398403660834285e-05
Position 728: 3.0416899170750445e-05
Position 831: 2.7834323094047066e-05
Position 224: 2.7745358184929148e-05
Position 246: 2.6733123167377806e-05
Position 736: 2.444230367638661e-05
Position 547: 1.8088495464531355e-05
Position 233: 1.5657017057543064e-05
Position 837: 1.505801115712245e-05
Position 1050: 1.4412335067417543e-05
Position 7332: 1.2039653392462991e-05
Position 161: 9.581160633860433e-06
Position 1199: 9.355169530035229e-06
Position 1401: 9.133187368330189e-06
Position 8958: 7.946823166545415e-06
Position 701: 7.190981462370206e-06
Position 843: 7.042897239191393e-06
Position 314: 6.769358764821894e-06
Position 756: 6.103734039189358e-06
Position 341: 5.760154030213581e-06
Position 504: 5.527881967670228e-06
Position 7187: 5.5132494770961075e-06
Position 614: 4.953793783687463e-06
Position 7137: 4.773954000335956e-06
Position 1444: 4.204792723169802e-06
Position 331: 4.119418396993143e-06
Position 879: 3.4863887801931554e-06
Position 7464: 3.3071834745210212e-06
Position 849: 3.239237884878822e-06
Position 1592: 3.126654922463841e-06
Position 855: 1.7624012417448765e-06
Position 1150: 6.632886506058217e-07
Position 1292: 5.208552439364677e-07
Position 1127: 3.4538765240889854e-07
Position 1860: 1.701938725783797e-07
Position 2234: 1.6035673321519308e-07
Position 328: 1.4032148988246969e-07
Position 344: 9.178543644811262e-08
Position 347: 8.975973358882303e-08
Position 436: 7.532309748164326e-08
Position 369: 7.30284805642643e-08
Position 371: 6.218174578446328e-08
Position 373: 6.156749065870131e-08
Position 375: 5.8290996739234705e-08
Position 377: 4.8748118828419496e-08
Position 379: 3.2402685066894795e-08
Position 385: 3.171917294550296e-08
Position 387: 3.119844012129532e-08
Position 383: 2.8637507486125585e-08
Position 353: 2.6312327529605354e-08
Position 391: 2.5410078125262143e-08
Position 389: 2.5184670592970137e-08
Position 381: 2.5058180599818834e-08
Position 446: 2.308871298842953e-08
Position 393: 2.120849179098885e-08
Position 395: 1.9850716874404876e-08
Position 397: 1.9074237888004492e-08
Position 399: 1.8278440092989985e-08
Position 401: 1.7276278631278112e-08
Position 364: 1.553222234924652e-08
Position 403: 1.295026870715518e-08
Position 405: 1.1329084196507642e-08
Position 407: 1.0457622841504938e-08
Position 485: 9.043318823373268e-09
Position 411: 8.188838005993285e-09
Position 350: 4.933447615310896e-09
Position 551: 1.1599623134667116e-09
Position 947: 9.976457892534867e-10
Position 409: 1.2106657013178155e-10
Position 1928: 2.3287335571653507e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6465: 0.8645211071438024
Position 5998: 0.8151704473710879
Position 7054: 0.748118571473989
Position 9472: 0.48093867682568214
Position 8458: 0.2578339713099444
Position 1103: 0.22441808087654455
Position 9235: 0.20649745127543084
Position 3147: 0.19286504090413967
Position 1049: 0.12726403872801853
Position 2896: 0.12297166965506982
Position 8164: 0.11707136653971609
Position 5940: 0.061107717951237636
Position 9322: 0.05331902789626142
Position 6992: 0.05030039828609095
Position 9824: 0.04394789049816214
Position 7715: 0.04385361131317854
Position 9343: 0.03531601632258292
Position 10093: 0.0316999962792478
Position 6238: 0.030657642104412054
Position 9744: 0.02778530131855026
Position 6777: 0.024347412924767886
Position 3296: 0.023728947740772447
Position 8850: 0.023570918122516795
Position 6935: 0.022715056230485822
Position 1335: 0.01918198391185953
Position 7892: 0.018601264392599355
Position 6643: 0.018301640278308128
Position 2916: 0.015880612892481008
Position 5473: 0.015733256237834906
Position 1357: 0.013142549228080778
Position 9983: 0.011872523704117474
Position 519: 0.01161049020651341
Position 6667: 0.011044771301073914
Position 6702: 0.010718899318633084
Position 8788: 0.009512606975583947
Position 8213: 0.009225461718170316
Position 6063: 0.00918065564477245
Position 1815: 0.009119050047192363
Position 3185: 0.008663462427052352
Position 4036: 0.008637860918911451
Position 1226: 0.008317416430468126
Position 420: 0.007754774043185974
Position 5925: 0.007547648286190301
Position 1809: 0.007282016096592714
Position 7310: 0.007116038816080813
Position 3107: 0.006914599497678311
Position 3384: 0.006796940302908024
Position 8874: 0.0066060628317071235
Position 9499: 0.006436294407840877
Position 6489: 0.006150109945545875
Position 3018: 0.005949307141531146
Position 9048: 0.005925531230896347
Position 6517: 0.005650261555324302
Position 6486: 0.005281253055317675
Position 123: 0.005090613572778156
Position 3731: 0.004953690435749436
Position 5774: 0.004874755158094254
Position 6376: 0.004649825807216811
Position 9092: 0.004275779104135466
Position 3320: 0.004037891122835983
Position 3674: 0.0034184935593347555
Position 7203: 0.003369681175644431
Position 3306: 0.0033196778093501347
Position 8476: 0.0032629040152611357
Position 4093: 0.0032368731556074487
Position 4090: 0.0032068954801748833
Position 2931: 0.0031239037919145304
Position 3217: 0.0031140878321023577
Position 7279: 0.0029706720080681114
Position 3098: 0.002786635823383606
Position 3756: 0.0027086193285675276
Position 4011: 0.002646103755560445
Position 10301: 0.0026227964850167257
Position 5446: 0.0024434648833785593
Position 471: 0.002293037785113302
Position 6871: 0.0021610432293360945
Position 9871: 0.0021262618585896364
Position 2554: 0.002067766852143724
Position 4115: 0.0019722720583953035
Position 1166: 0.0019617533976352864
Position 9677: 0.001883536798430795
Position 4165: 0.0018365687251338985
Position 7719: 0.001803619548805856
Position 2963: 0.0017588679267358386
Position 3211: 0.0017440604010919604
Position 10715: 0.0016782625884675028
