Gene = Pigyl
index = 821
Annotated 5SS: [68]
Annotated 3SS: [885]
SMsplice 5SS: [68]
SMsplice 3SS: [885]
top_k =  1000
Partition function (log Z): -6.734875934497824

Sorted 5' Splice Sites (High to Low Probability):
Position 68: 0.9425878373198235
Position 805: 0.4079636721403659
Position 1033: 0.034420684236883076
Position 182: 0.03238719121058675
Position 941: 0.013785962282029616
Position 364: 0.009373504204975328
Position 1307: 0.009095631794697608
Position 193: 0.007502956921669518
Position 405: 0.006064209020218599
Position 565: 0.003885522737545322
Position 289: 0.0035095036559487118
Position 922: 0.002678958340999431
Position 477: 0.002518595656135752
Position 1010: 0.0023093274393876447
Position 169: 0.0017306598293000209
Position 799: 0.000982401893340912
Position 769: 0.0008079363836629699
Position 1124: 0.0005609460064728985
Position 411: 0.0005018540263826294
Position 750: 0.00045096228370340686
Position 783: 0.0003163828740619505
Position 1293: 0.0002334625596788596
Position 1110: 0.0002174351081039846
Position 383: 0.0001725512459183518
Position 598: 0.0001340416012560383
Position 390: 0.00013052422236645527
Position 285: 0.00012953566464064982
Position 72: 0.00012212915559172398
Position 1044: 0.00011418315170615244
Position 203: 9.348055669936864e-05
Position 14: 8.925601612808602e-05
Position 481: 8.680757582369494e-05
Position 954: 6.654796631214537e-05
Position 519: 5.729977083404124e-05
Position 212: 3.6828420818408285e-05
Position 842: 3.64660798654271e-05
Position 186: 3.60850055453243e-05
Position 242: 2.9073141726065e-05
Position 79: 2.844988723263132e-05
Position 323: 2.177389249148477e-05
Position 500: 2.0651922905025175e-05
Position 104: 1.9832840938740785e-05
Position 527: 1.953539202144658e-05
Position 653: 1.893818735779554e-05
Position 1299: 1.7764188987672057e-05
Position 581: 1.773738228921701e-05
Position 368: 1.6076630548971804e-05
Position 885: 1.5467801625858205e-05
Position 1305: 6.496777732234129e-06
Position 586: 5.2281390844047715e-06
Position 357: 5.1636243250855165e-06
Position 1311: 5.094907797739178e-06
Position 434: 4.565383270792212e-06
Position 934: 4.205851809751956e-06
Position 173: 4.076723010452662e-06
Position 310: 4.043616651759277e-06
Position 142: 3.349557049045434e-06
Position 428: 3.004004073864912e-06
Position 539: 2.9918121782123772e-06
Position 417: 2.916209628514635e-06
Position 1313: 2.4612811165743728e-06
Position 456: 2.033420105717932e-06
Position 217: 1.650362949755839e-06
Position 277: 1.1837340978691235e-06
Position 609: 8.199095054397666e-07
Position 952: 4.0289245631772856e-07
Position 617: 2.481636728170865e-07
Position 712: 1.962619438178246e-07
Position 925: 1.300102747959415e-07
Position 715: 9.551293548859284e-08
Position 1157: 4.579743196854804e-08
Position 1191: 4.175706178041525e-08
Position 6: 6.350938215245213e-09
Position 20: 5.284619385661555e-09
Position 584: 5.420022324955486e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 885: 0.6671590200121582
Position 693: 0.327952035907778
Position 705: 0.1758990258078088
Position 1203: 0.13083889196481263
Position 921: 0.052104797418601766
Position 1435: 0.01981270187629706
Position 662: 0.018591395063008633
Position 934: 0.013266767571587325
Position 1124: 0.012639717339812138
Position 293: 0.010572887646695612
Position 1279: 0.009758904379730156
Position 1447: 0.0065086981697523106
Position 500: 0.004090737932143689
Position 913: 0.003986164819262123
Position 331: 0.0038680853347084223
Position 404: 0.003198926866102533
Position 480: 0.0031232193130539005
Position 892: 0.0028548042049037423
Position 1233: 0.0022767715767849856
Position 424: 0.0021064052508056584
Position 970: 0.001540752223433097
Position 584: 0.001454825638790129
Position 737: 0.0012933723891198944
Position 135: 0.0012132355352138322
Position 799: 0.001115104466259516
Position 1229: 0.0008671845089726401
Position 295: 0.0008605555208080806
Position 964: 0.0007297819134757955
Position 1140: 0.0007064327377784614
Position 775: 0.0005577636718215816
Position 1137: 0.0005206868239818334
Position 565: 0.0004694393116201319
Position 1023: 0.0004255366375095851
Position 593: 0.0002821821782502282
Position 606: 0.00027926507141883407
Position 439: 0.00021202587045699307
Position 1091: 0.0002059918916829102
Position 1148: 0.00020501315968570293
Position 1144: 0.0002025148235038326
Position 302: 0.00018635261035062565
Position 1485: 0.00015860831550436346
Position 428: 0.00015338842627450502
Position 761: 0.00013675165074722174
Position 1120: 0.00013202989561113542
Position 346: 0.00011164411467564778
Position 1374: 0.00010746353468692664
Position 1255: 9.741274880171234e-05
Position 666: 9.63239708382372e-05
Position 1242: 5.60319239091382e-05
Position 1110: 5.067502371817438e-05
Position 1264: 5.003727583933517e-05
Position 1364: 4.1906786985913796e-05
Position 727: 3.682713016886062e-05
Position 453: 3.1571121169067686e-05
Position 463: 3.106904612102123e-05
Position 1354: 3.068366140672925e-05
Position 756: 2.6677321787609243e-05
Position 519: 2.659830038072739e-05
Position 674: 2.494086548087619e-05
Position 1346: 2.3698824155385483e-05
Position 1483: 2.1111457151673875e-05
Position 1402: 1.962743148213135e-05
Position 1261: 1.7368702939353468e-05
Position 443: 1.448404091949316e-05
Position 1041: 1.319688191229878e-05
Position 1497: 1.3183444689975184e-05
Position 973: 1.0426389549123676e-05
Position 740: 5.0911161771284246e-06
Position 98: 2.5516036814278707e-07
Position 101: 2.3177159398918346e-08
Position 77: 1.0195308046302512e-08
Position 93: 1.3932547108659754e-10
Position 72: 1.400751018302292e-13
