Gene = Hax1
index = 534
Annotated 5SS: [ 170  960 1311 2451 2687 2884]
Annotated 3SS: [ 693 1122 2398 2579 2792 2986]
SMsplice 5SS: [ 170  777 2687 2884]
SMsplice 3SS: [ 693 2579 2792 2986]
top_k =  1000
Partition function (log Z): 0.05893927853113867

Sorted 5' Splice Sites (High to Low Probability):
Position 2687: 0.9651341258491732
Position 2884: 0.956923471423941
Position 170: 0.848523104824571
Position 1311: 0.40185972988237817
Position 2451: 0.3107987576895891
Position 960: 0.13354239599778547
Position 48: 0.12556572386591425
Position 896: 0.11605761604851829
Position 781: 0.09048992753080748
Position 1003: 0.053918707346208274
Position 1335: 0.05104350772827343
Position 786: 0.04951856177049332
Position 1153: 0.0484553585851644
Position 508: 0.04723511097881414
Position 810: 0.03687567338770001
Position 2294: 0.029482605809231486
Position 2050: 0.028265407494319262
Position 999: 0.016541158932183605
Position 2417: 0.01143552986137898
Position 436: 0.008715134320911224
Position 834: 0.00459412231546827
Position 802: 0.0034158629921021
Position 2705: 0.0025181197207877577
Position 43: 0.0024049752333946683
Position 2507: 0.0021460444882744445
Position 2362: 0.0015614924716027805
Position 2691: 0.0014771879644255022
Position 964: 0.0013883775879030378
Position 1199: 0.0012730944088915198
Position 2890: 0.0008120604871092995
Position 2607: 0.0007523227513762361
Position 3096: 0.0007099952485292938
Position 3063: 0.0006433311469531614
Position 2652: 0.0006148535982191296
Position 373: 0.0005840169846669614
Position 2881: 0.0005276322023656953
Position 3053: 0.0004223081893197532
Position 1346: 0.00039893492692120606
Position 2257: 0.0003229529642986507
Position 283: 0.0002846824075447633
Position 1132: 0.0002537961688091412
Position 454: 0.00022307696007139614
Position 320: 0.0002085775133905895
Position 992: 0.0001869469271798713
Position 2872: 0.0001715238267649807
Position 411: 0.00013371553373977917
Position 1007: 0.00011777239273944047
Position 2641: 9.717886025261323e-05
Position 2594: 9.409741779436263e-05
Position 56: 8.93174047696211e-05
Position 303: 8.638177818196369e-05
Position 1624: 8.263503490869851e-05
Position 335: 7.26382278615871e-05
Position 2824: 7.000916213082495e-05
Position 451: 5.367185598264707e-05
Position 2523: 4.730153864577062e-05
Position 204: 4.6546916002890785e-05
Position 2660: 4.6193806380286705e-05
Position 96: 3.412344089025135e-05
Position 62: 3.245057851084841e-05
Position 2847: 3.2076982346332665e-05
Position 69: 1.8802781625883687e-05
Position 3057: 1.8710263311136257e-05
Position 179: 1.795000417218338e-05
Position 618: 1.562683042079852e-05
Position 1031: 1.4301389996578266e-05
Position 561: 1.1952778506403875e-05
Position 3074: 1.1606087227668179e-05
Position 523: 1.0400077692611678e-05
Position 962: 7.607377571909904e-06
Position 212: 7.504563855247233e-06
Position 586: 7.1664671381173335e-06
Position 2817: 6.8282895919004896e-06
Position 59: 6.291515039938916e-06
Position 103: 6.274007599488283e-06
Position 3144: 4.860165682562853e-06
Position 3168: 3.9946220434334025e-06
Position 3159: 3.816815379503776e-06
Position 206: 2.448819798563858e-06
Position 633: 2.432986032689535e-06
Position 332: 2.2885029344711926e-06
Position 3116: 2.1716895839905567e-06
Position 584: 1.622610279725779e-06
Position 486: 1.2566382947479913e-06
Position 500: 1.036761432656725e-06
Position 3148: 9.251627227830319e-07
Position 631: 7.360257278751998e-07
Position 67: 6.404693448203036e-07
Position 663: 4.659781967172701e-07
Position 564: 4.585942364125818e-07
Position 123: 1.8372038057809915e-07
Position 489: 1.6091067510202453e-07
Position 1315: 8.262420697988729e-08
Position 2968: 4.5335433665213985e-10
Position 2934: 2.1900006414731157e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2792: 0.9873448031342523
Position 2579: 0.9413124597263735
Position 2986: 0.9283731506978079
Position 693: 0.4239924810069735
Position 1122: 0.2200172693531387
Position 1099: 0.20856892970423194
Position 2398: 0.12091534076086737
Position 2136: 0.1029068264127061
Position 2192: 0.0507230558653417
Position 1131: 0.049170911970510135
Position 2236: 0.035024341649959774
Position 896: 0.03333107777322651
Position 699: 0.027220510656399067
Position 2433: 0.02344871176359195
Position 2593: 0.014809869655917064
Position 320: 0.01166979743272696
Position 1938: 0.011235828637798718
Position 3157: 0.010852336069821653
Position 2632: 0.010655077075379644
Position 3049: 0.010152980116066312
Position 2204: 0.009241910190111885
Position 1083: 0.008671566456415519
Position 141: 0.008651685393436512
Position 1894: 0.0076906637370954215
Position 593: 0.0075706594246880065
Position 2992: 0.007479248868794667
Position 2089: 0.006971195751355537
Position 2796: 0.00642313837225937
Position 716: 0.005643939354485058
Position 2109: 0.005291990533735538
Position 1067: 0.004338968118217054
Position 384: 0.004123134378522957
Position 651: 0.004016978342196389
Position 1909: 0.0039015491460561544
Position 3245: 0.0038520831072392328
Position 247: 0.003735739800079048
Position 1890: 0.0031843385297147773
Position 366: 0.003102922885342353
Position 2602: 0.0029456373057359614
Position 817: 0.0026485963094568174
Position 282: 0.0021430568928213563
Position 3072: 0.0018814202610362154
Position 728: 0.0017733961312550411
Position 576: 0.001539901834506062
Position 1206: 0.0014743697599200894
Position 2161: 0.0013731486595530424
Position 840: 0.0011970659077240378
Position 2049: 0.0011763916528121196
Position 1583: 0.0011320340726580435
Position 1029: 0.0009013684403888185
Position 280: 0.0006967017244147976
Position 2494: 0.0006833254868340419
Position 655: 0.0006565099886157127
Position 329: 0.0006196153509423469
Position 332: 0.0006040695093463753
Position 497: 0.0005856677900913864
Position 999: 0.0005143648077048734
Position 618: 0.000510662259060281
Position 1275: 0.00047518318949269487
Position 356: 0.00046300861610446865
Position 761: 0.00043902506366403873
Position 1943: 0.00040100884628282583
Position 1222: 0.0003818794399449796
Position 2606: 0.00034808462065368575
Position 1175: 0.0003198443822108038
Position 1143: 0.0003049909135416401
Position 347: 0.00029775177063328577
Position 289: 0.000293445155070794
Position 701: 0.00027186094242860365
Position 1735: 0.00026804055629084785
Position 3134: 0.0002672787164698289
Position 2000: 0.00025952468182703143
Position 1986: 0.0002547190524220054
Position 2824: 0.000238682507802166
Position 3227: 0.0002350021883239949
Position 2506: 0.00020613061247081853
Position 423: 0.0002005021665475831
Position 550: 0.00018826307995757787
Position 824: 0.00018803738013272795
Position 1960: 0.00018211110121604538
Position 846: 0.0001806893230061678
Position 3095: 0.00017648582107461554
Position 3085: 0.00017477338964592886
Position 852: 0.00016053298512107227
Position 3000: 0.00015929284310206226
Position 2820: 0.00015669151261398726
Position 2503: 0.00014049099811031288
Position 340: 0.00013538931056471064
Position 3010: 0.00012658915053164838
Position 770: 0.0001070148177834516
Position 1281: 0.00010042976510183165
Position 1199: 9.848820175531373e-05
Position 2652: 7.632045191045253e-05
Position 912: 6.263751478108556e-05
Position 2767: 5.714177500221216e-05
Position 421: 4.385593445103325e-05
Position 902: 4.008397908674349e-05
Position 921: 3.981222098380812e-05
Position 457: 3.4811702254400196e-05
Position 2801: 2.9876505188525707e-05
Position 2668: 2.8818217663859017e-05
Position 451: 2.6488959296259495e-05
Position 1309: 2.6448739807877958e-05
Position 121: 2.37664291766712e-05
Position 2753: 2.2949620475591452e-05
Position 169: 2.2589025999659e-05
Position 474: 2.068326895859954e-05
Position 3197: 2.0620231296884083e-05
Position 342: 1.7609966522081987e-05
Position 454: 1.7062062568565723e-05
Position 3187: 1.6392506545163096e-05
Position 2930: 1.024078962921058e-05
Position 3139: 1.0148915070508557e-05
Position 3087: 8.865149712338329e-06
Position 766: 8.51379773339883e-06
Position 1050: 8.068611973669988e-06
Position 601: 7.493210856828265e-06
Position 528: 6.575964820208287e-06
Position 303: 5.54692009181663e-06
Position 774: 5.500097887825539e-06
Position 432: 5.350690756858476e-06
Position 398: 5.008296450915051e-06
Position 663: 3.3271698747445147e-06
Position 776: 3.276743481805006e-06
Position 2859: 3.1259171467029308e-06
Position 857: 2.5195612426789314e-06
Position 2862: 1.7000159789860221e-06
Position 3002: 1.5675269168096996e-06
Position 1404: 1.137686603314045e-06
Position 436: 7.988473498529414e-07
Position 174: 4.970880154632528e-07
Position 1034: 4.5082797330021307e-07
Position 179: 3.8200110546427834e-07
Position 1454: 3.628585544703272e-07
Position 201: 1.2733926297083615e-07
Position 826: 4.170785383788242e-08
