Gene = Coa4
index = 279
Annotated 5SS: [93]
Annotated 3SS: [1971]
SMsplice 5SS: [93]
SMsplice 3SS: [1971]
top_k =  1000
Partition function (log Z): -6.817793877335674

Sorted 5' Splice Sites (High to Low Probability):
Position 93: 0.8142958855893307
Position 497: 0.12961010492051
Position 1876: 0.12563719377204055
Position 166: 0.10560783423587805
Position 2074: 0.03235800228879193
Position 1660: 0.008928962191188942
Position 759: 0.008321511009793524
Position 850: 0.0061429739304446574
Position 1155: 0.005373259881611128
Position 2024: 0.003949469580202966
Position 1499: 0.001987856392745882
Position 1792: 0.0017873906269544738
Position 773: 0.0015792934737379801
Position 2172: 0.0015627321606729013
Position 1850: 0.0010896126988937374
Position 775: 0.0010836224449527565
Position 130: 0.0010174443542773823
Position 190: 0.0010092841395981133
Position 2419: 0.0009268172921622895
Position 2110: 0.0008143518614276162
Position 1098: 0.0007701224980135117
Position 1558: 0.0007477348053661138
Position 2153: 0.0006163433401862087
Position 2319: 0.0004743429958087185
Position 145: 0.0004375828327995306
Position 747: 0.0004358614066413673
Position 362: 0.00041393308747410387
Position 2082: 0.0004131267772502217
Position 320: 0.00039414223535434435
Position 1225: 0.00037718230722465733
Position 502: 0.000359643826947277
Position 1304: 0.0003416783313366705
Position 717: 0.00031536254462593975
Position 942: 0.0002990816944864155
Position 1894: 0.00025988224401692626
Position 911: 0.0002222760276618304
Position 1190: 0.0002214151597747182
Position 914: 0.0002205184204160931
Position 845: 0.0002063353864895484
Position 389: 0.00020468010487370157
Position 1113: 0.00020374914754982273
Position 1578: 0.00019026594138620064
Position 1206: 0.00017994881861396481
Position 806: 0.00017486059616099418
Position 391: 0.0001721008319250716
Position 831: 0.0001427824016115475
Position 387: 0.00014049247923478495
Position 393: 0.0001204456093126928
Position 862: 0.00010930183313444928
Position 353: 9.89488652977801e-05
Position 395: 9.070704599520013e-05
Position 2990: 8.959752681846918e-05
Position 1942: 8.067464362756363e-05
Position 902: 7.597533111722327e-05
Position 1631: 7.508820446476619e-05
Position 2267: 7.48979169142732e-05
Position 706: 7.026522483076776e-05
Position 397: 6.611869738371358e-05
Position 304: 6.539350381418157e-05
Position 452: 6.170769672195489e-05
Position 1110: 5.161105530391604e-05
Position 2178: 5.019284072957374e-05
Position 2102: 5.00056578196313e-05
Position 399: 4.614951982330499e-05
Position 401: 4.201286477104962e-05
Position 491: 4.0714304633511284e-05
Position 403: 4.012039221094584e-05
Position 1797: 3.705240795829996e-05
Position 1532: 3.686437111113161e-05
Position 405: 3.0529076149159276e-05
Position 1092: 2.973586128402752e-05
Position 1356: 2.557861623885187e-05
Position 2385: 2.505487652127154e-05
Position 663: 2.502340328279171e-05
Position 898: 2.2339695049689275e-05
Position 1580: 2.1581770344206053e-05
Position 654: 2.1122126923955086e-05
Position 645: 1.7540097813291942e-05
Position 407: 1.662871805334851e-05
Position 1095: 1.5587498033576004e-05
Position 665: 1.5049119499038153e-05
Position 1150: 1.4827515071492658e-05
Position 1284: 1.370472860856605e-05
Position 796: 1.364506556593812e-05
Position 1787: 1.3553589340346198e-05
Position 925: 1.3112204525940747e-05
Position 1908: 1.3094381886288287e-05
Position 245: 1.2789576959018975e-05
Position 516: 1.2292026739912451e-05
Position 532: 1.2132725560817587e-05
Position 886: 1.117546795377956e-05
Position 1569: 1.1122753470756378e-05
Position 2630: 1.0795436894501561e-05
Position 1545: 8.757697177570286e-06
Position 417: 8.00151069235991e-06
Position 987: 7.287081949082722e-06
Position 978: 6.881865144513601e-06
Position 214: 1.281149805705459e-06
Position 409: 9.764749704500438e-07
Position 411: 8.353817533614127e-07
Position 339: 4.648703171443016e-07
Position 413: 3.7366868259126756e-07
Position 26: 2.659754287019226e-07
Position 51: 2.647709939271429e-07
Position 966: 2.3706209541701678e-07
Position 2140: 2.3345652725066066e-07
Position 527: 1.980323394350578e-07
Position 561: 1.7877720735035715e-07
Position 281: 1.1167583029187792e-07
Position 483: 5.3401117905492286e-08
Position 2398: 1.2859647740539226e-08
Position 415: 9.719648248841236e-09
Position 426: 8.396599871401463e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1971: 0.9187305295073757
Position 1775: 0.0792868901280953
Position 654: 0.05380769703588156
Position 1791: 0.037748414874225526
Position 301: 0.03435261227336332
Position 2797: 0.015886302943724267
Position 1012: 0.011185702226852988
Position 1384: 0.011091523470108585
Position 275: 0.010134437190089282
Position 1659: 0.009445469727249241
Position 2580: 0.007470099946825701
Position 1514: 0.0056143250741161254
Position 1663: 0.004713472159458263
Position 228: 0.0043891426439670155
Position 451: 0.0043823792320472925
Position 3193: 0.004049444712700002
Position 2499: 0.003630328895626498
Position 2801: 0.003558834140637938
Position 2547: 0.0034235609559985446
Position 2943: 0.0033109282077614464
Position 2267: 0.003288946308406466
Position 494: 0.0025948145594389773
Position 1994: 0.002265803346371263
Position 2886: 0.0020216784894884167
Position 1491: 0.0018633198034415197
Position 2102: 0.0017893319477680003
Position 1359: 0.0017476899332870184
Position 1721: 0.0016846641487946363
Position 1919: 0.0016154006877889145
Position 2003: 0.0010379221655281085
Position 2745: 0.0009699140057959091
Position 3012: 0.0008174909866843378
Position 1545: 0.0008114674803172985
Position 2361: 0.0007772107956196607
Position 895: 0.0007682285893163899
Position 2990: 0.0007491832576157497
Position 1037: 0.0006613945862332938
Position 1724: 0.0006569409985581571
Position 304: 0.0006069261570510336
Position 3149: 0.0006068999974218104
Position 2709: 0.0005714979206366813
Position 2087: 0.0005570176425807713
Position 786: 0.000536493833805657
Position 1473: 0.000517704565538485
Position 1822: 0.0004963124487257199
Position 3110: 0.00047684371851675024
Position 1458: 0.00046448555968538495
Position 231: 0.0004614973368005253
Position 2349: 0.00038049335363258906
Position 1057: 0.00037696124156477354
Position 561: 0.00030771295159887926
Position 3164: 0.0003030539776410745
Position 1859: 0.000290093081439225
Position 1578: 0.00027548328657584685
Position 2029: 0.00023650545868657172
Position 2922: 0.00023427908190698846
Position 2212: 0.00020712143888703012
Position 2128: 0.00020405619433430013
Position 1397: 0.00018849987921797575
Position 1688: 0.00018235908740424746
Position 742: 0.00017515645987619243
Position 2423: 0.0001697004324577536
Position 249: 0.00015620189122616005
Position 3026: 0.00015593379182293277
Position 2970: 0.00015249642178799004
Position 459: 0.0001399274483291587
Position 1206: 0.00013714936235886938
Position 1981: 0.00013228652073323977
Position 1601: 0.00011787577330453773
Position 1740: 0.00011577121996734938
Position 257: 0.0001087868430671198
Position 311: 0.00010076881248284108
Position 3050: 9.720441149902233e-05
Position 3086: 6.842512654130057e-05
