Gene = Nomo1
index = 757
Annotated 5SS: [  275  3951  4891  7872  8941 10606 11716 12289 13301 16678 16999 20979
 23039 23511 24855 27269 28135 29365 32683 32845 34841 35101 36339 37205
 38942 42461 44439 45895 47817 49630]
Annotated 3SS: [ 3860  4844  7770  8833 10532 11562 12150 13210 16571 16847 20803 22896
 23378 24717 27180 28070 29268 32463 32761 34680 34973 36224 37076 38799
 42376 44327 45792 47696 49536 49904]
SMsplice 5SS: [  275  3951  7872  8941 10606 11716 12289 13301 16678 16999 20979 23039
 23511 23904 24855 27269 29365 32683 32845 34841 35101 36339 37205 38942
 42461 44439 45895 47817 49630 50033]
SMsplice 3SS: [ 3860  7770  8833 10532 11562 12150 13210 16571 16847 20803 22896 23378
 23742 24717 27180 29268 32463 32761 34680 34973 36224 37076 38799 42376
 44327 45792 47696 49536 49904 50184]
top_k =  1000
Partition function (log Z): 71.07781873543203

Sorted 5' Splice Sites (High to Low Probability):
Position 45895: 0.9998243012869554
Position 47817: 0.9972913092739054
Position 16678: 0.9931460797717822
Position 3951: 0.9775040960853353
Position 32683: 0.9773074855438634
Position 38942: 0.9669576495210422
Position 8941: 0.9619586098261346
Position 29365: 0.9520828928728347
Position 24855: 0.9487353608602509
Position 275: 0.9293289041606146
Position 49630: 0.928109696221253
Position 7872: 0.9257203731422992
Position 42461: 0.9195024073971722
Position 16999: 0.9055495304167618
Position 32845: 0.8887723559192752
Position 20979: 0.887582784797922
Position 35101: 0.8608126416920403
Position 12289: 0.8537466714381795
Position 44439: 0.8500337935766741
Position 34841: 0.8457476007555239
Position 23511: 0.8310245033177124
Position 13301: 0.8092725015166696
Position 36339: 0.7918334100622096
Position 27269: 0.7670234431545089
Position 37205: 0.7223541169905237
Position 10606: 0.715284544928205
Position 23039: 0.6804071219886882
Position 11716: 0.6750019985703701
Position 4891: 0.6170320252905273
Position 23904: 0.5290082906322282
Position 50033: 0.49975963332793305
Position 18230: 0.45857089140013496
Position 17891: 0.4000602869851813
Position 2675: 0.3993783632887391
Position 28135: 0.3215162664740888
Position 45447: 0.26834359692069354
Position 28255: 0.25940730078271684
Position 23044: 0.2380443897209819
Position 21990: 0.23741591849745405
Position 22823: 0.22386305987170813
Position 43752: 0.1966746343026425
Position 37229: 0.17805874772849287
Position 28815: 0.15604708086048794
Position 26644: 0.1544077006540846
Position 3214: 0.14785472117898935
Position 45680: 0.13728712687678965
Position 30814: 0.13265579182772846
Position 967: 0.12917261188119278
Position 27313: 0.12906895257085663
Position 14332: 0.11596062470317464
Position 4217: 0.11492274097343486
Position 7637: 0.11393044060531342
Position 35106: 0.11327423869175779
Position 12293: 0.11124596195140822
Position 25415: 0.10574667820830405
Position 17016: 0.09156405900229281
Position 19512: 0.09155149101145868
Position 27962: 0.08983754585680452
Position 30980: 0.08122030463988796
Position 13327: 0.0800726434642233
Position 21925: 0.07990643581306398
Position 5570: 0.07573673914733331
Position 33412: 0.07454647816326432
Position 14904: 0.0741535446245081
Position 3646: 0.07406033839851958
Position 25618: 0.07401115620440135
Position 28163: 0.07342426680039349
Position 23427: 0.07112310347376455
Position 34199: 0.06940228664474105
Position 13894: 0.06862564711227255
Position 2137: 0.06286490351780659
Position 34895: 0.06199327790490834
Position 32868: 0.0619049374679609
Position 28398: 0.06075596209900408
Position 37699: 0.05384112353855889
Position 47028: 0.052484683134149744
Position 26281: 0.05245230226553432
Position 24371: 0.052281198470205126
Position 48423: 0.05172661080242504
Position 1843: 0.05137944837767326
Position 41728: 0.05127806594276301
Position 17456: 0.050234984779809096
Position 34831: 0.04953105920366042
Position 18740: 0.0493194514827724
Position 1441: 0.04766470219931854
Position 17997: 0.04421153208677849
Position 35967: 0.04390210669126537
Position 6882: 0.042369478033603726
Position 37253: 0.04220414663985534
Position 22037: 0.04216859751863362
Position 47591: 0.04209219743864587
Position 44547: 0.039366856697401295
Position 13429: 0.039032792764742516
Position 14908: 0.036763137080154676
Position 23057: 0.035269096093192766
Position 40535: 0.0345670667561714
Position 20546: 0.03433148183007398
Position 23266: 0.03279798675460717
Position 34612: 0.032649582137818996
Position 3366: 0.03204019221055725
Position 35318: 0.029183525840819714
Position 10634: 0.02902233100189606
Position 27282: 0.02699059561760456
Position 11575: 0.02565812088418184
Position 14874: 0.02540142254885184
Position 37623: 0.02503177552867453
Position 10652: 0.024900939386724826
Position 8992: 0.023628157741978843
Position 45501: 0.023096562393014074
Position 41911: 0.023056343243143165
Position 18621: 0.02273071256331588
Position 11793: 0.02145554359947356
Position 36367: 0.021250420106481805
Position 6810: 0.02102202595540025
Position 45004: 0.02088473720916425
Position 7546: 0.020857968521508053
Position 33466: 0.020772885156472385
Position 49017: 0.02073056722396325
