Gene = Rabac1
index = 882
Annotated 5SS: [ 228  653  994 2668]
Annotated 3SS: [ 439  895 2565 2744]
SMsplice 5SS: [228 585]
SMsplice 3SS: [ 439 2744]
top_k =  1000
Partition function (log Z): -4.700676924275971

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9239283719161574
Position 585: 0.7947368105194808
Position 994: 0.43881684491874096
Position 2668: 0.30370636876515233
Position 653: 0.15789140908488497
Position 2574: 0.1550062710897235
Position 752: 0.043535324114296066
Position 812: 0.03599061463068753
Position 367: 0.028269858794229864
Position 1381: 0.028089003222104676
Position 2362: 0.016052449770516286
Position 2343: 0.013638795037399974
Position 288: 0.012078181691486828
Position 1576: 0.011435737015390562
Position 119: 0.011171946951858289
Position 105: 0.007760524886897618
Position 1783: 0.006537912275240855
Position 2423: 0.005660088569549579
Position 350: 0.005469008818049352
Position 1980: 0.004479978212228167
Position 2377: 0.004056577086981488
Position 1555: 0.0034439645494618123
Position 561: 0.003264916392853865
Position 2123: 0.0024328927304075195
Position 620: 0.0022796786521823787
Position 2679: 0.002058843538781769
Position 1428: 0.0018203708834499265
Position 2638: 0.0018059561682273353
Position 599: 0.0016728416438077
Position 897: 0.0015548486799308351
Position 93: 0.0013816557062140307
Position 2690: 0.001193191491326481
Position 2591: 0.0011700058347247596
Position 541: 0.0011240213278583826
Position 594: 0.0011131471788954086
Position 2412: 0.0009868651920559581
Position 1146: 0.0009332439092926187
Position 241: 0.0008332638646610713
Position 1299: 0.0008240842631921493
Position 821: 0.0006678245462862438
Position 305: 0.0005996836876932135
Position 269: 0.0005417630435050177
Position 825: 0.0005279727287722064
Position 827: 0.0004116749437573546
Position 149: 0.0003724482568542467
Position 877: 0.00032452541302169956
Position 2532: 0.0002659020314191523
Position 243: 0.00024547233538264104
Position 2672: 0.00020970815259775596
Position 644: 0.00015145930067033688
Position 2661: 0.00013543522811243017
Position 2835: 0.00012313833194853684
Position 1462: 0.00010757992729130358
Position 787: 0.0001044894051891013
Position 343: 7.998559124365674e-05
Position 918: 7.532514859579194e-05
Position 2830: 6.466920270284194e-05
Position 310: 6.254617010642697e-05
Position 2527: 5.0133683300388265e-05
Position 626: 4.63606239574647e-05
Position 657: 2.9123904534787277e-05
Position 1098: 2.548510148370373e-05
Position 618: 2.173910648667627e-05
Position 723: 1.9144587234248528e-05
Position 760: 1.3674338860799124e-05
Position 756: 1.048992805662336e-05
Position 369: 9.699000918569086e-06
Position 528: 7.907934489105762e-06
Position 164: 5.077396422173782e-06
Position 651: 4.577669732873269e-06
Position 683: 4.009047179973446e-06
Position 384: 3.923944839791534e-06
Position 624: 2.0902514858979322e-06
Position 482: 5.625221553330747e-07
Position 1038: 4.1345700089553656e-07
Position 984: 4.278195854807863e-08
Position 1041: 7.664996914381429e-10
Position 930: 5.482304167770729e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2744: 0.8034821741791446
Position 439: 0.7076139269438889
Position 895: 0.3909432331986052
Position 2565: 0.3278539717410392
Position 2467: 0.14004919843148023
Position 413: 0.13083306964137764
Position 745: 0.12847465315915765
Position 474: 0.12687084285831637
Position 2788: 0.03480667545509438
Position 2765: 0.02508831328470219
Position 2489: 0.021937788037971896
Position 707: 0.020357773242141473
Position 2245: 0.018497898446329705
Position 1340: 0.014042479005309808
Position 1298: 0.012401986428331811
Position 1687: 0.010125748792484316
Position 2292: 0.009900117747327838
Position 974: 0.00888319163095118
Position 2474: 0.008501865810355919
Position 783: 0.008488888369636535
Position 1362: 0.006829682019471407
Position 1272: 0.006612937975522014
Position 1129: 0.005731652661974945
Position 2271: 0.004761596996799741
Position 683: 0.004761546487213836
Position 2180: 0.00374900591749215
Position 1721: 0.003528889174152994
Position 1278: 0.0034939584967816676
Position 325: 0.0033650367300090346
Position 455: 0.0032441702165472916
Position 1838: 0.003149950371968789
Position 2220: 0.0029611063818460546
Position 1757: 0.0029428909774300437
Position 2525: 0.0026959198863601083
Position 1410: 0.002514727013011922
Position 340: 0.002312105889760235
Position 2410: 0.0022842399717883737
Position 834: 0.0020931979476265833
Position 1922: 0.0020330903643107534
Position 1159: 0.0019691858198029014
Position 1399: 0.001538076655209257
Position 2110: 0.001332894844039765
Position 1782: 0.0013069986440301226
Position 805: 0.001266300744705487
Position 2747: 0.0011930948430169629
Position 2573: 0.0011662389695429754
Position 1744: 0.0011524594397121573
Position 2250: 0.0011439202899877414
Position 1315: 0.0010375022111980038
Position 2228: 0.0009283609750011149
Position 1658: 0.0009234363673779485
Position 2980: 0.0009116368573387889
Position 2845: 0.000725458473647222
Position 2794: 0.000657172896083386
Position 2919: 0.0005991000745942334
Position 366: 0.0005927069505593167
Position 1575: 0.0005811119307139976
Position 1495: 0.00047912827757663767
Position 857: 0.0004250267936231535
Position 536: 0.00038392823458941014
Position 389: 0.0003679551529366664
Position 718: 0.00035438212850519226
Position 687: 0.00031634235842879267
Position 838: 0.00030710627653085396
Position 164: 0.000285805111060826
Position 998: 0.000254859047402084
Position 1179: 0.00025385150584645655
Position 480: 0.00022660389946609012
Position 1165: 0.00022359980968542103
Position 2305: 0.000206933112269222
Position 2392: 0.0002065808367135709
Position 2801: 0.000203802083088981
Position 723: 0.0001821825037177597
Position 1321: 0.0001294440755450496
Position 1812: 0.00012262813263736814
Position 1106: 0.0001139503312354599
Position 2677: 0.00011049905666867771
Position 1145: 9.715497395082263e-05
Position 1990: 9.044242563679656e-05
Position 1961: 8.927931075138426e-05
Position 1068: 8.776410936313943e-05
Position 2202: 7.7244748363e-05
Position 1427: 7.566853646241976e-05
Position 169: 6.604202014879115e-05
Position 1858: 6.196487649012683e-05
Position 1936: 5.883384790664067e-05
Position 2952: 5.1776915773609445e-05
Position 840: 4.884177691193543e-05
Position 253: 4.80487060608684e-05
Position 349: 4.778152376351407e-05
Position 657: 4.4864244805616164e-05
Position 808: 4.264871187075531e-05
Position 980: 2.090930171635664e-05
Position 756: 1.619894559042312e-05
Position 285: 1.255951839199246e-05
Position 821: 1.084022031107659e-05
Position 195: 9.684261781008052e-06
Position 186: 8.233851619191705e-06
Position 727: 8.079871357582805e-06
Position 482: 7.810804329117971e-06
Position 375: 6.766320109220885e-06
Position 610: 6.396378776775848e-06
Position 491: 5.915638342727988e-06
Position 183: 5.591787561686407e-06
Position 192: 4.005032056388025e-06
Position 1815: 2.752464778876012e-06
Position 569: 2.328518120368447e-06
Position 239: 2.089232249902312e-06
Position 578: 2.0588331367317124e-06
Position 1370: 1.5573991496337779e-06
Position 305: 1.4135283561603864e-06
Position 1462: 1.2862482502972113e-06
Position 214: 1.2796278067166412e-06
Position 567: 1.2022330792594739e-06
Position 208: 7.559635314855941e-07
Position 1500: 7.397209895070988e-07
Position 1434: 7.143911100786353e-07
Position 260: 6.740013681013876e-07
Position 198: 4.811186356703582e-07
Position 287: 4.1912490602345775e-07
Position 599: 2.745538759133078e-07
Position 236: 2.0228631007881517e-07
Position 266: 1.8458994762423338e-07
Position 221: 1.506182862371631e-07
Position 1136: 9.893938371514511e-08
Position 1192: 4.502124977178193e-08
Position 1181: 4.4507162450837596e-08
Position 297: 4.448791946875832e-08
Position 232: 6.270382702965005e-09
Position 269: 4.645614398979846e-09
Position 1095: 2.660044421745122e-09
Position 1108: 2.1747058700197752e-09
