Gene = Cops8
index = 287
Annotated 5SS: [ 647 1465 2532 3689 7220 8057 8607]
Annotated 3SS: [1393 2482 3555 7111 7993 8558 9192]
SMsplice 5SS: [ 647 1465 3689 7220 8057]
SMsplice 3SS: [1393 3555 7111 7993 9192]
top_k =  1000
Partition function (log Z): -5.934966534278438

Sorted 5' Splice Sites (High to Low Probability):
Position 3689: 0.8901445019734846
Position 7220: 0.7901526230579587
Position 647: 0.7303011961694302
Position 1465: 0.727776295227485
Position 8057: 0.6697053937910886
Position 9356: 0.3432322650480535
Position 350: 0.33525396953479925
Position 2224: 0.19241992794888815
Position 8490: 0.17747506647606318
Position 1645: 0.1417887016726357
Position 8184: 0.11732241938216172
Position 2742: 0.06551885552378864
Position 2532: 0.05051014213750461
Position 8607: 0.04733353509346166
Position 4723: 0.041224295817930585
Position 7806: 0.028765676483211933
Position 691: 0.02633014452307725
Position 3416: 0.023592731874686666
Position 4750: 0.02316161877548663
Position 3328: 0.02012374143532661
Position 139: 0.019805570106337853
Position 9087: 0.01953945950738339
Position 2927: 0.018231229180279813
Position 1169: 0.018133555645716212
Position 1256: 0.017729159426619758
Position 8886: 0.016470598417313277
Position 3041: 0.01578373199298722
Position 2937: 0.014478593397368202
Position 673: 0.01235836566397638
Position 67: 0.01126723781754975
Position 159: 0.01109700132029924
Position 1534: 0.009426544907933614
Position 466: 0.008415433757340536
Position 3651: 0.008236793334107574
Position 1428: 0.00813006446957988
Position 848: 0.007980810017052132
Position 581: 0.007616017206998934
Position 7786: 0.0072741688225376805
Position 660: 0.00680275885373303
Position 216: 0.006153192349318442
Position 1546: 0.005422843751025239
Position 8402: 0.005377704820421961
Position 6916: 0.00530829284077094
Position 6592: 0.00478415547162763
Position 8061: 0.004664399128936364
Position 4228: 0.004614303744011809
Position 444: 0.0043220131651650956
Position 224: 0.00391740491046014
Position 8819: 0.003862622220946561
Position 625: 0.003829502614018054
Position 6737: 0.003494695055661784
Position 2648: 0.0034655931065996795
Position 812: 0.0031347235172849756
Position 6488: 0.003075344686098558
Position 8380: 0.0029438991487689063
Position 57: 0.0029062316032956483
Position 3935: 0.0025713468740478614
Position 3694: 0.00251855642946236
Position 8127: 0.002180836787897977
Position 4446: 0.0021013944242237767
Position 5914: 0.0020090761680912573
Position 8300: 0.001961241869314354
Position 6053: 0.0019525414724222223
Position 371: 0.0016587162214892128
Position 105: 0.001639667535922482
Position 1617: 0.001237735151225838
Position 190: 0.0012063489444902806
Position 287: 0.001168735388016958
Position 10052: 0.001160838219056846
Position 1047: 0.001066012050998415
Position 542: 0.0010366726658671396
Position 4989: 0.0009022368551821107
Position 252: 0.0008973336198990781
Position 1517: 0.0008874433385669413
Position 668: 0.0008755135198409783
Position 4599: 0.0008713212245574089
