Gene = Atp5j2
index = 150
Annotated 5SS: [ 560 4937 7531]
Annotated 3SS: [4828 7413 8194]
SMsplice 5SS: [ 560 4937 6360 7531]
SMsplice 3SS: [4828 6193 7413 8194]
top_k =  1000
Partition function (log Z): -1.2100372068353882

Sorted 5' Splice Sites (High to Low Probability):
Position 560: 0.9914701877831555
Position 4937: 0.9449478525202426
Position 7531: 0.6365259975659046
Position 6360: 0.4980449796217578
Position 180: 0.3646951793826012
Position 4218: 0.2814548206606258
Position 375: 0.223418268026935
Position 200: 0.2053373091287594
Position 5369: 0.17515539788757942
Position 7191: 0.11919124078651228
Position 7186: 0.06635744643300213
Position 6584: 0.06227619363597676
Position 3168: 0.054588836165539126
Position 2598: 0.04898242400052837
Position 3870: 0.0438713647588872
Position 3188: 0.03079074793239329
Position 7683: 0.027278475985807144
Position 189: 0.026843136769803228
Position 5012: 0.025521913613476443
Position 100: 0.024915191480574448
Position 3915: 0.018909014167188192
Position 7832: 0.01685010000109259
Position 3290: 0.016736887076820025
Position 7154: 0.015343338611763733
Position 4265: 0.012718970986003086
Position 151: 0.012086252348477215
Position 7640: 0.012001906054483315
Position 6340: 0.01135532524179263
Position 6243: 0.01094319080781905
Position 5033: 0.010003506478722057
Position 353: 0.009706302365944604
Position 7343: 0.009671032270829572
Position 8075: 0.009172740001094248
Position 6696: 0.008895509708000737
Position 7250: 0.007490775565691242
Position 1078: 0.00664668821519408
Position 5256: 0.006129194776593415
Position 1119: 0.005780871501500031
Position 5105: 0.005771023761458507
Position 5819: 0.0049522527956303635
Position 1539: 0.003927711518409592
Position 6194: 0.003334749061743881
Position 1196: 0.003010062200214144
Position 1059: 0.002866680654622119
Position 5221: 0.0027439159268677887
Position 8082: 0.0027268109189887246
Position 2550: 0.0026707516189930763
Position 4583: 0.002666358783925809
Position 415: 0.0026600240318381506
Position 4022: 0.002538984463742426
Position 5548: 0.0025382542556924635
Position 6322: 0.0025377690934700824
Position 1985: 0.002324260895235784
Position 4333: 0.002153077564686036
Position 5058: 0.00206339275524311
Position 979: 0.0020052124776640257
Position 3862: 0.001969283798708046
Position 915: 0.0019360298099575929
Position 367: 0.0018551293086433696
Position 5316: 0.0017731693355604527
Position 7130: 0.0017253523820002705
Position 633: 0.0016093972060818203
Position 1064: 0.001550476168804797
Position 2775: 0.0014573704050351302
Position 3892: 0.0014374469634563579
Position 119: 0.0011200809618460248
Position 2530: 0.0010592599261833701
Position 2346: 0.0010453508484107676
Position 7951: 0.0009924618763487438
Position 3001: 0.0009181858036350158
Position 855: 0.0008904428898768645
Position 7931: 0.0008804459281051472
Position 6730: 0.0008611515568304184
Position 8005: 0.0008517433024038895
Position 3014: 0.0008170965936718351
Position 798: 0.000802120007850946
Position 4941: 0.0007095252656832993
Position 219: 0.0006951530312438133
Position 5566: 0.0006714720397627571
Position 3865: 0.0006419162890005498
Position 8168: 0.0005984658500476265
Position 7670: 0.0005739111568019029
Position 4028: 0.0005483646268530166
Position 5042: 0.000535693491139068
Position 834: 0.0005293482331803466
Position 4439: 0.00048902604936584
Position 5101: 0.00047595414264971995
Position 482: 0.00046571661993600257
Position 5608: 0.00045446357299602726
Position 2207: 0.00045076853073936635
Position 3005: 0.0004364361664257186
Position 2686: 0.0004331808153618913
Position 5472: 0.00041150968771842643
Position 3294: 0.00040914503996015
Position 1753: 0.00039074908514884974
Position 851: 0.0003512235200531908
Position 7479: 0.00035045893535944273
Position 1763: 0.00030637318708686106
Position 5072: 0.0002898570946345344
Position 6302: 0.0002848250451243838
Position 7627: 0.00025511103789013865
Position 1287: 0.0002506873654224779
Position 1321: 0.0002482737319632526
Position 5045: 0.00023494455833135056
Position 718: 0.00022074088888223358
Position 8131: 0.00018954008804866372
Position 7607: 0.00017055165608779552
Position 102: 0.00015473333514032136
Position 1071: 0.00015299016668305455
Position 7704: 0.0001511489063163247
Position 6427: 0.00014528812732137234
Position 6216: 0.00014307582072370189
Position 1006: 0.00014237536587322037
Position 52: 0.00013959267469122307
Position 1036: 0.000134110521631502
Position 391: 0.00010591395042995734
Position 156: 9.831334051801951e-05
Position 4976: 7.567917421932394e-05
Position 590: 6.952059323216805e-05
Position 2932: 6.920658025531979e-05
Position 6271: 6.691996881551937e-05
Position 439: 6.685215956201378e-05
Position 7180: 5.876833417055414e-05
Position 7415: 5.4098475371268726e-05
Position 564: 5.3549470892347554e-05
Position 5328: 5.225382012731068e-05
Position 109: 4.850565639210795e-05
Position 6247: 4.7822979288699906e-05
Position 7148: 4.543554688333706e-05
Position 1348: 4.0283629167406285e-05
Position 1872: 3.948477713801082e-05
Position 117: 3.1363661682325615e-05
Position 1085: 2.5821135879362204e-05
Position 436: 1.6417903337945406e-05
Position 3: 9.56443521468742e-06
Position 231: 8.774580156496109e-06
Position 786: 4.558820037854104e-07
Position 628: 2.490703832647543e-07
Position 486: 2.2486690183777245e-07
Position 552: 1.208683014955657e-07
Position 766: 5.664764657306664e-08
Position 522: 2.8114263296214136e-08
Position 1127: 2.507158104086239e-08
Position 1202: 8.462946268726669e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4828: 0.9910503143581026
Position 7413: 0.9590069707414741
Position 6193: 0.5167149120842249
Position 8194: 0.43395776035611006
Position 269: 0.4207687974033443
Position 479: 0.40572242907072736
Position 4126: 0.23323295709053
Position 7038: 0.14826077738265833
Position 7975: 0.10887054949154476
Position 7898: 0.10799633379800343
Position 5307: 0.08637887080730236
Position 7109: 0.04879913596764741
Position 3097: 0.04842364325793137
Position 3048: 0.04122564525396367
Position 5133: 0.03997648783999597
Position 6107: 0.03534911831799891
Position 5164: 0.03459411725865955
Position 3739: 0.034453300001393634
Position 3803: 0.03161420968001025
Position 3913: 0.031123072932935567
Position 2487: 0.027772642485435362
Position 503: 0.0273083331571097
Position 2514: 0.026172527716363796
Position 6462: 0.023747025920071108
Position 753: 0.021595065352123063
Position 7811: 0.021344581213368574
Position 4107: 0.017794358807007155
Position 6570: 0.013345353626679332
Position 6821: 0.011150742510530023
Position 7614: 0.010961481626022127
Position 4155: 0.010597549841980254
Position 6583: 0.007736970779102614
Position 500: 0.00763826072946284
Position 5255: 0.007386140059308025
Position 7611: 0.006701844779959016
Position 7856: 0.00647650477956103
Position 7814: 0.006406430254701834
Position 6912: 0.006375919598670125
Position 6406: 0.0062603374443699344
Position 8284: 0.006151340769016961
Position 6216: 0.005247028457728043
Position 7660: 0.004816055593143482
Position 4001: 0.004319255014940823
Position 414: 0.004278045152999995
Position 5239: 0.004231102490582483
Position 3236: 0.0039984114792434135
Position 5078: 0.003409981237124181
Position 1397: 0.0031949979027642876
Position 7698: 0.0030621959017200885
Position 7658: 0.0030455488499508123
Position 6864: 0.0027095359403239896
Position 4756: 0.0027024110698625945
Position 5216: 0.0026090327909268655
Position 7919: 0.0024794833048176405
Position 2819: 0.0023804404076442406
Position 5679: 0.0023753887024585596
Position 909: 0.002347323548335009
Position 5221: 0.002337966813881771
Position 8100: 0.0022751544172274953
Position 7276: 0.002180165327041851
Position 3053: 0.0020619233113764505
Position 5453: 0.0019718983383371844
Position 2959: 0.0019470785071470605
Position 5190: 0.0018449851358269499
Position 6311: 0.0018168070449847736
Position 8105: 0.001778270147149356
Position 3814: 0.0017570996985950425
Position 940: 0.0016920373152138884
Position 5198: 0.0015200694331844293
Position 4714: 0.001423867303559682
Position 7341: 0.0013657065419127358
Position 5808: 0.0013397842832077597
Position 6338: 0.0013178879796883988
Position 436: 0.0011712766826118188
Position 3107: 0.0011648394813539157
Position 8063: 0.0011185543837993316
Position 2295: 0.0010914414288504615
Position 4429: 0.0010489107785785613
Position 7981: 0.0010016726118685089
Position 1909: 0.0009551050584056821
Position 4358: 0.0008973601685028855
Position 5394: 0.0008433534096163904
Position 1687: 0.000826739715680507
Position 1756: 0.0008249032025591209
Position 4414: 0.0008164710647446856
Position 5675: 0.0008064030449869651
Position 1286: 0.0007594891138872671
Position 5408: 0.0007295155356142475
Position 1155: 0.0006719871205932042
Position 2877: 0.0006712544459564893
Position 7568: 0.0006628417301100262
Position 3124: 0.0006524607508908284
Position 6478: 0.0006150463491137372
Position 7380: 0.0006116032074847557
Position 3242: 0.0005915848325253959
Position 3157: 0.0005533608380157787
Position 7831: 0.0005341819473764926
Position 243: 0.00047700253144525827
Position 3199: 0.00046373190386456506
Position 7392: 0.0004575619796233094
Position 3138: 0.00045394536541695156
Position 3650: 0.0004308716236681535
Position 4525: 0.0003926428214655164
Position 7954: 0.00038007861298014044
Position 457: 0.0003757194353754988
Position 7877: 0.0003681787514077577
Position 5780: 0.00036068059909357515
Position 2203: 0.0003410611449487238
Position 2043: 0.0003120373904595301
Position 5151: 0.00029785070338566905
Position 4160: 0.0002908833819849901
Position 1872: 0.00027463955965263394
Position 2141: 0.0002738893577203948
Position 3582: 0.0002670547056487585
Position 4839: 0.00026298690326917977
Position 6617: 0.00025819105466674233
Position 972: 0.00024715429590970887
Position 3626: 0.0002362394427045627
Position 7882: 0.0002173923218155352
Position 4910: 0.00019934380563094736
Position 913: 0.0001804721134107707
Position 984: 0.00017767903354411232
Position 2883: 0.0001775098106460843
Position 7704: 0.0001549675280233063
Position 1620: 0.00015059291249408107
Position 7664: 0.00014908273172721325
Position 5563: 0.00014033534442361816
Position 7598: 0.0001401622280866513
Position 4845: 0.0001363706245780328
Position 537: 0.00013198531758150506
Position 3945: 0.00012639205775149767
Position 522: 0.00012507851788125945
Position 7670: 8.668097414998207e-05
Position 8288: 8.363729470399408e-05
Position 287: 7.958445309836872e-05
Position 2235: 6.850264843144557e-05
Position 5945: 5.8976213335200334e-05
Position 1320: 5.571934232317779e-05
Position 1442: 5.33421383091628e-05
Position 1412: 4.859321947363966e-05
Position 964: 4.308280426057898e-05
Position 1172: 4.1612244487041046e-05
Position 7585: 4.143895387683496e-05
Position 5516: 3.891370804336021e-05
Position 5575: 3.702637755791974e-05
Position 5057: 3.484892376871182e-05
Position 2526: 3.3111559186788184e-05
Position 6146: 3.192109491536378e-05
Position 7474: 2.695604588124937e-05
Position 5135: 2.451694697505251e-05
Position 868: 2.253463094706065e-05
Position 7523: 2.2140429994552576e-05
Position 4730: 1.813691598705111e-05
Position 6122: 1.6523696376906214e-05
Position 5762: 1.5610323946601465e-05
Position 5739: 1.3662728231623931e-05
Position 7504: 1.2945938313189853e-05
Position 1976: 1.291628761736696e-05
Position 5368: 1.1540759859389616e-05
Position 4848: 7.167972184447985e-06
Position 324: 6.8296075546152e-06
Position 2298: 6.305261392256281e-06
Position 1783: 6.2270737335254285e-06
Position 5978: 6.03726337502032e-06
Position 4799: 5.618149182571333e-06
Position 2230: 5.5714808837338195e-06
Position 2200: 5.245912698214713e-06
Position 1112: 4.956508928098153e-06
Position 2048: 4.238541767491578e-06
Position 2464: 4.143560267258099e-06
Position 959: 4.076169054097855e-06
Position 342: 4.052249403624535e-06
Position 1616: 3.640582845335363e-06
Position 1635: 3.6180156791505763e-06
Position 1641: 3.5739567171142885e-06
Position 4694: 2.5629641749924297e-06
Position 1730: 2.205483833684359e-06
Position 1393: 2.1773285667566126e-06
Position 1821: 2.167820897910156e-06
Position 296: 2.137626636699875e-06
Position 8070: 2.009924185792341e-06
Position 1118: 1.8858045896232323e-06
Position 6065: 1.3646298725473666e-06
Position 2087: 1.3458736415007552e-06
