Gene = Sprr2j-ps
index = 1022
Annotated 5SS: [82]
Annotated 3SS: [718]
SMsplice 5SS: [82]
SMsplice 3SS: [718]
top_k =  1000
Partition function (log Z): -10.079328515234769

Sorted 5' Splice Sites (High to Low Probability):
Position 82: 0.8849050367959299
Position 246: 0.07667995373795154
Position 150: 0.027185817380848236
Position 768: 0.00427832940255416
Position 609: 0.004201750467472347
Position 29: 0.002583534261930285
Position 553: 0.001221217874204911
Position 525: 0.001123333117476811
Position 250: 0.0006078279748443778
Position 117: 0.0006060032101107328
Position 520: 0.0005082909563012399
Position 263: 0.0004494507924514077
Position 49: 0.000432727310002359
Position 472: 0.00036087407336415797
Position 100: 0.0002543935479490264
Position 392: 0.00025290791715260454
Position 349: 0.00025090493683730303
Position 660: 0.00023830485682363323
Position 135: 0.00018302391071855175
Position 189: 0.00016659016132999587
Position 57: 0.00014541903867079382
Position 88: 0.00014486607680147144
Position 16: 0.0001242119959985398
Position 127: 0.00010586660428294155
Position 86: 0.00010450420969538045
Position 581: 0.00010434141400590932
Position 622: 9.200704445161032e-05
Position 425: 8.565362790851258e-05
Position 653: 8.135674223300224e-05
Position 829: 7.848682794386561e-05
Position 203: 7.754197798291948e-05
Position 6: 6.551158113887475e-05
Position 856: 6.0652413049224653e-05
Position 490: 5.277145679724138e-05
Position 103: 4.725242120320898e-05
Position 464: 4.450745439693506e-05
Position 108: 3.8899999759520926e-05
Position 802: 3.60815454383826e-05
Position 883: 3.341701247406261e-05
Position 429: 2.7075570117626178e-05
Position 291: 1.2421026400898784e-05
Position 253: 1.216284016821126e-05
Position 418: 1.17608545757494e-05
Position 961: 1.0784351940187383e-05
Position 304: 1.0405241105602427e-05
Position 865: 1.0199000693624986e-05
Position 470: 6.965628339875386e-06
Position 509: 6.436117101482231e-06
Position 1072: 3.9861746977377116e-06
Position 359: 3.239233340985197e-06
Position 816: 2.9538914182506512e-06
Position 786: 2.878529164866073e-06
Position 907: 1.856487212629552e-06
Position 991: 1.8520772965424243e-06
Position 168: 1.3364098710223813e-06
Position 293: 6.479713380159456e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 718: 0.7879248807412711
Position 576: 0.051936443023782586
Position 370: 0.03398796926255761
Position 606: 0.02578085959985218
Position 802: 0.025646867863039987
Position 499: 0.017984446810179
Position 245: 0.01436956793837829
Position 541: 0.005615164931565357
Position 829: 0.005158720831599582
Position 856: 0.004736380918265618
Position 180: 0.00432766168691843
Position 392: 0.0037485132818173817
Position 1205: 0.0031087395314267387
Position 1191: 0.0028846020834842946
Position 955: 0.0024309617867070837
Position 552: 0.0021265769553991815
Position 609: 0.0019485761027511908
Position 304: 0.001935955413415519
Position 1166: 0.0015214729711167667
Position 883: 0.0012455649741651407
Position 750: 0.0012032404286134867
Position 907: 0.0010005658452810309
Position 755: 0.0007999972989314872
Position 249: 0.0007489838230585515
Position 1297: 0.0004904543389445344
Position 733: 0.0004794500979274257
Position 320: 0.0004543781505602336
Position 168: 0.0004467307873544457
Position 809: 0.00043637678532720993
Position 632: 0.00025701453373310694
Position 317: 0.0002494514621480516
Position 200: 0.00024009388820839099
Position 1237: 0.00022941377887581262
Position 581: 0.00021882408974017425
Position 863: 0.00021692859334029304
Position 919: 0.00017503620891581127
Position 434: 0.00017319000331917684
Position 758: 0.00016743409413359295
Position 520: 0.00012461040923618011
Position 635: 0.00010443999441099862
Position 916: 0.00010240450132078392
Position 1037: 9.278112144325087e-05
Position 403: 8.088557378662301e-05
Position 1248: 7.87068702676897e-05
Position 752: 7.649667859214712e-05
Position 1125: 7.52743991410958e-05
Position 509: 7.115410782684511e-05
Position 1087: 6.432201065725076e-05
Position 203: 6.392840477626901e-05
Position 639: 6.127759347557552e-05
Position 614: 5.5558263389410826e-05
Position 776: 5.147234049129407e-05
Position 838: 4.002017818649403e-05
Position 961: 3.952995395900051e-05
Position 1010: 3.866451534894737e-05
Position 767: 3.75963056318628e-05
Position 525: 3.7270713706867505e-05
Position 425: 3.6647682063725645e-05
Position 726: 3.461231148253775e-05
Position 1220: 3.3157683226329964e-05
Position 1131: 3.2960416899389e-05
Position 1213: 3.22990886582623e-05
Position 1013: 3.115546979436706e-05
Position 1020: 2.7330402029084696e-05
Position 442: 2.137335666103517e-05
Position 1044: 2.105331098094272e-05
Position 221: 1.9559969918456044e-05
Position 135: 1.696967587482022e-05
Position 660: 1.547985188375481e-05
Position 650: 1.4789401560060206e-05
Position 865: 1.1163811339340616e-05
Position 146: 1.0274764125156154e-05
Position 811: 9.927500749297649e-06
Position 975: 8.723076369872939e-06
Position 154: 8.04429198636217e-06
Position 973: 7.612092937466779e-06
Position 327: 7.609665441717988e-06
Position 983: 7.002204813522957e-06
Position 261: 6.830231487556599e-06
Position 764: 5.295816233954072e-06
Position 1225: 4.667315792120175e-06
Position 406: 4.236311214340341e-06
Position 150: 2.8618814683248297e-06
Position 892: 2.640504696979708e-06
Position 991: 1.067242284740592e-06
Position 1215: 6.867071690695512e-07
Position 207: 2.117915061325298e-08
Position 73: 2.010607063336192e-09
Position 100: 1.9350476878932315e-09
Position 75: 2.774992814315498e-11
Position 86: 1.948088809922624e-13
