Gene = Urad
index = 1168
Annotated 5SS: [284]
Annotated 3SS: [6974]
SMsplice 5SS: [ 284 2259]
SMsplice 3SS: [2171 6974]
top_k =  1000
Partition function (log Z): -7.522528799300863

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9695347366747769
Position 2259: 0.4956910515621264
Position 3279: 0.23613133364826275
Position 2023: 0.0791843303420478
Position 6473: 0.07438607261367372
Position 6072: 0.04973854957649819
Position 124: 0.04223726454222523
Position 2380: 0.030128742151644385
Position 6850: 0.027640859482709508
Position 4948: 0.024601641053693307
Position 7056: 0.022991082659387947
Position 6936: 0.022728600014134553
Position 4393: 0.021922398812104223
Position 4624: 0.019767961373388855
Position 2228: 0.014512022024510081
Position 1630: 0.01254872660581471
Position 4665: 0.012495631835660883
Position 3384: 0.012356577137884142
Position 3998: 0.010855326443263922
Position 3424: 0.010448313827634509
Position 2222: 0.009609040707876338
Position 5014: 0.009368978757964386
Position 883: 0.008970200276477875
Position 5429: 0.008681903614568044
Position 6712: 0.00718898987708819
Position 7074: 0.006072252070516549
Position 118: 0.005473624953881217
Position 6812: 0.004768274240812267
Position 464: 0.004153895275008279
Position 6404: 0.00372249259020772
Position 2094: 0.0035519180924808292
Position 4934: 0.003318457932528492
Position 6755: 0.0030453451771035585
Position 1622: 0.0028249519605651045
Position 6313: 0.0028229178573606025
Position 4698: 0.0027305060806241746
Position 4397: 0.002625518799797049
Position 6604: 0.0023627974757700473
Position 2216: 0.002198297553771342
Position 515: 0.0021226720939682285
Position 2651: 0.00201381139316441
Position 7134: 0.0018193607772114132
Position 598: 0.0017940290599779787
Position 2665: 0.0017254157101067736
Position 1641: 0.0016464106149413347
Position 568: 0.0013298710243792914
Position 4435: 0.0011822038707890795
Position 6758: 0.0011414028498759666
Position 5292: 0.0010259597741342544
Position 6051: 0.0009930648123020207
Position 6441: 0.0008901310300384364
Position 721: 0.0007987653187569081
Position 302: 0.0005738310574369334
Position 1672: 0.0005269876480226758
Position 777: 0.00040487170452031715
Position 1362: 0.0003876095323767439
Position 172: 0.00036919223336171554
Position 1311: 0.00035011735103246286
Position 2234: 0.0003458838868694963
Position 1130: 0.0002645762010713452
Position 960: 0.00022816428953169473
Position 1364: 0.0001941749983201559
Position 1924: 0.00017869648212248538
Position 1124: 0.00015114631363332385
Position 1316: 0.00015107878345077785
Position 157: 0.00014035329605127745
Position 2212: 0.0001058043294989814
Position 1666: 0.00010244216235463449
Position 1292: 9.801555775467359e-05
Position 430: 9.47574681595015e-05
Position 999: 8.066456722086785e-05
Position 311: 6.768300829907646e-05
Position 1910: 5.8078221685148444e-05
Position 207: 5.733012617060935e-05
Position 1366: 4.969894269438436e-05
Position 1370: 4.814878273480113e-05
Position 1368: 4.7236636532158145e-05
Position 7: 4.7013810007080675e-05
Position 1170: 4.640360938881068e-05
Position 840: 3.9868819571600654e-05
Position 300: 3.780416511448327e-05
Position 541: 3.331795897431961e-05
Position 1669: 3.3027053330303614e-05
Position 824: 3.293415280938649e-05
Position 1372: 3.219317722889345e-05
Position 326: 2.7636422583288245e-05
Position 1374: 2.5868338957809005e-05
Position 875: 2.4870852479858084e-05
Position 1376: 2.0881625171570906e-05
Position 1351: 1.9522602498932873e-05
Position 1378: 1.876857068212361e-05
Position 1968: 1.2245321114312368e-05
Position 1834: 1.1456374869875942e-05
Position 151: 9.119873893642695e-06
Position 95: 7.479766194311455e-06
Position 2533: 6.132146359018051e-06
Position 159: 5.566984877249392e-06
Position 2676: 4.598787866670107e-06
Position 2370: 2.3721401354479908e-06
Position 1380: 1.3661196285598242e-06
Position 1420: 1.3308739305144166e-06
Position 1416: 1.1340545003441702e-06
Position 2327: 1.1336171517277026e-06
Position 2232: 9.936883803490217e-07
Position 215: 7.594853053802246e-07
Position 1382: 6.167536919880669e-07
Position 2214: 5.971051122995088e-07
Position 1384: 4.161940470967589e-07
Position 11: 3.892229067086574e-07
