Gene = Triap1
index = 1140
Annotated 5SS: [193]
Annotated 3SS: [1449]
SMsplice 5SS: [193]
SMsplice 3SS: [1449]
top_k =  1000
Partition function (log Z): -6.908401822403759

Sorted 5' Splice Sites (High to Low Probability):
Position 193: 0.8618931120912944
Position 1564: 0.46550853394451736
Position 1792: 0.13192078156799825
Position 87: 0.06546320620069915
Position 291: 0.059005916261726764
Position 862: 0.031177148141676988
Position 1559: 0.02975022488136548
Position 1336: 0.013907131099671621
Position 943: 0.01124147065620662
Position 183: 0.009879702595876928
Position 1800: 0.008739810849816
Position 1036: 0.008078088806827107
Position 1787: 0.006220117756785341
Position 1752: 0.0055481381080212736
Position 1133: 0.003397312750288422
Position 111: 0.003074733582971931
Position 1630: 0.003001716453417039
Position 648: 0.002869183567761097
Position 496: 0.002409653114722556
Position 805: 0.0023528743252484233
Position 259: 0.0012716157913729366
Position 1733: 0.0010108930335456265
Position 2196: 0.0009659669525823308
Position 2160: 0.0007274126819147392
Position 1773: 0.0007115492084357068
Position 1841: 0.0006951637618893837
Position 310: 0.000588044763628347
Position 414: 0.0005668892785285531
Position 1584: 0.0005493929710006198
Position 1874: 0.00033201105477993737
Position 1242: 0.00030859069952727137
Position 2039: 0.0002726910864114338
Position 1046: 0.00023995036784452882
Position 1739: 0.00019381537728505738
Position 197: 0.00019298165466343357
Position 642: 0.00013070588706044542
Position 123: 0.00012025620455735523
Position 1356: 0.00011759629603806627
Position 1015: 0.00010682962791682585
Position 96: 7.82711293243937e-05
Position 318: 5.166326959080502e-05
Position 1597: 3.928339875792331e-05
Position 936: 3.9084970156763214e-05
Position 661: 3.6879208133523075e-05
Position 55: 3.3213043782510754e-05
Position 381: 3.221640871347925e-05
Position 368: 3.201306819325408e-05
Position 580: 2.6515859976195347e-05
Position 535: 2.5614412657050118e-05
Position 878: 2.270431612000798e-05
Position 1623: 1.8080313232174685e-05
Position 153: 1.7264022940325105e-05
Position 1320: 1.662821696047637e-05
Position 933: 1.4447920589100613e-05
Position 599: 1.4124350216715856e-05
Position 1351: 1.3590732491683418e-05
Position 1167: 1.1576287778691543e-05
Position 187: 1.105928028602182e-05
Position 1366: 9.058312314121295e-06
Position 1163: 8.916170680469411e-06
Position 1299: 7.347275599689498e-06
Position 559: 6.856100149320176e-06
Position 1246: 5.383200478480695e-06
Position 628: 5.267630310675812e-06
Position 1376: 5.146423671607084e-06
Position 1065: 4.893517964626019e-06
Position 362: 4.590423642604181e-06
Position 432: 4.309754551090044e-06
Position 1317: 4.143057774541948e-06
Position 890: 3.3191156324585693e-06
Position 325: 3.0326574408186836e-06
Position 561: 2.6723812105366e-06
Position 1204: 2.6392070728434554e-06
Position 756: 2.623833448955891e-06
Position 802: 1.8949405879876226e-06
Position 1180: 1.7711910336761323e-06
Position 1135: 1.718739872755062e-06
Position 16: 3.8575537504273005e-07
Position 1996: 3.2948280392026886e-07
Position 22: 2.9969646986817136e-07
Position 1987: 2.8114668756824825e-07
Position 567: 2.583968543233111e-07
Position 671: 9.364036976802642e-08
Position 655: 8.627157488322519e-08
Position 1707: 4.6011043697188396e-08
Position 742: 3.4736876416938385e-08
Position 328: 6.875846380524265e-09
Position 400: 3.779571854752025e-09
Position 487: 2.5693502910934943e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1449: 0.7820556044176411
Position 1650: 0.3925106122778625
Position 1897: 0.28600747208275834
Position 2115: 0.06703921523375586
Position 827: 0.041124206776917555
Position 1669: 0.03585014234081663
Position 1223: 0.011790824057271079
Position 1002: 0.011158422088764467
Position 1453: 0.010786321369598974
Position 1194: 0.009873950871563533
Position 939: 0.008751785628019459
Position 1715: 0.008105400712705749
Position 218: 0.00556746591392148
Position 1698: 0.005247725014169352
Position 438: 0.004685736020127029
Position 183: 0.004543178893815699
Position 2159: 0.0043765931660681824
Position 2285: 0.003763009264794476
Position 1960: 0.00304841885555356
Position 1763: 0.00283773170393286
Position 2057: 0.002595176149464189
Position 255: 0.0025698845628857026
Position 854: 0.0021842980878145975
Position 2045: 0.0020466243668459034
Position 739: 0.0020278275958237066
Position 2066: 0.001966821373359369
Position 1483: 0.0016910618964449146
Position 494: 0.0015716997297265097
Position 1588: 0.0014969605555746667
Position 180: 0.0013832904812659261
Position 1112: 0.00102448639216185
Position 308: 0.001020715865227864
Position 1804: 0.0010199883321829813
Position 2038: 0.00098880194129425
Position 192: 0.0009271128591873406
Position 482: 0.0008625790269906031
Position 1629: 0.00084068758507212
Position 221: 0.0005641908989057609
Position 542: 0.0005609644477713228
Position 1297: 0.0005064821969165059
Position 1149: 0.0004509481112170743
Position 413: 0.00044827599824973845
Position 1552: 0.0003987683255168475
Position 846: 0.0003472535489859803
Position 1428: 0.00034257927469133806
Position 770: 0.0003424528327229051
Position 1256: 0.0003219730211013459
Position 875: 0.00029156267005840897
Position 2012: 0.0002907292033372306
Position 1347: 0.0002879425108650736
Position 1005: 0.00025228722162321703
Position 1470: 0.0002399404875073284
Position 959: 0.00022191971157167802
Position 1723: 0.00021759865996665595
Position 578: 0.00021201701328344368
Position 1811: 0.00020634150411381837
Position 1912: 0.0001909746292071345
Position 1620: 0.00018396763693543175
Position 742: 0.00017836144012920132
Position 1593: 0.00017797725684867745
Position 1132: 0.0001761677201233037
Position 458: 0.00014461792508683977
Position 2008: 0.0001444623475797246
Position 943: 0.0001294728462999907
Position 1163: 0.00012882959993391102
Position 1515: 0.00011569230762248756
Position 1461: 0.00010892629541180677
Position 452: 0.00010374890277664116
Position 506: 0.00010295678494083794
Position 752: 8.878745815809613e-05
Position 668: 8.53231796160745e-05
Position 777: 8.314170080089836e-05
Position 1045: 7.824541535465172e-05
Position 642: 7.27897173035605e-05
Position 830: 6.560515131506076e-05
Position 371: 6.38319091478118e-05
Position 1306: 6.264506535971377e-05
Position 2092: 5.450913682757446e-05
