Gene = Nifk
index = 750
Annotated 5SS: [  159  1887  5895  7726  8824 10640]
Annotated 3SS: [ 1742  5785  7513  8766 10504 10910]
SMsplice 5SS: [  159  1887  5895  7726  8824 10640 10813]
SMsplice 3SS: [ 1742  5785  7513  8766 10504 10722 10910]
top_k =  1000
Partition function (log Z): 4.613175006486243

Sorted 5' Splice Sites (High to Low Probability):
Position 10640: 0.9704356271782782
Position 5895: 0.9321711260241724
Position 159: 0.9281377097902094
Position 1887: 0.7738654832053949
Position 10813: 0.49482626345598213
Position 8824: 0.46750739453259677
Position 7726: 0.326008255646046
Position 2058: 0.29580906122218303
Position 10798: 0.22114047939999285
Position 9040: 0.21622606420830878
Position 7653: 0.21539838415578474
Position 6621: 0.20533391506021886
Position 9422: 0.16517784293596294
Position 1879: 0.1612322852442436
Position 9950: 0.10355636437210236
Position 7647: 0.10136131282204883
Position 5013: 0.09932704441074178
Position 2940: 0.08665559964047323
Position 1260: 0.08131670256593315
Position 5213: 0.06758600743728223
Position 7767: 0.057700668670703927
Position 7371: 0.05368623880859926
Position 3801: 0.05051667555038995
Position 10962: 0.043089426022599936
Position 389: 0.03797703881519635
Position 246: 0.036057762865446805
Position 6532: 0.030642497106057036
Position 1017: 0.02435622712334074
Position 10599: 0.023433804870442453
Position 10407: 0.020697943551728097
Position 7635: 0.020496065240455608
Position 2401: 0.02037478845421739
Position 918: 0.02015764277481051
Position 2192: 0.019683071506204526
Position 3035: 0.013315333196195274
Position 2143: 0.012062835152742908
Position 264: 0.011798637972222152
Position 1055: 0.010539586329641273
Position 486: 0.010181976324593781
Position 6223: 0.008235600574180704
Position 855: 0.008058151821612814
Position 3411: 0.007652113050160603
Position 10826: 0.0076089360702113265
Position 3777: 0.007210826222092004
Position 872: 0.006665828347963514
Position 7424: 0.00633084893705273
Position 6655: 0.00586750944074214
Position 5105: 0.005625211700252307
Position 9434: 0.00531908226486328
Position 3789: 0.005097922105788411
Position 774: 0.0043745377883401245
Position 11099: 0.004354282161371781
Position 2669: 0.004332675176875906
Position 2553: 0.003907345140537735
Position 11113: 0.003759537859388233
Position 10755: 0.003346253115486763
Position 2474: 0.002916252405952405
Position 8816: 0.002720971974701075
Position 536: 0.00242920633368345
Position 278: 0.002423876774658925
Position 8971: 0.0023930811850671105
Position 8386: 0.002028152069698451
Position 4509: 0.0020130868818331485
Position 3040: 0.001956326615609543
Position 10971: 0.0019314067994300726
Position 11118: 0.001916041352937438
Position 11373: 0.0018258268074553977
Position 1527: 0.0017226372461721176
Position 7072: 0.0017142390280973255
Position 3675: 0.00162025728597946
Position 5899: 0.001585128978724871
Position 10975: 0.0013906167720617489
Position 1059: 0.001265108491113782
Position 10782: 0.001220344138074285
Position 9015: 0.0011909825617652486
Position 6689: 0.0011825590774849962
Position 1404: 0.0011762151596135559
Position 9590: 0.0011468919604116436
Position 8276: 0.0010830888422628789
Position 824: 0.0010527207892421168
Position 11022: 0.0010437226784518908
Position 527: 0.001030703798407285
Position 5877: 0.001007386308246531
Position 10112: 0.00100367439173017
Position 9321: 0.0008514122425354408
Position 257: 0.0008372768073971755
Position 8641: 0.0008250436435405424
Position 2974: 0.0008205796464692397
Position 2066: 0.0007652076459003736
Position 6797: 0.0007583758719062026
Position 7597: 0.0007235037129187452
Position 7290: 0.0007205982576859723
Position 6020: 0.0007195217742933603
Position 885: 0.0006779591505153957
Position 6474: 0.0006395103258196851
Position 574: 0.0006377603685663239
Position 7362: 0.0006178749247548382
Position 6441: 0.0006129702203637799
Position 7108: 0.0005884074415718186
Position 10606: 0.0005121149135098622
Position 11677: 0.0004573726794686752
Position 7195: 0.0004346364797969502
Position 1394: 0.0004116002508366625
Position 11125: 0.0004091137054668111
Position 6837: 0.0003651333360631423
Position 62: 0.00036424934373632453
Position 11013: 0.00035095969073933354
Position 522: 0.0003239175492988438
Position 11138: 0.00031532532174581134
Position 819: 0.00028968789384154565
Position 6631: 0.0002756059632169491
Position 1627: 0.00025529966037704185
Position 532: 0.00024182039511949304
Position 1137: 0.00023405252230529794
Position 11652: 0.00022700570483059806
Position 883: 0.00021775080888221455
Position 7442: 0.00020083031154911839
Position 7346: 0.00017886718130460906
Position 3497: 0.00017781930543371092
Position 3585: 0.0001666990585877917
Position 11232: 0.00014112524266450096
Position 1516: 0.000131516023533373
Position 259: 0.0001283538705520838
Position 10841: 0.0001252395864049163
