Gene = Ttc36
index = 1152
Annotated 5SS: [ 362 1479]
Annotated 3SS: [1289 3338]
SMsplice 5SS: [ 362 1479]
SMsplice 3SS: [1289 3338]
top_k =  1000
Partition function (log Z): -4.831209655655084

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.9249895811166459
Position 1479: 0.7793212003630775
Position 869: 0.5005524872793831
Position 81: 0.19556316507134075
Position 2768: 0.1492942702426114
Position 2262: 0.10953248561809477
Position 2487: 0.09690199780724999
Position 1235: 0.03322493799720849
Position 2225: 0.03281329251600607
Position 1989: 0.030743596911455326
Position 435: 0.024192749552902293
Position 522: 0.01691464823159402
Position 1937: 0.010309238712820785
Position 2358: 0.01025070703426086
Position 3274: 0.00879096557409816
Position 494: 0.0071357134565368675
Position 3204: 0.006303906974619432
Position 1198: 0.0041582650961448685
Position 967: 0.0037517866833181356
Position 534: 0.003555114127652862
Position 517: 0.003400959252797705
Position 513: 0.0029242776560273816
Position 467: 0.0027399440211596624
Position 45: 0.0025423944480015607
Position 1214: 0.0015712034927223137
Position 2178: 0.001332341590773628
Position 1122: 0.0011953947193761815
Position 898: 0.0011129105608321383
Position 2618: 0.0011013229614064547
Position 732: 0.0010337089151730209
Position 85: 0.0009226410835774761
Position 511: 0.0006104439474527402
Position 39: 0.0005988407938928677
Position 2737: 0.0005587739335020399
Position 1876: 0.0005226686047641149
Position 145: 0.00047152350932737314
Position 1826: 0.00044812716035407094
Position 2994: 0.00043767623812912613
Position 724: 0.0003985667839572206
Position 167: 0.0003243149502983394
Position 1012: 0.0003182545526027543
Position 1071: 0.0002718391879202701
Position 1346: 0.0002646424516089076
Position 559: 0.00022307261091073394
Position 50: 0.00018791561455409105
Position 1911: 0.0001573967986853966
Position 2228: 0.00013679284003004523
Position 630: 0.0001312673807656892
Position 3365: 0.00012521534707320278
Position 133: 0.00011677522281429172
Position 577: 0.000112910276623931
Position 1390: 0.00010622418389795287
Position 1472: 0.0001055929741923594
Position 201: 0.0001033647445055249
Position 1135: 9.076439508674522e-05
Position 3529: 7.628937298153874e-05
Position 569: 6.560752988910117e-05
Position 2852: 6.388741207168163e-05
Position 642: 4.72308694081837e-05
Position 229: 4.4902380170805946e-05
Position 1074: 4.162108699261052e-05
Position 1045: 2.550463807009132e-05
Position 1056: 1.5811092596259878e-05
Position 945: 1.3880854103438488e-05
Position 485: 1.1825911837194302e-05
Position 777: 1.0156967128903279e-05
Position 379: 8.911674513969921e-06
Position 971: 8.32666721295013e-06
Position 319: 7.219657073597969e-06
Position 30: 6.745768293580149e-06
Position 381: 4.849731774541428e-06
Position 21: 4.646367899212869e-06
Position 524: 4.4398374219456635e-06
Position 32: 3.6768143858821536e-06
Position 322: 1.2655354822197563e-06
Position 452: 1.10904114734382e-06
Position 279: 9.835219568743642e-07
Position 1709: 4.62358390614125e-07
Position 767: 1.8851726708051957e-07
Position 1548: 5.186728491223615e-08
Position 1621: 3.7311632954556625e-08
Position 277: 3.4715434347424244e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3338: 0.8267533034257769
Position 1289: 0.7064415831445764
Position 694: 0.36938768646609377
Position 2463: 0.16172414932818518
Position 247: 0.09359480956865084
Position 2131: 0.08589355963338043
Position 466: 0.07762193940051063
Position 2442: 0.06639489252569411
Position 3273: 0.06141338463558569
Position 1342: 0.04952607083523763
Position 1822: 0.048725612087267015
Position 577: 0.035304774419385836
Position 1121: 0.03456212847709599
Position 174: 0.03052656343849711
