Gene = Inpp5a
index = 579
Annotated 5SS: [   356  64987  88987  92611 122363 127626 134781 136673 149155 169861
 170030 178329 185947 188310 189161]
Annotated 3SS: [ 64944  88885  92522 122298 127521 134727 136552 149069 169764 169954
 178254 185834 188240 189072 189244]
SMsplice 5SS: [   356  62873  65030  88987  92611 122363 127626 136673 149155 169861
 170030 185947 188310 189110]
SMsplice 3SS: [ 62762  64944  88885  92522 122218 127521 136552 149069 169764 169954
 185834 188240 189072 189195]
top_k =  1000
Partition function (log Z): -112.40416673843208

Sorted 5' Splice Sites (High to Low Probability):
Position 356: 0.9995975543883486
Position 11638: 0.10339082561489815
Position 9264: 0.0945589248333357
Position 1810: 0.06849499440397665
Position 10804: 0.03813856119953628
Position 3269: 0.027612050269499217
Position 6453: 0.01941511097663291
Position 4258: 0.01832198776123095
Position 1615: 0.01188157106350647
Position 3837: 0.008425916943327482
Position 600: 0.008104576733244637
Position 6185: 0.007792076929360087
Position 8923: 0.007612868045233428
Position 904: 0.007158546035128718
Position 3273: 0.005194399722814946
Position 137: 0.004996993896824531
Position 6749: 0.004563106669173881
Position 3824: 0.002677465406906371
Position 7469: 0.0025126102423297793
Position 2647: 0.0023708144595143083
Position 2642: 0.0016885427210966589
Position 2900: 0.0016325378490547166
Position 1187: 0.0013821357700061951
Position 2104: 0.0012852714397259195
Position 4524: 0.001174102429461091
Position 658: 0.0007340330071467601
Position 825: 0.0006730688143711881
Position 8795: 0.000544186355871093
Position 2907: 0.0005098261201206257
Position 1086: 0.0004275185534874362
Position 2975: 0.00027488414971984143
Position 2402: 0.00022812098001313613
Position 1288: 0.000157634463368171
Position 1546: 0.0001526469460820819
Position 5514: 0.00014460563771306293
Position 2301: 0.0001244326640078879
Position 1091: 3.763661154569812e-05
Position 2142: 2.965744137358693e-05
Position 335: 2.5627479321080728e-05
Position 3066: 2.559504821798522e-05
Position 1234: 2.5189906664018747e-05
Position 2618: 2.293755218134913e-05
Position 513: 1.4591995788221098e-05
Position 1342: 1.4357178889332162e-05
Position 55: 1.4169899939094516e-05
Position 388: 1.2510724784401686e-05
Position 1979: 9.652232488658728e-06
Position 370: 9.5946724696791e-06
Position 1529: 9.157937521208431e-06
Position 1685: 9.088235515050303e-06
Position 867: 8.125221329647483e-06
Position 2586: 7.710246413286247e-06
Position 1256: 7.573365501073005e-06
Position 168: 6.896076691808247e-06
Position 360: 6.332273818354437e-06
Position 1589: 6.092041819723983e-06
Position 953: 6.051550668483103e-06
Position 402: 5.860087057456926e-06
Position 731: 5.69874875918733e-06
Position 5605: 4.898271562512648e-06
Position 1181: 4.864339146209983e-06
Position 314: 4.771750154469046e-06
Position 6758: 4.572107374653088e-06
Position 1542: 4.317751178870283e-06
Position 511: 3.312358224843092e-06
Position 497: 3.295646904590378e-06
Position 1039: 2.5436734536761488e-06
Position 1600: 2.390550734779028e-06
Position 2904: 1.4423154106840828e-06
Position 173: 1.2563904795485517e-06
Position 323: 1.134089428091471e-06
Position 30: 2.72527012254378e-07
Position 757: 1.5259460379994513e-07
Position 1804: 1.428520887731136e-07
Position 995: 1.3402797497917355e-07
Position 685: 1.2252548500329343e-07
Position 1208: 1.1905974408340786e-07
Position 931: 1.064038338212956e-07
Position 1953: 8.070011257742728e-08
Position 1955: 6.184456963999731e-08
Position 254: 6.093797428281711e-08
Position 1782: 5.708760803965576e-08
Position 1797: 3.919674368908629e-08
Position 699: 2.7593712564682812e-08
Position 469: 4.105058915841209e-09
Position 500: 2.2112818022997457e-09
Position 438: 1.3199685354618066e-09
Position 965: 1.2293636514486748e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11544: 0.07566839683729598
Position 4898: 0.06408296067001375
Position 1684: 0.06124615008960383
Position 12714: 0.05705850204945743
Position 7315: 0.05508965295073965
Position 9015: 0.05491177378298796
Position 14357: 0.054293269049696585
Position 4837: 0.05309559233750985
Position 10315: 0.04472891661404055
Position 12747: 0.04263294198800178
Position 12143: 0.03916039976959807
Position 9154: 0.03772440201370386
Position 8780: 0.03768182534875178
Position 9344: 0.0361828271156351
Position 10695: 0.03564586072664873
Position 4148: 0.03507379679775724
Position 11436: 0.03103285365765222
Position 3148: 0.030825441224594664
Position 8661: 0.027234259038691113
Position 9040: 0.02653945955190537
Position 10050: 0.023470889333441203
Position 12576: 0.0217566814181768
Position 8844: 0.02125101385327299
Position 467: 0.020534828742780738
Position 10698: 0.02011140609069738
Position 7714: 0.019368303176973956
Position 4257: 0.017593718927358056
Position 10922: 0.014760835075456214
Position 12110: 0.014375913856982777
Position 11408: 0.013591932665531409
Position 5635: 0.012965899679775643
Position 11786: 0.012944229380396556
Position 438: 0.012724747164039733
Position 1874: 0.012464139371057467
Position 10836: 0.012266554564263454
Position 3053: 0.012038061236464103
Position 1765: 0.011770313954645598
Position 1395: 0.01163301616273945
Position 5938: 0.01038358522868067
Position 6256: 0.009716001514497169
Position 9973: 0.009635777589155493
Position 3086: 0.009022543325581252
Position 479: 0.008268158062142468
Position 9058: 0.008014750728389124
Position 7922: 0.007191909178977933
Position 777: 0.007079950405925908
Position 4761: 0.006850769786511598
Position 9944: 0.0062022973070245185
Position 9554: 0.006155345932739959
Position 3177: 0.00614110104089715
Position 10080: 0.006095661600065545
Position 6652: 0.005899103243666758
Position 6347: 0.005509626041961992
Position 4580: 0.005410196283100232
Position 4166: 0.005150002342325132
Position 5680: 0.004850636574221558
Position 538: 0.00461715162003842
Position 9388: 0.0045734255562971966
Position 233: 0.004518568844060939
Position 3661: 0.003990377146613533
Position 5220: 0.003551686239363747
Position 9484: 0.0034842221119649177
Position 9519: 0.00339028390768803
Position 3715: 0.003374150592603122
Position 5002: 0.003288934781053925
Position 2430: 0.0032453595478745966
Position 6291: 0.003192120932537783
Position 2926: 0.0031635865970896133
Position 1452: 0.0027262811023691007
Position 10234: 0.0026609950199163713
Position 5356: 0.002638651355524758
Position 5873: 0.002414528786628516
Position 9436: 0.0023658957590507275
Position 4323: 0.0023303461507277255
Position 2519: 0.0021556785060185923
Position 2734: 0.0020088234642794954
Position 3696: 0.0020062831514591484
Position 971: 0.0019987300702053626
Position 8632: 0.0019740220407871655
Position 6404: 0.001969053564605361
Position 5398: 0.00190267109649403
Position 1084: 0.0018943018968667021
Position 816: 0.0018924193414435733
Position 1973: 0.0018764331286834804
Position 717: 0.0018727215263747796
Position 4787: 0.0018440996492268926
Position 2051: 0.001787372529600807
Position 5753: 0.001727616447057494
Position 2590: 0.0016152558784884984
Position 10101: 0.0014993415020256333
Position 4523: 0.0014506764493213626
Position 8339: 0.0014353407044085604
Position 3440: 0.0014267006486342073
Position 8386: 0.0013806659469301453
Position 2001: 0.0013691054434943823
Position 3664: 0.0013584135219618112
Position 8681: 0.0012362738973405814
Position 9347: 0.0011462751700058538
Position 1146: 0.001146251055531019
Position 9322: 0.0011361373171885829
Position 2796: 0.0011240595497548603
Position 3795: 0.0010690983404663024
Position 931: 0.001034173180458119
Position 1059: 0.001022296237805882
Position 4400: 0.0010195208379110265
Position 3958: 0.0010132648407402372
Position 7220: 0.0010056801078068471
Position 4298: 0.0009433456306937789
Position 3783: 0.0009208993637694074
Position 7745: 0.0009112801264581654
Position 5649: 0.0009107758158156667
Position 781: 0.0009010213396074545
Position 7094: 0.0008549507533053015
Position 4226: 0.0008046917439042985
Position 6558: 0.000771316969726663
Position 4732: 0.0007667872933095429
Position 3115: 0.0007298082022119976
Position 7035: 0.0007121375758985261
Position 5257: 0.0006981145956989319
Position 7725: 0.0006770893655225457
Position 953: 0.0006704102756458028
Position 2394: 0.0006447132697264111
Position 7751: 0.0006044080078146135
Position 2273: 0.0005954758535994829
Position 1448: 0.0005667848030499016
Position 3368: 0.0005610895627249675
Position 2300: 0.0005588103537832535
Position 1341: 0.0005458359283537895
Position 7685: 0.0005452856756203997
Position 2824: 0.000526575915520166
Position 849: 0.000522399558917627
Position 8003: 0.0004974858767824713
Position 2497: 0.00047958861084352174
Position 7046: 0.0004750136638520584
Position 2748: 0.00046556642555845625
Position 1575: 0.0004586250731587638
Position 5280: 0.00041201159607023657
Position 1572: 0.0004021681728877163
Position 3129: 0.0003918583915954567
Position 3596: 0.00038689495210009905
Position 2525: 0.0003822455497543588
Position 2665: 0.0003338852198669764
Position 1510: 0.00032461207473273546
Position 497: 0.00032399680860694703
Position 3260: 0.0003065554456982958
Position 1738: 0.00030263069139651027
Position 6506: 0.0002966040216062556
Position 6880: 0.00029193116531690144
Position 2026: 0.0002803193496369172
Position 6840: 0.00027643371640982873
Position 1515: 0.0002704364956417505
Position 1523: 0.0002644891315444489
Position 1707: 0.0002500326993455978
Position 6582: 0.0002369525888194254
Position 666: 0.00023049730071375324
Position 1455: 0.0002283181175876796
Position 2972: 0.00021037987083244593
Position 2512: 0.00020699813155604501
Position 1720: 0.00020259906692092052
Position 592: 0.00019815327266531352
Position 4350: 0.00019723918275954295
Position 5942: 0.00019075067121470703
Position 1926: 0.00019056730197477897
Position 4556: 0.00016665995884716678
Position 3625: 0.00015830459184132075
Position 1626: 0.00014685915004333949
Position 1494: 0.0001443922084565748
Position 5806: 0.0001435610448950003
Position 3983: 0.00013635708020878098
Position 3098: 0.000133565292427314
Position 5469: 0.0001327386483471641
Position 3463: 0.00012416679529873368
Position 608: 0.00012282392817803306
Position 3611: 0.00011637916770053552
Position 903: 0.00011637006258428414
Position 1891: 0.00010849574039079082
Position 5024: 0.00010429593763354102
Position 3821: 0.00010298652100595384
Position 5122: 0.00010284365896640842
Position 595: 9.992143076192462e-05
Position 4329: 9.783324475038424e-05
Position 2185: 9.703525341534716e-05
Position 1902: 8.910280606773458e-05
Position 209: 8.6295917634093e-05
Position 3410: 8.506105165859626e-05
Position 2550: 8.038303995065194e-05
Position 1269: 7.96030190088406e-05
Position 237: 7.647585263136448e-05
Position 2468: 6.803791071859789e-05
Position 4001: 6.60946183301564e-05
Position 2010: 6.329772291483066e-05
Position 2856: 5.839147600683112e-05
Position 1302: 5.7611350938862234e-05
Position 2161: 5.756166048078668e-05
Position 444: 5.755212888198086e-05
Position 3987: 5.742283217478362e-05
Position 4304: 5.7374701154750095e-05
Position 1361: 5.521005763049498e-05
Position 2355: 5.4587264616655124e-05
Position 1409: 5.12672665773201e-05
Position 3405: 4.9978115696836824e-05
Position 254: 4.923221007362949e-05
Position 3886: 4.770778741646121e-05
Position 1988: 4.469663671075073e-05
Position 3918: 4.380140845393215e-05
Position 2897: 4.2890556473667145e-05
Position 2241: 4.170266408617529e-05
Position 2680: 4.0234236586042195e-05
Position 3548: 3.6913471440651136e-05
Position 3442: 3.634610356345791e-05
Position 1090: 3.432847302033423e-05
Position 887: 3.20412864327482e-05
Position 1731: 2.97126171460144e-05
Position 2932: 2.7721226571640214e-05
Position 259: 2.2323946928481834e-05
Position 1086: 2.23173010284963e-05
Position 216: 2.1025496996820793e-05
Position 1380: 1.9703500298975924e-05
Position 679: 1.9275585499404752e-05
Position 818: 1.8490136758986457e-05
Position 544: 1.58645178358983e-05
Position 2125: 1.5363467841815444e-05
Position 1338: 1.4067598217156571e-05
Position 2553: 1.3597517796385623e-05
Position 1222: 1.126914483915925e-05
Position 1609: 1.0033874719436993e-05
Position 979: 9.648337040236298e-06
Position 573: 8.173873398318877e-06
Position 1613: 8.02229096566934e-06
Position 567: 6.351416708219506e-06
Position 1692: 4.924043843711183e-06
Position 1767: 3.8114430705688133e-06
Position 261: 1.7207145104466807e-06
Position 292: 1.479959178890308e-06
Position 186: 9.86088662834252e-07
Position 1769: 9.477287763978088e-07
Position 1481: 7.914942544393209e-07
Position 725: 7.54702764410602e-07
Position 1039: 7.405296006628132e-07
Position 1606: 6.765391811242796e-07
Position 1291: 6.354137513867807e-07
Position 1352: 5.44039141587917e-07
Position 1459: 4.7062565588444156e-07
Position 1589: 4.3969617751001347e-07
Position 1491: 3.94312383384676e-07
Position 1153: 3.783000221509255e-07
Position 825: 2.6534284891239544e-07
Position 1464: 1.5611652809206825e-07
Position 1287: 1.4149698501921127e-07
