Gene = Shfl
index = 975
Annotated 5SS: [ 295  812 1012 2594 2884 4330 4623]
Annotated 3SS: [ 687  961 2554 2733 4225 4467 4899]
SMsplice 5SS: [ 295  812 1012 2594 2884 4330 4623]
SMsplice 3SS: [ 687  961 2554 2733 4225 4467 4842]
top_k =  1000
Partition function (log Z): 3.5142901261306445

Sorted 5' Splice Sites (High to Low Probability):
Position 4330: 0.9417289974407659
Position 812: 0.8937996255852783
Position 4623: 0.8550100925150181
Position 1012: 0.8041757782194755
Position 2594: 0.610117269996298
Position 2884: 0.5378927194068037
Position 295: 0.4112406281666447
Position 109: 0.2579452267270947
Position 2621: 0.25171564326942236
Position 2851: 0.22157449442359814
Position 57: 0.19740796099434219
Position 1074: 0.1566788470066136
Position 2636: 0.10567551597652126
Position 258: 0.06422699315693503
Position 4748: 0.041415889850903956
Position 5113: 0.026983520377843982
Position 2856: 0.019428426642670648
Position 2866: 0.014781388214625598
Position 2947: 0.0077473976587074354
Position 3041: 0.0077375545922133025
Position 2982: 0.007638118775124666
Position 1130: 0.006993099355036406
Position 2700: 0.006843998199127898
Position 1719: 0.006828669693652383
Position 4634: 0.005338519756458869
Position 2843: 0.004957087795335137
Position 2228: 0.004825807221576284
Position 3948: 0.003664238337145642
Position 2969: 0.0031213318496114625
Position 1310: 0.0029114442071762827
Position 405: 0.0028951072010475255
Position 4942: 0.002613788072915022
Position 807: 0.0025793265455330014
Position 1368: 0.001683660412813792
Position 1614: 0.0015784037761839742
Position 421: 0.0015107771693356486
Position 1178: 0.001251047867047893
Position 3045: 0.0010869964674074721
Position 4507: 0.0010414311459287845
Position 826: 0.0009922776280469655
Position 121: 0.0009016699451572205
Position 2984: 0.0008967668081584895
Position 398: 0.0008746322150159012
Position 2038: 0.0007804389044251372
Position 2826: 0.0007184113389919235
Position 143: 0.0007090499511866883
Position 5339: 0.000667235868317671
Position 359: 0.0005719101875417856
Position 3006: 0.0005700818687982615
Position 630: 0.0005605431434495252
Position 2652: 0.00047193830264044307
Position 2393: 0.00042223909052513164
Position 4842: 0.00035609645328505416
Position 2598: 0.0003357742704400834
Position 1134: 0.000334887288275253
Position 2988: 0.0003214719521629752
Position 154: 0.000318777742417514
Position 1198: 0.0002963381783481875
Position 2602: 0.0002897113471577357
Position 5140: 0.00028169107765912656
Position 1241: 0.0002810923643796386
Position 2467: 0.00020156523643615073
Position 2996: 0.00019877440828970416
Position 5372: 0.00018623800797734342
Position 2922: 0.00018558130749620478
Position 3452: 0.00017899219439255966
Position 2462: 0.0001686502111441052
Position 4789: 0.00016677725227374484
Position 1549: 0.00016324530321806067
Position 2920: 0.00016006968208621703
Position 842: 0.00015257337463900027
Position 1661: 0.00015152472802676444
Position 3501: 0.00013893399203431244
Position 614: 0.00011872153843410792
Position 1799: 0.0001035973956993322
Position 393: 9.710284099345713e-05
Position 4166: 9.553223284531274e-05
Position 2184: 8.480891542291929e-05
Position 1643: 8.125745252507806e-05
Position 4312: 7.733533996228836e-05
Position 846: 7.521435461478177e-05
Position 385: 7.000488065892316e-05
Position 1637: 6.74296609322177e-05
Position 513: 6.157977381781109e-05
Position 1078: 6.0008844801196885e-05
Position 816: 5.967498760541838e-05
Position 1923: 5.747516324619811e-05
Position 4782: 5.412261552991241e-05
Position 1025: 5.304496337235216e-05
Position 1735: 4.3292500106754665e-05
Position 4314: 3.938131449331026e-05
Position 1999: 3.7048611293675714e-05
Position 768: 3.6476621368170216e-05
Position 4557: 3.552537261702549e-05
Position 733: 3.448376815303968e-05
Position 1057: 2.872551530712609e-05
Position 2144: 2.8680934594591323e-05
Position 720: 2.8029111371694516e-05
Position 1888: 2.4442818862358997e-05
Position 168: 2.0456366487537592e-05
Position 2280: 1.8444327745520415e-05
Position 1099: 1.6009153120061263e-05
Position 260: 1.5344697815954482e-05
Position 18: 1.4148940131470068e-05
Position 609: 1.2493018893064509e-05
Position 289: 1.214031789328037e-05
Position 2681: 1.102461432861084e-05
Position 1332: 1.0462635219447039e-05
Position 4569: 8.983915141110896e-06
Position 2498: 7.924143391489748e-06
Position 790: 6.5089260931765015e-06
Position 2672: 4.828699789940778e-06
Position 865: 4.200177356701441e-06
Position 805: 3.464837589444321e-06
Position 735: 2.7377853271513496e-06
Position 700: 2.241470018851981e-06
Position 8: 2.1650102861497748e-06
Position 851: 1.5253099975295948e-06
Position 4801: 1.3035760019767639e-06
Position 4729: 8.522772989114324e-07
Position 5007: 6.72993957447852e-07
Position 687: 4.942615220417719e-07
Position 648: 4.242483900530219e-07
Position 848: 2.714335176013699e-07
Position 962: 8.504149267787128e-08
Position 4752: 7.528933835238482e-08
Position 2737: 5.4199243769039744e-08
Position 4636: 4.628503719315629e-08
Position 1493: 3.6625858117057837e-08
Position 1592: 1.7442259959637363e-08
Position 4770: 1.2905478448787505e-08
Position 1313: 7.478765434087632e-09
Position 949: 4.324849219620805e-09
Position 2674: 5.148542034242302e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2554: 0.9598153940454067
Position 4225: 0.9309339375128688
Position 961: 0.9198183662414591
Position 4467: 0.7843243474550834
Position 2733: 0.779077091367464
