Gene = Eef1akmt2
index = 362
Annotated 5SS: [  175  1248  2079 15574 21314]
Annotated 3SS: [ 1181  1963 15465 21096 24790]
SMsplice 5SS: [  175 15574 21213]
SMsplice 3SS: [15465 21096 24790]
top_k =  1000
Partition function (log Z): -12.758589641735435

Sorted 5' Splice Sites (High to Low Probability):
Position 15574: 0.972656426325342
Position 175: 0.7961942650040443
Position 4807: 0.36474417573884277
Position 2083: 0.3504476157561818
Position 21213: 0.31176288569396854
Position 17270: 0.30415714586564013
Position 21314: 0.30249405783168143
Position 1248: 0.2978923160312915
Position 193: 0.17270146284138396
Position 10406: 0.14653766733398657
Position 20116: 0.11996087691560607
Position 15816: 0.05923121872890582
Position 3558: 0.04080538494115713
Position 23302: 0.02127798603405555
Position 21924: 0.020632122870659464
Position 1896: 0.019771356239036177
Position 1884: 0.01780790601841035
Position 2079: 0.014313356236374511
Position 510: 0.012567437713708421
Position 2059: 0.006720239758388457
Position 462: 0.006113821671029875
Position 2092: 0.003317223462565048
Position 2174: 0.002619025903154142
Position 7155: 0.0015556515901798888
Position 93: 0.0014786939953851702
Position 126: 0.0011085725027547674
Position 7163: 0.0010448067561144906
Position 350: 0.0007079757759125375
Position 151: 0.000694528609190027
Position 1640: 0.0006458668861949263
Position 356: 0.0006455643274717261
Position 6: 0.0006407546463404766
Position 2070: 0.0006358509132446692
Position 442: 0.0002246013517276183
Position 981: 0.00019740778025150582
Position 3970: 0.0001767179127015003
Position 146: 0.000156313198818016
Position 1280: 0.00011334799055614272
Position 1274: 0.00011317952115342451
Position 3308: 0.00011312124515606751
Position 6093: 0.00010664275931056326
Position 1278: 0.00010548706460349539
Position 1726: 9.5779654364091e-05
Position 1821: 9.550031954330969e-05
Position 787: 9.278725884790477e-05
Position 362: 8.67234441949769e-05
Position 1766: 8.474321142809477e-05
Position 1879: 8.312592452160175e-05
Position 1964: 8.30595012312905e-05
Position 3109: 8.013832278708665e-05
Position 969: 7.286317181800172e-05
Position 3356: 7.109317048833166e-05
Position 101: 6.508420368077249e-05
Position 179: 6.448317856373934e-05
Position 1762: 5.984862697485913e-05
Position 852: 4.946766700568349e-05
Position 2061: 4.213244450800931e-05
Position 181: 4.110289346974008e-05
Position 2694: 3.752653249592787e-05
Position 2869: 3.5502939539093884e-05
Position 428: 3.387048940703785e-05
Position 1252: 3.099119594633491e-05
Position 1088: 2.6377872347720784e-05
Position 975: 2.26636908615586e-05
Position 8749: 1.9285996197438495e-05
Position 275: 1.7471032171653534e-05
Position 516: 1.745286244606649e-05
Position 1835: 1.577570515769017e-05
Position 98: 1.2627194457772385e-05
Position 1852: 1.2442868643988115e-05
Position 1713: 1.2299918255286592e-05
Position 10894: 1.0735342759751611e-05
Position 946: 1.0729278772353737e-05
Position 1268: 8.676349208879852e-06
Position 740: 8.527191294042174e-06
Position 6014: 6.4269364639672355e-06
Position 1296: 6.150340832226083e-06
Position 1743: 5.663001688309624e-06
Position 1707: 5.2156724058567e-06
Position 272: 3.963090210528925e-06
Position 570: 3.5728876204230427e-06
Position 203: 3.5582697563730984e-06
Position 864: 3.50250671729635e-06
Position 1860: 2.7420028999208733e-06
Position 944: 2.416017298136754e-06
Position 1442: 2.0164766683483314e-06
Position 1359: 1.893136369993998e-06
Position 1677: 1.4197131707767742e-06
Position 1920: 1.2781796790445253e-06
Position 1139: 1.2769023054606254e-06
Position 1693: 1.1967172424445159e-06
Position 2034: 1.1814590402250023e-06
Position 465: 9.599437031059165e-07
Position 1782: 9.396480355494069e-07
Position 1730: 9.043727341603063e-07
Position 1272: 8.384832459869841e-07
Position 2498: 7.574995560725645e-07
Position 34: 4.5096088625496465e-09
Position 354: 2.3458196033394245e-10
Position 1085: 2.1271015404927273e-10
Position 956: 1.6161043823592913e-10
Position 2829: 1.3238716008443478e-10
Position 396: 1.0421332780007513e-11
Position 674: 6.5518305661450835e-12
Position 1997: 2.3402986716938097e-12
Position 1978: 7.483968748621894e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 15465: 0.9735724943507253
Position 24790: 0.7335393590583076
Position 21096: 0.6842300168520571
Position 17073: 0.3828785563349411
Position 1963: 0.3718831541187847
Position 4731: 0.245519248328612
Position 1181: 0.2335349718320463
Position 10260: 0.14654177600515036
Position 19986: 0.12426522454038885
Position 4572: 0.10057213965055578
Position 23141: 0.09206725790268047
Position 1818: 0.03711402087576103
Position 15745: 0.03234332876138125
Position 3457: 0.031746738125511535
Position 15710: 0.030692799925930492
Position 21786: 0.030436937426480168
Position 1081: 0.025860592962276236
Position 1027: 0.014074310841736434
Position 17269: 0.008733980286519411
Position 21516: 0.008657609335823602
Position 1135: 0.00789774897240653
Position 4735: 0.0076527909779468585
Position 4602: 0.005563306355647465
Position 16643: 0.005343149542791014
Position 1150: 0.0038253099034153836
Position 1636: 0.0036422811890504904
Position 936: 0.0031694467859730755
Position 1871: 0.0029879767771618404
Position 7049: 0.0026283442917687336
Position 3504: 0.0022268457394427534
Position 3264: 0.0021971933966251915
Position 4697: 0.002004417049007799
Position 3198: 0.0015897678294268106
Position 4776: 0.001380863244746961
Position 3355: 0.0011050889739561698
Position 1092: 0.0010266185891986876
Position 4634: 0.0010075037948943707
Position 17991: 0.0009412475971585133
Position 3516: 0.0008850688149621976
Position 17732: 0.0007779146872795427
Position 17517: 0.0006471641868701279
Position 4525: 0.0006175829333113017
Position 3405: 0.0005302601285929278
Position 1139: 0.0005191248918862156
Position 4767: 0.0004561020002280344
Position 11127: 0.00043377538436422633
Position 16402: 0.0004229141229628606
Position 836: 0.0004222282506739468
Position 3428: 0.0004063861358772549
Position 1820: 0.00036317905164195757
Position 16818: 0.0003135704911225738
Position 1613: 0.000306279210548415
Position 1204: 0.00029636136709440547
Position 3307: 0.00027915564039868965
Position 1237: 0.00025074042651659586
Position 16455: 0.0002481607193132841
Position 16912: 0.0002258185433643469
Position 814: 0.00022526708449601503
Position 2006: 0.00022343035433141162
Position 437: 0.00021542230241504518
Position 16165: 0.00021053258709434168
Position 284: 0.00020836626669085162
Position 416: 0.00020551828124310895
Position 1200: 0.00019012729492499025
Position 264: 0.00015587146220876375
Position 15765: 0.00015171867067624123
Position 1534: 0.00014550208278618832
Position 16146: 0.00011816911943905534
Position 8130: 0.00010195818408903991
Position 423: 0.00010184818092315987
Position 5946: 0.00010097583279980617
Position 1482: 9.405635614577488e-05
Position 1569: 7.178368464097098e-05
Position 3865: 7.156004551628486e-05
Position 3236: 7.074293441573769e-05
Position 8629: 7.032928961546454e-05
Position 3767: 6.94696990480263e-05
Position 6327: 6.016872924953734e-05
Position 11755: 4.9979071919884053e-05
Position 2778: 4.7540924951341887e-05
Position 1202: 4.125082233130977e-05
Position 359: 3.598074232006548e-05
Position 1586: 3.276293569193505e-05
Position 760: 3.0899370699687936e-05
Position 1737: 2.9423383796756873e-05
Position 1436: 2.891216446355823e-05
Position 6429: 2.7537191451595856e-05
Position 8109: 2.4788524542053297e-05
Position 1826: 2.4748053456888565e-05
Position 9897: 2.4079277507473677e-05
Position 2981: 2.3958579955892453e-05
Position 4932: 2.378186469696352e-05
Position 1441: 2.231908724007576e-05
Position 2399: 2.0293538761725896e-05
Position 9532: 2.016671754805391e-05
Position 385: 1.929397509622731e-05
Position 3894: 1.9000074941431456e-05
Position 5910: 1.7045389058963225e-05
Position 5390: 1.6738934772852878e-05
Position 1095: 1.6642036004872113e-05
Position 951: 1.5785236297748484e-05
Position 5989: 1.4370359798197075e-05
Position 2738: 1.4291559795562524e-05
