Gene = Hcst
index = 535
Annotated 5SS: [ 151 1236 1767]
Annotated 3SS: [1211 1634 2007]
SMsplice 5SS: [151]
SMsplice 3SS: [1211]
top_k =  1000
Partition function (log Z): -10.100280385543003

Sorted 5' Splice Sites (High to Low Probability):
Position 151: 0.8330112456988583
Position 1236: 0.2070812486539841
Position 488: 0.09117051054352002
Position 1767: 0.04687888415577843
Position 95: 0.046271818234315754
Position 218: 0.01834823317028372
Position 653: 0.017865566356983404
Position 577: 0.014827366240905429
Position 1351: 0.01097975641451192
Position 250: 0.0032519433925335827
Position 450: 0.003097961338662835
Position 222: 0.0023286433251192757
Position 12: 0.0019251615664107248
Position 318: 0.001484318242393002
Position 1520: 0.0013908099978560298
Position 385: 0.0013747170809001643
Position 1293: 0.0012762273754239179
Position 168: 0.0011325615675973984
Position 240: 0.0007739751368611651
Position 1383: 0.000644507514581708
Position 1528: 0.0004286941908209954
Position 21: 0.0004108455867172588
Position 1264: 0.00038040974401318126
Position 198: 0.0003778650721481241
Position 719: 0.00031727085945284535
Position 303: 0.00029993793707578303
Position 1635: 0.00027124082524390247
Position 611: 0.0001785395475806327
Position 520: 0.0001763136904097558
Position 629: 0.00014593462467003566
Position 1422: 0.0001342935254045437
Position 160: 0.00013029568373166699
Position 1891: 0.00012868037912025667
Position 722: 0.00012724115743952243
Position 230: 0.00012569219771344162
Position 74: 0.00012248197388291495
Position 1407: 0.00011820565507673051
Position 949: 0.0001161672082708741
Position 373: 0.00011354640426249867
Position 280: 0.0001108305317381841
Position 709: 0.00010467917800998267
Position 1718: 0.00010317853450005491
Position 1797: 9.739829840134268e-05
Position 49: 9.048806218156426e-05
Position 1733: 6.849851144166977e-05
Position 618: 6.272564401986063e-05
Position 1868: 5.931028285921465e-05
Position 1297: 5.172665458685161e-05
Position 1221: 4.286362751395607e-05
Position 1737: 4.11581857718557e-05
Position 412: 3.2697811055745373e-05
Position 1700: 2.5752093406760828e-05
Position 777: 2.3899031134780775e-05
Position 1946: 2.2019270269535383e-05
Position 1012: 1.3497449193955842e-05
Position 522: 8.72047451220566e-06
Position 343: 8.207575083110885e-06
Position 415: 6.772486742894535e-06
Position 821: 6.755382895524239e-06
Position 363: 5.886714461086033e-06
Position 1320: 5.575284771131589e-06
Position 131: 4.4500196039652786e-06
Position 425: 4.361769040046089e-06
Position 1424: 4.360019553369243e-06
Position 368: 4.332921346874681e-06
Position 501: 3.61192074262232e-06
Position 816: 3.4975039932691807e-06
Position 931: 3.3960560412786057e-06
Position 803: 3.198988690917174e-06
Position 309: 2.952813635752657e-06
Position 358: 2.891396408691064e-06
Position 1065: 2.6745810540375522e-06
Position 544: 2.4041074452994865e-06
Position 766: 2.331308929555473e-06
Position 675: 1.975863656784484e-06
Position 398: 1.4796680688647855e-06
Position 768: 1.1490016667679479e-06
Position 712: 1.0379702547728866e-06
Position 1077: 3.8607747865153254e-07
Position 437: 1.9699645518040042e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 1211: 0.569757274216258
Position 449: 0.1401611381991237
Position 1634: 0.10907352605075367
Position 2007: 0.10728968401279142
Position 1377: 0.08591330157019228
Position 1535: 0.052723990230985444
Position 1413: 0.04295247439589574
Position 517: 0.04292102216226617
Position 1101: 0.04110067559387972
Position 1338: 0.015364258177218778
Position 1679: 0.014337570246104677
Position 2010: 0.0125444263141913
Position 1721: 0.008253255604438608
Position 1305: 0.007610649352338902
Position 772: 0.007225993981064665
Position 1104: 0.004498537050416526
Position 1422: 0.004068256806116835
Position 846: 0.004016914597915962
Position 1350: 0.0035710574400838703
Position 487: 0.003316476056485471
Position 920: 0.003308690847102678
Position 415: 0.003077208340322262
Position 1145: 0.002921548689620803
Position 1431: 0.002483210240501406
Position 2041: 0.001963128890201998
Position 2118: 0.0019002278599947616
Position 2123: 0.001850718595346425
Position 1841: 0.001620737882762871
Position 343: 0.0012864803134098382
Position 1755: 0.0011389439872284202
Position 1383: 0.0008700974459648114
Position 534: 0.0008141630704075894
Position 1273: 0.0007436754243504052
Position 854: 0.0007134450615037187
Position 368: 0.0007050730331769748
Position 1042: 0.0005265871921475211
Position 987: 0.0005125829075193774
