Gene = Spata19
index = 1006
Annotated 5SS: [ 126  356  975 1199 3664 4059]
Annotated 3SS: [ 298  881 1106 3585 3990 4707]
SMsplice 5SS: [ 126  356 1001 1199 3664 4059]
SMsplice 3SS: [ 298  881 1106 3585 3990 4707]
top_k =  1000
Partition function (log Z): 4.88499316519911

Sorted 5' Splice Sites (High to Low Probability):
Position 126: 0.9761240924106089
Position 356: 0.9244111187752669
Position 3664: 0.5887533340025636
Position 1199: 0.5219337057201916
Position 1001: 0.501249807616635
Position 4059: 0.449676846368182
Position 1236: 0.4422172366450414
Position 2490: 0.3829310418721395
Position 4075: 0.352659126827719
Position 975: 0.2984929821603884
Position 3703: 0.23309140437462414
Position 4626: 0.18076874123387038
Position 718: 0.144884873009676
Position 3709: 0.1360414069254109
Position 1602: 0.05883558620821589
Position 3087: 0.04082974902539715
Position 533: 0.03345899840793221
Position 3038: 0.024638954455605162
Position 36: 0.014522605448218142
Position 960: 0.013708742344720932
Position 3653: 0.012144597771719789
Position 1678: 0.009802055469281864
Position 4372: 0.009003478970969163
Position 995: 0.008913018656415023
Position 2091: 0.008390371667476743
Position 1566: 0.008278955041580337
Position 2964: 0.00793249741739623
Position 1073: 0.007914102327811303
Position 3097: 0.007882425547671318
Position 4440: 0.007319653341239615
Position 3293: 0.006759049783441288
Position 4071: 0.005238260988943735
Position 2138: 0.004805012950231978
Position 326: 0.004255198494048969
Position 983: 0.004127700227839689
Position 3124: 0.0037889616336327686
Position 1021: 0.003506530863241214
Position 4455: 0.0028817580583044926
Position 2506: 0.0025847559089448627
Position 713: 0.002276341056690219
Position 1626: 0.0019136752333265383
Position 3449: 0.0018642514403730923
Position 2938: 0.0015094076119977935
Position 2996: 0.0014779664791879081
Position 117: 0.0013720581994404693
Position 93: 0.0012252327465130124
Position 3749: 0.0011371015977137385
Position 845: 0.0010068080992139824
Position 2635: 0.0009737050603855359
Position 2186: 0.0009369464650480211
Position 705: 0.0009141185645516083
Position 2500: 0.0008589118010391757
Position 238: 0.0008041028546452713
Position 2384: 0.0007858842803987506
Position 2056: 0.0006948602523958431
Position 604: 0.0006600256776254306
Position 1204: 0.0006377984462508984
Position 2105: 0.0006326099761671485
Position 2472: 0.0006269986057828923
Position 1014: 0.0005609985462839918
Position 390: 0.0005256936978484374
Position 4167: 0.000510848266091934
Position 4156: 0.000500290680593711
Position 4242: 0.0004842975823852595
Position 130: 0.00047192953616745955
Position 989: 0.00043781399997050446
Position 173: 0.00039791788608782363
Position 1761: 0.00034702360573240815
Position 724: 0.00031569337393851543
Position 726: 0.0003057966983034204
Position 722: 0.0002855825895078183
Position 2388: 0.00027170496310783697
Position 360: 0.0002594857917745716
Position 720: 0.0002511302125354174
Position 3713: 0.00024252666266496182
Position 752: 0.0002243479384328928
Position 1023: 0.00022334008769645772
Position 728: 0.00020710418278069133
Position 748: 0.00019539574915770417
Position 332: 0.00015565820121678602
Position 346: 0.00014763031682350774
Position 730: 0.0001361653142502631
Position 1735: 0.00010623765797850026
Position 732: 9.919685689839072e-05
Position 3673: 9.847665357753696e-05
Position 1737: 8.712653234441228e-05
Position 220: 8.477621368010412e-05
Position 4132: 8.266397450740387e-05
Position 987: 7.972709252805129e-05
Position 734: 7.513096712801409e-05
Position 215: 7.057847561512389e-05
Position 736: 6.516487038631596e-05
Position 71: 6.484794673052304e-05
Position 920: 6.079106756765054e-05
Position 738: 5.6267210227067906e-05
Position 205: 4.7166603400588144e-05
Position 195: 4.531860915583171e-05
Position 766: 3.273584495228524e-05
Position 517: 2.9872801727498186e-05
Position 549: 2.667016462514451e-05
Position 4708: 2.6484516799525794e-05
Position 428: 2.50972403504314e-05
Position 235: 2.2419878045625062e-05
