Gene = Cnppd1
index = 277
Annotated 5SS: [ 581 1223 1741 2818 3080 3292 4884 5313]
Annotated 3SS: [1134 1631 2735 2958 3162 4821 5194 5705]
SMsplice 5SS: [ 123 1223 1741 2818 3080 3292 4617 4884 5313 7358]
SMsplice 3SS: [1134 1631 2735 2958 3162 4316 4821 5194 7223 7465]
top_k =  1000
Partition function (log Z): 16.756799008375875

Sorted 5' Splice Sites (High to Low Probability):
Position 2818: 0.9815090181986106
Position 3080: 0.9813567900591126
Position 3292: 0.9374865152957325
Position 1741: 0.9011145533157854
Position 5313: 0.9001838853521869
Position 1223: 0.8665005927495856
Position 123: 0.7621647612974997
Position 4884: 0.7520721709292095
Position 4617: 0.6169092412146482
Position 581: 0.47233307337346775
Position 7358: 0.3042261468365466
Position 4529: 0.23528901675481875
Position 1230: 0.12567358291538716
Position 1067: 0.11106665992501266
Position 4901: 0.08947296133787827
Position 5307: 0.07385918744948848
Position 3296: 0.05954839484747895
Position 489: 0.05326041437896172
Position 6572: 0.04876266602865721
Position 939: 0.042945950141051965
Position 803: 0.036885541941667765
Position 102: 0.02301207055900236
Position 7296: 0.020510225297162468
Position 1750: 0.018172997920935165
Position 7085: 0.01772228753643737
Position 5028: 0.017216877163666922
Position 6932: 0.017076568213874228
Position 2430: 0.01359209574367588
Position 5812: 0.010261306200599578
Position 2425: 0.009761456305166814
Position 1786: 0.009535428039158219
Position 728: 0.009333911356952926
Position 3878: 0.008716961337811564
Position 427: 0.00847359010025577
Position 1563: 0.008377013034745652
Position 7094: 0.008365283201798057
Position 709: 0.007852379324061711
Position 7142: 0.007754525147674277
Position 3637: 0.007131249367289158
Position 2575: 0.007076214983760534
Position 4402: 0.005662570620131933
Position 4161: 0.005523951362288575
Position 3434: 0.005337881364227983
Position 4524: 0.0052032715251501245
Position 7228: 0.005091184591430661
Position 6359: 0.004907502811709785
Position 5131: 0.004781411688612826
Position 6240: 0.004226851618512457
Position 471: 0.0037399562363282777
Position 4685: 0.003354345148442116
Position 5067: 0.003209071924846236
Position 7091: 0.003049850090652666
Position 6578: 0.0024691788038530083
Position 2291: 0.00246239467610354
Position 1856: 0.0024047786577484375
Position 1546: 0.002167493059269283
Position 770: 0.002147362210416922
Position 4482: 0.0020070484694913807
Position 297: 0.0018311253957535825
Position 621: 0.0017711694739136299
Position 7608: 0.0016545450934305156
Position 57: 0.0015614952485025178
Position 1376: 0.0014223012403970056
Position 4861: 0.0013674520839007831
Position 255: 0.0012756684632033697
Position 3754: 0.0012706236326674566
Position 4675: 0.0011444499022148175
Position 850: 0.001079105284617296
Position 3853: 0.000984891420406424
Position 97: 0.0009243904371288377
Position 1079: 0.0008907934408546277
Position 1001: 0.0008841191500217298
Position 2377: 0.0008318904316615974
Position 1756: 0.0007903660794724471
Position 319: 0.0007869299104063648
Position 5569: 0.0007730439219130002
Position 3108: 0.000763036101436118
Position 5071: 0.0007213209339378013
Position 3084: 0.0006979967370132503
Position 846: 0.0006947567760700938
Position 752: 0.000687772727730084
Position 493: 0.0006510331298755836
Position 359: 0.0006341729835618651
Position 3857: 0.0006225051218095612
Position 5859: 0.0005963451177088541
Position 2810: 0.000569253102951235
Position 7146: 0.0005555539714167208
Position 4562: 0.00048825725750173806
Position 1206: 0.00048106053481561937
Position 7070: 0.0004664497856667923
Position 184: 0.00046306280954805585
Position 417: 0.0004400267287894857
Position 2112: 0.0004373130200958732
Position 1899: 0.00043109199145125224
Position 3124: 0.0004105402429332743
Position 2801: 0.00039113227406682797
Position 1049: 0.00038592123479752507
Position 2512: 0.00033413282929860055
Position 7339: 0.0003307463397072045
Position 5733: 0.00031921276966784284
Position 4995: 0.000317310817130648
Position 732: 0.0003151903130012991
Position 4354: 0.00031188015793077133
Position 372: 0.00030627606658891664
Position 68: 0.00030225567542057106
Position 6999: 0.0002960969519260705
Position 20: 0.00028430987307065164
Position 7308: 0.0002693614285922891
Position 4552: 0.00026613062376818825
Position 127: 0.00025951241217502246
Position 3842: 0.0002577165546671929
Position 300: 0.0002460103498328142
Position 930: 0.00022995724277409858
Position 1255: 0.0002034042415933042
Position 738: 0.00019734272466823388
Position 5463: 0.00019118955430833667
Position 5892: 0.00019060579789627674
Position 9: 0.00018581661430033719
Position 4533: 0.0001845970165572767
Position 1765: 0.00017512788352670852
Position 4992: 0.00017097374002459826
Position 361: 0.0001680732318518782
Position 1768: 0.0001598634950024411
Position 1762: 0.00015537598101254973
Position 4595: 0.00015225635974423085
Position 4948: 0.00014808937938645187
Position 1771: 0.00014681807815831202
Position 370: 0.00013934064268346198
Position 5379: 0.0001361200174680084
Position 1759: 0.00013244173289268143
Position 2312: 0.00012299677272964758
Position 920: 0.00012126279955021807
Position 398: 0.00012088987885316083
Position 1774: 0.00011956967422708419
Position 1788: 0.00011593990097473426
Position 5475: 0.00011571207600306142
Position 1790: 0.00011459061164709377
Position 1777: 0.00010926239956019754
Position 1551: 0.00010694956454502105
Position 4964: 9.982089851774693e-05
Position 4621: 9.829350008624034e-05
Position 5043: 9.827534728950979e-05
Position 509: 9.784965225849056e-05
Position 4001: 9.700833592925933e-05
Position 717: 9.556075304256731e-05
Position 1792: 9.32933681262303e-05
Position 4536: 8.477043622932777e-05
Position 1780: 8.19438832989667e-05
Position 3929: 8.078248873081226e-05
Position 2236: 8.069120139243329e-05
Position 4080: 8.014202449744974e-05
Position 1238: 7.718534190544253e-05
Position 1783: 7.652888951900164e-05
Position 1903: 7.246659894531365e-05
Position 5049: 7.082521958336175e-05
Position 2088: 7.003071592380138e-05
Position 5025: 6.866090347054912e-05
Position 4252: 6.777407166017673e-05
Position 219: 6.20769893270968e-05
Position 4600: 6.183703471724274e-05
Position 4888: 5.7477995589131236e-05
Position 1335: 5.363755458283729e-05
Position 3702: 5.1455721733614626e-05
Position 2396: 5.039910249127631e-05
Position 2812: 4.848246072427668e-05
Position 2041: 4.750953652649736e-05
Position 3208: 4.636038539068583e-05
Position 1567: 4.582899958914744e-05
Position 5581: 4.5746915520524076e-05
Position 2208: 4.5142480747286316e-05
Position 1397: 3.901993487823056e-05
Position 3300: 3.594352881348767e-05
Position 688: 3.2564888711907846e-05
Position 2857: 3.1189155781130375e-05
Position 3461: 3.108431275548982e-05
Position 36: 3.106566469352619e-05
Position 1271: 2.427699530815065e-05
Position 3047: 2.3531427964138583e-05
Position 3284: 2.3440694712501822e-05
Position 2265: 2.1257539131966667e-05
Position 1149: 2.0395437877789173e-05
Position 730: 1.932578861883101e-05
Position 2884: 1.7658361511113236e-05
Position 3064: 1.6179185123409998e-05
Position 669: 1.5307382871463372e-05
Position 3241: 1.4955924510362637e-05
Position 3512: 1.4927617854402245e-05
Position 2056: 1.4466866172101673e-05
Position 2692: 1.3313900209244324e-05
Position 1325: 1.3197767241622881e-05
Position 1828: 1.2670964936716455e-05
Position 658: 1.2036277679605551e-05
Position 3052: 1.1849041117474742e-05
Position 6844: 1.1102494297231879e-05
Position 3049: 1.0627560715619035e-05
Position 2864: 1.0443570398950823e-05
Position 501: 1.0034538799905056e-05
Position 1041: 9.436653825661317e-06
Position 70: 8.188176602855925e-06
Position 3173: 7.81367053482585e-06
Position 3419: 7.530542785020258e-06
Position 3717: 7.3237583987589535e-06
Position 678: 6.421670374734963e-06
Position 1411: 6.370915213192208e-06
Position 3506: 6.3346945910835505e-06
Position 3488: 5.712952658825062e-06
Position 4588: 5.707740545567549e-06
Position 585: 5.56220318307727e-06
Position 3758: 5.465422858151996e-06
Position 3567: 5.402641360857919e-06
Position 2886: 4.069372344408954e-06
Position 1312: 4.038637906828735e-06
Position 957: 3.279619417949727e-06
Position 4065: 3.090499478616743e-06
Position 3465: 3.005159103673859e-06
Position 3641: 2.5695999654782807e-06
Position 5345: 2.3306729355992916e-06
Position 1462: 1.7036222658741213e-06
Position 1421: 1.5616348014006774e-06
Position 1457: 1.4425277504932034e-06
Position 2161: 1.2163690189425888e-06
Position 5323: 1.1910255333885686e-06
Position 2967: 1.0320850888554596e-06
Position 1136: 6.197350266943814e-07
Position 503: 6.187807694963768e-07
Position 5600: 6.086952165437611e-07
Position 3473: 6.027878575375655e-07
Position 3586: 5.730129630236406e-07
Position 559: 3.6246036550971947e-07
Position 5228: 2.6851005950709567e-07
Position 5375: 2.4796104972173417e-07
Position 566: 1.9247802398730315e-07
Position 592: 1.7619308344741334e-07
Position 5139: 1.4437945570126237e-07
Position 3247: 1.0707868243446084e-07
Position 5246: 8.79829828989418e-08
Position 5629: 8.533563112267532e-08
Position 3166: 7.282132209136751e-09
Position 4346: 5.9119331532770535e-09
Position 3320: 2.3408564267334403e-09
Position 5618: 1.5883576582723003e-09
Position 5270: 1.481095105688692e-09
Position 3325: 8.008702237361355e-10
Position 2001: 3.430398950953821e-10
Position 2870: 3.147836913312568e-12
Position 3001: 1.8498841243301066e-12
Position 3339: 2.024637989803382e-14
Position 3436: 5.500968280002443e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1134: 0.9939707989070252
Position 3162: 0.9859609110147174
Position 5194: 0.9693696389731784
Position 1631: 0.9221690956234969
Position 2735: 0.8747438212945121
Position 2958: 0.8558181338050433
Position 4821: 0.8493266185980259
Position 4316: 0.7110297701266627
Position 7223: 0.45199583850934166
Position 7465: 0.37935701147717227
Position 5705: 0.18855196737789473
Position 219: 0.1474930075219858
Position 566: 0.1079948731528781
Position 2993: 0.0974893940018781
Position 4508: 0.09664271413653143
Position 673: 0.06878177094841768
Position 6931: 0.06411484835367917
Position 6786: 0.0635377522834868
Position 2704: 0.060273020335465596
Position 349: 0.045664536245613
Position 233: 0.04468874423099223
Position 868: 0.04142428948486155
Position 4292: 0.04125265270757849
Position 6892: 0.0403746719242159
Position 6409: 0.0329510303076097
Position 2233: 0.0266871094792879
Position 7188: 0.02559143827713186
Position 7019: 0.021018170115341715
Position 779: 0.019861795548717264
Position 7227: 0.01929085428192012
Position 6735: 0.017496551218164437
Position 2962: 0.01744790179678177
Position 841: 0.017272810776532383
Position 5800: 0.014982036894725369
Position 6234: 0.01479993642127702
Position 2677: 0.01435353618029347
Position 4773: 0.012958927740322175
Position 7704: 0.012453707106141307
Position 6530: 0.01119494356798359
Position 1428: 0.010956982268592675
Position 4481: 0.010817509929866364
Position 2649: 0.009724667118044658
Position 4379: 0.009712243492380323
Position 1641: 0.00943503893496307
Position 2610: 0.008995730379582774
Position 3193: 0.008481534118528405
Position 3389: 0.00778408080242593
Position 7106: 0.007550851638574068
Position 509: 0.007463035875801625
Position 642: 0.0069764912988417496
Position 6963: 0.006943581670407384
Position 453: 0.00679370764701352
Position 5811: 0.006646282622473658
Position 7809: 0.005991031055934527
Position 6489: 0.005986053208358014
Position 6029: 0.005568807105305644
Position 2663: 0.0053227143495229706
Position 275: 0.00524334270667989
Position 3499: 0.005237133672107441
Position 2482: 0.005115671498221302
Position 3617: 0.004917965412368419
Position 2758: 0.004907951397569228
Position 2960: 0.004763858093979225
Position 883: 0.004717867252959874
Position 6362: 0.004619845444215046
Position 5879: 0.004482361163397725
Position 3670: 0.0038570102165671333
Position 7766: 0.0037022584154189
Position 317: 0.003631786565678716
Position 7727: 0.0036277069463505384
Position 4787: 0.0032320207483798134
Position 5402: 0.0030402537743010717
Position 943: 0.002714071520135479
Position 6554: 0.002697032774994909
Position 4730: 0.0026754303957937237
Position 6634: 0.0026120577763467934
Position 6170: 0.0025537583070524093
Position 7598: 0.0025481435724920604
Position 4673: 0.0025068829593094004
Position 278: 0.0024952926835389464
Position 4036: 0.002486376260842519
Position 524: 0.00238373555647987
Position 482: 0.0023832881532955446
Position 5982: 0.0023807415025980222
Position 6032: 0.002295036482265098
Position 5442: 0.002231752600834075
Position 971: 0.0021770331935764367
Position 802: 0.002036351477475459
Position 7645: 0.0019523125852585917
Position 5207: 0.0018535808830180546
Position 3010: 0.0018372829706333365
Position 5130: 0.0017333954935330371
Position 436: 0.0016483141579187108
Position 4000: 0.0015921228974406277
Position 6458: 0.0015068903430384964
Position 5158: 0.0015037903068366933
Position 6836: 0.00149855919302407
Position 7433: 0.0014696855089624684
Position 2607: 0.0014370760841410782
Position 992: 0.0014354039530956658
Position 6239: 0.0014096265765185757
Position 2624: 0.0013809545407565023
Position 3737: 0.0013630942528706973
Position 392: 0.0013469653900399538
Position 2884: 0.0013407513711304847
Position 4699: 0.0012926014550677428
Position 7471: 0.0012402449385115828
Position 489: 0.0012022311487525962
Position 2637: 0.0011036162238713368
Position 4410: 0.001082473446409101
Position 2880: 0.0009878931527325006
Position 7494: 0.000979710011574023
Position 5899: 0.0009735508478067957
Position 977: 0.0009725180693341704
Position 6986: 0.0009379839826452943
Position 2066: 0.0008259199425823942
Position 3032: 0.0008025168806354804
Position 6430: 0.0007993957355364844
Position 5241: 0.0007909594052964691
Position 3914: 0.0007766759638477617
Position 6392: 0.0007555909391295257
