Gene = Lin37
index = 634
Annotated 5SS: [ 205 1764 2021 2382 2547 2789 3798 3959]
Annotated 3SS: [1687 1969 2351 2460 2621 3656 3884 4037]
SMsplice 5SS: [ 205 1764 2021 2382 2547 2789 3798 3959]
SMsplice 3SS: [1687 1969 2215 2485 2621 3656 3884 4037]
top_k =  1000
Partition function (log Z): 12.64046023063933

Sorted 5' Splice Sites (High to Low Probability):
Position 3959: 0.9980905929388358
Position 2547: 0.9116818387762521
Position 1764: 0.9012532927253954
Position 2789: 0.8902905573767345
Position 205: 0.8419535869381465
Position 2382: 0.7598495756443212
Position 3798: 0.7389285394865975
Position 2021: 0.6932159846874134
Position 3802: 0.1917710706471588
Position 2064: 0.1792206866317516
Position 906: 0.17699314947193084
Position 3407: 0.12804997637195054
Position 180: 0.09780242147185612
Position 1270: 0.044081181771208226
Position 3781: 0.032334752120580186
Position 1797: 0.03210549065151787
Position 186: 0.020868229644437138
Position 2059: 0.01838068300333394
Position 1308: 0.016538190526413622
Position 705: 0.010284710486687016
Position 1775: 0.009461395433337693
Position 3259: 0.00797645223046113
Position 3069: 0.007962670895311956
Position 3062: 0.007694633336713026
Position 3361: 0.007416144363466252
Position 3367: 0.0062778571438896705
Position 2387: 0.0062525668998807266
Position 437: 0.0061527610535469105
Position 253: 0.005409559560934818
Position 546: 0.0039773967790177915
Position 2147: 0.0032221532266023685
Position 3027: 0.003128537219740129
Position 2551: 0.0029505526304528782
Position 634: 0.002355588845206273
Position 2905: 0.0022506751204899064
Position 2824: 0.001973845095591729
Position 2571: 0.0018641280362095966
Position 1479: 0.0017694464603784557
Position 854: 0.001739241991846057
Position 917: 0.0016159543230486622
Position 1869: 0.001379127469203921
Position 500: 0.0011475159506269133
Position 421: 0.001099762029435164
Position 2626: 0.0009412668420036734
Position 620: 0.0008886119784556353
Position 588: 0.0008760676199090331
Position 1014: 0.0008702603151062638
Position 1456: 0.0008319530887844067
Position 2053: 0.0008253899263430194
Position 2532: 0.0007771042887031116
Position 2153: 0.0006667893786614852
Position 2673: 0.0005931432519454756
Position 628: 0.0004252043203026706
Position 2858: 0.0004036161801197416
Position 1190: 0.00033161012199936637
Position 64: 0.0003307784014662646
Position 1839: 0.0003241709632757604
Position 301: 0.00032329485870674683
Position 2729: 0.00028011265930928447
Position 3294: 0.00027551959059314194
Position 1601: 0.0002699009546222308
Position 840: 0.00026913709759627386
Position 1165: 0.0002641109324891707
Position 4104: 0.00024178536145931235
Position 3095: 0.00023197433759118499
Position 416: 0.00022313218326042674
Position 2414: 0.00019277353795985763
Position 3739: 0.00018389482215202044
Position 1404: 0.0001823820634407495
Position 1876: 0.00017132449318801133
Position 2084: 0.0001678461190824162
Position 1621: 0.00015521463665079234
Position 1252: 0.00015311828238869055
Position 4082: 0.00014228293662172915
Position 2174: 0.00011515687240841965
Position 192: 0.00011463897476957014
Position 2302: 9.363393094158307e-05
Position 2125: 8.999812401259817e-05
Position 341: 8.82839197565951e-05
Position 550: 8.406934388322461e-05
Position 2116: 7.660710704039805e-05
Position 3348: 7.440895394057127e-05
Position 1360: 7.319169420826644e-05
Position 1825: 7.00136112867543e-05
Position 1026: 6.942031846930816e-05
Position 3423: 6.822440229192154e-05
Position 1736: 6.492875451892027e-05
Position 414: 5.916444151235946e-05
Position 133: 5.8672354503268575e-05
Position 393: 5.510942718275658e-05
Position 1217: 5.0696946273821755e-05
Position 61: 5.040959566001348e-05
Position 986: 4.976848568044586e-05
Position 12: 4.836682594763711e-05
