Gene = Hmbs
index = 542
Annotated 5SS: [ 219 2211 2603 3014 3153 3541 4581 4751 6314 6577 6873 7111 7303]
Annotated 3SS: [2156 2529 2963 3096 3462 4502 4674 6199 6537 6752 7056 7215 7382]
SMsplice 5SS: [ 219 2211 2603 3014 3153 3541 4581 6314 6577 6873 7303]
SMsplice 3SS: [1996 2529 2963 3096 3462 4502 6186 6537 6752 7215 7382]
top_k =  1000
Partition function (log Z): 15.25913920138625

Sorted 5' Splice Sites (High to Low Probability):
Position 4581: 0.9945599425019374
Position 219: 0.9570165686566492
Position 6314: 0.9350608511532394
Position 3541: 0.8956515401108576
Position 2603: 0.8630845097849381
Position 6873: 0.8570968913791436
Position 3153: 0.8230060342372968
Position 2211: 0.8214762241258741
Position 3014: 0.7599137353030471
Position 6577: 0.6880919488449679
Position 7303: 0.5296068930518283
Position 7111: 0.4747396199809922
Position 5182: 0.11671988087156498
Position 6656: 0.10542496537647748
Position 2008: 0.1037190288445447
Position 7548: 0.08228808433588851
Position 4751: 0.072088425873121
Position 7560: 0.07083638831311699
Position 4819: 0.06786898456338641
Position 2200: 0.059247227040822886
Position 1437: 0.05770127609093333
Position 6305: 0.05220222626111913
Position 6690: 0.043873954758844105
Position 3230: 0.04079174228962998
Position 193: 0.04070784760992537
Position 2700: 0.03685903158205364
Position 6804: 0.03637656823581385
Position 3176: 0.016376201691767987
Position 7291: 0.013690587470663382
Position 1298: 0.012383043951442027
Position 4842: 0.010414688860615536
Position 3410: 0.010343480912287966
Position 3157: 0.0077133675711520445
Position 726: 0.005938497042657358
Position 2629: 0.004773753924366814
Position 636: 0.004632112607923571
Position 4807: 0.004607627822613198
Position 7564: 0.004607513933195575
Position 3904: 0.004362831410769619
Position 4179: 0.003943916942097355
Position 6581: 0.003486837946168501
Position 849: 0.003122254067197022
Position 1487: 0.003103575431926658
Position 3200: 0.0029070357299482786
Position 6076: 0.0027285745450093034
Position 2816: 0.002725062872117844
Position 3397: 0.002069840697036278
Position 6561: 0.0018906415119624
Position 6696: 0.0018555287970218202
Position 2426: 0.0016592956697632944
Position 3325: 0.0016313507566544855
Position 2837: 0.0015603830063633084
Position 617: 0.0014569338155530156
Position 4394: 0.001408289646245481
Position 898: 0.0013777916315630466
Position 1315: 0.0011423318287734064
Position 234: 0.0011062333256167455
Position 2181: 0.0011014239884621297
