Gene = Rbm44
index = 889
Annotated 5SS: [   67  5071  8558  8850 10453 11736 11838 12046 17370 18078 19891 20063
 21982 23736 23994]
Annotated 3SS: [ 4979  7061  8790 10281 11551 11814 11960 17254 17948 19810 19991 21695
 23589 23853 24984]
SMsplice 5SS: [   67  5071  7577 11736 12046 17370 18078 19891 20063 23736]
SMsplice 3SS: [ 4979  7430 11613 11814 17254 17948 19810 19991 23589 24984]
top_k =  1000
Partition function (log Z): 2.7850666704139786

Sorted 5' Splice Sites (High to Low Probability):
Position 17370: 0.9765980941622547
Position 12046: 0.9093406471095092
Position 5071: 0.892855792182821
Position 23736: 0.8840979754077244
Position 7577: 0.8752409502535667
Position 20063: 0.805104628533426
Position 19891: 0.6564598701654824
Position 11736: 0.616739261948687
Position 18078: 0.5315359727315025
Position 67: 0.47344393672770524
Position 23994: 0.46835322838545385
Position 128: 0.4519853130585582
Position 24870: 0.43129970878727775
Position 11443: 0.37106158265658473
Position 25053: 0.33667868436768716
Position 17564: 0.3282607093511616
Position 3150: 0.3149192417734064
Position 18528: 0.28585417105151206
Position 12600: 0.27071969139543994
Position 23090: 0.22696283996002292
Position 22072: 0.21669509728349784
Position 7275: 0.21146088209790448
Position 8850: 0.19642194777007424
Position 11838: 0.18105328275323684
Position 17809: 0.16711302401069084
Position 21959: 0.16559882291575054
Position 18082: 0.14216580320098726
Position 3591: 0.14119061774499478
Position 11740: 0.12811403017318712
Position 18048: 0.09303466447356076
Position 12225: 0.089457426401302
Position 13343: 0.07884674241251341
Position 20122: 0.07884150017280395
Position 15500: 0.07866675191171553
Position 17630: 0.06385081799178843
Position 546: 0.06021039769926614
Position 24603: 0.057836489168030386
Position 5821: 0.05578841241475043
Position 21982: 0.054058872862347826
Position 10434: 0.0516157644386277
Position 4446: 0.050796477154111314
Position 1038: 0.03935371500552365
Position 18751: 0.036667671087366155
Position 5852: 0.031158357812143406
Position 20081: 0.026364581896976692
Position 18777: 0.025338308561400652
Position 205: 0.019323179816196176
Position 18624: 0.018083419144849528
Position 7585: 0.01609882382268966
Position 10084: 0.015443129692986009
Position 20085: 0.01275233599622366
Position 6335: 0.012550565895695327
Position 15394: 0.01228566959496019
Position 19240: 0.011600585054357826
