Gene = Alkal1
index = 110
Annotated 5SS: [  297 29409 30303 31899]
Annotated 3SS: [29354 30221 31821 35051]
SMsplice 5SS: [  297 16893 18038 30303]
SMsplice 3SS: [16780 17830 30221 35051]
top_k =  1000
Partition function (log Z): -22.79525730854413

Sorted 5' Splice Sites (High to Low Probability):
Position 297: 0.9962913832973311
Position 2427: 0.48425560630738806
Position 838: 0.20999550189811989
Position 4954: 0.16321478459688157
Position 7857: 0.08439674288975711
Position 4704: 0.08338950932552477
Position 3425: 0.03725004589609256
Position 10817: 0.03282828785688649
Position 4035: 0.020227134539209785
Position 1561: 0.015900106624596497
Position 1643: 0.01063590990680672
Position 2027: 0.010403193219886364
Position 3579: 0.007895812229694458
Position 4895: 0.0078661516178674
Position 3119: 0.005026380562285884
Position 1352: 0.004743680021144285
Position 8584: 0.0038480250456425307
Position 620: 0.003773069472865944
Position 4116: 0.0036376412708105823
Position 8356: 0.0030166739996908823
Position 3009: 0.002105948728687958
Position 4461: 0.0017857043102333903
Position 953: 0.0016427808520391488
Position 974: 0.0008453769386866041
Position 1692: 0.0007993843568096046
Position 2266: 0.0006784520111620626
Position 4567: 0.0004329075748225557
Position 1812: 0.00041781563449965473
Position 1961: 0.00038706754977598494
Position 3150: 0.0002656720858675442
Position 1993: 0.00024565667639165446
Position 4511: 0.00021218562130527756
Position 3470: 0.00019719349823278933
Position 968: 0.00018307663925028506
Position 925: 0.00018025669376044347
Position 306: 0.00017120910445791735
Position 448: 0.0001381460897969145
Position 2766: 0.0001342787123126161
Position 668: 7.874737635601978e-05
Position 3704: 5.804268130231202e-05
Position 3881: 5.539400560238402e-05
Position 4008: 5.164025563895918e-05
Position 140: 4.913285411530831e-05
Position 2842: 4.236919899660672e-05
Position 1730: 3.44985350285588e-05
Position 1757: 3.383728586633691e-05
Position 759: 2.8560409910148455e-05
Position 385: 2.6104916989023254e-05
Position 542: 2.543299451733731e-05
Position 640: 2.2006249903464102e-05
Position 1624: 2.0693140899847243e-05
Position 221: 1.3646633771969815e-05
Position 800: 1.3115300859294086e-05
Position 1546: 1.3025117200762351e-05
Position 142: 1.260565498617071e-05
Position 115: 1.088205539515711e-05
Position 1877: 9.770793886968114e-06
Position 1864: 9.054238073187542e-06
Position 2521: 6.152766869768658e-06
Position 658: 5.629682431713325e-06
Position 2858: 4.040711836299736e-06
Position 172: 3.850641798228365e-06
Position 397: 3.1094931451505458e-06
Position 64: 2.6574445288824312e-06
Position 13: 2.1776754356298997e-06
Position 467: 1.8028210632017721e-06
Position 897: 1.7878274119050325e-06
Position 698: 1.5964190016239082e-06
Position 219: 1.5881218722837904e-06
Position 407: 1.5438733277519002e-06
Position 624: 1.432277276747406e-06
Position 847: 1.3447352136278187e-06
Position 1000: 1.1199028647891656e-06
Position 334: 9.099240092895684e-07
Position 535: 8.844885619542439e-07
Position 472: 7.234473489284152e-07
Position 895: 5.969119437072036e-07
Position 366: 5.922007701147665e-07
Position 254: 5.887333930526032e-07
Position 583: 5.413078323398247e-07
Position 1285: 5.383453156006648e-07
Position 1583: 5.029838111534567e-07
Position 927: 4.4828406066115914e-07
Position 36: 4.203794676428653e-07
Position 795: 3.5482268693356223e-07
Position 491: 2.65451700978487e-07
Position 47: 1.8799617979745288e-07
Position 1319: 1.3831453784472623e-07
Position 2288: 1.0416236967341735e-07
Position 2190: 7.884052009264083e-08
Position 1113: 3.3020265234289825e-08
Position 2199: 1.3224532730436421e-08
Position 1054: 9.373499365612915e-09
Position 569: 2.678253408364463e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 17830: 0.24867115098271286
Position 2256: 0.21519416373222605
Position 602: 0.1445860363834203
Position 11198: 0.1430518554029705
Position 7739: 0.1253760380304751
Position 12403: 0.11328200153269975
Position 4625: 0.1056084612917556
Position 8494: 0.09118214352859041
Position 4742: 0.07632712504494242
Position 10730: 0.0704062657356004
Position 2365: 0.06454737003285506
Position 2058: 0.05510943813755369
Position 2314: 0.05321642100619752
Position 759: 0.047966236596529876
Position 6461: 0.046119720657998464
Position 4877: 0.0308825378545502
Position 8773: 0.029210587326141773
Position 4850: 0.0273127705993311
Position 1960: 0.022246261455455222
Position 3934: 0.01942123330530421
Position 7625: 0.01802181334597801
Position 6444: 0.01772540134787055
Position 8924: 0.01706586230980296
Position 4393: 0.01643263640323017
Position 8222: 0.015401906049994045
Position 2334: 0.014850860597215276
Position 2187: 0.013550757972718454
Position 6510: 0.012249031163649015
Position 3365: 0.011734866253612662
Position 1520: 0.010727504756834816
Position 4530: 0.010704922179337004
Position 4577: 0.01064414142622805
Position 2312: 0.010073091626198356
Position 3041: 0.010026201393937952
Position 692: 0.009967723199750285
Position 2083: 0.009118171077683418
Position 1433: 0.008665926352458305
Position 1455: 0.008465718592940652
Position 7951: 0.00831304971164441
Position 2371: 0.008027784223200843
Position 4802: 0.00794133848719574
Position 2133: 0.0076160036294018315
Position 2672: 0.0066450201889490836
Position 9785: 0.00647113138175137
Position 4777: 0.005958093147739339
Position 4745: 0.005704370744267936
Position 3335: 0.005659414537023471
Position 6617: 0.005536898709960873
Position 3953: 0.0055211386527091455
Position 11315: 0.005393605313355113
Position 3389: 0.005271357208457514
Position 8836: 0.005147272751208023
Position 2310: 0.00500587426079423
Position 11098: 0.004950947689625855
Position 7258: 0.004849781808986298
Position 10845: 0.004656954921591755
Position 8018: 0.00449580716525369
Position 2782: 0.004369533348765312
Position 4799: 0.0041689319268667325
Position 4831: 0.004153887321521073
Position 3425: 0.004020694832067091
Position 8333: 0.004000055965290916
Position 3229: 0.003886669519156963
Position 6960: 0.0038851759779565146
Position 2308: 0.003801973957880983
Position 3281: 0.0037683302647006866
Position 633: 0.003682460610633174
Position 3306: 0.0035121444587489976
Position 6943: 0.0033821340619779846
Position 9408: 0.003368008797633138
Position 696: 0.003328289101849027
Position 2421: 0.0033015970510180412
Position 710: 0.003273668861185315
Position 1247: 0.0032236729811947694
Position 9823: 0.0031023909330652097
Position 2150: 0.0030781869358090133
Position 2388: 0.002680328581134343
Position 10232: 0.0026583463990227174
Position 2899: 0.002555421595768643
Position 2265: 0.0022363314955223894
Position 3642: 0.002225647320472289
Position 5016: 0.0021944252580975497
Position 472: 0.0021695853888891066
Position 8587: 0.0021652754454700206
Position 5753: 0.002108850114888918
Position 3455: 0.0019936421121466595
Position 800: 0.0019356607802860871
Position 6390: 0.001830492818326276
Position 3256: 0.0017076331997958054
Position 1642: 0.001536002160613001
Position 2204: 0.0014691669500399077
Position 2184: 0.0014373864526125006
Position 2412: 0.0014151009754988324
Position 8399: 0.0013306947879446014
Position 8134: 0.0011813530628710437
Position 4200: 0.0010683358600888512
Position 3268: 0.0010110386060377698
Position 1244: 0.0009857264274612959
Position 8356: 0.0009839756190540803
Position 5869: 0.0009407615014780388
Position 6299: 0.0008499925879190286
Position 3289: 0.0008387218916335109
Position 4982: 0.0008269470400255718
Position 1468: 0.0008190028717834286
Position 6192: 0.0008136016451787465
Position 763: 0.0007671186007077904
