Gene = Bdh2
index = 178
Annotated 5SS: [  148  4447  7119  8431  9882 14068 15713 19512 20434]
Annotated 3SS: [ 4293  7039  8333  9772 14006 15598 19452 20340 22946]
SMsplice 5SS: [  148  2554  4193  4447  7119  8131  8431  9882 14100 15713 20434]
SMsplice 3SS: [ 2444  4086  4293  7039  7994  8333  9772 14006 15598 20363 22946]
top_k =  1000
Partition function (log Z): 5.534366216919276

Sorted 5' Splice Sites (High to Low Probability):
Position 15713: 0.9909277954520517
Position 148: 0.9548052264145708
Position 9882: 0.9525736055828358
Position 7119: 0.9497601625390502
Position 4447: 0.8689733051517037
Position 20434: 0.7290605939901823
Position 4193: 0.6820833877708117
Position 8431: 0.6772743651560551
Position 2554: 0.6748800759344875
Position 8131: 0.5585296804914344
Position 14100: 0.5189381822126559
Position 19512: 0.4226713109319971
Position 1873: 0.36006727248179793
Position 12734: 0.35943491416619366
Position 14068: 0.2917676325253391
Position 1526: 0.2262086296784655
Position 11185: 0.20615954249462365
Position 14988: 0.20493013083642425
Position 9331: 0.2021813026554343
Position 11639: 0.1584757455476866
Position 3626: 0.151640720118999
Position 10148: 0.1299406075625976
Position 13540: 0.11346036820654573
Position 3764: 0.11155368990473272
Position 8939: 0.11089075409362528
Position 21681: 0.10416060863157871
Position 20452: 0.09893991165997403
Position 2753: 0.09870904481407858
Position 7467: 0.09813189910201432
Position 12650: 0.09466836409965629
Position 3824: 0.08866192538634905
Position 8984: 0.08757356499383787
Position 2665: 0.08427705642798011
Position 1847: 0.07341971828642531
Position 938: 0.07037745361465575
Position 13800: 0.07028279022733348
Position 8935: 0.06092489307583983
Position 18100: 0.0600331842024122
Position 8077: 0.05944788066223287
Position 10816: 0.05618352860049162
Position 5139: 0.04575782683143294
Position 14783: 0.033634447312409464
Position 20195: 0.03335086550491639
Position 17805: 0.03130345913702151
Position 3818: 0.03093014189596246
Position 8642: 0.03038683317723901
Position 22355: 0.02929463380529975
Position 12767: 0.0272305739449404
Position 12732: 0.026631431781648007
Position 20248: 0.026534450121521756
Position 5114: 0.025158340929970456
Position 19795: 0.02459301993476208
Position 2373: 0.02439592689425928
Position 14790: 0.024203335452929742
Position 3935: 0.02408040846396499
Position 4919: 0.02321608742914628
Position 7528: 0.02291157910229155
Position 3269: 0.0207031067549052
Position 17556: 0.02027385011236561
Position 21614: 0.019566336973686246
Position 8997: 0.018762035105252563
Position 17491: 0.018684540277239526
Position 5788: 0.018566021745462367
Position 6249: 0.017222296431163547
Position 2574: 0.01440585409681436
Position 3867: 0.012719066600402057
Position 2625: 0.012172377441922233
Position 5906: 0.011700859463610673
Position 3966: 0.011459388454536057
Position 21840: 0.011347136898244231
Position 4044: 0.01091627567926287
Position 4891: 0.010791334458324323
Position 20509: 0.010789116697159172
Position 13836: 0.010753806321526796
Position 13779: 0.010622644429908311
Position 16720: 0.009729314269550364
Position 5723: 0.009388534858569138
Position 3989: 0.008907405837939673
Position 253: 0.008638672978165413
Position 15724: 0.008417421121567563
Position 13941: 0.00814600074981646
Position 1305: 0.0077430741947789785
Position 7748: 0.007688305276887142
Position 17540: 0.0074347434524387685
Position 2997: 0.006990089945695019
Position 4861: 0.006934322314082536
Position 5174: 0.00655438228401703
Position 10492: 0.006477463571169079
Position 2970: 0.006393564577370017
Position 897: 0.006371191003197514
Position 5135: 0.006284168578188906
Position 16197: 0.006066825499632018
Position 5679: 0.005852983855868272
Position 3952: 0.005764438174825162
Position 5124: 0.005763193208917469
Position 9341: 0.005378414317384269
Position 1555: 0.005108215317430783
Position 21967: 0.004996452503566173
Position 8944: 0.004995762314146211
Position 7138: 0.0046503748471450005
Position 9355: 0.004431184664349536
Position 21244: 0.0043615853626131655
Position 1955: 0.004260051501656573
Position 11596: 0.004213418861503352
Position 5090: 0.004005721886851208
Position 1366: 0.00387308854491658
Position 5206: 0.0036142401411023207
Position 18493: 0.003533042122876923
Position 4951: 0.0034826162824029
