Gene = Vps35l
index = 1181
Annotated 5SS: [   19  2470  5924  6770  9608 12478 17306 19068]
Annotated 3SS: [ 2388  5860  6683  9526 12413 17227 18952 31606]
SMsplice 5SS: [   19  2470  5924  6770  9608 12478 12935 15400 19068 24095]
SMsplice 3SS: [ 2388  5860  6683  9526 12362 12808 15300 18952 23919 31606]
top_k =  1000
Partition function (log Z): 4.57859602602835

Sorted 5' Splice Sites (High to Low Probability):
Position 9608: 0.9985090688321036
Position 19068: 0.9976023487650016
Position 2470: 0.9838457581717011
Position 19: 0.9663464701103395
Position 5924: 0.8461456437521983
Position 6770: 0.8074173697068232
Position 12478: 0.7365330722820072
Position 24095: 0.6889407331994529
Position 15400: 0.49413904598232167
Position 15428: 0.46746724841052434
Position 12935: 0.45479993402895014
Position 15888: 0.36578336888911434
Position 13059: 0.2949893844993951
Position 9281: 0.2578075932156696
Position 560: 0.21096980272793592
Position 17426: 0.18831702441895304
Position 17306: 0.12120623749828456
Position 20413: 0.12048742652161322
Position 17345: 0.11947351590494158
Position 3647: 0.11459723138508532
Position 8207: 0.09194315519448587
Position 21034: 0.08638361705205215
Position 23215: 0.0616783760078365
Position 5159: 0.05873283323394825
Position 26020: 0.053659970975329756
Position 11141: 0.05289390688909636
Position 2757: 0.049655774172887114
Position 10110: 0.04265579675523531
Position 20344: 0.041736326639543256
Position 2221: 0.039886452566613204
Position 6971: 0.03979598312507476
Position 6816: 0.037283100928656124
Position 24797: 0.03631250397405993
Position 26923: 0.0310142757388364
Position 17539: 0.030440880952663427
Position 4844: 0.028193306315592238
Position 16672: 0.02572799393344389
Position 9011: 0.02518357214346271
Position 4177: 0.024342108558245455
Position 11166: 0.02395573420286956
Position 7980: 0.02325484194332484
Position 23894: 0.022914360616081528
Position 25739: 0.020913330972604206
Position 4566: 0.02069737155303194
Position 4585: 0.018027036530225665
Position 17704: 0.018020077947973483
Position 27878: 0.01695286430641543
Position 5082: 0.016200350975770213
Position 11128: 0.014784507423311648
Position 20624: 0.014740088943164897
Position 6335: 0.014429329501189258
Position 21019: 0.013735485167909548
Position 26827: 0.013441333687918451
Position 3230: 0.013390131110040442
Position 1248: 0.013176749273496859
Position 17650: 0.013160850853971605
Position 784: 0.01303818183876557
Position 7998: 0.012259019188604565
Position 23890: 0.011142138533070205
Position 13147: 0.010623876993746872
Position 15697: 0.010532032050131833
Position 17614: 0.01023183223210755
Position 10963: 0.010027430894658521
Position 11546: 0.009975809415385176
Position 17820: 0.009157268030980164
Position 19542: 0.008566357305326483
Position 7427: 0.008534591817301236
Position 15354: 0.008333657046649533
Position 6825: 0.007844603807700065
Position 5494: 0.007174941425210911
Position 15674: 0.007047289936198727
Position 1337: 0.006998964275771771
Position 15922: 0.006670096897925247
Position 15412: 0.00652922700412154
Position 7874: 0.0061716096685704705
Position 2733: 0.0060690148984958855
Position 6162: 0.005847760620988024
Position 1986: 0.005805981637580685
Position 1414: 0.0057018222197800835
Position 3674: 0.005203594449430961
Position 3368: 0.0048904531960823755
Position 7434: 0.004640600764698885
Position 10845: 0.004605058594699544
Position 20464: 0.004478336332354363
Position 9291: 0.004367765342933527
Position 13544: 0.004182072410823554
Position 4919: 0.004162428995271181
Position 24172: 0.004057919676747798
Position 14712: 0.0040172043046141324
Position 20318: 0.0037959088865363315
Position 18427: 0.003790880264057183
Position 16693: 0.0036751974888058433
Position 2143: 0.003575863105659839
Position 254: 0.003553061621212902
Position 11256: 0.0033844908682997255
Position 23923: 0.0033104106519641612
Position 3721: 0.003199890752215045
Position 14689: 0.0030114456992188935
Position 6738: 0.0028368686194321447
Position 8502: 0.0028141186185712133
Position 801: 0.002813950211952975
Position 2783: 0.0027964160109313677
Position 17800: 0.00276808282763098
Position 3334: 0.0026519455296164494
Position 15077: 0.002535501164714558
Position 13803: 0.0024715946997700055
Position 3535: 0.002465786499076942
Position 14187: 0.0023662640473310795
Position 17812: 0.0023119284102761897
Position 7018: 0.002294730898962183
Position 21366: 0.0021937719810997177
Position 1566: 0.0021922495532905864
Position 6774: 0.002187622818758
Position 1698: 0.0021330908070710418
Position 2236: 0.0020688194218438545
Position 7014: 0.0020636899191122534
Position 5708: 0.0019868693174410266
Position 4167: 0.0019567086053836297
Position 4269: 0.001940177229809517
Position 19032: 0.0018455548168967116
Position 2240: 0.001756997061427254
Position 8248: 0.0016526180987270088
Position 222: 0.0016276080763705488
Position 14874: 0.0015419707129341888
Position 13966: 0.0015343605534738547
Position 12853: 0.0014775041308459406
Position 7010: 0.001426174030984133
Position 24072: 0.0013714392034823563
Position 25759: 0.001324662031534842
Position 13582: 0.0012975957631459099
Position 110: 0.001286660608632369
Position 16935: 0.0012845029559645442
Position 1086: 0.001131295961991692
Position 23: 0.0010156088237713013
Position 4144: 0.0009853112834462656
Position 1331: 0.0009389370539473066
Position 13196: 0.0009305037399602693
Position 1348: 0.0009286355660786443
Position 17589: 0.0009165521021356776
Position 10907: 0.0009067790971045344
Position 5135: 0.0009065971760912847
Position 20150: 0.0008554215649892664
Position 5958: 0.0008201890972286313
Position 903: 0.0008029969068882875
Position 2575: 0.0007743277029221335
Position 2030: 0.0007587554959868286
Position 19382: 0.0007287462696795665
Position 6029: 0.0007271302415977654
Position 8763: 0.0007070390162052507
Position 15390: 0.0007030927033688072
Position 1520: 0.0006969011093770996
Position 19359: 0.0006138820765368918
Position 2136: 0.0006125441310875873
Position 14220: 0.0006011328722083768
Position 3462: 0.0005816636475370582
Position 12017: 0.0005776042591868044
Position 1184: 0.0005576014983310901
Position 13569: 0.0005523567959082107
Position 14206: 0.0004975710802767469
Position 385: 0.0004953074993025042
Position 11062: 0.00047619102440996216
Position 390: 0.0003964313770648734
Position 183: 0.0003690550382762062
Position 7509: 0.00036721777571127004
Position 6409: 0.00034011210689130597
Position 4002: 0.0003323885382288156
Position 26026: 0.0003157572807463827
Position 13548: 0.00031165222306853125
Position 2532: 0.000291422436489103
Position 3531: 0.0002895137772579628
Position 1535: 0.0002703536285080752
Position 6128: 0.00025188822441404526
Position 1356: 0.0002455346931525931
Position 15419: 0.00021542548481472913
Position 22366: 0.00018651876813012048
Position 1979: 0.00018423849634904233
Position 9637: 0.00018265428807264061
Position 10933: 0.000172406599343768
Position 4874: 0.00017037289614501718
Position 7622: 0.00015965005509322778
Position 10222: 0.00015675925876725415
Position 4940: 0.00015606985699609578
Position 634: 0.000153700668602776
Position 13542: 0.00015073214240185457
Position 284: 0.0001482257124762583
Position 2066: 0.00013762308495362944
Position 4906: 0.0001365920018612232
Position 231: 0.0001347147807567912
Position 795: 0.00013361775683869007
Position 665: 0.00012276471981575537
Position 12885: 0.00012001914629958871
Position 6829: 0.00011913152243607252
Position 9987: 0.00011370617617566119
Position 11372: 9.967664892335795e-05
Position 15385: 8.482380847760196e-05
Position 399: 8.253815060537701e-05
Position 5928: 7.951885098843428e-05
Position 9902: 6.107552703229032e-05
Position 17619: 4.81590801092201e-05
Position 292: 4.73261029731783e-05
Position 24015: 3.445641890689817e-05
Position 2539: 2.9454773869465203e-05
Position 4296: 2.8580301591010667e-05
Position 39: 2.5221664159385862e-05
Position 155: 2.2184401306359562e-05
Position 36: 2.014995441343924e-05
Position 333: 1.8731193983901856e-05
Position 9681: 1.8024575523923927e-05
Position 10426: 1.7217588964576543e-05
Position 246: 1.6196976572041307e-05
Position 312: 1.5494053879539035e-05
Position 9646: 1.5040854086900455e-05
Position 201: 1.3120330260237276e-05
Position 256: 1.2151478425994831e-05
Position 2493: 1.1503123826002655e-05
Position 2485: 1.1434488474127352e-05
Position 10162: 9.807737763521157e-06
Position 17323: 9.787650693138954e-06
Position 1140: 9.083375231240682e-06
Position 31: 8.906023988837158e-06
Position 241: 8.324891453005781e-06
Position 10092: 7.508175253410619e-06
Position 9838: 7.41021088315229e-06
Position 2960: 6.455745017110453e-06
Position 2509: 5.862135597729859e-06
Position 9798: 5.399335844034222e-06
Position 10382: 5.269627787779177e-06
Position 10051: 5.2087252862339245e-06
Position 10030: 5.1100224371341024e-06
Position 593: 5.0841712858753775e-06
Position 949: 4.979586340991074e-06
Position 66: 4.8688576849119965e-06
Position 330: 4.724092926670843e-06
Position 2726: 4.57751075368389e-06
Position 797: 3.2854103520517725e-06
Position 9992: 3.160881243790309e-06
Position 1048: 2.6885163340156726e-06
Position 1050: 2.610425471357231e-06
Position 805: 2.5911681230882968e-06
Position 9603: 2.5339375225934554e-06
Position 9908: 2.484240620488108e-06
Position 305: 2.4153832620315793e-06
Position 18992: 2.1091750020421943e-06
Position 19037: 2.0494210118333588e-06
Position 868: 1.983225871474721e-06
Position 2477: 1.8177033713492556e-06
Position 216: 1.7557730390637127e-06
Position 171: 1.2315492883035784e-06
Position 258: 1.2298754394270819e-06
Position 55: 1.211277629575189e-06
Position 1012: 1.1906080022394654e-06
Position 134: 1.1739812632297242e-06
Position 137: 1.0828817770740738e-06
Position 915: 9.95696444000915e-07
Position 890: 7.435298630169985e-07
Position 769: 6.945371702209122e-07
Position 436: 5.994305633696129e-07
Position 755: 5.874703797184791e-07
Position 496: 5.68993404697633e-07
Position 746: 5.333909108100414e-07
Position 1065: 5.077543492313329e-07
Position 945: 5.074383966643693e-07
Position 807: 4.7433851137345756e-07
Position 310: 4.289593314286572e-07
Position 809: 3.965197480667735e-07
Position 132: 3.437011094190137e-07
Position 649: 3.328666063663965e-07
Position 638: 3.3070096718560025e-07
Position 672: 3.1068850109265445e-07
Position 811: 3.057254062448119e-07
Position 107: 2.6806967616124334e-07
Position 908: 2.361109673868293e-07
Position 813: 2.1076922619164253e-07
Position 2333: 2.0144738829643829e-07
Position 513: 8.520933166822657e-08
Position 19564: 6.30701210558542e-08
Position 533: 4.921057855434165e-08
Position 630: 4.870218768686149e-08
Position 438: 1.676824305222337e-08
Position 10762: 2.6183121939678657e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 18952: 0.9909899293751577
Position 9526: 0.9814391235521776
Position 15300: 0.9770288601824105
Position 5860: 0.8413963131382882
Position 6683: 0.7934934644369561
Position 2388: 0.6731580187274608
Position 12362: 0.6480555858462186
Position 12808: 0.5908679253291
Position 23919: 0.48694566420707325
Position 17227: 0.4280291291631615
Position 31606: 0.38266179063205846
Position 15804: 0.3701235841257371
Position 2365: 0.2952938544916709
Position 24660: 0.25471865560362367
Position 9166: 0.20918208292627294
Position 23982: 0.1939847301419638
Position 470: 0.14210547375957674
Position 26700: 0.14092879423095492
Position 20221: 0.12920598683177173
Position 12966: 0.11395032450312288
Position 20914: 0.10249348477941593
Position 23130: 0.07913932421086367
Position 11061: 0.07318056913431341
Position 6716: 0.06750837173445377
Position 5001: 0.06535530933877809
Position 3556: 0.05574813933818705
Position 17454: 0.043208973972242624
Position 2642: 0.04169545309549234
Position 12315: 0.04159540465822414
Position 23784: 0.04148296064053577
Position 25662: 0.0401258723976442
Position 2029: 0.039991471966060205
Position 7936: 0.03833894813276082
Position 4735: 0.03791014358421383
Position 3528: 0.03605139665268924
Position 25872: 0.035660043485197294
Position 9884: 0.0352653581852656
Position 9225: 0.034275922601024564
Position 24633: 0.03097939106194195
Position 12771: 0.029574853654737047
Position 27743: 0.02901683857995164
Position 4417: 0.028522213843120783
Position 30366: 0.02795787750390626
Position 6888: 0.02630402812129999
Position 7888: 0.025715444548909026
Position 8017: 0.025505780446103354
Position 13054: 0.024719814724406736
Position 23922: 0.023938506727691728
Position 26105: 0.022946381326527345
Position 10820: 0.022481649578777105
Position 16578: 0.022100629096729142
Position 8074: 0.022076586220781073
Position 12268: 0.021840833711735914
Position 1233: 0.021809118938245584
Position 8982: 0.02113520769728765
Position 12413: 0.020615876007728125
Position 501: 0.020555837901446508
Position 446: 0.020510480068134718
Position 26763: 0.01988178032176655
Position 20363: 0.017674306463332425
Position 17538: 0.016923497525689418
Position 2613: 0.01623577333854942
Position 3407: 0.015342340077676521
Position 25851: 0.014775494109441751
Position 29114: 0.014758036331890672
Position 17699: 0.01423727926888733
Position 20360: 0.014106871410341785
Position 9389: 0.013269628925285165
Position 15579: 0.012833431160133147
Position 4044: 0.012553873995834955
Position 19847: 0.012539141519190953
Position 30092: 0.012493957005208882
Position 21206: 0.012100215731252063
Position 7348: 0.011769511240911421
Position 8953: 0.011085079411736186
Position 6602: 0.01098207557400116
Position 4083: 0.01086532731303942
Position 3571: 0.009540290103915858
Position 3156: 0.009520078072063832
Position 664: 0.009281716600309438
Position 17510: 0.00892006235209912
Position 18995: 0.008885488688343844
Position 8080: 0.008666048367729686
Position 2092: 0.008536168331645983
Position 10985: 0.008064888871155439
Position 3440: 0.007560644879948386
Position 26336: 0.007472632277154813
Position 7738: 0.007436200884544459
