Gene = 3110040N11Rik
index = 44
Annotated 5SS: [ 124 1029 3402 6448]
Annotated 3SS: [ 901 3273 6339 6896]
SMsplice 5SS: [ 227 1029 3402 6448]
SMsplice 3SS: [ 901 3273 6339 6662]
top_k =  1000
Partition function (log Z): -3.959886195514133

Sorted 5' Splice Sites (High to Low Probability):
Position 3402: 0.9792689033212528
Position 1029: 0.9588831797408817
Position 6448: 0.5078254866045441
Position 227: 0.4473928943033722
Position 835: 0.25985942022652153
Position 2550: 0.09679682780826569
Position 110: 0.061175257260804056
Position 4139: 0.05408267975053328
Position 344: 0.05330133344024295
Position 154: 0.04418120493050929
Position 51: 0.044121232029317115
Position 4277: 0.039722925779001404
Position 2127: 0.0290460578954565
Position 47: 0.026928764516295698
Position 55: 0.013800978756826609
Position 5412: 0.011936608603487534
Position 2996: 0.010990322708520465
Position 3191: 0.010526177838177516
Position 4273: 0.009534530910579089
Position 2765: 0.009307187522840113
Position 3818: 0.009269646520740063
Position 1744: 0.0069634079503452405
Position 3363: 0.006927511411488207
Position 2252: 0.0063357983436579555
Position 6762: 0.004954028629310759
Position 271: 0.004932971756231503
Position 815: 0.004439647810533665
Position 3350: 0.004376807281928892
Position 1190: 0.0037644522253176796
Position 221: 0.00358968023786257
Position 2574: 0.0030986841137062766
Position 1977: 0.0027845687008573603
Position 1920: 0.00273198812490166
Position 2724: 0.0027218697686730306
Position 795: 0.002351198310424603
Position 3565: 0.002344782221716829
Position 759: 0.0023140607142536538
Position 2692: 0.0022280937935712634
Position 4740: 0.0021228967481274016
Position 4468: 0.002082502444714161
Position 2653: 0.0019079283861907679
Position 6210: 0.0018832254701930875
Position 5327: 0.0018156268343152418
Position 3424: 0.0017419228370106768
Position 3052: 0.0016796804115723563
Position 2787: 0.0014592041451129897
Position 6957: 0.0013313889917831328
Position 6738: 0.001324629728748857
Position 26: 0.0013147917256307125
Position 5829: 0.0011840087366409345
Position 4707: 0.0011467261965273435
Position 1337: 0.0010906192194212179
Position 5571: 0.001034287777485249
Position 4621: 0.0009966966590230356
Position 1046: 0.0008629038965273575
Position 1854: 0.0008382682572768034
Position 4018: 0.0008365804575842353
Position 1692: 0.000816164509883832
Position 364: 0.0007745843637796963
Position 1935: 0.0007415952089927342
Position 142: 0.0005836677022716416
Position 3830: 0.000582209562908351
Position 1128: 0.0005686365502249635
Position 1266: 0.00048017141974775245
Position 3169: 0.0004096811373179758
Position 5233: 0.0004047154752689249
Position 7002: 0.0003589826833561946
Position 453: 0.00034637974448094446
Position 3870: 0.000340514502063961
Position 2039: 0.00031651820182159254
Position 243: 0.00030304411589718343
Position 4810: 0.00029481352640154556
Position 348: 0.0002635292243224536
Position 972: 0.0002563743458394334
Position 512: 0.0002473049699109378
Position 2118: 0.0002436336870468107
Position 6232: 0.00023238897333572404
Position 841: 0.00022841284796304532
Position 70: 0.00022286266237106774
Position 5850: 0.00021236197247204345
Position 1505: 0.00020667420847202036
Position 324: 0.00020390721063069355
Position 824: 0.00020123105173200183
Position 2053: 0.0001989982318660316
Position 1932: 0.0001979564763084095
Position 2192: 0.00017832956138677107
Position 4806: 0.00017406256118006997
Position 522: 0.00017045841698320742
Position 595: 0.0001604117177676127
Position 6215: 0.00015172306975923329
Position 1073: 0.00014745700547274916
Position 781: 0.00013222878722692888
Position 662: 0.00012951614042486259
Position 1560: 0.00012458432528747232
Position 1310: 0.00012396751238180262
