Gene = Mn1
index = 684
Annotated 5SS: [4442]
Annotated 3SS: [37173]
SMsplice 5SS: [222]
SMsplice 3SS: [37173]
top_k =  1000
Partition function (log Z): -26.339469675826376

Sorted 5' Splice Sites (High to Low Probability):
Position 222: 0.753335121096683
Position 1841: 0.3522960827910435
Position 3284: 0.33639098172710336
Position 7608: 0.3181433987761796
Position 2129: 0.2749622310251518
Position 5844: 0.22086535553108064
Position 234: 0.19356639453038238
Position 8767: 0.16855018195797924
Position 4088: 0.1565840363173899
Position 4442: 0.13201737516852935
Position 3455: 0.08028445580675139
Position 7276: 0.05685580363767961
Position 7282: 0.056583186272970876
Position 3791: 0.05619530136373057
Position 5624: 0.05215051795619568
Position 3811: 0.050323688522307376
Position 320: 0.04701396089507897
Position 7041: 0.04077985648276592
Position 3068: 0.03925386776156554
Position 4995: 0.03569182594017673
Position 3589: 0.025311371591811467
Position 10518: 0.019758005495948333
Position 1653: 0.017035166211136654
Position 7023: 0.01622389052725128
Position 7828: 0.01615180918263739
Position 9220: 0.014975234806458185
Position 2516: 0.014811858151999537
Position 7217: 0.013684640224231857
Position 9214: 0.012817038257378219
Position 1094: 0.012607884862148758
Position 3526: 0.009928326711148789
Position 486: 0.00535002501184059
Position 1678: 0.0043288972527997524
Position 1570: 0.0038798555596286986
Position 5579: 0.003652950800078814
Position 7303: 0.0026015710427287715
Position 1914: 0.0025305715033068234
Position 1516: 0.0018875170557409529
Position 722: 0.0013144281103049339
Position 3787: 0.001086909117969391
Position 2462: 0.000962414520490901
Position 3898: 0.0009328607328354042
Position 5210: 0.0008574119370357052
Position 1136: 0.0008540771495635057
Position 2391: 0.0007651331106594888
Position 1387: 0.0007091460778416315
Position 2370: 0.0007008602501328983
Position 773: 0.0005711594341609873
Position 6868: 0.0004772287149932532
Position 1004: 0.00042155382097224827
Position 515: 0.00040967969632715076
Position 6046: 0.00040669113593569747
Position 1795: 0.0003887700272804319
Position 1682: 0.0003496151900678786
Position 1538: 0.0003372451009861556
Position 3773: 0.0003327460538898966
Position 1508: 0.00022737964892342004
Position 574: 0.00017720455827518154
Position 1461: 0.0001661195432468327
Position 634: 0.00014551993519964
Position 1574: 0.00010886200465393853
Position 1405: 9.354804642509552e-05
Position 1908: 4.030125958248547e-05
Position 1079: 1.7686981157746364e-05
Position 1082: 1.4857236540577254e-05
Position 2434: 7.212416230865458e-06
Position 87: 6.453859235505666e-06
Position 133: 5.7748032972672725e-06
Position 392: 3.5263993788019296e-06
Position 339: 2.412867998067032e-06
Position 593: 1.4533921167982103e-06
Position 503: 4.708798756528896e-07
Position 1256: 2.607880305921144e-07
Position 667: 2.5953504786369624e-07
Position 103: 1.489690965318845e-07
Position 170: 1.4352297312452294e-07
Position 123: 8.124698496535405e-08
Position 1341: 5.457510255917078e-08
Position 1279: 2.1785269624261385e-08
Position 380: 2.0887595785963223e-08
Position 1290: 2.0317277192102392e-08
Position 1103: 1.857946152081121e-08
Position 602: 3.391173951994568e-09
Position 1178: 2.8299320625151986e-09
Position 370: 1.1992753108718686e-09
Position 985: 5.691246152247352e-10
Position 421: 4.5247912251006564e-10
Position 865: 2.5714733006816313e-10
Position 726: 5.143916566311424e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 10440: 0.4582255403981524
Position 7564: 0.3896789805787412
Position 3168: 0.2723723438933906
Position 8638: 0.1902996443094466
Position 4010: 0.17441397905920894
Position 1998: 0.1732171511345529
Position 5670: 0.1637012661342393
Position 6955: 0.16332126718404197
Position 1752: 0.12193958569225596
Position 1755: 0.10678188589785097
Position 7113: 0.0891033407687211
Position 3405: 0.08550822631389796
Position 4324: 0.08365198711661884
Position 9001: 0.08344631728795907
Position 1734: 0.06780054983953968
Position 5729: 0.06540594327456938
Position 3222: 0.06158668258275358
Position 9523: 0.056655588719984495
Position 5513: 0.055675323698614616
Position 3562: 0.05305029507957076
Position 5763: 0.04677806186485484
Position 7740: 0.045135502864810516
Position 3729: 0.03723569209204383
Position 8593: 0.036497847171639314
Position 10929: 0.033965193931340475
Position 1995: 0.032963838504180255
Position 4775: 0.03167837538172994
Position 1973: 0.028931918740268438
Position 2081: 0.027591574761244134
Position 4231: 0.026953777495479815
Position 2932: 0.026128570220546772
Position 2204: 0.020599531646654706
Position 8375: 0.02042445657054666
Position 1620: 0.015564444160877395
Position 9551: 0.014270348036989062
Position 4051: 0.014177267118224469
Position 1352: 0.014065634445771953
Position 2229: 0.012923218941712463
Position 1731: 0.012104508758904512
Position 3655: 0.011717019484630987
Position 1556: 0.011660325971178014
Position 3280: 0.010232952697414845
Position 4879: 0.008807071395645454
Position 1722: 0.008613620232568163
Position 9996: 0.008336271365468823
Position 3755: 0.007408108362372266
Position 2724: 0.007027404525693587
Position 2167: 0.007003717219185653
Position 3182: 0.006506928035583649
Position 6181: 0.006257109297126972
Position 1767: 0.005788391372067808
Position 3219: 0.005412341751405074
Position 1592: 0.005250405138872087
Position 5424: 0.004560387382172041
Position 1623: 0.004352459395363896
Position 3485: 0.004024459634712185
Position 2259: 0.003839398346339742
Position 944: 0.0037904959177881767
Position 1770: 0.0034612703306739863
Position 376: 0.0033157790324880665
Position 3675: 0.003268522571195322
Position 1370: 0.003225732629533349
Position 3137: 0.0031619590207906667
Position 1008: 0.0030752244090981808
Position 2019: 0.0029881113616592094
Position 1483: 0.0029530014528440555
Position 2965: 0.0029272822844044013
Position 1980: 0.0028303024896360112
Position 4733: 0.0027585824529212065
Position 2689: 0.0026457859389163725
Position 391: 0.0025754329558051224
Position 3105: 0.0023762828081371336
Position 4279: 0.0022838354147917198
Position 6451: 0.00198975492378282
Position 1773: 0.0018373141594324987
Position 2250: 0.001780640813616854
Position 4710: 0.0016578774994780196
Position 3135: 0.001622174844543386
Position 1872: 0.0015836268061908175
Position 1933: 0.0015128629689763534
Position 2896: 0.0014941655102843497
Position 2910: 0.0014389057853117615
Position 6757: 0.001434840788445885
Position 964: 0.001246297098637602
Position 2784: 0.001217441863662011
Position 2010: 0.0012166258355794976
Position 1803: 0.0011909849353024691
Position 1011: 0.001137367943664587
Position 2364: 0.0011360059447640793
Position 1696: 0.0009621280983208603
Position 2936: 0.0009124997388453354
Position 1706: 0.0008479781939057156
Position 1515: 0.0008161344409315295
Position 2262: 0.0007749272994095113
Position 4082: 0.0007647877242202099
Position 5951: 0.0007358728594808459
Position 1227: 0.0007336735357219664
Position 7885: 0.0007258200987345017
Position 2957: 0.0007037366415220663
Position 2086: 0.0006989930646026545
Position 828: 0.0006890644041606971
Position 1632: 0.0006468072372975425
Position 975: 0.0005878910442719165
Position 5091: 0.0005425956880822885
Position 1605: 0.0005358195899511851
Position 3359: 0.0005311432343507213
Position 1836: 0.0005191184708753347
Position 4085: 0.0004817064144302658
