Gene = Myocos
index = 728
Annotated 5SS: [ 174 1184 3762]
Annotated 3SS: [ 1050  3621 10682]
SMsplice 5SS: [ 174 1184 1401 1719]
SMsplice 3SS: [1050 1308 1563 3621]
top_k =  1000
Partition function (log Z): -3.6553210338483484

Sorted 5' Splice Sites (High to Low Probability):
Position 174: 0.9235776720928595
Position 1719: 0.8386307007413345
Position 1184: 0.7370584724278809
Position 9286: 0.5823414236526754
Position 1401: 0.5721517366022031
Position 4306: 0.46005221315775646
Position 7175: 0.4397502956484964
Position 6074: 0.22587578880606923
Position 1215: 0.21891316921414564
Position 3678: 0.21351213566400018
Position 1430: 0.17002983778269617
Position 3766: 0.1484585525562618
Position 502: 0.14139651322094926
Position 7514: 0.11984285995961964
Position 1388: 0.11635528650037891
Position 3654: 0.1145896557718373
Position 5295: 0.11285235368829472
Position 3980: 0.10178585177470308
Position 8695: 0.08077281997678736
Position 4004: 0.0756452419440011
Position 6928: 0.06115390640143878
Position 5822: 0.05230836054537666
Position 4031: 0.04941219337831999
Position 559: 0.04408042128234499
Position 936: 0.03979194407468452
Position 1769: 0.03916702385803748
Position 3716: 0.03092811292112023
Position 9303: 0.0299425624580297
Position 1394: 0.029809251835667
Position 4635: 0.024596668458659723
Position 7405: 0.02026680170671669
Position 92: 0.017154838677729167
Position 3189: 0.01624436533388372
Position 352: 0.01172533690172688
Position 4043: 0.009654576604544234
Position 444: 0.009256444913421483
Position 3789: 0.006726608697878932
Position 551: 0.006556315036294552
Position 107: 0.006452052956151828
Position 1162: 0.006240991554679613
Position 7390: 0.006181306947574344
Position 3124: 0.005088314281303309
Position 1051: 0.00493555674171722
Position 9965: 0.004805497703058093
Position 751: 0.003751383530296391
Position 2273: 0.003700305903474746
Position 1723: 0.0036020578670374662
Position 904: 0.003590703765242949
Position 381: 0.0030468261326730326
Position 88: 0.002940907774194593
Position 908: 0.002290672755431853
Position 413: 0.0022503474979457838
Position 1194: 0.002208260158591747
Position 3691: 0.0019020719287038991
Position 6385: 0.0018135546543917328
Position 888: 0.001385025510617714
Position 818: 0.0012556637570315722
Position 3173: 0.0011936691426553574
Position 692: 0.0008531695748096495
Position 1405: 0.0008325900804273562
Position 3780: 0.0008159233558273464
Position 2029: 0.0005398064964469188
Position 613: 0.0005386737519109017
Position 983: 0.0004355968342156706
Position 1434: 0.00042837642342008985
Position 1143: 0.00033231620649372244
Position 1425: 0.00023826823449245646
Position 1611: 0.00023726665229993664
Position 22: 0.00023275987915842135
Position 1348: 0.00022491121494009012
Position 800: 0.0001860880160219303
Position 39: 0.0001683934813125213
Position 209: 0.00016786940270801295
Position 2904: 0.0001636668519003951
Position 368: 0.00014440220753828096
Position 1418: 0.00013871848917680764
Position 297: 0.00012872205068463252
Position 230: 0.00011092307226559225
Position 1058: 9.62219327444831e-05
Position 588: 9.20408992002113e-05
Position 2320: 8.653186518640226e-05
Position 869: 8.520433300379074e-05
Position 2498: 8.284272901632652e-05
Position 189: 8.040224212564036e-05
Position 2536: 6.18889142924471e-05
Position 1444: 5.252553158630694e-05
Position 407: 5.182390329578905e-05
Position 3177: 5.128571531092594e-05
Position 596: 4.690365847558051e-05
Position 2074: 4.642548581491292e-05
Position 43: 3.99472128804186e-05
Position 3474: 3.974391676033598e-05
Position 2907: 3.4071788240449216e-05
Position 244: 3.36245123139639e-05
Position 728: 3.095763390777743e-05
Position 872: 3.0426215776187692e-05
Position 302: 2.8796741307922806e-05
Position 178: 2.85279988030149e-05
Position 3001: 2.6790974376719398e-05
Position 2087: 2.4663930079245246e-05
Position 1084: 2.337643278176486e-05
Position 295: 2.331781561487111e-05
Position 2397: 2.1262474136368294e-05
Position 185: 2.0986139844952735e-05
Position 488: 2.0632561738691134e-05
Position 3242: 1.8981183339210262e-05
Position 83: 1.781014142165314e-05
Position 1751: 1.7144030511477284e-05
Position 510: 1.6024580276998213e-05
Position 133: 1.580732533257703e-05
Position 2367: 1.5053430535204138e-05
Position 966: 1.300769775661486e-05
Position 1095: 8.886372806628505e-06
Position 448: 8.499417269096777e-06
Position 273: 7.99118339450922e-06
Position 3107: 7.394973772748422e-06
Position 2081: 7.211648477008256e-06
Position 285: 6.832719122722157e-06
Position 3209: 6.824294082404664e-06
Position 271: 6.732593548385479e-06
Position 2583: 6.612294276779491e-06
Position 1992: 6.4031441159623105e-06
Position 611: 5.495951895479334e-06
Position 363: 5.0616389781226916e-06
Position 527: 4.532086234153262e-06
Position 1952: 3.513923313274537e-06
Position 2254: 3.506820740662513e-06
Position 50: 1.7229493162212776e-06
Position 58: 1.240719907786248e-06
Position 1210: 9.949979933936465e-07
Position 259: 9.533874880100754e-07
Position 574: 4.462744961677696e-07
Position 135: 4.4387964092845716e-07
Position 355: 3.888413717197118e-07
Position 311: 3.0354640140207914e-07
Position 567: 2.675309688108237e-07
Position 590: 2.6072493576474696e-07
Position 3645: 2.338273743144163e-07
Position 491: 6.697265820025626e-08
Position 432: 4.304776105502155e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1050: 0.9062103273541594
Position 1308: 0.8835572741384381
Position 9169: 0.6058376622803756
Position 1563: 0.5987727604205182
Position 3621: 0.5788467254822899
Position 7037: 0.38775159230963135
Position 3886: 0.22186311082415666
Position 5731: 0.17609822710159423
Position 4175: 0.17337011693347434
Position 1602: 0.14946589898155221
Position 9488: 0.13567134557134453
Position 9177: 0.13445271220432287
Position 4160: 0.11137779831227232
