Gene = Clcc1
index = 266
Annotated 5SS: [   68  7583  8121  9719 14272 14927 17083 19005 19515 21051 23066]
Annotated 3SS: [ 7441  8018  9610 14049 14785 16988 18906 19367 20723 22771 24626]
SMsplice 5SS: [   68  7583  8121  9719 17083 19005 19515 21051]
SMsplice 3SS: [ 7441  8018  9610 16988 18906 19367 20723 23864]
top_k =  1000
Partition function (log Z): 7.595715714788939

Sorted 5' Splice Sites (High to Low Probability):
Position 7583: 0.993850263973362
Position 21051: 0.8779452532214905
Position 17083: 0.8745503573453841
Position 19005: 0.8720667078493598
Position 8121: 0.8547479327074594
Position 9719: 0.8226040196396978
Position 19515: 0.7636471455104887
Position 68: 0.46673941501520383
Position 5481: 0.46566268639153885
Position 13089: 0.44545266597791777
Position 14272: 0.38414333266103984
Position 139: 0.34120404699519125
Position 20863: 0.3270200590545962
Position 2933: 0.25542706385298203
Position 10021: 0.2454216857374537
Position 19927: 0.24525911402359968
Position 14927: 0.23698782819829348
Position 838: 0.18031726631190814
Position 20747: 0.14575476622158223
Position 10180: 0.14011350608942594
Position 12895: 0.1351550477455291
Position 4021: 0.13048425968270203
Position 6553: 0.12513220348086723
Position 17088: 0.10335829779655281
Position 17832: 0.0834118434777781
Position 20200: 0.08252806527125221
Position 9380: 0.08131740552125505
Position 433: 0.07888945535481964
Position 19637: 0.07500672281616831
Position 777: 0.06557485338561538
Position 24447: 0.0567611755831859
Position 2220: 0.05206507690507438
Position 18986: 0.04753531396107394
Position 2955: 0.04717089012681931
Position 4448: 0.04562892288629442
Position 24288: 0.044651721623579575
Position 10108: 0.0381127977160787
Position 157: 0.035653352252225975
Position 480: 0.03433588276635075
Position 4087: 0.03413540825557569
Position 15569: 0.030407551915128554
Position 17990: 0.029829252953840694
Position 21266: 0.029653905287503567
Position 16212: 0.026256354918255058
Position 20935: 0.02419036019529876
Position 19432: 0.023042041234691515
Position 211: 0.02273479987318839
Position 21480: 0.017774130069495818
Position 10237: 0.017314506599189348
Position 4048: 0.0169842662550323
Position 22689: 0.016555806759712195
Position 5380: 0.016156476319804165
Position 19982: 0.012872531242257224
Position 8049: 0.012612591643164599
Position 19270: 0.01094971295296722
Position 7273: 0.010532869932169215
Position 4244: 0.009617603246257265
Position 17198: 0.009174512061000692
Position 4928: 0.00914757363886823
Position 5771: 0.00856305309592495
Position 12272: 0.008515396333478807
Position 8390: 0.008487616282272842
Position 5062: 0.007605853889814163
Position 12685: 0.0075936917316110925
Position 1759: 0.007331145004170339
Position 21832: 0.007265879981982807
Position 19485: 0.006186463738131022
Position 20429: 0.006088114463900159
Position 5617: 0.005695539138080546
Position 258: 0.005535880519031614
Position 204: 0.005396411867765621
Position 856: 0.005248757773707317
Position 2473: 0.004589417053676959
Position 24464: 0.004500712303571973
Position 20172: 0.004345248570533583
Position 20198: 0.004317674791511979
Position 5601: 0.004281115758596591
Position 23988: 0.004228377412264757
Position 15053: 0.004106722991409091
Position 8825: 0.003805950680842557
Position 1903: 0.0035039438345954876
Position 17549: 0.0034635971214040853
Position 22023: 0.003067047705039675
Position 5704: 0.002855199482275218
Position 178: 0.002808122755689942
Position 4528: 0.0027936932256824886
Position 24044: 0.002655588517950882
Position 20372: 0.0024262287287651904
Position 8355: 0.0023597781593778762
Position 14895: 0.0023030954130313632
Position 7850: 0.002233702786275322
Position 20773: 0.0019953462454221716
Position 17113: 0.001953804900986463
Position 4673: 0.001849722938147242
Position 19539: 0.0017749231724617646
Position 8123: 0.001695547350959516
Position 11219: 0.0016000579929713913
Position 18002: 0.0015633862909842555
Position 19609: 0.001526856760158095
Position 24724: 0.0014307342323457938
Position 14851: 0.0012992322874166736
Position 4689: 0.0012130475511514987
Position 12869: 0.0012000730756448336
Position 7591: 0.0011790291688848948
Position 22580: 0.0011650525258003399
Position 5488: 0.0011112898814521865
Position 20472: 0.001028688266357037
Position 18343: 0.0009956945885409498
Position 8806: 0.0009702609792853931
Position 20155: 0.0009620227407721525
Position 9252: 0.000923725866797568
Position 107: 0.000899535592587131
Position 15648: 0.0008850376008189341
Position 9890: 0.000851864643690665
Position 20125: 0.0007262077040382319
Position 9775: 0.0006964065338873484
Position 8081: 0.0006530570150011692
Position 19519: 0.0006525090284810449
Position 20446: 0.0006351467558194431
Position 467: 0.0005746743902645014
Position 22274: 0.0005405111686537618
Position 9793: 0.0005235573273620245
Position 1766: 0.0005060160168054606
Position 602: 0.0004888321402115016
Position 8019: 0.0004591530140505563
Position 20452: 0.00045053231196757337
Position 427: 0.00043802912687209913
Position 18953: 0.000434931344463451
Position 1133: 0.00038866126999507046
Position 7910: 0.00033588070656551534
Position 20318: 0.0003119459277351293
Position 5364: 0.0003102908134619977
Position 595: 0.0002889475759069614
Position 19509: 0.0002814190809011353
Position 19035: 0.0002498517496480557
Position 10750: 0.00023484942064498003
Position 19021: 0.00023145939855298474
Position 19133: 0.00022864349065568364
Position 20049: 0.00022760726265829117
Position 9099: 0.00021117011757219026
Position 9912: 0.00019175301663794104
Position 1959: 0.00017539473315396142
Position 19145: 0.00016849442179794243
Position 518: 0.000156331097180959
Position 964: 0.00010911512060410311
Position 488: 9.048011117247085e-05
Position 7598: 8.870002147698484e-05
Position 2567: 6.937005819043132e-05
Position 1794: 6.532567720303448e-05
Position 504: 5.388806657546903e-05
Position 458: 4.7916051611234946e-05
Position 7861: 3.718556633895958e-05
Position 21529: 3.559569907528432e-05
Position 9062: 2.9757807495916402e-05
Position 7877: 2.532201939169093e-05
Position 52: 1.895234950368893e-05
