Gene = Gm36864
index = 484
Annotated 5SS: [ 897 1505 2716 6499]
Annotated 3SS: [1235 2568 6366 6761]
SMsplice 5SS: [284]
SMsplice 3SS: [6761]
top_k =  1000
Partition function (log Z): -11.277006527559319

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.47774360530273735
Position 2716: 0.34107612058408826
Position 897: 0.2931639621522656
Position 424: 0.17488944485036034
Position 1505: 0.12592089978110388
Position 79: 0.06414330006553953
Position 5757: 0.05779934310156987
Position 379: 0.053346771381724764
Position 1153: 0.038303616709264
Position 839: 0.015480318718433972
Position 6643: 0.01310277758076686
Position 893: 0.011659448090596712
Position 1342: 0.010971678881286657
Position 2458: 0.010952940285945595
Position 6553: 0.010487243095140633
Position 253: 0.008283483956327971
Position 468: 0.007257652912266736
Position 2034: 0.007180961062929751
Position 1589: 0.006306570820122216
Position 3605: 0.005770070085353671
Position 5105: 0.004500516581062566
Position 2445: 0.004010935688038757
Position 3707: 0.0036590737347281127
Position 6499: 0.0030765461889440066
Position 1461: 0.001752123895796751
Position 124: 0.0016286475581285978
Position 3914: 0.001593245009247636
Position 767: 0.001177642655502573
Position 1175: 0.001054755672991917
Position 1802: 0.0009372358280092523
Position 1720: 0.0007763467349623568
Position 1724: 0.00071934961778912
Position 1321: 0.0007024589305379696
Position 6057: 0.0006068067137996495
Position 3804: 0.0006039855006341349
Position 1740: 0.0005797119325265068
Position 511: 0.00047738565275050305
Position 1390: 0.0004641391133564717
Position 6540: 0.00046109189997283785
Position 5676: 0.0004592829016316451
Position 1188: 0.00039740276672234695
Position 987: 0.00039000590474161785
Position 6517: 0.00035425391920131344
Position 2439: 0.00034211538576863615
Position 2912: 0.00029298200693649663
Position 2729: 0.0002595445893854171
Position 1928: 0.00023202351502730676
Position 357: 0.00021807765491671006
Position 133: 0.0001761405483569783
Position 3617: 0.0001533169227452544
Position 2625: 0.00012350211173725394
Position 473: 0.00012334078691321335
Position 551: 9.165719838044133e-05
Position 627: 8.999484092792382e-05
Position 428: 8.51067947381579e-05
Position 561: 7.96983542130126e-05
Position 1003: 7.333181566976954e-05
Position 615: 5.930036604098172e-05
Position 525: 4.504453637957333e-05
Position 774: 4.267791853673566e-05
Position 2262: 3.533669943484306e-05
Position 620: 3.0363386231307276e-05
Position 977: 2.8907517923770057e-05
Position 102: 2.5718884045092946e-05
Position 2608: 2.3939552231787943e-05
Position 1651: 2.3750973691979493e-05
Position 2617: 2.3615458066853982e-05
Position 1543: 2.055193158384309e-05
Position 901: 1.836912977175268e-05
Position 343: 1.832300378985139e-05
Position 919: 1.5497808976707397e-05
Position 351: 1.4622138538139763e-05
Position 2038: 1.4288872369696562e-05
Position 864: 1.3164557908644784e-05
Position 529: 1.1759776345085918e-05
Position 406: 1.0512872986905477e-05
Position 1649: 1.028113099773083e-05
Position 1139: 9.877520509947984e-06
Position 828: 4.918477033065788e-06
Position 1170: 4.873390630124858e-06
Position 497: 4.342188647233547e-06
Position 437: 4.002458974910613e-06
Position 810: 3.2518339914638442e-06
Position 1034: 2.6674931254184e-06
Position 914: 2.661291714412109e-06
Position 718: 1.2802577952300145e-06
Position 724: 1.2331693193884748e-06
Position 7: 1.2369219620476833e-07
Position 732: 9.711214363781268e-08
Position 681: 9.422124971120921e-08
Position 716: 8.225515105651339e-08
Position 504: 2.771364834632819e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6761: 0.47308593749200906
Position 2568: 0.23212160365204978
Position 2704: 0.22011052719438595
Position 1270: 0.14789667502884873
Position 5042: 0.1443162477390381
Position 6366: 0.08124205141767647
Position 744: 0.07480581194928328
Position 5554: 0.06717249913420315
Position 2662: 0.031318947095089596
Position 2380: 0.030683776850677247
Position 753: 0.022637219710235485
Position 2809: 0.01740408836874332
Position 422: 0.01701713439640809
Position 1066: 0.01450141531876079
Position 1235: 0.013273339176978288
Position 1534: 0.01290212521654605
Position 467: 0.01270461420710144
Position 1399: 0.008216921229696444
Position 1560: 0.007282046924333519
Position 2970: 0.0069848835521073285
Position 1408: 0.006767728070125709
Position 795: 0.006644034377609929
Position 3485: 0.006215398896444447
Position 1815: 0.006035896526450905
Position 1903: 0.005796696628580843
Position 3035: 0.005637065512053116
Position 839: 0.004835673614696909
Position 3605: 0.004724434916347276
Position 3698: 0.00417149364222565
Position 195: 0.004155737396756958
Position 5598: 0.004136865923097947
Position 5007: 0.003892996438988989
Position 1039: 0.003830219287766989
Position 3213: 0.003644096305529715
Position 3134: 0.002974209824395516
Position 2110: 0.002947373363695884
Position 5323: 0.0028442316967881905
Position 5806: 0.002799034196826517
Position 681: 0.0027154769649098544
Position 3165: 0.0026267503645681146
Position 2895: 0.0023702570170459287
Position 716: 0.0023311393079740463
Position 177: 0.001969982261309987
Position 4102: 0.001761433789803383
Position 1703: 0.0017267726112656623
Position 2386: 0.0016907168221425223
Position 2430: 0.0016672625396991982
Position 593: 0.0015354094664040818
Position 2644: 0.0015243442788300573
Position 3373: 0.0014678824822809422
Position 6257: 0.00139199813559122
Position 4157: 0.001254790222082806
Position 377: 0.0011614208694735325
Position 2256: 0.0010958197344129292
Position 5057: 0.0010168286345747161
Position 746: 0.0009721262557244808
Position 3796: 0.0009556956668203393
Position 2877: 0.0009063580410884343
Position 1152: 0.0009060229163817415
Position 1277: 0.0008803813989468264
Position 2833: 0.000799309218724376
Position 5569: 0.0007509572875273365
Position 3764: 0.000714904941604076
Position 1124: 0.0006556501713946185
Position 1352: 0.0006448204962939114
Position 2535: 0.0006405302624215285
Position 620: 0.0006242902436624159
Position 2204: 0.0006048559295874935
Position 1390: 0.0005717498985169382
Position 2815: 0.00047738115163504635
Position 516: 0.00046441847430807385
Position 3243: 0.000452444314677037
Position 5370: 0.0004397741356028078
Position 800: 0.0004329068648865139
Position 3185: 0.00041700908017802625
Position 3512: 0.00037825617649506264
Position 1217: 0.0003777050439569249
Position 3862: 0.00037611766364486875
Position 2183: 0.0003697492045853158
Position 689: 0.0003286406106271936
Position 3266: 0.0003077881699723368
Position 4149: 0.000278818659544053
Position 3007: 0.00025783469517840223
Position 495: 0.0002563863703216761
Position 3063: 0.0002329425314102296
Position 3419: 0.000220152147279112
Position 1242: 0.0002033810178632586
Position 283: 0.00019111608219041595
Position 3340: 0.00017697032752854073
Position 980: 0.00017631837302112252
Position 2756: 0.00017113006922290843
Position 893: 0.0001584642499322628
Position 2530: 0.00015442786961107513
Position 1291: 0.00015365581250893225
Position 6814: 0.00014194563541255527
Position 1562: 0.0001382144171199985
Position 1708: 0.00011221006353393436
Position 504: 0.00010160950327013571
