Gene = Bcl2l15
index = 176
Annotated 5SS: [ 367  877 3670]
Annotated 3SS: [ 754 3441 5931]
SMsplice 5SS: [ 367  877 3670]
SMsplice 3SS: [ 754 3441 5931]
top_k =  1000
Partition function (log Z): -1.570848141544356

Sorted 5' Splice Sites (High to Low Probability):
Position 367: 0.9320690136009423
Position 877: 0.6834160861359431
Position 3670: 0.6445518418291211
Position 859: 0.31211717384423987
Position 595: 0.2584246777646798
Position 173: 0.21109408893018342
Position 5469: 0.10140783345113932
Position 399: 0.04313580451989467
Position 1846: 0.028284658380381706
Position 4344: 0.021875708015914232
Position 2909: 0.018755399224450697
Position 4927: 0.016340333552915292
Position 5804: 0.01274175580754936
Position 2979: 0.012483120994541618
Position 1601: 0.012308623463718651
Position 2833: 0.01126794874331666
Position 613: 0.010877868870296842
Position 24: 0.0063211991790416925
Position 4919: 0.005116903897555568
Position 3883: 0.004915665135815721
Position 3569: 0.003909377680701808
Position 403: 0.003169248747104614
Position 4629: 0.0028669538540418114
Position 199: 0.002241810829244747
Position 1772: 0.0022154131859395297
Position 3595: 0.002110618175633788
Position 125: 0.0018298528415535576
Position 2354: 0.0011265845932669153
Position 3922: 0.001082075859700475
Position 5853: 0.0009207283517369627
Position 2434: 0.0008633672980228113
Position 5489: 0.000858010347380852
Position 386: 0.0008074115280715129
Position 346: 0.0007774421940003315
Position 641: 0.0006851915291190008
Position 60: 0.000620898576361259
Position 3398: 0.0004842169219186139
Position 3873: 0.00045885410941334283
Position 389: 0.0004366856935092141
Position 5554: 0.00043092640456312333
Position 3249: 0.00042050127350867935
Position 568: 0.0003871352556426453
Position 3264: 0.00038295280252623366
Position 190: 0.00037702940937812404
Position 3260: 0.000369322095572451
Position 648: 0.00028772381118147077
Position 586: 0.00025640942782719433
Position 1010: 0.0002045415476023284
Position 111: 0.00019788326940116383
Position 653: 0.00016722517311684154
Position 599: 0.0001294914292287216
Position 5436: 0.00010596526252856825
Position 5620: 0.00010389174675043419
Position 3538: 9.86706155812707e-05
Position 3565: 9.397065701533074e-05
Position 282: 8.498566119891581e-05
Position 660: 6.89249439298046e-05
Position 1419: 4.56264876919948e-05
Position 549: 4.3205629538923064e-05
Position 88: 3.1501278572843696e-05
Position 65: 2.0718335023217007e-05
Position 1649: 1.2247453956372226e-05
Position 1294: 1.1432031211653364e-05
Position 1645: 6.51942892954911e-06
Position 16: 4.6332035448647996e-06
Position 233: 4.171634484133995e-06
Position 809: 2.918332177361284e-06
Position 94: 2.862526493971584e-06
Position 1575: 2.444021121362051e-06
Position 62: 1.7816526637509944e-06
Position 456: 1.6483870929392485e-06
Position 898: 1.1936681542608976e-06
Position 417: 1.0179681074859867e-06
Position 224: 9.466256653278624e-07
Position 2854: 8.647014803217508e-07
Position 1044: 3.741235860263849e-07
Position 816: 2.9930944302612127e-07
Position 996: 2.5202279556803997e-07
Position 1298: 2.0906101823431076e-07
Position 908: 2.00118318921905e-07
Position 1318: 1.902156552477361e-07
Position 1122: 1.8739484256564778e-07
Position 1080: 1.8459285345888032e-07
Position 1339: 1.7165762223249614e-07
Position 1142: 1.5364683782091158e-07
Position 431: 1.3362738999933963e-07
Position 1172: 7.223493762208795e-08
Position 1928: 6.940818160562173e-08
Position 1120: 6.634171592263356e-08
Position 1135: 5.6501744002307863e-08
Position 1738: 5.426865889206677e-08
Position 690: 3.3846644341831036e-08
Position 1205: 4.173248087631045e-09
Position 775: 5.778186020543323e-10
Position 731: 3.513797342332542e-10
Position 787: 2.4145948766186824e-10
Position 901: 9.550275441557321e-11
Position 972: 6.924223790521032e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 754: 0.9770722024461933
Position 5931: 0.40363689831137617
Position 3441: 0.3234786959515481
Position 5369: 0.2605561990455108
Position 470: 0.17660771308004172
Position 5145: 0.14891976037114116
Position 3538: 0.11521469061831235
Position 3573: 0.10569953351887411
Position 300: 0.08043470249573223
Position 266: 0.05310414693531946
Position 5911: 0.04932323509472668
Position 263: 0.039638109213416386
Position 4877: 0.03690103593861486
Position 487: 0.036729992681062064
Position 3445: 0.03611663933027234
Position 3469: 0.03455605547451323
Position 3756: 0.034050304638930246
Position 4716: 0.029320431850964883
Position 273: 0.028553800450275266
Position 5432: 0.027604892709482687
Position 3594: 0.022706821153383967
Position 431: 0.020166695810950677
Position 706: 0.01905751822921886
Position 2805: 0.017634720829624563
Position 2745: 0.016732853993221518
Position 501: 0.015140611182217122
Position 4169: 0.015065358037594892
Position 1662: 0.014601257017664217
Position 1502: 0.014510501722522938
Position 3012: 0.014107018810340705
Position 5042: 0.012872694274136216
Position 5881: 0.012787508498778133
Position 442: 0.01101691555253377
Position 5488: 0.009524031464572636
Position 4254: 0.009253126109130712
Position 1738: 0.007833778773464393
Position 3485: 0.007662907358459672
Position 1735: 0.007192084150806393
Position 2702: 0.006930772210270091
Position 1678: 0.006930182511784016
Position 3514: 0.006828175589691395
Position 3501: 0.006575215116511033
Position 5565: 0.005959119599294194
Position 3297: 0.005886120028832685
Position 2748: 0.004813016428341552
Position 1409: 0.0046238443539117925
Position 1927: 0.004559381154592873
Position 219: 0.004502465437334223
Position 1692: 0.0037274949920164976
Position 4086: 0.0036911837718343462
Position 307: 0.003635574327518278
Position 5189: 0.003365433298131348
Position 3351: 0.0033308992550360344
Position 4182: 0.002859508003834769
Position 4459: 0.002856090871093103
Position 5013: 0.0025118266734222585
Position 4415: 0.0024619295723163565
Position 1297: 0.0024457445712185856
Position 1523: 0.0024324873360222717
Position 5141: 0.00221667123577915
Position 2643: 0.002150343792376525
Position 2137: 0.0018933894655227632
Position 5885: 0.001477888547366565
Position 3061: 0.0014256596576902169
Position 2002: 0.0014222792213506935
Position 4103: 0.0013904997038644677
Position 757: 0.0013442527361325713
Position 2608: 0.001340858318325186
Position 1542: 0.0013058881330347768
Position 3732: 0.0012878793289591718
Position 3391: 0.0012517593475858408
Position 452: 0.0011296335329180629
Position 5996: 0.0010786337115962657
Position 4425: 0.001062907134706345
Position 506: 0.0009237283534837705
Position 759: 0.0009104300180979586
Position 3422: 0.0008961910067905603
Position 3888: 0.0008852017953088641
Position 1062: 0.0008573546416386333
Position 3544: 0.0008311694632413165
Position 198: 0.0008011253657014742
Position 4403: 0.0007775043713834654
Position 1572: 0.0007735973493892849
Position 2173: 0.0007407655700985149
Position 4845: 0.0006462989524188036
Position 925: 0.0006092469383666115
Position 986: 0.0005915724052554616
Position 5379: 0.0005369005460744436
Position 557: 0.000494631745295337
Position 4487: 0.00046543000159725235
Position 111: 0.00043557387787562395
Position 5843: 0.000429679926941348
Position 3037: 0.00042485677008346985
Position 3127: 0.00040534547753573436
Position 3775: 0.0004011855988319269
Position 1480: 0.0004001687355581007
Position 5315: 0.00037623815275398
Position 3263: 0.0003399492836860081
Position 456: 0.000335442189196449
Position 1569: 0.0003180164431582277
Position 4396: 0.0002954734271592999
Position 144: 0.0002897820176791659
Position 3474: 0.0002856432930820568
Position 1129: 0.0002681486663577104
Position 1813: 0.00024385397783031505
Position 2833: 0.00023135575797373614
Position 3866: 0.00020904708311900343
Position 503: 0.00020728920529355235
Position 4550: 0.00019733772668883488
Position 2191: 0.00019590024857630225
Position 1368: 0.00017771896196567085
Position 534: 0.00017626333811002093
Position 4291: 0.00015961592921900016
Position 1026: 0.00015101581258142766
Position 2434: 0.00014325356579616118
Position 1874: 0.00014249718781784702
Position 351: 0.00012534746361394716
Position 3782: 0.00012114531060049272
Position 1594: 0.00011685052712281672
Position 2785: 0.00011331312980539341
Position 1772: 0.0001093820118958238
Position 3804: 0.00010897592454643772
Position 4883: 0.0001054629383043837
Position 3202: 0.00010484912669976515
Position 1464: 9.931284356654579e-05
Position 2869: 8.286603480759073e-05
Position 1442: 7.449179001016772e-05
Position 4359: 7.228966211507419e-05
Position 529: 7.082031873897861e-05
Position 4417: 6.999438640040864e-05
Position 2061: 6.936294754381708e-05
Position 3900: 6.411548491413065e-05
Position 4503: 5.288341654603732e-05
Position 3306: 5.2277267797814185e-05
Position 3968: 5.149444533876792e-05
Position 1719: 4.5971295959185176e-05
Position 2144: 4.584175533593771e-05
Position 4171: 4.038353992113255e-05
Position 1029: 3.7193125555496326e-05
Position 2827: 3.571375649247519e-05
Position 1775: 3.3746904277937224e-05
Position 3373: 3.292184267248099e-05
Position 159: 3.136075541864034e-05
Position 2177: 3.121090059361064e-05
Position 1252: 3.0905026303070734e-05
Position 398: 2.857373580194169e-05
Position 680: 2.8260318315090836e-05
Position 2316: 2.5404729205390687e-05
Position 4547: 2.4978110122897587e-05
Position 1878: 1.95939399195271e-05
Position 709: 1.7913295021420802e-05
Position 108: 1.3570627608856092e-05
Position 1108: 1.2049777319902184e-05
Position 2864: 1.047821199520424e-05
Position 2205: 1.0230458947704041e-05
Position 2342: 9.614992100425454e-06
Position 571: 5.636411804990303e-06
Position 366: 3.3598035570799147e-06
Position 593: 2.7092370279075683e-06
Position 1447: 2.6998573660778676e-06
Position 816: 2.674035714514315e-06
Position 1483: 1.9003400084016174e-06
Position 229: 1.2191117013667385e-06
Position 1416: 1.1880869231527776e-06
Position 1549: 1.167880175986813e-06
Position 125: 1.123766840409639e-06
Position 2751: 9.96466656772956e-07
Position 2359: 9.610151061165866e-07
Position 568: 9.281526321485921e-07
Position 163: 9.085491115681837e-07
Position 1783: 6.064031078138872e-07
Position 2393: 5.633627078235738e-07
Position 1258: 5.182824086900972e-07
Position 1325: 4.95298093697504e-07
Position 170: 4.1787478177711017e-07
Position 574: 3.412794007374129e-07
Position 1597: 3.36133689766341e-07
Position 4141: 3.1556384226320216e-07
Position 1256: 3.0424116070350316e-07
Position 1700: 2.517191203448683e-07
Position 385: 2.3404886753840262e-07
Position 409: 2.2943620481250777e-07
Position 1419: 1.6023991099451314e-07
Position 180: 1.4208641862633915e-07
Position 371: 1.3825380178896043e-07
Position 1080: 1.3395244642176074e-07
