Gene = Ankzf1
index = 125
Annotated 5SS: [ 518 2125 2784 3097 3553 3789 4222 4510 5965 6217 6485 6706]
Annotated 3SS: [2017 2680 2902 3439 3640 3992 4353 5483 6104 6316 6619 6903]
SMsplice 5SS: [ 262  463 2125 2784 3553 3789 6217 6485 6706]
SMsplice 3SS: [ 367 2017 2680 3439 3640 6104 6316 6619 6903]
top_k =  1000
Partition function (log Z): 10.962302121309504

Sorted 5' Splice Sites (High to Low Probability):
Position 6217: 0.9950596352108141
Position 6485: 0.9811752768013067
Position 3789: 0.9320575040447618
Position 2125: 0.8736698802794874
Position 262: 0.7729492230312066
Position 3553: 0.7549143932988809
Position 2784: 0.679094629708336
Position 463: 0.5464373002883945
Position 4222: 0.42183620671334693
Position 6706: 0.3374155542069642
Position 518: 0.32357578045698854
Position 5965: 0.3190167547946178
Position 4510: 0.25168248911949964
Position 6762: 0.20711492539820991
Position 3573: 0.19814492250810375
Position 5010: 0.11897275876442594
Position 2145: 0.08931392834869877
Position 1930: 0.0749773877347292
Position 5742: 0.049899350255411354
Position 170: 0.03077433310758704
Position 5024: 0.02875036856276897
Position 4611: 0.025980741627968325
Position 1078: 0.019685564977913156
Position 4455: 0.019114905190311494
Position 4932: 0.017262578517973807
Position 3727: 0.015971490091900957
Position 5946: 0.013981068344176938
Position 6732: 0.012776741128800048
Position 3031: 0.011466348813919046
Position 5994: 0.011445600133571723
Position 5573: 0.010801139150945686
Position 6457: 0.010526646521943565
Position 137: 0.008975354893031796
Position 2864: 0.007654670233272776
Position 4262: 0.006078073621422456
Position 2181: 0.005903755530839392
Position 4215: 0.005837555267186662
Position 5696: 0.005510268521476663
Position 3316: 0.005165572713113218
Position 4410: 0.005033883624682416
Position 3101: 0.004748431633262246
Position 3248: 0.004460078415120447
Position 156: 0.0043893088869408105
Position 5798: 0.0038172746575609183
Position 133: 0.003754289257796323
Position 2153: 0.0031871325022487613
Position 3537: 0.0031821548968876522
Position 3074: 0.0031287930494920575
Position 598: 0.003121731752546408
Position 5616: 0.003034306682510679
Position 1107: 0.00289508881007573
Position 3162: 0.002861487648476742
Position 3187: 0.002735355168164359
Position 4585: 0.002631800156949864
Position 2267: 0.002496670354720855
Position 5631: 0.002198056056938303
Position 2857: 0.0021696029094167204
Position 1899: 0.0019606915210704724
Position 4658: 0.0017018964171026944
Position 58: 0.001669271791488418
Position 716: 0.0014862587562233093
Position 143: 0.0014249935598081608
Position 118: 0.0013807076700197906
Position 1954: 0.0013627865064253402
Position 5285: 0.0012941890895123073
Position 230: 0.001213310851082581
Position 113: 0.0011179709520928944
Position 4082: 0.0011120256956653704
Position 1851: 0.0009919957298842323
Position 6471: 0.000979833496768564
Position 3812: 0.0009703687884286543
Position 1949: 0.0008837712145984423
Position 1096: 0.0008743438763215552
Position 503: 0.0008571828163832433
Position 1835: 0.0008503403507847156
Position 5021: 0.0008207952874747554
Position 2167: 0.0005756045699223292
Position 409: 0.0005697494014725099
Position 198: 0.0005651139624835012
Position 1673: 0.0005057779469762917
Position 146: 0.0004673367923778953
Position 1468: 0.0004330648448462634
Position 12: 0.0004304461423441595
Position 131: 0.00041264719197954905
Position 638: 0.00039196140450419736
Position 2509: 0.0003826686578493131
Position 1480: 0.0003745671538764312
Position 319: 0.00037382163774564214
Position 927: 0.00036854256748219673
Position 386: 0.00033614384192470515
Position 372: 0.00033412110204309565
Position 3057: 0.0003079656756522315
Position 526: 0.0003025813873074956
Position 3489: 0.00028238182309141805
Position 3313: 0.00028087456258087904
Position 6869: 0.0002774440268748711
Position 1693: 0.0002663640675301249
Position 1494: 0.0002657926417810861
Position 61: 0.0002653821421300474
Position 1231: 0.0002636015831933946
Position 3079: 0.00026041569481031123
Position 4053: 0.00025671127755465386
Position 634: 0.0002388342911178748
Position 4374: 0.00022923585736167953
Position 6692: 0.00022862483843023894
Position 1604: 0.00022660765115165433
Position 1793: 0.00021832058388079068
Position 2187: 0.00020890356319220704
Position 897: 0.00020854776856028508
Position 4025: 0.0002066449761802979
Position 4462: 0.00020159542282371495
Position 1000: 0.00020010223903611047
Position 6699: 0.0001907997016568289
Position 4217: 0.0001903073007267038
Position 70: 0.00018417127682817563
Position 3077: 0.000176356875457438
Position 3350: 0.00017566822687809414
Position 959: 0.00017456720142532267
Position 1187: 0.00016346712879274856
Position 562: 0.0001570497245506552
Position 7002: 0.00015159806569524687
Position 1072: 0.00015090716741608044
Position 6750: 0.00014619131684741796
Position 5404: 0.00014077918558390808
Position 512: 0.00013154124182984052
Position 252: 0.00012675929290132393
Position 1505: 0.00011794533308930727
Position 1065: 0.00011443440600418133
Position 6837: 0.00011379819948321576
Position 26: 0.00010257173581364786
Position 192: 0.00010139165236455432
Position 3353: 9.66120999615118e-05
Position 3506: 9.572826277865512e-05
Position 1879: 9.481043914973613e-05
Position 567: 8.50124073987096e-05
Position 6602: 7.870898603054379e-05
Position 286: 6.965873836026704e-05
Position 1778: 6.699667905376613e-05
Position 2869: 6.640017467876302e-05
Position 1920: 6.513935078586397e-05
Position 68: 6.278744175219595e-05
Position 4188: 6.130032111442249e-05
Position 1937: 5.846509723427164e-05
Position 2044: 5.817173013950906e-05
Position 3979: 5.783256100588911e-05
Position 3996: 5.772128147909902e-05
Position 151: 5.708166224515228e-05
Position 3146: 5.635535743207512e-05
Position 6798: 5.42922599114396e-05
Position 572: 5.127788991368036e-05
Position 3503: 5.047474103367948e-05
Position 1161: 4.996231650738798e-05
Position 1520: 4.4774033375840505e-05
Position 779: 4.3425812139942345e-05
Position 32: 4.039232495500639e-05
Position 417: 3.836712208227218e-05
Position 34: 3.554568357853482e-05
Position 3266: 3.463496153895044e-05
Position 4350: 3.420257671841772e-05
Position 48: 3.1704604618807935e-05
Position 675: 2.848071937130721e-05
Position 2345: 2.8107774855223174e-05
Position 4273: 2.7704346167249428e-05
Position 537: 2.7356669173136025e-05
Position 6860: 2.1348853185324564e-05
Position 1457: 1.8099156009938845e-05
Position 6788: 1.5654978953860663e-05
Position 4260: 1.5080543941899404e-05
Position 1277: 1.3352828916958643e-05
Position 6981: 1.2644101419613592e-05
Position 329: 1.1495004975644912e-05
Position 4285: 1.133727958168213e-05
Position 6497: 1.0080758961721268e-05
Position 1182: 9.990162057360262e-06
Position 917: 9.684331919171052e-06
Position 29: 9.467763900239827e-06
Position 806: 1.672351005684338e-06
Position 796: 1.281409734222321e-06
Position 2840: 7.800671797753528e-07
Position 339: 7.057136193044804e-07
Position 342: 5.283922631269619e-07
Position 355: 4.4340255040136915e-07
Position 2793: 3.0177394498172256e-07
Position 6317: 2.840792235629452e-07
Position 420: 4.829425512010748e-08
Position 4058: 4.7246877668021524e-08
Position 3681: 4.67827673555829e-08
Position 6267: 3.8534916946560755e-08
Position 6655: 2.5400806764724467e-08
Position 554: 6.655311482202862e-09
Position 6744: 3.6552687012373327e-09
Position 6677: 3.455599745601393e-09
Position 6775: 2.9796731280160664e-09
Position 6724: 1.8631690600659555e-09
Position 6551: 1.9627900062867902e-10
Position 678: 1.897069462539554e-12
Position 704: 4.1544834957418017e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2017: 0.9397224804300021
Position 6316: 0.9200582018259376
Position 6104: 0.9165681221367489
Position 3640: 0.9097064845419083
Position 3439: 0.6977972426631642
Position 6619: 0.6912670500413464
Position 367: 0.6858537022992983
Position 2680: 0.5867675282049106
Position 6903: 0.5825081664077975
Position 4353: 0.30417599422891317
Position 5897: 0.27837317023866753
Position 4162: 0.25643405588979085
Position 7037: 0.192083614485493
Position 3408: 0.18145024561354312
Position 4909: 0.15983346683091368
Position 5483: 0.0719807101619406
Position 6287: 0.06415811680447474
Position 3920: 0.06273076402248837
Position 1824: 0.060249135992017866
Position 6136: 0.04907182432121137
Position 2759: 0.04618933450057385
Position 3449: 0.04600201682977581
Position 4098: 0.03734696091637513
Position 3992: 0.03389714874864305
Position 7104: 0.03374100411257272
Position 2628: 0.030079147812550684
Position 3481: 0.029484287123508528
Position 5595: 0.027474949471579
Position 4104: 0.022478228779104065
Position 3643: 0.02247514867927497
Position 6835: 0.02068199685852975
Position 1929: 0.020247570283284576
Position 2902: 0.01934285201664744
Position 896: 0.017133300749847882
Position 242: 0.01663871676338314
Position 2609: 0.014066477239117697
Position 5656: 0.01255077112102692
Position 6935: 0.012306340171350042
Position 2071: 0.011779794118612519
Position 5598: 0.011476853516939493
Position 6355: 0.01011262907881586
Position 6139: 0.01003620310926591
Position 5455: 0.009889181633564753
Position 5993: 0.009655780077124504
Position 3952: 0.00915299984315102
Position 5900: 0.009092849294020305
Position 3145: 0.00905590753208099
Position 6113: 0.008646971192996645
Position 1758: 0.008566827038570467
Position 2682: 0.0069061011836820995
Position 6793: 0.004690606230320384
Position 4214: 0.004619570202614689
Position 3955: 0.004206905910511847
Position 1875: 0.004186868392737387
Position 3645: 0.003456356117473356
Position 4931: 0.003424957213302552
Position 2915: 0.0033597352278991795
Position 6750: 0.003091259607298545
Position 2020: 0.002628540518797675
Position 3617: 0.0025907753279931427
Position 1600: 0.002379323687296785
Position 1009: 0.0023736360105308598
Position 221: 0.002351051210266678
Position 3454: 0.0023320201582424562
Position 3458: 0.0022855909829005826
Position 861: 0.002221106004775982
Position 6655: 0.002114287708473689
Position 3692: 0.001997435798908838
Position 3648: 0.0018423146824539116
Position 6323: 0.0018261410623739154
Position 6992: 0.0017888443233411984
Position 778: 0.0017692298365864407
Position 1772: 0.00176110442193133
Position 4120: 0.0017453083868770793
Position 4827: 0.0016527644762609692
Position 6852: 0.0016077334881028718
Position 6621: 0.0014845131933055918
Position 517: 0.0014514789506698562
Position 2923: 0.0013982646183399877
Position 1603: 0.0013723973098260889
Position 2734: 0.0013138208979174655
Position 5166: 0.0012592464225928944
Position 7119: 0.0012518888474778499
Position 3958: 0.0012228066674077858
Position 2684: 0.0012176456319141831
Position 1353: 0.001201369848443564
Position 3939: 0.0011504828747176394
Position 4031: 0.0011356537065939825
Position 3716: 0.0011339807531165558
Position 379: 0.00113272068251051
Position 2883: 0.001107989111915587
Position 3085: 0.0010969025518525596
Position 6338: 0.0009777501854397713
Position 614: 0.0009749054014733535
Position 2740: 0.0009340860991654251
Position 1845: 0.0009074357232582704
Position 4679: 0.0008589778860120876
Position 436: 0.0008513243227005563
Position 4281: 0.0008336797930703527
Position 3191: 0.0007752348673301816
Position 1957: 0.000699200963381581
Position 6692: 0.0006239034630393625
Position 6542: 0.0006235076968957307
Position 2575: 0.0006177513578758546
Position 6796: 0.0006046007615989379
Position 835: 0.0005763836067396954
Position 1727: 0.0005699284218574403
Position 6376: 0.0005652569388772563
Position 1577: 0.0004942677781948376
Position 2566: 0.0004802675236518188
Position 3551: 0.00046734800732148676
Position 3051: 0.000413597993374498
Position 3609: 0.00040990208023257587
Position 6379: 0.0003520120334882013
Position 3839: 0.00034795526548908314
Position 7063: 0.00034742723132569014
Position 319: 0.0003262316956563903
Position 1665: 0.0002921105844603168
Position 6406: 0.0002904930387439046
Position 2209: 0.00028968849802327954
Position 4038: 0.00028382157990201916
Position 560: 0.00027245255274559757
Position 3730: 0.00027111948649186844
Position 6635: 0.0002484737847944389
Position 2634: 0.00024682172625788634
Position 7076: 0.00023252580774477127
Position 2695: 0.0002289805827883987
Position 1898: 0.0002262094303517625
Position 6548: 0.00022044413578874638
Position 7065: 0.00021938977417431364
Position 6623: 0.0002189338683789008
Position 3707: 0.00021674122379698548
Position 3230: 0.00020613820073714037
Position 3210: 0.00019305511293630083
Position 6563: 0.00018640852145301016
Position 1016: 0.00016946625469125746
Position 1397: 0.00016260663279376304
Position 2089: 0.00015913299802458144
Position 3624: 0.00015896476962063525
Position 668: 0.0001531964273349675
Position 5270: 0.00015261105360132418
Position 3488: 0.00014061052772692054
Position 6346: 0.00013782333396390086
Position 6363: 0.0001373444493159721
Position 2109: 0.0001247838879726595
Position 337: 0.0001245710469162589
Position 6915: 0.00012330563587273024
Position 322: 0.00011582497024675565
Position 1689: 0.00011574854563352364
Position 2381: 0.00011033983850735654
Position 1349: 0.00010319138284413574
Position 4053: 0.00010177752307959613
Position 3306: 0.00010039489919584041
Position 2022: 9.688510499939728e-05
Position 6471: 9.649417576945436e-05
Position 2447: 9.584087106383023e-05
Position 2770: 8.447065877757528e-05
Position 1175: 8.21828701713579e-05
Position 2929: 8.032209192278708e-05
Position 2223: 7.95168754336779e-05
Position 339: 7.637889938652938e-05
Position 1625: 7.62590195151051e-05
Position 4184: 7.043027489590029e-05
Position 1720: 6.682302113231963e-05
Position 391: 6.654492974826281e-05
Position 1635: 6.588184464321834e-05
Position 2395: 6.529187349059445e-05
Position 2100: 6.195104109774218e-05
Position 7214: 5.936861023670335e-05
Position 386: 5.5953765083192144e-05
Position 4359: 5.183459460357174e-05
Position 3750: 4.943237674429567e-05
