Gene = Sgcb
index = 972
Annotated 5SS: [ 116 3519 7108 8002 8408]
Annotated 3SS: [ 3308  6921  7809  8275 12091]
SMsplice 5SS: [ 116 3519 7108 7910 8408]
SMsplice 3SS: [ 3308  6921  7821  8275 12091]
top_k =  1000
Partition function (log Z): -1.8242320810452584

Sorted 5' Splice Sites (High to Low Probability):
Position 8408: 0.9951983353654998
Position 116: 0.8756883558239312
Position 7108: 0.8721622711982033
Position 3519: 0.6336760500586508
Position 11121: 0.48965732478509105
Position 12185: 0.42882622469492493
Position 2937: 0.31323392795638744
Position 3552: 0.29286229281684495
Position 9380: 0.16091536671168258
Position 8002: 0.11451116718446698
Position 8834: 0.09881425209717813
Position 13125: 0.08491913386463189
Position 7958: 0.06533089934568215
Position 120: 0.05697353393971008
Position 9560: 0.05570781379070729
Position 8792: 0.04930094169812439
Position 498: 0.04057853967081144
Position 3523: 0.036672505323668114
Position 6211: 0.03447201091604279
Position 1599: 0.0318155369654071
Position 423: 0.029745889648438717
Position 7963: 0.028760739378324168
Position 6218: 0.02817738861721076
Position 12177: 0.02654301296430497
Position 7978: 0.025249161175807448
Position 8007: 0.022588662417287093
Position 7057: 0.022353598033236978
Position 14343: 0.021381357887907633
Position 6225: 0.021313391510580943
Position 7944: 0.019708062000689384
Position 9194: 0.019228838008748937
Position 14534: 0.018224930219270016
Position 1604: 0.014647729633408818
Position 6528: 0.01428771695426044
Position 2349: 0.01400488682045014
Position 10660: 0.013879101651820928
Position 9319: 0.01383174467438973
Position 8887: 0.012680221603797098
Position 5019: 0.012460019403850511
Position 12125: 0.01085846072689057
Position 1541: 0.010302922722716275
Position 12263: 0.009836748409257252
Position 12243: 0.00949010423676511
Position 9422: 0.00939105816942751
Position 12119: 0.009338893349915257
Position 13058: 0.008832710183455147
Position 13235: 0.00868859909710317
Position 2047: 0.008667436437414446
Position 12844: 0.008617248081766171
Position 14926: 0.008581975725439193
Position 466: 0.008019525814653792
Position 7411: 0.00789649767416884
Position 1285: 0.007718358715858802
Position 11876: 0.007693071799422977
Position 7917: 0.007246322332289604
Position 3990: 0.006574911109910277
Position 7660: 0.006557575759933763
Position 12236: 0.006350582481431741
Position 12485: 0.006027567666003769
Position 4240: 0.005964585910368266
Position 12299: 0.005249128204372944
Position 9394: 0.00498030724715984
Position 8930: 0.0043792456925841996
Position 7681: 0.004052184402530397
Position 2281: 0.003912098771014286
Position 3798: 0.0038722496583389336
Position 6230: 0.003840823266348134
