Gene = Mettl9
index = 674
Annotated 5SS: [  531 13584 17852 22955]
Annotated 3SS: [13392 17641 22769 41684]
SMsplice 5SS: [  461 10832 13584 13796 17852 22955 37595]
SMsplice 3SS: [10721 13392 13653 17641 22769 37499 41880]
top_k =  1000
Partition function (log Z): -14.773733187885309

Sorted 5' Splice Sites (High to Low Probability):
Position 17852: 0.994352342290954
Position 22955: 0.9689668789250828
Position 13584: 0.8971648141863988
Position 13796: 0.7231970575173737
Position 10832: 0.6685733623053026
Position 18145: 0.39757856912213463
Position 461: 0.3602677598106889
Position 15658: 0.36024198318778666
Position 24936: 0.24298213064473792
Position 13892: 0.24006750688342599
Position 25856: 0.2351282142098367
Position 8914: 0.20946298981261696
Position 149: 0.20290507762111903
Position 531: 0.1913147495934725
Position 11885: 0.15699067733013858
Position 80: 0.11929124338327234
Position 18128: 0.11744326118029283
Position 23377: 0.1134719501418617
Position 25687: 0.10644293878100677
Position 829: 0.10427208757478675
Position 29033: 0.09375712572927208
Position 26106: 0.08657977167025058
Position 17427: 0.08317586255981196
Position 22696: 0.08125529044493758
Position 19183: 0.07713659740241893
Position 20375: 0.05970083494156498
Position 25635: 0.05641540314716746
Position 19743: 0.0514188988702705
Position 19880: 0.04421130272757173
Position 19203: 0.0391768352439469
Position 7062: 0.03522614522414248
Position 11095: 0.034970808069910056
Position 20194: 0.03475141197714737
Position 5567: 0.03187599160938223
Position 20506: 0.026982491330693054
Position 19470: 0.023356956772712285
Position 25058: 0.020775407107027397
Position 336: 0.017870226133028674
Position 1964: 0.016873601006515474
Position 24790: 0.01615371219159904
Position 14307: 0.016122719073845375
Position 12687: 0.01525454191695109
Position 8277: 0.014767520122316495
Position 16608: 0.013524853382452863
Position 25658: 0.011330585893173371
Position 23647: 0.011157582145041981
Position 3918: 0.01073999256051778
Position 21673: 0.0106372519246342
Position 16300: 0.01048550044738687
Position 16638: 0.010232042604275318
Position 5645: 0.010027930161284664
Position 1357: 0.010027659111671321
Position 25206: 0.008844199527723176
Position 15085: 0.008707218342610143
Position 20796: 0.008544307730581535
Position 3363: 0.007100814567110502
Position 6250: 0.00694428583703728
Position 20815: 0.006121348278908329
Position 21448: 0.006119182984908364
Position 14885: 0.005053284981278274
Position 20699: 0.004838389004719277
Position 28056: 0.0044716506848666085
Position 17456: 0.004445551520960121
Position 25692: 0.004046441508295613
Position 14026: 0.003731759478910444
Position 15827: 0.0035959390417863576
Position 18155: 0.003229715973523604
Position 21242: 0.0027603538535173264
Position 24925: 0.002480696565543387
Position 24548: 0.002430547763470019
Position 16867: 0.0020902578794216153
Position 26175: 0.0019571314389142044
Position 14056: 0.0016765192917302248
Position 25211: 0.0016404098540542425
Position 18747: 0.0016335964188568936
Position 20827: 0.001608516394483562
Position 25998: 0.0015704924873485345
Position 24554: 0.0011941286860552654
Position 18966: 0.001193500351450244
Position 24677: 0.0010747563517205547
Position 25968: 0.0008966046791811558
Position 1049: 0.0005502063672099395
Position 13859: 0.000515034192081936
Position 24502: 0.0004202904547042333
Position 19506: 0.00035145754976151063
Position 18215: 0.0003322591873607689
Position 18983: 0.00030821829219831624
Position 404: 0.00027785867082665765
Position 1471: 0.0002628382637972858
Position 18357: 0.00024284868995000825
Position 1232: 0.0002204146956430714
Position 18898: 9.180358626233303e-05
Position 17743: 7.870534685643543e-05
Position 24432: 5.2231072113647934e-05
Position 76: 4.713463237113343e-05
Position 465: 4.148979360323567e-05
Position 800: 2.7778138120773388e-05
Position 283: 2.6801124320550195e-05
Position 39: 2.3672021376574525e-05
Position 120: 2.0926690263957415e-05
Position 84: 1.5769557845556082e-05
Position 111: 1.4851313100796333e-05
Position 93: 1.2543853991882198e-05
Position 1340: 9.51376446311045e-06
Position 1446: 9.439737813557238e-06
Position 1254: 7.759179689668055e-06
Position 13760: 5.62089484680344e-06
Position 794: 3.810584176290033e-06
Position 1136: 3.4332988452080933e-06
Position 1178: 3.0844497570179804e-06
Position 930: 2.5656714711158443e-06
Position 1316: 2.428671972099922e-06
Position 969: 2.2465602072736225e-06
Position 613: 2.1409066722801872e-06
Position 1204: 1.8777646188596514e-06
Position 1820: 1.872396527645018e-06
Position 4: 1.6625898523093523e-06
Position 114: 1.3431927193887471e-06
Position 428: 1.070019167038252e-06
Position 374: 8.314640059288905e-07
Position 410: 4.843756397746165e-07
Position 408: 2.1731107144565794e-07
Position 389: 2.0401604524640027e-07
Position 695: 1.6282415821010877e-07
Position 562: 1.2245080264826392e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 22769: 0.9547997640121081
Position 13653: 0.9074097755879671
Position 13392: 0.8774566670804403
Position 17641: 0.8586289000210807
Position 25569: 0.6951375350781963
Position 10721: 0.6685733623053021
Position 17995: 0.3334758046255238
Position 15522: 0.2545679621036634
Position 24635: 0.20381508505118875
Position 30178: 0.2037711598746833
Position 11775: 0.14635665362372227
Position 8831: 0.13193224708093393
Position 28832: 0.12658826198157458
Position 19051: 0.10672914895479886
Position 24714: 0.09477467437256341
Position 17742: 0.0923269589535879
Position 17933: 0.09160356866226907
Position 15561: 0.08984086395913826
Position 31474: 0.0872716439369118
Position 17334: 0.08586933614979467
Position 19680: 0.08335911250091195
Position 26029: 0.08320487164363749
Position 25766: 0.0680649871104712
Position 22588: 0.06506415378187379
Position 26046: 0.061501001574521715
Position 8834: 0.05504642549030006
Position 23122: 0.054663846810085
Position 26089: 0.05334083795179328
Position 23212: 0.05045719493187318
Position 17944: 0.04665673027878132
Position 17679: 0.044063173000410294
Position 13690: 0.04123335572336405
Position 10899: 0.034970808069910035
Position 25016: 0.03455342867055324
Position 5400: 0.03414493725287847
Position 27817: 0.026413853894670068
Position 20212: 0.025903259773899748
Position 6984: 0.024990785547644917
Position 20259: 0.02463017157050281
Position 24846: 0.023833342009220587
Position 20110: 0.023702724155096923
Position 8792: 0.022484317241382952
Position 20081: 0.0215093086545473
Position 18029: 0.02078792295611218
Position 13349: 0.019719005304765634
Position 18080: 0.019576468732833658
Position 22794: 0.016710170639723576
Position 22557: 0.016224556916557185
Position 16329: 0.015791722152009007
Position 12589: 0.01525454191695109
Position 20693: 0.015208998894257206
Position 25524: 0.01516520780457228
Position 19354: 0.014706862273118182
Position 27975: 0.014043632117421817
Position 13950: 0.013761051664774994
Position 23431: 0.012485030289718289
Position 19122: 0.012454281570283285
Position 20399: 0.012200664495560948
Position 13795: 0.011753513758523508
Position 19742: 0.011741307642511453
Position 8235: 0.010919823988470122
Position 11792: 0.010634023706416123
Position 15543: 0.010280082376694694
Position 24405: 0.01015182355552682
Position 24675: 0.009266778133831272
Position 30754: 0.009152752364760219
Position 21547: 0.008896819006131701
Position 16248: 0.008228262213485578
Position 1778: 0.008022037951525406
Position 20457: 0.00796990598016907
Position 14944: 0.007017875182554285
Position 6810: 0.007017858934233297
Position 5538: 0.006851806156875013
Position 27195: 0.0068290551446700005
Position 26456: 0.006707005255377342
Position 23330: 0.006498254088675232
Position 16545: 0.006475900380633926
Position 21262: 0.006119182984908361
Position 24881: 0.005972143263589068
Position 20549: 0.005903562514435492
Position 23216: 0.0057450995324926845
Position 14104: 0.0056478526009554175
Position 15485: 0.005545833974852892
Position 24842: 0.0047743519366254235
Position 19081: 0.004531029478607638
Position 20253: 0.00443331423499492
Position 1841: 0.0038618514177283054
Position 8107: 0.0038476961338463913
Position 748: 0.003834171363046128
Position 16189: 0.003746511687986539
Position 15694: 0.003595939041786352
Position 24357: 0.0034728785547316282
Position 24752: 0.0034083483370299945
Position 6730: 0.003217500742264263
Position 781: 0.0030834990265880317
Position 6067: 0.002923730846916635
Position 26541: 0.002898102691195047
Position 1798: 0.002823330597925015
Position 21144: 0.0027603538535173324
Position 2991: 0.002674228054259857
Position 23131: 0.0026577424690536295
Position 14687: 0.002529415614654694
Position 23857: 0.0024697196082696642
Position 25101: 0.0024660331807285275
Position 30224: 0.0022735294512483194
Position 26612: 0.002260990507518055
Position 6162: 0.0022534734746619003
Position 25831: 0.002236729258473552
Position 27271: 0.0022149509791682407
Position 30412: 0.00221102733785548
Position 30259: 0.002161883969215126
Position 3707: 0.002161056852273671
Position 18096: 0.0021271258502977633
Position 16690: 0.0020902578794216105
Position 19385: 0.002029063550861491
Position 25282: 0.002013609984053586
Position 17964: 0.0018785692572221306
Position 13862: 0.0018255132765919741
Position 21580: 0.0017551282831872463
Position 17245: 0.0017520779309774229
Position 3062: 0.001716467738278684
Position 26253: 0.0017088380299778072
Position 14877: 0.0016893431600558718
Position 23553: 0.0016040862157861786
Position 18046: 0.0015680890488138503
Position 14618: 0.0015621120882909213
Position 3775: 0.0015613948675440924
Position 13708: 0.0015523800985402703
Position 3827: 0.001387242793216851
Position 23734: 0.0013620927153335342
Position 3667: 0.0013483431364706693
Position 3850: 0.001320157379790355
Position 6175: 0.0012710149002957952
Position 3273: 0.001267795751875501
Position 3733: 0.0012674019942423022
Position 29323: 0.0012334668375801828
Position 18769: 0.0012141357813605419
Position 23615: 0.0011972987160540575
Position 23950: 0.0011446706337336677
Position 14108: 0.0011021767444558022
Position 13954: 0.001023024872931567
Position 3841: 0.0009671795528924109
Position 19599: 0.0009219535987325224
Position 23526: 0.0009186150854533616
Position 5438: 0.0009071783609132511
Position 18532: 0.0009012876888410987
Position 23180: 0.000890337869166005
Position 1838: 0.0008782935358309706
Position 23264: 0.0008514251841187844
Position 3174: 0.0007824545985341861
Position 22948: 0.0007632137002242999
Position 20096: 0.0007206391461192663
Position 23853: 0.000621297692156207
Position 23165: 0.0006202226960822294
Position 18498: 0.0006050253122645983
Position 811: 0.0005880075964823626
Position 1873: 0.0005765620222685447
Position 23459: 0.0005258824713399361
Position 6198: 0.0004960666151629503
Position 14765: 0.00048485724873759513
Position 14811: 0.00047690002959506136
Position 3187: 0.00045117957937671567
Position 1902: 0.00039366010220860334
Position 3525: 0.00038622453917549685
Position 24631: 0.0003643846778022099
Position 19953: 0.0003623572302529038
Position 18870: 0.00036198167860212836
Position 3713: 0.0003409914449119331
Position 25144: 0.0002777541759669264
Position 26374: 0.00022442177734843729
Position 3213: 0.0002086888447855475
Position 18093: 0.0001963039731949347
Position 18113: 0.0001795120553424217
Position 23401: 0.00017013204792636291
Position 23897: 0.00015947572887043323
Position 18586: 0.0001312225411908015
Position 1847: 0.00012551621629649338
Position 1899: 0.00011240599659180763
Position 18271: 0.00011199050568365783
Position 18249: 0.00010294609815863848
Position 18313: 9.318874427229407e-05
Position 1806: 7.640605356790487e-05
Position 18831: 5.9998902896123986e-05
Position 18353: 5.2120508769604275e-05
Position 719: 4.521870664350695e-05
