Gene = Mmab
index = 683
Annotated 5SS: [ 185 1300 5540 6243 7011 7351 7582 8783]
Annotated 3SS: [ 1237  5445  6184  6937  7252  7516  8722 10701]
SMsplice 5SS: [ 185 1300 5540 6243 7355 7582]
SMsplice 3SS: [ 1237  5445  6184  7252  7516 10701]
top_k =  1000
Partition function (log Z): 2.723538941572019

Sorted 5' Splice Sites (High to Low Probability):
Position 185: 0.9748801643151296
Position 1300: 0.9434090693151495
Position 5540: 0.9226943154595105
Position 6243: 0.8334825266377213
Position 7582: 0.7024759877062303
Position 7355: 0.4857140745310046
Position 10978: 0.47795022506850315
Position 8783: 0.30391410836029564
Position 7351: 0.2980285200083491
Position 7642: 0.22317237273754112
Position 8805: 0.19022083719945987
Position 10817: 0.17596779522226225
Position 5682: 0.13687980556699852
Position 1062: 0.10505340146949249
Position 6114: 0.07309913898125198
Position 11037: 0.06370267884591889
Position 5562: 0.060397409008953414
Position 9669: 0.04962833610359289
Position 12165: 0.04597987376814583
Position 5712: 0.04181086435609408
Position 6046: 0.02728324381418537
Position 6812: 0.02717019190445959
Position 4163: 0.02511049690658554
Position 42: 0.024160538566596813
Position 4088: 0.022804806196368717
Position 3161: 0.022773846744562908
Position 4589: 0.022710081500041893
Position 11605: 0.02245926149580517
Position 7051: 0.020592340652987717
Position 3143: 0.0204920184629875
Position 5268: 0.01887054399527694
Position 7011: 0.018222276707861158
Position 5646: 0.017528100043386393
Position 3205: 0.017408083124833447
Position 4685: 0.016409693673213505
Position 9559: 0.015614552080306184
Position 6596: 0.015028294925034009
Position 4770: 0.01340072945691488
Position 9641: 0.0130477899576512
Position 4577: 0.009692454655942283
Position 5245: 0.008946484314453869
Position 5666: 0.008679234995120081
Position 1365: 0.008419419411537586
Position 7034: 0.008414111549501984
Position 4024: 0.007526484004907745
Position 4106: 0.00741306453068566
Position 9957: 0.007313391407803746
Position 7106: 0.006412020561895595
Position 347: 0.006162803997344247
Position 8218: 0.00589535183176577
Position 5716: 0.005821766377364821
Position 10806: 0.00559246543199012
Position 12482: 0.005344608184653314
Position 12064: 0.005255497147085959
Position 9030: 0.004773137960710231
Position 9530: 0.00452765482768266
Position 5241: 0.004502756032627219
Position 993: 0.004493800932054292
Position 6342: 0.004358227545813715
Position 7617: 0.0043106398905181096
Position 9053: 0.004128129237520933
Position 4665: 0.0037404096048539335
Position 7308: 0.0036143087622498293
Position 3684: 0.003515173158326637
Position 9413: 0.00343981202762012
Position 7363: 0.0028294707956960955
Position 789: 0.0028036151962715938
Position 8355: 0.002610714979383089
Position 7385: 0.002593451535343377
Position 8198: 0.002453881286418272
Position 9839: 0.0024254678021289862
Position 10855: 0.0023595397032561624
Position 7375: 0.002084526535723656
Position 12469: 0.0020581960157008993
Position 777: 0.0020075996620266758
Position 8953: 0.0019872931387294873
Position 8322: 0.0019440030948977463
Position 438: 0.0018817094305251247
Position 8369: 0.0018654828889928122
Position 4705: 0.0018474724079432282
Position 1505: 0.001825474547083279
Position 8593: 0.0018174259531505465
Position 5679: 0.001803267350283378
Position 5626: 0.001789883564894573
Position 5981: 0.001695111367613856
Position 1577: 0.0016298368174227544
Position 5728: 0.001573278714849056
Position 6610: 0.0014247943846671
Position 5952: 0.0013798312985166016
Position 12090: 0.0013608353119463382
Position 1621: 0.0013535197771641033
Position 1327: 0.0013448892317918612
Position 9077: 0.0013371349981067108
Position 7469: 0.001280616600471162
Position 5334: 0.0012361707840778738
Position 8522: 0.001210624596952355
Position 9850: 0.0011474298683140747
Position 2254: 0.0010967728101815026
Position 9797: 0.0010193932572528225
Position 1037: 0.0010101404277633192
Position 9546: 0.0009758320626826215
Position 238: 0.0009672189676815037
Position 5686: 0.0009665928742693517
Position 896: 0.0008871384436572605
Position 10127: 0.0008569900475103346
Position 9407: 0.0008246082721262018
Position 6023: 0.0007780610580012809
Position 4635: 0.0007680147120470519
Position 4147: 0.0007244655666282969
Position 9211: 0.0007038172668491405
Position 8589: 0.0006609356231653473
Position 4053: 0.0005953159017734576
Position 9866: 0.0005785060172837169
Position 7675: 0.0005671673291631241
Position 8839: 0.0005540480284946075
Position 242: 0.0005537731445713379
Position 63: 0.0005165394126646219
Position 6280: 0.0005002402660040046
Position 1312: 0.0004594069284872052
Position 6959: 0.00044703376263111294
Position 10849: 0.0004349696576925836
Position 1157: 0.0004255947799303694
Position 229: 0.0004213124328407956
Position 6739: 0.00041167031204725625
Position 10932: 0.0004043197616197428
Position 12761: 0.0003739549696637834
Position 7655: 0.0003725718029244631
Position 6050: 0.00037031651528515074
Position 3825: 0.00036493994742058073
Position 5876: 0.00036098872494664576
Position 9329: 0.0003488269405527021
Position 325: 0.0003446518426828963
Position 7646: 0.00033985454428100314
Position 6718: 0.0002884008651569995
Position 1652: 0.0002856503039564081
Position 5922: 0.00028229871184088474
Position 4411: 0.0002750938618230128
Position 5694: 0.0002722989191190271
Position 5701: 0.0002652676009200867
Position 7994: 0.0002631300057890255
Position 1432: 0.0002624021853639286
Position 4258: 0.0002623051232600498
Position 501: 0.0002428269730190812
Position 6286: 0.00022744842407328365
Position 6845: 0.0002189898205596109
Position 299: 0.00021616731836832768
Position 530: 0.00020860558251315685
Position 4540: 0.0002067653326108065
Position 6627: 0.00020598734821282124
Position 8211: 0.00019785600571721573
Position 5566: 0.00019427092392173623
Position 205: 0.00018375247565925704
Position 4253: 0.00018367772699226804
Position 6247: 0.00018041140092309247
Position 4221: 0.00017674072632202354
Position 1824: 0.00017381949374458842
