Gene = Mosmo
index = 688
Annotated 5SS: [  240 48702]
Annotated 3SS: [48488 52845]
SMsplice 5SS: [  240  9833 10066 18846 48702]
SMsplice 3SS: [ 9704  9915 18642 48488 52845]
top_k =  1000
Partition function (log Z): -30.330198401323557

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.9872973898641011
Position 9833: 0.7174308001935645
Position 10066: 0.43632258772503324
Position 10214: 0.3371389346967941
Position 4908: 0.2599105180047872
Position 2855: 0.21743402396985007
Position 17071: 0.17427485520130045
Position 11728: 0.13392439149550464
Position 5250: 0.1293823969866434
Position 18846: 0.12052821197378057
Position 13288: 0.09075017764496475
Position 10009: 0.08590754066950894
Position 821: 0.07421241432061441
Position 4399: 0.07154229418493445
Position 16740: 0.06503140354948349
Position 14620: 0.05847491239503262
Position 10020: 0.03497723510675688
Position 9126: 0.017629747747411953
Position 10622: 0.017028042473001458
Position 12784: 0.016648141250990258
Position 13072: 0.01531208462276043
Position 82: 0.014936079146069748
Position 16712: 0.014563040989591844
Position 10695: 0.011659939776158737
Position 304: 0.009972198748302205
Position 11563: 0.009855933297958067
Position 4923: 0.00969536131402145
Position 1559: 0.008309897521518771
Position 2881: 0.008126738631665858
Position 2020: 0.007288351116924391
Position 869: 0.007127579850964382
Position 9859: 0.006937085481050049
Position 10230: 0.006513021008254868
Position 11732: 0.005730986019793257
Position 6701: 0.005026395335500545
Position 9840: 0.004528364699911705
Position 12395: 0.004227027937348372
Position 2550: 0.003850384579856612
Position 5103: 0.003215892020845397
Position 13235: 0.0031650706497081092
Position 8367: 0.0031296883241347384
Position 13344: 0.0027605613102402297
Position 4412: 0.0025548469993343518
Position 10236: 0.002541361593379732
Position 4108: 0.0021724912481241717
Position 105: 0.0014862548581999104
Position 10130: 0.0013342381390579955
Position 281: 0.0012354943023579316
Position 1923: 0.0011966438332788357
Position 1956: 0.001138572851015466
Position 9173: 0.0011052297500618567
Position 662: 0.0010554168610441834
Position 1149: 0.0009111738515091533
Position 2791: 0.0006737583882204056
Position 10089: 0.0006216354198912079
Position 4746: 0.0005091283953605988
Position 5928: 0.000457035350167755
Position 3971: 0.00045156623577051263
Position 1655: 0.00044249952070864044
Position 2770: 0.00039073758080454383
Position 10121: 0.0003558406370082465
Position 249: 0.00028661797309370953
Position 5147: 0.00025119871602742583
Position 1258: 0.00022875575202990648
Position 2525: 0.00018006195606838234
Position 112: 0.00014529003118186122
Position 1960: 0.00012657405471917777
Position 10115: 0.00012287111535843698
Position 2109: 0.00011691164656690464
Position 10487: 0.00010093254082497412
Position 9999: 9.106867442748898e-05
Position 5089: 9.052409506996747e-05
Position 1319: 8.235452491505067e-05
Position 10007: 7.722984642377252e-05
Position 10040: 7.35842523883369e-05
Position 2164: 7.163116457270531e-05
Position 963: 6.189880897577067e-05
Position 3121: 4.672678040685744e-05
Position 874: 4.085780291145738e-05
Position 1978: 3.8186316374419396e-05
Position 316: 3.537586938633135e-05
Position 272: 3.41092996641256e-05
Position 2515: 2.8950592025584215e-05
Position 266: 2.831658162683388e-05
Position 1927: 2.625167509307898e-05
Position 1378: 2.5569509672554614e-05
Position 653: 2.384626997302159e-05
Position 790: 2.3086697858291322e-05
Position 1382: 1.7726536269502088e-05
Position 596: 1.7347857593001704e-05
Position 2064: 1.6943803202959872e-05
Position 508: 1.347887793751738e-05
Position 598: 1.2592112987378138e-05
Position 838: 1.0000947794852302e-05
Position 2131: 9.090794800255913e-06
Position 297: 4.863939578387997e-06
Position 604: 3.0894494417910954e-06
Position 600: 3.056705884690391e-06
Position 602: 3.026788281820453e-06
Position 606: 2.764629184776457e-06
Position 232: 2.751500515247036e-06
Position 608: 2.12974717151201e-06
Position 590: 1.261004254355489e-06
Position 3794: 1.237576433622041e-06
Position 370: 8.187857536239152e-07
Position 573: 8.017464102127784e-07
Position 377: 7.492872020147998e-07
Position 368: 6.489567908479785e-07
Position 511: 6.199654740596847e-07
Position 617: 3.0248418811792027e-07
Position 374: 2.878060562881467e-07
Position 619: 2.6418724678178277e-07
Position 592: 2.2529033651630838e-07
Position 612: 2.1927162853664543e-07
Position 1769: 2.0375432713912747e-07
Position 1736: 1.4553916893662716e-07
Position 610: 1.2641363147232134e-07
Position 344: 9.517305014437147e-08
Position 383: 8.09689611389418e-08
Position 537: 7.062152108706128e-08
Position 337: 6.77819496273512e-08
Position 162: 3.261297707742574e-08
Position 559: 2.397979196344647e-08
Position 679: 1.791853303561137e-08
Position 896: 1.555758436729304e-08
Position 908: 1.4537532987680289e-08
Position 810: 1.1151500903036296e-08
Position 795: 1.0040939923062723e-08
Position 750: 3.0073522131677594e-09
Position 877: 6.889885300994362e-10
Position 882: 2.9817230519956564e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9915: 0.7835486656616649
Position 16987: 0.772045524435748
Position 9704: 0.6552211077722957
Position 18642: 0.2266632577729355
Position 2717: 0.20072121719430863
Position 11468: 0.14662510857245062
Position 4826: 0.14629737480092153
Position 9964: 0.11548490612944594
Position 16656: 0.10553370234443263
Position 5102: 0.1022921890551002
Position 13184: 0.10043433683081039
Position 722: 0.0733245416186757
Position 17674: 0.06240169104949194
Position 14435: 0.06037218383290817
Position 4314: 0.05833748587276081
Position 9623: 0.047323868809394244
Position 10595: 0.03935241677720325
Position 4839: 0.03491131254865725
Position 9681: 0.025352569139878146
Position 19957: 0.025256998494818574
Position 20339: 0.024909101985186182
Position 20295: 0.02390743925416925
Position 4759: 0.023614337960377922
Position 10088: 0.021550990729603738
Position 19130: 0.02099842070811145
Position 9041: 0.018743022955161698
Position 4978: 0.017412147609703017
Position 12713: 0.016994452516313645
Position 12975: 0.01620452926153796
Position 158: 0.01463527818481502
Position 4720: 0.01389052182349746
Position 2733: 0.013606819959544863
Position 4273: 0.012948853740959644
Position 9911: 0.011416017509509623
Position 4603: 0.011046631094459115
Position 4750: 0.010741010227336567
Position 4563: 0.010568076273595283
Position 1862: 0.00885299933245961
Position 19853: 0.006975015989960273
Position 19423: 0.006776000480491385
Position 4907: 0.006691561797076044
Position 11519: 0.006577300766094259
Position 11819: 0.00648350141910072
Position 4795: 0.006006154490647846
Position 19327: 0.006001494158970864
Position 4789: 0.0058346268573236035
Position 18981: 0.005703740902072849
Position 2745: 0.005541747453147819
Position 18102: 0.004930654150811441
Position 5128: 0.004890669061544386
Position 757: 0.004777473653537611
Position 17231: 0.004703836522128999
Position 12241: 0.004547612096306185
Position 17719: 0.004412488291825575
Position 2444: 0.003981349099522882
Position 5131: 0.0037848377396405785
Position 11885: 0.0036251119856483775
Position 8187: 0.0031828126643949086
Position 13145: 0.0031043960697197046
Position 2583: 0.0030599291478501343
Position 9711: 0.003003838173062111
Position 6547: 0.0029270130711795666
Position 1366: 0.0027266004970907995
Position 4285: 0.0026187513763916664
Position 3928: 0.002498282591693104
Position 1381: 0.0022949004607553582
Position 6619: 0.0022910835537857947
Position 2550: 0.0021529154127992705
Position 13438: 0.0019691725983642674
Position 18333: 0.0019453086458541388
Position 16739: 0.0013271312793860358
Position 4874: 0.0012937626133378518
Position 198: 0.0012536940766870322
Position 401: 0.0012293454824921655
Position 661: 0.0011808343373379724
Position 16515: 0.0011016602626754517
Position 1005: 0.0010985029808673278
Position 4948: 0.0008878009301441439
Position 4849: 0.0008818748983907022
Position 17452: 0.0008738540059460936
Position 4566: 0.0008492123787753319
Position 1458: 0.0007919013449586637
Position 5146: 0.0006906678157167378
Position 465: 0.0006745504514500639
Position 1937: 0.0006412961397332876
Position 14002: 0.0005794313096356439
Position 2752: 0.0005617663350807348
Position 5842: 0.0004951445440939671
Position 1267: 0.00043824968790452613
Position 651: 0.00042269648110443176
Position 1476: 0.00040413483173581884
Position 2417: 0.00039099423828229887
Position 1492: 0.00029978329833651687
Position 14214: 0.0002789879637238176
Position 2635: 0.00027894152802643843
Position 1085: 0.0002778585991957011
Position 4160: 0.00025027910351668297
Position 1998: 0.00024586287930897417
Position 1453: 0.00023873768378109743
Position 4534: 0.0002359159298777878
Position 10621: 0.00023314129758763194
Position 1468: 0.00022698370326141592
Position 677: 0.00022529544192344633
Position 4687: 0.00021981467766937643
Position 10378: 0.00021874104958333646
Position 1408: 0.00017848324152202992
Position 686: 0.00017053372599058154
Position 10899: 0.00016995490810790657
Position 2554: 0.00016413098462025918
Position 9251: 0.0001608154330381929
Position 2787: 0.00015381650640694744
Position 1194: 0.0001380335891164148
Position 815: 0.00013559063329073473
Position 3825: 0.00013355791544603855
Position 1175: 0.00013315670666721736
Position 10213: 0.00012560693491651286
Position 1306: 0.00012072146480037232
Position 1889: 0.00012032118619617526
Position 1336: 0.00011788510913877107
Position 2594: 0.00011381202197001714
Position 12204: 0.0001036010445828194
Position 4195: 9.888613141327345e-05
Position 9481: 9.242710352800086e-05
Position 12142: 9.038276298021264e-05
Position 764: 9.034520425470235e-05
Position 1753: 8.659456435956944e-05
Position 3740: 8.406994774028466e-05
Position 12018: 8.406666555123345e-05
Position 1413: 6.644242473958055e-05
Position 508: 5.490705946165663e-05
Position 11152: 5.299524735127125e-05
