Gene = Spp2
index = 1017
Annotated 5SS: [  256   481  4268  5398 10332 11477 13718]
Annotated 3SS: [  355  4147  5289 10276 11425 13621 19360]
SMsplice 5SS: [  256   481  5398 10332 13718]
SMsplice 3SS: [  355  5289 10276 13621 17926]
top_k =  1000
Partition function (log Z): -3.5545466885103187

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.9773229328171725
Position 256: 0.9578912417079811
Position 13718: 0.9490633325426309
Position 10332: 0.702380755985147
Position 5398: 0.5506014606056202
Position 4268: 0.512352749149596
Position 1851: 0.5104919478742694
Position 11477: 0.4738691226066552
Position 5335: 0.39087096376624825
Position 3911: 0.27770289455810926
Position 8029: 0.143401376254347
Position 4033: 0.10091868445636966
Position 6007: 0.07294189013673862
Position 11839: 0.0656439331721578
Position 12735: 0.053933781051288335
Position 4468: 0.042399624156828866
Position 4014: 0.03806416135263365
Position 94: 0.031369868010591474
Position 15168: 0.031144029122352382
Position 12054: 0.028391614724209282
Position 4649: 0.025565207207219165
Position 1858: 0.019758823397834288
Position 2921: 0.017921189037351463
Position 421: 0.012822768067564971
Position 3065: 0.012129739718683983
Position 3544: 0.008477968738081737
Position 2983: 0.007536337750823811
Position 1087: 0.007431188108948333
Position 3298: 0.007139441090226718
Position 10725: 0.007051152466285967
Position 2518: 0.006336014546745524
Position 3856: 0.006265515371474515
Position 3005: 0.006032025695371619
Position 4037: 0.006025123899147993
Position 4041: 0.005563590423662646
Position 3231: 0.005440101145806659
Position 1903: 0.004889931358043442
Position 4227: 0.0041438255382911186
Position 17935: 0.0038149526140051123
Position 245: 0.0033669354980658626
Position 2723: 0.0031411052510785915
Position 187: 0.003138414914343035
Position 17856: 0.002459430796858806
Position 2947: 0.0022846243099833114
Position 1483: 0.001869580624969102
Position 293: 0.0017035772251447528
Position 1152: 0.001598780138974665
Position 2448: 0.0015799542123821366
Position 986: 0.0014053262932133613
Position 4736: 0.0013599698684814599
Position 485: 0.0013057090702854421
Position 793: 0.0010821070945909181
Position 1345: 0.0009271994128205725
Position 225: 0.0008259549285038694
Position 53: 0.0007750628831921167
Position 3049: 0.0006975397803658442
Position 2283: 0.0006883026283778734
Position 2172: 0.0006864121198392924
Position 1466: 0.0005871807159059444
Position 4148: 0.0005308732920924297
Position 221: 0.0005149782112384931
Position 4112: 0.0005066582822685362
Position 5390: 0.00048240275100971546
Position 1561: 0.0004116737935400844
Position 1828: 0.00035905534338835605
Position 156: 0.00035371704144787413
Position 3236: 0.00034881322313718013
Position 3154: 0.00033769453644070206
Position 11930: 0.0003360737289509572
Position 2872: 0.00033041793212634964
Position 5789: 0.0003249629269576065
Position 3633: 0.00029102915040218874
Position 1539: 0.00025715897894140445
Position 2273: 0.00019110082495468083
Position 87: 0.00016673938405542538
Position 7736: 0.0001460756498282346
Position 3112: 0.00014056717959069819
Position 311: 0.00010372929070241756
Position 3108: 0.00010344788149346534
Position 16: 9.423663796215984e-05
Position 3624: 9.30088476852089e-05
Position 1584: 9.167084448931524e-05
Position 3179: 7.481050661177568e-05
Position 440: 4.7944663280472234e-05
Position 450: 4.703869531345917e-05
Position 9: 3.5786548094224865e-05
Position 172: 3.3582034884792325e-05
Position 3316: 3.2768354646495685e-05
Position 558: 3.0122367383266523e-05
Position 751: 2.94834407282285e-05
Position 553: 2.7928275006205133e-05
Position 1390: 2.766795750426614e-05
Position 1139: 2.5065540317328326e-05
Position 2482: 2.4591529853896092e-05
Position 2502: 2.2137493828959863e-05
Position 2278: 1.4574289000077732e-05
Position 744: 1.3900306736029635e-05
Position 3904: 1.3759773750366826e-05
Position 732: 1.2942096791273316e-05
Position 915: 1.1242552136383726e-05
Position 2935: 1.097800052667772e-05
Position 16446: 1.039011165498862e-05
Position 1563: 9.4930749785344e-06
Position 1363: 9.292880363565922e-06
Position 734: 8.944401791371261e-06
Position 247: 8.452977612963758e-06
Position 1700: 6.058475631088124e-06
Position 1383: 5.739898383150298e-06
Position 1045: 5.670024629048379e-06
Position 1891: 5.522673703125384e-06
Position 1514: 5.27929413666641e-06
Position 1956: 4.742403471770143e-06
Position 2692: 3.632923870162131e-06
Position 2585: 3.158562419751336e-06
Position 2349: 3.081160431564799e-06
Position 130: 2.838222315022285e-06
Position 2308: 1.7001324198433653e-06
Position 2698: 1.1340636762806453e-06
Position 2343: 3.0497747536531903e-07
Position 589: 1.3255356588440126e-07
Position 573: 1.234287290147675e-07
Position 432: 1.0531336467928102e-07
Position 533: 5.319492706076821e-08
Position 593: 5.122955658666212e-08
Position 404: 4.4569539228415606e-08
Position 366: 3.182641847206714e-08
Position 644: 2.6820808319330082e-08
Position 736: 2.299953670461188e-08
Position 1354: 1.8953079405122504e-08
Position 647: 1.7636890124630974e-08
Position 412: 1.7102613825342912e-08
Position 339: 1.539489132426532e-08
Position 650: 1.496428078956313e-08
Position 738: 1.2997112925856925e-08
Position 364: 1.2057010086520071e-08
Position 653: 1.0596828898189e-08
Position 704: 6.526468496546664e-09
