Gene = Lrif1
index = 643
Annotated 5SS: [  171 11207 12704]
Annotated 3SS: [ 9726 12421 13468]
SMsplice 5SS: [  171 12704]
SMsplice 3SS: [12421 12793]
top_k =  1000
Partition function (log Z): -11.650273369214638

Sorted 5' Splice Sites (High to Low Probability):
Position 171: 0.9463661679026982
Position 12704: 0.5509570377914972
Position 11671: 0.24305972810099677
Position 10679: 0.16975947579290054
Position 781: 0.1412788179646059
Position 692: 0.10005252020899062
Position 11499: 0.09917536270660589
Position 1034: 0.07773074178382688
Position 11207: 0.05017780975349645
Position 1019: 0.029023857217944662
Position 12578: 0.02741176890712083
Position 3758: 0.023512119340767527
Position 8922: 0.02152018333698367
Position 10826: 0.019666532916743463
Position 7383: 0.013884519441467461
Position 11479: 0.0102846039645632
Position 6867: 0.00869643127590903
Position 12927: 0.00817689288378186
Position 565: 0.006782243563260851
Position 575: 0.006176561490521761
Position 8012: 0.004328433699595953
Position 42: 0.004191320039360004
Position 13887: 0.0039945872704847075
Position 4438: 0.0033492998564593
Position 10605: 0.0032850292296862913
Position 8816: 0.00312552022087596
Position 776: 0.0022394234474589344
Position 7519: 0.001378234312028053
Position 597: 0.0012146264128383673
Position 5907: 0.000977213235210457
Position 463: 0.0008456841582581396
Position 547: 0.0006541111341793749
Position 74: 0.0004961124297980346
Position 479: 0.00030193564007715716
Position 223: 0.0002844621300798377
Position 266: 0.00018388658858852755
Position 765: 0.0001169508564925041
Position 2289: 0.00011035041111546087
Position 156: 9.409900984574597e-05
Position 374: 9.285201891555894e-05
Position 65: 7.4121751191615e-05
Position 175: 7.32808478599242e-05
Position 535: 5.967461281631566e-05
Position 2742: 4.991967696897797e-05
Position 237: 4.414505913335737e-05
Position 247: 3.637077344937026e-05
Position 665: 3.5094300738630274e-05
Position 878: 3.370258650675414e-05
Position 119: 3.2178497691714436e-05
Position 836: 3.165703127689882e-05
Position 610: 2.9446779229524173e-05
Position 214: 2.6643524372971974e-05
Position 612: 2.4332853756587342e-05
Position 283: 2.3566019447764404e-05
Position 3482: 2.2288733667730214e-05
Position 825: 2.0307090788626353e-05
Position 584: 1.831013431451689e-05
Position 34: 1.4199437155334216e-05
Position 1175: 1.4190167370505482e-05
Position 887: 1.3029339260529795e-05
Position 111: 1.2050821185008923e-05
Position 868: 1.1545391539382265e-05
Position 721: 9.30289571725758e-06
Position 6256: 7.210192443076857e-06
Position 852: 5.964506238951526e-06
Position 807: 5.4932959323381386e-06
Position 6263: 5.199867080739006e-06
Position 1458: 4.274208273632182e-06
Position 5463: 4.211189604975511e-06
Position 181: 3.526947301057915e-06
Position 633: 2.832361882606856e-06
Position 2600: 2.766491031111046e-06
Position 339: 2.381278235556126e-06
Position 188: 2.150940717125351e-06
Position 734: 1.8506676204322915e-06
Position 360: 1.6868148339510698e-06
Position 710: 9.96302881294127e-07
Position 754: 9.441573529888555e-07
Position 226: 2.82335112206181e-07
Position 680: 2.7364922597153674e-07
Position 911: 2.711817426446787e-07
Position 130: 7.954697083068214e-08
Position 1489: 1.0985380663304668e-08
Position 2205: 5.047027292204538e-09
