Gene = Acp7
index = 98
Annotated 5SS: [  224  1609 14015 14587 15704 15995 16207 16388 16532 16675 16849 20082]
Annotated 3SS: [ 1356 13813 14403 15579 15931 16091 16279 16473 16606 16776 19943 23061]
SMsplice 5SS: [  224  6711 14015 14587 15704 15995 16207 16388 16532 16675 16849 20082]
SMsplice 3SS: [ 6554 13813 14403 15579 15931 16091 16279 16473 16606 16776 19943 23061]
top_k =  1000
Partition function (log Z): 17.674478330744954

Sorted 5' Splice Sites (High to Low Probability):
Position 16388: 0.990669262026297
Position 16675: 0.9788561530607777
Position 14015: 0.9720219906390142
Position 16532: 0.9580514946448335
Position 16207: 0.949354464557776
Position 20082: 0.8621764345194567
Position 6711: 0.7962380688469329
Position 224: 0.7174864753644783
Position 16849: 0.5277761286272631
Position 15704: 0.49570300960510716
Position 15995: 0.48187209617720494
Position 1609: 0.3773659936209636
Position 14587: 0.32796956218540446
Position 7500: 0.3183393795972796
Position 16857: 0.2953696211708972
Position 14604: 0.2952181312996135
Position 594: 0.21210679093473425
Position 9236: 0.16954348024374458
Position 6726: 0.1683596745020372
Position 11200: 0.15842359762056324
Position 22663: 0.15422424541132182
Position 19480: 0.13862126593965507
Position 14583: 0.13061648137808124
Position 16877: 0.11969888113008377
Position 7937: 0.08658297557139041
Position 20067: 0.08390218044215605
Position 19667: 0.07950757337400172
Position 14333: 0.07388839970170034
Position 18624: 0.0700745211624765
Position 9184: 0.06646402768878444
Position 11647: 0.05158907645066087
Position 7243: 0.04412884382635285
Position 3094: 0.036341807417708503
Position 1792: 0.03525516514661967
Position 6026: 0.03311076022628004
Position 327: 0.03215892549471774
Position 21974: 0.030403738562088757
Position 20128: 0.02957645105437786
Position 13472: 0.027576792202675306
Position 5914: 0.021643340239617958
Position 11192: 0.02120133800958814
Position 16217: 0.01975151234081687
Position 9180: 0.01908617340025115
Position 14778: 0.0187215212380498
Position 17808: 0.01785569474610909
Position 19492: 0.016973409614829855
Position 16702: 0.016138120942578677
Position 22961: 0.015902310425897577
Position 7050: 0.01562372213308349
Position 704: 0.01398188395910276
Position 4432: 0.013598335579578525
Position 691: 0.013498320273173823
Position 16977: 0.013220731439494105
Position 771: 0.013174407203809541
Position 23316: 0.01291086049340834
Position 2572: 0.012308400377203876
Position 9097: 0.01216513975659927
Position 881: 0.012017756813968768
Position 10259: 0.011992852255382035
Position 15708: 0.011983900355260887
Position 14500: 0.011950181492272977
Position 567: 0.01064966454770029
Position 14010: 0.010210012445667816
Position 22588: 0.009528595022296067
Position 1931: 0.009297448516459765
Position 16135: 0.009290468430016503
Position 15341: 0.007618443003447634
Position 19028: 0.006306249455191584
Position 10298: 0.006185073945037098
Position 11439: 0.006127765647654805
Position 14351: 0.005956209242758976
Position 3862: 0.005851954540195685
Position 20856: 0.005254312873904992
Position 15497: 0.00468166576828495
Position 18049: 0.004504924583481401
Position 263: 0.004377740018886129
