Gene = Akt1s1
index = 108
Annotated 5SS: [ 125 3736 4634 4885]
Annotated 3SS: [3346 4555 4714 5367]
SMsplice 5SS: [ 125  783 3736 4634 4885]
SMsplice 3SS: [ 385 3346 4555 4753 5973]
top_k =  1000
Partition function (log Z): 4.31858339126709

Sorted 5' Splice Sites (High to Low Probability):
Position 4634: 0.9830755716392764
Position 4885: 0.9744338078147173
Position 783: 0.8958146285505875
Position 3736: 0.8722598868466086
Position 125: 0.8112111401244226
Position 466: 0.4134159785526604
Position 3016: 0.1525305849739479
Position 507: 0.14042711923410764
Position 137: 0.1315330375808248
Position 1948: 0.10369831441546838
Position 5171: 0.08793622965918589
Position 3438: 0.07171616723716616
Position 1382: 0.035544880406686366
Position 5596: 0.033503083265833344
Position 5264: 0.03129803726381537
Position 2670: 0.028809740320831504
Position 1735: 0.025797380528567886
Position 1073: 0.0242638662612946
Position 1502: 0.02243926451344933
Position 3721: 0.01615409496351806
Position 5284: 0.014637523884394982
Position 3214: 0.012726060437279951
Position 4371: 0.012665170151433236
Position 1077: 0.012432152919973459
Position 1211: 0.011614299078243935
Position 2744: 0.011193216423993551
Position 2838: 0.010584150781935267
Position 4324: 0.009993228367156813
Position 2123: 0.009397204029069081
Position 4332: 0.008422774808337863
Position 4678: 0.008338452474691968
Position 183: 0.006736879501842279
Position 3947: 0.006215286927203877
Position 5780: 0.00571916867177908
Position 6085: 0.005573780083699507
Position 6056: 0.005537176620651657
Position 175: 0.005227550738798851
Position 2430: 0.004766468421159114
Position 2003: 0.004314604236595057
Position 2727: 0.003894856279188256
Position 2940: 0.003060902210734144
Position 1376: 0.0028401720090442135
Position 801: 0.002456397216508087
Position 1885: 0.0023437552230408487
Position 1032: 0.0023087149298097647
Position 2606: 0.0021352523569651474
Position 2911: 0.0020971827961647183
Position 4458: 0.0019592119562425207
Position 524: 0.0018070213559373408
Position 5443: 0.0013090286625449434
Position 1331: 0.0012654567586443078
Position 1601: 0.0011180707198913166
Position 3976: 0.001013039476273427
Position 1239: 0.0010015344699365518
Position 5352: 0.0007474086885290036
Position 483: 0.0007101433964371637
Position 93: 0.0006925059571020915
Position 2434: 0.0006399912992479753
Position 1906: 0.0005167311349558358
Position 505: 0.00045957047099116227
Position 530: 0.00043393355493666667
Position 533: 0.00040601694855965615
Position 5799: 0.0004042048044834307
Position 5763: 0.00039416541135272877
Position 450: 0.00038893354664551737
Position 5732: 0.00037350602584627066
Position 1285: 0.0003429072198838886
Position 2812: 0.00033724721543667755
Position 5246: 0.00031937208268105303
Position 2871: 0.00031619698416445743
Position 553: 0.0003102209988650865
Position 5797: 0.0003086833818230324
Position 1053: 0.00027268487548988136
Position 5072: 0.0002580011727788124
Position 1001: 0.0002574159343213969
Position 1190: 0.00022861026249610498
Position 5863: 0.00022291743154315336
Position 562: 0.00019599816873642548
Position 572: 0.0001842015114124809
Position 1208: 0.00018055630575333496
Position 2392: 0.00016338688714992333
Position 1257: 0.00015333173290914574
Position 636: 0.00014621395851186205
Position 4647: 0.00014213250879242646
Position 4069: 0.00013954350427566994
Position 464: 0.00012624229175964426
Position 1640: 0.00011971254228398301
Position 1246: 0.00011533462712716151
Position 585: 0.00010689306779112603
Position 1241: 0.00010613217622548433
Position 2410: 7.925604763460904e-05
Position 3589: 7.257879444347191e-05
Position 312: 5.8207645123373376e-05
Position 187: 5.1155214490307616e-05
Position 4906: 5.054398351799192e-05
Position 5742: 5.0150587652743516e-05
Position 412: 4.4061933284976506e-05
Position 600: 4.388152370448369e-05
Position 1426: 4.2522801545000936e-05
Position 1229: 3.9188149225398814e-05
Position 48: 3.586466152335655e-05
Position 798: 3.310332468585109e-05
Position 367: 3.092855249573886e-05
Position 822: 2.6718035038177164e-05
Position 4794: 2.5279485644935233e-05
Position 4611: 1.9808881298727345e-05
Position 1066: 1.6395884118937266e-05
Position 4931: 1.406510761053151e-05
Position 838: 1.2140905110035122e-05
Position 811: 1.0608568736049784e-05
Position 4815: 9.446440522203055e-06
Position 222: 9.421017121396996e-06
Position 4745: 9.155779013078592e-06
Position 1055: 9.094223918824864e-06
Position 5278: 9.088026144217113e-06
Position 1041: 7.761036482790658e-06
Position 1057: 5.08102479062407e-06
Position 228: 4.942104246694409e-06
Position 876: 4.891364577379981e-06
Position 4863: 4.853809480361602e-06
Position 430: 4.775958757363045e-06
Position 310: 4.560175244423428e-06
Position 4908: 4.328063130838374e-06
Position 37: 4.1077213767651944e-06
Position 346: 3.0195798614792127e-06
Position 4934: 2.9167502564563023e-06
Position 979: 2.7594046532935347e-06
Position 787: 1.5263956170334298e-06
Position 5096: 9.758987285212428e-07
Position 4819: 7.561136338674876e-07
Position 369: 7.497187750260458e-07
Position 5307: 7.350928759157481e-07
Position 353: 7.08945770172714e-07
Position 1106: 6.653256062702481e-07
Position 351: 6.413512573629894e-07
Position 977: 4.070265235786602e-07
Position 5610: 3.0616671203464484e-07
Position 6: 1.7101199872043402e-07
Position 891: 5.8250674858507384e-08
Position 958: 5.6932085633212953e-08
Position 4969: 2.778300234644377e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4555: 0.9267820064419993
Position 3346: 0.7188030765511951
Position 385: 0.7026982895700322
Position 4753: 0.43796657566160235
Position 5973: 0.349372089613314
Position 654: 0.2479430651915441
Position 701: 0.18517804648622913
Position 5058: 0.14728889284091445
Position 4764: 0.12963373347313606
Position 3628: 0.1239917891224464
Position 5691: 0.11967219389461954
Position 662: 0.11718535862643571
Position 5649: 0.11109983257552135
Position 4714: 0.11108404118910296
Position 2797: 0.10434753438601928
Position 5672: 0.09414525786123903
Position 1795: 0.08724094539001989
Position 4777: 0.08500054604872241
Position 3600: 0.08241075773037725
Position 4794: 0.0773233572684859
Position 5932: 0.07643074580641453
Position 4825: 0.06960625558791231
Position 5367: 0.0692623562361672
Position 4791: 0.06218079244424009
Position 724: 0.05764188717663788
Position 1149: 0.05604690296963852
Position 4537: 0.045054927855691485
Position 5240: 0.04096500492333071
Position 2923: 0.033747092871162065
Position 4969: 0.029559972297854696
Position 553: 0.029494836887210434
Position 2803: 0.02787464389137296
Position 5243: 0.026925934183237844
Position 1633: 0.022236090733820324
Position 636: 0.021942665769034468
Position 890: 0.02153629223053354
Position 5164: 0.02072525045166973
Position 4212: 0.01919694442508637
Position 1802: 0.016089295695153702
Position 3608: 0.0160132089974318
Position 5386: 0.014159307289441416
Position 6055: 0.012994364710017654
Position 2465: 0.011226036931242066
Position 4461: 0.010318966905891576
Position 629: 0.010014993009103792
Position 3113: 0.009715444407085745
Position 556: 0.00935544679455557
Position 2485: 0.009344571899404953
Position 5197: 0.008852187453260933
Position 6191: 0.00874248916592892
Position 741: 0.008165162936901747
Position 721: 0.00784049072615889
Position 2330: 0.007598066970535773
Position 4400: 0.007537757323025526
Position 2669: 0.00740575041939137
Position 5127: 0.00733920175191547
Position 3453: 0.006907494406648193
Position 1401: 0.006766050866081405
Position 3645: 0.006552090013849533
Position 2614: 0.0065084400741289555
Position 5298: 0.0061408045138440686
Position 977: 0.0060522382576912994
Position 5291: 0.0059150288160269736
Position 1214: 0.00512194665278828
Position 4194: 0.005071672147106368
Position 6020: 0.004457879906461876
Position 5858: 0.0044522755767904204
Position 3831: 0.004414855405284466
Position 3554: 0.004381749992125833
Position 1341: 0.0043329337179418255
Position 1356: 0.003986207060191917
Position 938: 0.003929801288004603
Position 1639: 0.003902507167759269
Position 2594: 0.0037320002320740476
Position 2599: 0.0035852053416127678
Position 4590: 0.003509923877451554
Position 6121: 0.0034385030060563137
Position 5480: 0.0032167671520429374
Position 982: 0.003087560552209396
Position 4284: 0.00303504857619066
Position 1706: 0.00300983250482038
Position 895: 0.0028828301075479036
Position 427: 0.0028648994083086635
Position 1454: 0.0025115323581835266
Position 562: 0.002501786970125768
Position 1956: 0.002398942686634565
Position 4734: 0.0023884724485551375
Position 3892: 0.00221090814228079
Position 695: 0.002188374203222273
Position 2001: 0.001974824616147448
Position 5990: 0.0019092777976187014
Position 5490: 0.0018486137998595204
Position 4287: 0.001652907647961503
Position 4839: 0.0016277903198294284
Position 5170: 0.001598708806131696
Position 305: 0.0015900169700776008
Position 2298: 0.001458082993193287
Position 2871: 0.0014308224783314367
Position 3057: 0.0014087080701206294
Position 2356: 0.001264696079520288
Position 5352: 0.0012297459813084633
Position 4984: 0.0012027798810246109
Position 4721: 0.0011970838547462224
Position 530: 0.00115325959936068
Position 1763: 0.0011003350910360583
Position 2101: 0.0010228301820826293
Position 903: 0.001019834578248979
Position 5427: 0.0009930719756772164
Position 5939: 0.0009826394451709832
Position 4198: 0.000979125729236444
Position 2013: 0.0009683009141058785
Position 692: 0.0009393170148367412
Position 318: 0.0009192639875863633
Position 2552: 0.0009156176334950725
Position 4173: 0.0009143233854395605
Position 4323: 0.0009118541847958073
Position 668: 0.000896272870228112
Position 2889: 0.0008667729102921995
Position 1986: 0.0008596271326190689
Position 940: 0.0008475502678667549
Position 5433: 0.0007865055175839256
Position 1551: 0.0007816948798348851
Position 5012: 0.0007715482926066708
Position 424: 0.000759665067865276
Position 204: 0.0006581803732598042
Position 1811: 0.0006510611177112974
Position 3416: 0.000646833828206266
Position 5015: 0.0006404582080739424
Position 4845: 0.000626144566560387
Position 3793: 0.0005923832681061846
Position 4487: 0.0005789525064911318
Position 1768: 0.0005758176407312976
Position 3290: 0.0005310767240993844
Position 5138: 0.0004846330714676763
Position 4988: 0.00048441739412672497
Position 5761: 0.00047736839477527447
Position 5904: 0.0004395908887750851
Position 678: 0.00042698404459330734
Position 5442: 0.00042585234068334384
Position 4303: 0.0004080374347560215
Position 5559: 0.0003795108223573411
Position 5626: 0.0003152085776304962
Position 2768: 0.0003114453757464596
Position 6084: 0.0003054399384293871
Position 5698: 0.0002768535396056131
Position 3163: 0.00026513878816784874
Position 5595: 0.0002626346977695021
Position 5072: 0.00024444926450913393
Position 1819: 0.00023894372967047338
Position 1584: 0.00022016864995244427
Position 351: 0.0002191315167366146
Position 1414: 0.00021818210424581113
Position 4727: 0.0001964119101776262
Position 2108: 0.0001956320696163645
Position 1343: 0.00018462114983638388
Position 4803: 0.0001843499748604898
Position 4575: 0.00017635120495556288
Position 363: 0.00017363220659057406
Position 2392: 0.00016307252652051986
Position 367: 0.00015439302646649123
Position 5658: 0.00015239114371237846
Position 5303: 0.00014330243253013906
Position 483: 0.00013772217412437034
Position 4441: 0.00013475282935297635
Position 4338: 0.00012830527821175363
Position 1154: 0.00011900154103154702
Position 4149: 0.00011313141616532412
Position 2647: 0.00011093311657746745
Position 6175: 0.00011048964332976043
Position 1775: 9.460921130291218e-05
Position 4494: 9.404099086061751e-05
Position 1571: 9.347915643214532e-05
Position 5726: 8.218973098743869e-05
Position 470: 8.119593724892273e-05
Position 1317: 7.922824067432981e-05
Position 222: 6.980976377487895e-05
Position 3940: 6.660562454580943e-05
Position 4358: 6.330009474720484e-05
Position 5822: 6.292269368408731e-05
Position 5730: 6.202436726322234e-05
Position 3372: 6.183415369639601e-05
Position 5075: 6.0575183516995595e-05
Position 395: 5.8556977421210036e-05
