Gene = Csde1
index = 297
Annotated 5SS: [  244  8787 18465 19617 20108 20817 22813 23260 23506 24416 26500 26753
 29303 30048 30727 32506 34408 35087 36052]
Annotated 3SS: [ 8362 18265 19506 20014 20718 22730 23130 23379 24202 26358 26587 29194
 29871 30613 32385 34228 34922 35918 36459]
SMsplice 5SS: [  244  8787 16296 18465 19617 22813 23260 23506 23759 24416 26500 26753
 29303 30727 32506 34408 35087 36052]
SMsplice 3SS: [ 8701 16148 18265 19506 22730 23130 23379 23627 24202 26358 26587 29194
 30613 32385 34228 34922 35918 36459]
top_k =  1000
Partition function (log Z): 15.468635962422672

Sorted 5' Splice Sites (High to Low Probability):
Position 8787: 0.9918407582894306
Position 23506: 0.9682781556229043
Position 32506: 0.9572694993356067
Position 34408: 0.9463743304310728
Position 36052: 0.9420395678405429
Position 19617: 0.9262562200735405
Position 26500: 0.9140034097927912
Position 35087: 0.9123895041529057
Position 24416: 0.8916962556160498
Position 23260: 0.8634290659041489
Position 22813: 0.8395963305483239
Position 244: 0.8335561839471459
Position 18465: 0.8212304830280709
Position 30727: 0.6888172240671772
Position 16296: 0.6755574498177398
Position 23759: 0.5956291919973313
Position 19860: 0.5041891706709636
Position 30048: 0.4644607977394823
Position 29332: 0.3181538408353706
Position 29339: 0.3035285290607319
Position 20817: 0.3005771084872507
Position 2382: 0.2845346265149
Position 466: 0.22380154772399394
Position 26764: 0.2118265361473257
Position 26776: 0.2014291360518688
Position 1295: 0.1287313527374903
Position 34141: 0.12097668616550665
Position 20190: 0.1084186953529371
Position 1967: 0.09943904808402218
Position 9363: 0.09498307508439709
Position 24303: 0.09461012396197452
Position 8504: 0.09362221459872823
Position 30826: 0.08264196125101171
Position 18458: 0.08048401869864899
Position 4844: 0.07902227493891019
Position 35396: 0.07307286288606801
Position 28545: 0.0636956754098421
Position 24834: 0.04706198927172427
Position 35838: 0.04695016807440664
Position 22986: 0.044135948484009764
Position 20653: 0.04271354712894449
Position 32003: 0.0404722906881209
Position 23771: 0.039769591481121
Position 26780: 0.0350832350783698
Position 25959: 0.03488308196826303
Position 20108: 0.034741202139850644
Position 36562: 0.03385610954595802
Position 9855: 0.03360706235270955
Position 31998: 0.03221966478901698
Position 68: 0.029624520157447615
Position 24622: 0.02849926204731538
Position 24939: 0.02776123073885141
Position 28531: 0.025078416893555094
Position 8471: 0.02440337110799138
Position 21821: 0.022730957274857775
Position 36071: 0.019384417451999432
Position 28570: 0.01917400935232704
Position 26248: 0.017083921591942195
Position 34742: 0.016930534292192972
Position 33427: 0.015711911695723665
Position 2750: 0.011919791194039776
Position 1874: 0.011075097302102786
Position 10216: 0.010804973848775856
Position 36364: 0.009368457278886407
Position 32801: 0.009299223417259157
Position 23201: 0.009112801672333672
Position 25170: 0.008697690959991388
Position 33771: 0.008479798566312683
Position 25526: 0.0084230359752434
Position 3028: 0.007580631197897868
Position 248: 0.007153131757118203
Position 28120: 0.006824481563680629
Position 25280: 0.006802765968885728
Position 36284: 0.006792188921887349
Position 36321: 0.006444135730026758
Position 23467: 0.006390368878726912
Position 32760: 0.006295135390091397
Position 577: 0.006292499803888444
Position 6989: 0.006279474298167807
Position 32748: 0.006277768636634679
Position 4848: 0.006166921932807404
Position 36016: 0.006042391989850133
Position 29816: 0.0060203095298710756
Position 27375: 0.005943078571477993
Position 36542: 0.005884087832999915
Position 26529: 0.0057113733484369005
Position 28573: 0.005640277594819674
Position 35958: 0.005512472782085563
Position 31069: 0.005434290096106226
Position 678: 0.004635455429525071
Position 27122: 0.004423223270469923
Position 26970: 0.004407814999655758
Position 32716: 0.004296333234193704
Position 27218: 0.004285302824113822
Position 22991: 0.004247090097481838
Position 36817: 0.00423834850470957
Position 30693: 0.004170231280142717
Position 24371: 0.004049895425197626
Position 35344: 0.004026955792266047
Position 4257: 0.004012762810711833
Position 23488: 0.003917791350153953
Position 24896: 0.0037441010917951003
Position 32751: 0.0036746424274346615
Position 23574: 0.0036060917573809666
Position 22842: 0.003590807008151952
Position 26479: 0.0035562505525555386
Position 7732: 0.0034395378996883727
Position 26830: 0.0032541897582297735
Position 32711: 0.003138687413820898
Position 26016: 0.003073698936403046
Position 36080: 0.0030439450492787423
Position 6714: 0.00277974937269683
Position 25226: 0.0027645229709403994
Position 29569: 0.0027273539189685016
Position 23912: 0.0026555460499201986
Position 36791: 0.0026513392415401372
Position 36023: 0.002598488091833676
Position 7119: 0.00255847311571966
Position 28584: 0.0025202649459406994
Position 381: 0.0025081085814609655
Position 27370: 0.002500992664614128
Position 30708: 0.0023359922056453994
Position 4858: 0.0022791389356621073
Position 7698: 0.0022410305969812767
Position 32955: 0.002210110822584179
Position 4181: 0.0022041975706804428
Position 288: 0.002157367243310407
Position 33984: 0.00211104588640361
Position 34832: 0.001769524626665632
Position 34173: 0.0017111729528099069
Position 29535: 0.0016250923273484898
Position 32428: 0.0016224511289865751
Position 313: 0.0015259023817191454
Position 28023: 0.0014600746792582243
Position 34636: 0.0014080407915468593
Position 34086: 0.0013694540193463357
Position 35019: 0.001239261233183855
Position 27415: 0.001210938460187141
Position 3022: 0.0011848384772410476
Position 26420: 0.001157078865094203
Position 35417: 0.0011196472050037194
Position 2314: 0.0010973301893605052
Position 23917: 0.0010770565988923349
Position 23269: 0.0010476962283235804
Position 35068: 0.001026837782166679
Position 36112: 0.0009985952007940365
Position 30907: 0.0009471376123840087
Position 26438: 0.0009166304094553473
Position 34648: 0.0008691650090226702
Position 485: 0.0008263854333410836
Position 26905: 0.0008117625957910322
Position 35851: 0.0008018304563100489
Position 35445: 0.0007862372295383256
Position 34688: 0.00077865860132409
Position 36736: 0.0007540345024771559
Position 23495: 0.0006733343555959345
Position 273: 0.0006614934028215494
Position 26759: 0.0006290351274659884
Position 26533: 0.0006139825281392884
Position 24239: 0.000611564775526088
Position 23943: 0.0005677564154661863
Position 26757: 0.0005597181262120143
Position 1040: 0.0005542556524175825
Position 479: 0.0005227970427171813
Position 34376: 0.0005225760791690491
Position 34454: 0.000513265355228236
Position 26504: 0.0004302112730111666
Position 267: 0.0003980906443661511
Position 32585: 0.0003914679287891013
Position 189: 0.00038295773120353924
Position 34797: 0.0003495952224395686
Position 22741: 0.00034166287518520193
Position 36970: 0.0003112981409404697
Position 34392: 0.00030522217335487967
Position 23763: 0.00029294315766226306
Position 6825: 0.0002666304962954746
Position 35110: 0.0002558856165455402
Position 32549: 0.00025486544692492205
