Gene = Lipe
index = 637
Annotated 5SS: [ 1113 10593 13274 13531 13931 14338 15258 15560 18185]
Annotated 3SS: [10056 13182 13384 13744 14045 15029 15382 17753 18536]
SMsplice 5SS: [ 1113  3210  4577 10593 13274 13531 13931 15258 15560]
SMsplice 3SS: [ 3085  4416 10436 13182 13384 13744 15029 15470 18536]
top_k =  1000
Partition function (log Z): 5.808432226781868

Sorted 5' Splice Sites (High to Low Probability):
Position 13274: 0.9789726396237945
Position 13531: 0.9619908730986102
Position 15560: 0.9395927375705159
Position 3210: 0.9185345434247415
Position 4577: 0.8611982734003437
Position 10593: 0.8480934299568219
Position 15258: 0.8260088909265282
Position 13931: 0.8151182177536684
Position 1113: 0.5896962495356074
Position 179: 0.5721385705540202
Position 8649: 0.38891726762768203
Position 15942: 0.3440848499033099
Position 10192: 0.31747555676768646
Position 7997: 0.26274633482816656
Position 12910: 0.22163572984009688
Position 12752: 0.22083533580133569
Position 7784: 0.18734193441311311
Position 14338: 0.11470215559133609
Position 1999: 0.09237238157353442
Position 14055: 0.08341408249136031
Position 1053: 0.08004774125996535
Position 15072: 0.0627587890516896
Position 13778: 0.05769199236295121
Position 7820: 0.057539083070103435
Position 1285: 0.04788590606264591
Position 13094: 0.040300109102133705
Position 743: 0.037932705681603826
Position 5950: 0.035699213809371966
Position 6464: 0.03039593743831687
Position 3218: 0.02891726627649107
Position 4548: 0.026348769926654803
Position 5861: 0.025967964254560397
Position 10541: 0.023475175799272593
Position 701: 0.021197197017811937
Position 5675: 0.020831735966634308
Position 12277: 0.020815649176967474
Position 13522: 0.020132969533349802
Position 6055: 0.018050611867923665
Position 2240: 0.01598441807793876
Position 6947: 0.015600103742726981
Position 4219: 0.014300528746860608
Position 8359: 0.013928611410602953
Position 12814: 0.013885976786545524
Position 4320: 0.013300415703425252
Position 9331: 0.013009537544464704
Position 15289: 0.010399652388903006
Position 18185: 0.009744512868347275
Position 375: 0.009667748009989355
Position 5852: 0.008471321233768843
Position 17654: 0.00828061818125542
Position 9713: 0.00816498266995481
Position 17435: 0.00801811487491939
Position 2731: 0.00792537223531815
Position 14862: 0.006957265207648263
Position 14139: 0.006863068100952599
Position 1356: 0.006835328869450195
Position 5148: 0.006315565860853397
Position 1952: 0.005627441171158979
Position 3994: 0.005583634582136064
Position 6931: 0.00555803226616388
Position 8953: 0.005556928006625123
Position 7911: 0.004978302655690416
Position 14349: 0.0047886336650033775
Position 16554: 0.00468466542141047
Position 13679: 0.00437183298508344
Position 11468: 0.004013818313238457
Position 3024: 0.004005206236178675
Position 8992: 0.00397956430655785
