Gene = Bend4
index = 179
Annotated 5SS: [  341  1245 10855 22880 28250]
Annotated 3SS: [  517 10287 22790 28008 29859]
SMsplice 5SS: [ 1168  4940  9750 10855 11345 14138 22880 24318 28179]
SMsplice 3SS: [ 4729  9645 10671 11216 13997 22790 24205 28008 29859]
top_k =  1000
Partition function (log Z): -3.0410078958242415

Sorted 5' Splice Sites (High to Low Probability):
Position 22880: 0.9875367249253928
Position 24318: 0.8442533746945776
Position 10855: 0.8385472500166198
Position 14138: 0.8241609765363714
Position 11345: 0.7848271811131876
Position 28179: 0.6629508661428783
Position 4940: 0.5941951176797654
Position 20755: 0.5416919084502075
Position 25411: 0.44001339464621014
Position 10057: 0.4289724501122418
Position 1168: 0.4013461023725918
Position 12676: 0.3940444810890349
Position 9772: 0.3741392345024547
Position 341: 0.3704607839824593
Position 9750: 0.34944164473646694
Position 30976: 0.3384131488041435
Position 14698: 0.29597066713546477
Position 20424: 0.29438267814342606
Position 29943: 0.2639861933819176
Position 3670: 0.258349358209454
Position 1245: 0.2564117236201576
Position 33588: 0.24397476270400523
Position 23724: 0.24090490874626508
Position 7921: 0.19603158198843762
Position 27981: 0.18220816543774884
Position 10612: 0.1811100490411851
Position 28250: 0.1480864722491455
Position 3639: 0.14491386220126873
Position 9072: 0.14422071217747415
Position 25171: 0.12374310569322816
Position 20450: 0.1170328670373344
Position 13898: 0.10460138166084847
Position 35566: 0.07887260247854079
Position 23089: 0.07158556734908672
Position 33704: 0.06593372478362934
Position 30111: 0.06503484338446969
Position 3504: 0.06267226896820478
Position 9974: 0.06077712140836235
Position 12805: 0.05975479495710641
Position 12687: 0.056903742850775804
Position 15210: 0.05474615665718586
Position 5271: 0.05357651135173994
Position 35435: 0.05096328570117438
Position 14215: 0.048792681450085675
Position 25711: 0.04661373175183117
Position 24354: 0.04621721400484557
Position 9784: 0.04523497742743776
Position 9778: 0.042004339167191124
Position 10909: 0.04055929182674614
Position 25678: 0.039556547428542956
Position 8748: 0.038439428702617004
Position 20777: 0.036547188152691534
Position 33027: 0.036374156518880124
