Gene = Tipin
index = 1083
Annotated 5SS: [   50  6641  8180  8847 12530 12784 19646]
Annotated 3SS: [ 6510  8106  8770 12406 12719 19438 22703]
SMsplice 5SS: [  384  8847 12530 19646]
SMsplice 3SS: [ 8770 12406 19438 22703]
top_k =  1000
Partition function (log Z): -10.637589695394226

Sorted 5' Splice Sites (High to Low Probability):
Position 8847: 0.9106203228542288
Position 12530: 0.7964111824815261
Position 19646: 0.6153111335532973
Position 1122: 0.4939749427026518
Position 8180: 0.48941804240473735
Position 384: 0.43149182948758924
Position 16901: 0.388402126732753
Position 50: 0.3599104829711685
Position 9615: 0.3161345587099377
Position 12784: 0.26656779954767346
Position 6641: 0.1901944725871207
Position 45: 0.13471912386362497
Position 22241: 0.11799181857289777
Position 16527: 0.09442976997322344
Position 14879: 0.07485033442421145
Position 19133: 0.06623314882912715
Position 16463: 0.047424235922503714
Position 12931: 0.04189764781386323
Position 285: 0.04034813427516151
Position 19622: 0.034758020941637824
Position 6791: 0.03404230222881604
Position 4051: 0.03325916145638589
Position 15388: 0.030072674995509828
Position 6665: 0.02461647601492894
Position 2912: 0.020618447011109615
Position 2886: 0.017975136230868397
Position 8250: 0.016251582763569535
Position 780: 0.009800914596130646
Position 312: 0.007224071811641918
Position 15256: 0.0064105172081024295
Position 399: 0.006383058073952217
Position 21362: 0.005675355310419116
Position 21129: 0.005081675325570894
Position 2055: 0.004817452325317305
Position 1668: 0.003883788837606678
Position 490: 0.0037132563024393885
Position 2632: 0.0034878860430685226
Position 181: 0.0030963748782835876
Position 4367: 0.002907368361849051
Position 65: 0.002838834167249723
Position 323: 0.0019260453866261388
Position 9285: 0.001853999738704692
Position 15285: 0.0016280331194960345
Position 742: 0.0011794262195570367
Position 388: 0.0009627865246211772
Position 332: 0.0006922841036105266
Position 11774: 0.0004721478772212234
Position 10423: 0.00030766815080492425
Position 2644: 0.00026665328090145357
Position 609: 0.00026640743934136404
Position 128: 0.00014464720060002785
Position 620: 9.194415331208757e-05
Position 329: 7.19412836744976e-05
Position 84: 6.234572710437191e-05
Position 1396: 6.18703415897931e-05
Position 868: 5.4040490681430076e-05
Position 59: 4.2713262598786346e-05
Position 507: 3.722815429915946e-05
Position 540: 3.577769394036754e-05
Position 598: 2.466070912064168e-05
Position 578: 2.44301632010456e-05
Position 425: 2.3837119800416016e-05
Position 840: 2.1079987425941647e-05
Position 792: 2.1031137640333998e-05
Position 732: 2.0940515292030626e-05
Position 9099: 2.0348955871793846e-05
Position 798: 1.791139808805419e-05
Position 496: 9.731951755727944e-06
Position 908: 7.66101414327677e-06
Position 816: 7.014109901245961e-06
Position 12: 6.6982666442833965e-06
Position 515: 5.839451825167095e-06
Position 636: 5.760086340166072e-06
Position 455: 5.113874391769822e-06
Position 701: 5.058008240573031e-06
Position 626: 4.715478449331537e-06
Position 39: 3.985585539011619e-06
Position 919: 3.870051802630759e-06
Position 362: 3.5575846826951533e-06
Position 414: 2.5850340319650214e-06
Position 494: 2.3227133060366647e-06
Position 1333: 2.14749484282001e-06
Position 1774: 2.0399400167653244e-06
Position 1847: 1.9833971117095825e-06
Position 963: 1.8529252342142787e-06
Position 1242: 1.4760577575271384e-06
Position 1620: 1.3293803610273252e-06
Position 1297: 7.831540630554898e-07
Position 1221: 7.028250471081344e-07
Position 434: 5.328992776954009e-07
Position 1511: 5.293112762347481e-07
Position 747: 4.761566586509998e-07
Position 509: 4.410866842020248e-07
Position 1392: 4.402179818344132e-07
Position 978: 3.759389180856186e-07
Position 1110: 1.9805605215613415e-07
Position 1096: 1.732751179595118e-07
Position 95: 4.8265103049478303e-08
Position 14: 1.1778591594915506e-08
Position 906: 1.3729038951556012e-12
Position 673: 1.9479064664934076e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 19438: 0.8310320367538994
Position 8770: 0.8307480042798012
Position 12406: 0.796496881578447
Position 22703: 0.5913871947315601
Position 8106: 0.4034700128672623
Position 16803: 0.39018081691847545
Position 1023: 0.36122518840177764
Position 12719: 0.2754141765966736
Position 9482: 0.23786556829287717
Position 22122: 0.1669129547143497
Position 16392: 0.1334918925405223
Position 6550: 0.10523233663169207
Position 1081: 0.10083745611702682
Position 6504: 0.09852841473813842
Position 18916: 0.08279834744170192
Position 8701: 0.07827812065546472
Position 8068: 0.06698035028078313
