Gene = Gclm
index = 429
Annotated 5SS: [  555 10054 13735 16371 17246 19352]
Annotated 3SS: [ 9987 13649 16310 17042 19236 20670]
SMsplice 5SS: [  555 10054 13735 16371 17246 19352 20762]
SMsplice 3SS: [ 9987 13649 16310 17042 19236 20670 24029]
top_k =  1000
Partition function (log Z): -1.631124121718884

Sorted 5' Splice Sites (High to Low Probability):
Position 13735: 0.999937006587632
Position 17246: 0.89511428990716
Position 19352: 0.8942065086763636
Position 16371: 0.8146933567403138
Position 20762: 0.6615847601908821
Position 555: 0.6535452104220997
Position 18018: 0.46363477997548813
Position 807: 0.45013872537662447
Position 10054: 0.44852756399766347
Position 20524: 0.18388418666650483
Position 16240: 0.15737907736067447
Position 84: 0.1530433814466886
Position 16697: 0.1507109492518412
Position 12682: 0.11637606499586624
Position 16881: 0.08858975157584618
Position 11228: 0.08113891566424027
Position 20553: 0.07197586955220643
Position 19424: 0.07032267972017098
Position 16953: 0.04686800650319805
Position 3126: 0.04544287915577893
Position 14955: 0.04386284374826784
Position 22452: 0.04305353119645923
Position 20025: 0.03686175164612382
Position 1751: 0.03685764660418915
Position 22398: 0.03322758341434747
Position 9660: 0.03265524936582876
Position 11451: 0.029211011326549553
Position 16885: 0.02901569693234902
Position 16851: 0.02637071184320471
Position 3640: 0.0240445570551364
Position 22432: 0.021269828634321458
Position 11255: 0.02049880189200963
Position 17805: 0.019763532967001642
Position 631: 0.01942125945153413
Position 2553: 0.019012405898675307
Position 12708: 0.01878102245492646
Position 17843: 0.017137455077809956
Position 18143: 0.016231840733895157
Position 20068: 0.015502057981606058
Position 15366: 0.014396303362127948
Position 17868: 0.011212781932961305
Position 19968: 0.00971552737765107
Position 15939: 0.009329038923065127
Position 16646: 0.008467208860133094
Position 19555: 0.008051022292150278
Position 16275: 0.008020602667604484
Position 4402: 0.007928146232768505
Position 4836: 0.006635891424048768
Position 564: 0.006343771305563631
Position 22467: 0.006129151658789116
Position 23907: 0.005156178717362102
Position 23536: 0.004961217566341856
Position 23477: 0.004719103810076912
Position 1616: 0.004439555204676412
Position 22410: 0.004022061718422194
Position 22317: 0.0038776100070322043
Position 23221: 0.003754523972422523
Position 16921: 0.0033233654459854708
Position 20624: 0.0028595952480646295
Position 17111: 0.0028529293360937276
Position 17890: 0.002650803380608
Position 16253: 0.002627559091609426
Position 21666: 0.0024218013021238202
Position 19804: 0.002273413229143524
Position 16978: 0.0022201014703932954
Position 20769: 0.0021730736671069575
Position 20775: 0.0021192606745278207
Position 18026: 0.0019548933560800622
Position 17918: 0.001765572418128621
Position 17665: 0.0017212328762166644
Position 19817: 0.0016265152324314927
Position 17255: 0.0013291067728436994
