Gene = G0s2
index = 419
Annotated 5SS: [229]
Annotated 3SS: [414]
SMsplice 5SS: [229]
SMsplice 3SS: [414]
top_k =  1000
Partition function (log Z): -7.825911882103122

Sorted 5' Splice Sites (High to Low Probability):
Position 229: 0.9820212920172299
Position 256: 0.00935400014469701
Position 200: 0.005612114825018435
Position 798: 0.003959027254265652
Position 552: 0.002173650553378394
Position 49: 0.001920057037455377
Position 578: 0.0018725635782479058
Position 319: 0.0006394249592200942
Position 524: 0.0004965307605358525
Position 828: 0.0003319997981039897
Position 512: 0.000255891919931739
Position 760: 0.00020109039521974865
Position 310: 0.000164042492999011
Position 651: 0.00016156414669013576
Position 117: 0.0001291877222900298
Position 569: 0.00012240627168281194
Position 534: 0.00011253991055712646
Position 450: 8.736084344886215e-05
Position 557: 8.364169484736581e-05
Position 166: 4.057677041635015e-05
Position 342: 3.621756572487337e-05
Position 33: 2.3465423459997214e-05
Position 536: 1.8070221528785555e-05
Position 119: 1.6525745519051673e-05
Position 349: 1.2383784874561265e-05
Position 340: 8.493318386834038e-06
Position 649: 6.747754918424641e-06
Position 632: 6.602610959294431e-06
Position 452: 6.347741256112728e-06
Position 92: 4.90623609133492e-06
Position 661: 4.666703650409034e-06
Position 554: 2.8958002334515645e-06
Position 629: 2.4271915398879507e-06
Position 715: 1.4508892742026764e-06
Position 606: 1.2824189927259617e-06
Position 580: 1.2113733380681032e-06
Position 730: 3.727821516365701e-07
Position 820: 2.1558378013253273e-07
Position 356: 1.6231441486283107e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 414: 0.9120911788798036
Position 347: 0.05270223779519739
Position 596: 0.009466235238497272
Position 920: 0.006661002914718918
Position 742: 0.004264737443609581
Position 827: 0.003811583316882165
Position 478: 0.0033791987585201095
Position 569: 0.003239614704167003
Position 430: 0.002816291281714027
Position 898: 0.0026659364916666105
Position 603: 0.0017671251253472996
Position 420: 0.0010699498220874454
Position 676: 0.0006928478128848448
Position 689: 0.0005389254626240308
Position 435: 0.0005385873646874843
Position 534: 0.0005165055604607122
Position 859: 0.00043055886028589704
Position 481: 0.00033121821617182744
Position 131: 0.00031684650260956667
Position 720: 0.00021023118978282708
Position 228: 0.00020108645639089532
Position 620: 0.0001581252473240411
Position 755: 0.0001513522035992439
Position 136: 0.00014482182710726086
Position 585: 0.0001441500744826386
Position 437: 0.00014048661249436927
Position 770: 0.00013921250076023059
Position 843: 0.00011029437907026797
Position 457: 0.0001024510700945983
Position 958: 0.00010223676160820086
Position 574: 9.836113205155435e-05
Position 629: 8.845005592063541e-05
Position 310: 6.987080648946227e-05
Position 442: 6.54268214353589e-05
Position 622: 6.084558127996655e-05
Position 808: 5.858485945015701e-05
Position 797: 4.994440306359028e-05
Position 673: 4.987518284288623e-05
Position 658: 4.796345869796852e-05
Position 139: 4.446724363807961e-05
Position 697: 4.034369436854683e-05
Position 319: 3.6309141878861186e-05
Position 661: 3.546805299601676e-05
Position 196: 2.7442520576764414e-05
Position 493: 2.6910486668757443e-05
Position 983: 2.458148195338149e-05
Position 869: 2.0356737204851173e-05
Position 503: 1.6851483214338312e-05
Position 99: 1.5759353422918707e-05
Position 775: 1.519702853851256e-05
Position 785: 1.1353047510209626e-05
Position 692: 8.704893415840127e-06
Position 133: 8.314959750880876e-06
Position 496: 8.204670988857141e-06
Position 703: 6.643231816418778e-06
Position 460: 6.392961576379146e-06
Position 287: 5.814922528732577e-06
Position 960: 5.1784559955770744e-06
Position 963: 4.441181712698609e-06
Position 966: 4.20236296038756e-06
Position 512: 4.120918711662327e-06
Position 326: 3.7181677350598266e-06
Position 810: 2.4420568335633475e-06
Position 508: 2.3995306508491773e-06
Position 938: 2.08407453647144e-06
Position 200: 1.989102224797203e-06
Position 450: 1.8838867739366574e-06
Position 772: 1.4233328376383624e-06
Position 323: 1.3221834135346107e-06
Position 779: 9.311583576993203e-07
Position 647: 6.680292060087886e-07
Position 517: 6.15130835612744e-07
Position 109: 4.840059884113591e-07
Position 706: 4.7379720844124874e-07
Position 637: 4.0684970227836245e-07
Position 144: 3.4164994645934613e-07
Position 177: 2.6482687854832405e-07
Position 162: 1.2796031106811464e-07
Position 152: 1.1117849599544545e-07
Position 166: 6.426818230824162e-08
Position 101: 3.277917021805935e-08
Position 117: 3.166175820913922e-08
Position 149: 1.488193609007039e-08
Position 240: 3.2132675975671366e-09
Position 233: 1.2995513007261733e-09
Position 254: 2.2362014366604145e-10
Position 266: 5.650686072986726e-11
Position 273: 5.340507566407384e-11
Position 264: 3.75861906860568e-11
