Gene = Chfr
index = 263
Annotated 5SS: [   75   335  4594  7801  8791  9128 10775 15827 16631 17421 19123 23059
 24382 26922 28234 32372 33355]
Annotated 3SS: [  190  4493  7690  8730  8911 10609 15666 16475 17257 18976 22941 24297
 26850 28145 32263 33281 35001]
SMsplice 5SS: [   75   335  2733  4330  4594  7801 15827 19123 23059 24382 26922 28234
 32372 33355]
SMsplice 3SS: [  190  2614  4256  4493  7690 15666 18976 22968 24297 26850 28145 32263
 33281 35001]
top_k =  1000
Partition function (log Z): 14.511182284373822

Sorted 5' Splice Sites (High to Low Probability):
Position 19123: 0.9998262784479159
Position 32372: 0.989237370788685
Position 15827: 0.9457278311895185
Position 28234: 0.9297270494281851
Position 335: 0.9276729636774061
Position 23059: 0.9225898908099999
Position 4594: 0.8749196840614601
Position 75: 0.85517152680094
Position 26922: 0.8269162934907195
Position 7801: 0.739789457936589
Position 4330: 0.7371368043171053
Position 33355: 0.7078110806372387
Position 2733: 0.6715962315945935
Position 24382: 0.5988525322911309
Position 17421: 0.39161141583925263
Position 10775: 0.3747438757965083
Position 28868: 0.37290429826336086
Position 793: 0.27107038258848926
Position 8791: 0.25779278562192903
Position 24242: 0.2532902007777198
Position 9128: 0.23607039921126988
Position 28500: 0.19091433046631817
Position 4348: 0.17087942377821433
Position 26026: 0.16282743081871037
Position 17465: 0.1445609908243356
Position 28080: 0.14021782555907053
Position 25491: 0.11993225646602923
Position 27765: 0.1139231595982911
Position 32689: 0.11085094750590077
Position 21675: 0.11062342879685645
Position 4622: 0.10635373943845919
Position 28539: 0.10575781319381719
Position 3770: 0.09450801189495961
Position 24298: 0.08959013741598881
Position 5612: 0.083257049744916
Position 24691: 0.08301719569489144
Position 8879: 0.08196056518504942
Position 13875: 0.06869988163826889
Position 27938: 0.061301286012190585
Position 16631: 0.059201223733214646
Position 16170: 0.05707697471798397
Position 32827: 0.055649695121454595
Position 26332: 0.04985393968008326
Position 33335: 0.04645003845602838
Position 18834: 0.04411010045210833
Position 7891: 0.03991459870456059
Position 10886: 0.03929117098592363
Position 9193: 0.02892109635674889
Position 15790: 0.02852739866582052
Position 26425: 0.023952670247927636
Position 12525: 0.020579323752105815
Position 40: 0.019263715290346033
Position 28310: 0.017570628194437735
Position 20895: 0.01651426923437649
Position 91: 0.016514109538812327
Position 28651: 0.01562507705232309
Position 23063: 0.015149164577114491
Position 27166: 0.014191764184514448
Position 30237: 0.014088207389751447
Position 12664: 0.013747417721565182
Position 12049: 0.013183119545066752
Position 28073: 0.013177098733026967
Position 6391: 0.013109788751995338
Position 354: 0.012022194275685922
Position 34062: 0.011574792734063505
Position 6428: 0.011083979284821294
Position 20920: 0.011053570590568692
Position 2575: 0.010930237064358755
Position 4940: 0.01046887055632597
Position 33359: 0.009888390602616632
Position 20601: 0.00944799795052934
Position 4339: 0.00933330271102196
Position 2777: 0.008768628452078181
Position 35361: 0.008400571092444927
Position 18892: 0.008344808936061716
Position 3307: 0.008245565530459
Position 33187: 0.00776469678028674
Position 34071: 0.007506932484100149
Position 2459: 0.007423620271455352
Position 34317: 0.007367037926695967
Position 20228: 0.007077231970008511
Position 23090: 0.006704024839138235
Position 33587: 0.006396793810981224
Position 4569: 0.0062561791492255865
Position 9909: 0.005581858210443023
Position 33547: 0.005532055008687427
Position 8159: 0.005364601130742397
Position 5237: 0.005015744982052069
Position 7279: 0.0049797541853158
Position 31337: 0.0046305030611483835
